OrganisationLabel,OrganisationURI,AccountName1,AccountName2,BAReference,PropertyAddress1,PropertyAddress2,PropertyAddress3,PropertyAddress4,PropertyAddress5,PropertyAddress6,PropertyPostcode,RateableValue,BillFrom,BillTo,BillCredit,AccountCredit,AccountAddress1,AccountAddress2,AccountAddress3,AccountAddress4,AccountPostcode
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,00050160000004,,,VODAFONE (45111) OPP BAYSWATER GDNS,BAYSWATER ROAD,WALLASEY,MERSEYSIDE,CH45 8LA,3100,01/04/2014,01/04/2015,-942.00,-5418.41,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,00050160000004,,,VODAFONE (45111) OPP BAYSWATER GDNS,BAYSWATER ROAD,WALLASEY,MERSEYSIDE,CH45 8LA,3100,01/04/2013,01/04/2014,-924.00,-5418.41,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,00050160000004,,,VODAFONE (45111) OPP BAYSWATER GDNS,BAYSWATER ROAD,WALLASEY,MERSEYSIDE,CH45 8LA,3100,01/04/2010,01/04/2011,-476.41,-5418.41,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,00043770000104,,,VODAFONE(45112) JCT TRAFALGAR ROAD,SEABANK ROAD,WALLASEY,MERSEYSIDE,CH44 0EE,4450,01/04/2015,01/04/2016,-1368.00,-5272.36,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,00043770000104,,,VODAFONE(45112) JCT TRAFALGAR ROAD,SEABANK ROAD,WALLASEY,MERSEYSIDE,CH44 0EE,4450,01/04/2013,01/04/2014,-981.41,-5272.36,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,00043770000104,,,VODAFONE(45112) JCT TRAFALGAR ROAD,SEABANK ROAD,WALLASEY,MERSEYSIDE,CH44 0EE,4450,01/04/2011,01/04/2012,-338.18,-5272.36,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,00043770000104,,,VODAFONE(45112) JCT TRAFALGAR ROAD,SEABANK ROAD,WALLASEY,MERSEYSIDE,CH44 0EE,4450,01/04/2016,01/04/2017,-497.40,-5272.36,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,00043770000104,,,VODAFONE(45112) JCT TRAFALGAR ROAD,SEABANK ROAD,WALLASEY,MERSEYSIDE,CH44 0EE,4450,01/04/2012,01/04/2013,-569.20,-5272.36,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,00043770000104,,,VODAFONE(45112) JCT TRAFALGAR ROAD,SEABANK ROAD,WALLASEY,MERSEYSIDE,CH44 0EE,4450,01/04/2010,01/04/2011,-175.82,-5272.36,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,00043770000104,,,VODAFONE(45112) JCT TRAFALGAR ROAD,SEABANK ROAD,WALLASEY,MERSEYSIDE,CH44 0EE,4450,01/04/2014,01/04/2015,-1342.35,-5272.36,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,,000433100231A1,,,VODAFONE (73732) STREETWORKS SITE,"ADJ 231, POULTON ROAD",WALLASEY,MERSEYSIDE,CH44 4BT,4400,01/01/2012,01/04/2012,-64.59,-866.79,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,,000433100231A1,,,VODAFONE (73732) STREETWORKS SITE,"ADJ 231, POULTON ROAD",WALLASEY,MERSEYSIDE,CH44 4BT,4400,01/04/2013,01/04/2014,-277.20,-866.79,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,,000433100231A1,,,VODAFONE (73732) STREETWORKS SITE,"ADJ 231, POULTON ROAD",WALLASEY,MERSEYSIDE,CH44 4BT,4400,01/04/2012,01/04/2013,-270.00,-866.79,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,,000433100231A1,,,VODAFONE (73732) STREETWORKS SITE,"ADJ 231, POULTON ROAD",WALLASEY,MERSEYSIDE,CH44 4BT,4400,01/04/2015,01/04/2016,-288.00,-866.79,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,,000433100231A1,,,VODAFONE (73732) STREETWORKS SITE,"ADJ 231, POULTON ROAD",WALLASEY,MERSEYSIDE,CH44 4BT,4400,01/04/2014,01/04/2015,-282.60,-866.79,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WAGNER DEVELOPMENTS LTD,,0006261A000303,,,3 DINSDALE ROAD,WIRRAL,MERSEYSIDE,,CH62 3PY,13500,30/05/2015,30/11/2015,-2236.68,-2236.68,C/O VINE PROPERTY MANAGEMENT,5 VINE TERRACE,"HIGH STREET, HARBORNE",BIRMINGHAM,B17 9PU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WAGNER DEVELOPMENTS LTD,,0006261A003005,,,30 DINSDALE ROAD,WIRRAL,MERSEYSIDE,,CH62 3PY,3700,30/05/2015,30/11/2015,-518.02,-518.02,C/O VINE PROPERTY MANAGEMENT,5 VINE TERRACE,"HIGH STREET, HARBORNE",BIRMINGHAM,B17 9PU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WAGNER DEVELOPMENTS LTD,,0006261A0019B4,,,19 DINSDALE ROAD,WIRRAL,MERSEYSIDE,,CH62 3PY,7300,29/06/2015,27/01/2016,-1113.97,-1113.97,C/O VINE PROPERTY MANAGEMENT,5 VINE TERRACE,"HIGH STREET, HARBORNE",BIRMINGHAM,B17 9PU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WAGNER DEVELOPMENTS LTD,,0006261A0031B3,,,31 DINSDALE ROAD,WIRRAL,MERSEYSIDE,,CH62 3PY,7200,05/02/2016,05/02/2016,-345.40,-345.40,C/O VINE PROPERTY MANAGEMENT,5 VINE TERRACE,"HIGH STREET, HARBORNE",BIRMINGHAM,B17 9PU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WAGNER DEVELOPMENTS LTD,,0006261A0020B8,,,20 DINSDALE ROAD,WIRRAL,MERSEYSIDE,,CH62 3PY,3750,01/04/2016,02/06/2016,-311.49,-311.49,C/O VINE PROPERTY MANAGEMENT,5 VINE TERRACE,"HIGH STREET, HARBORNE",BIRMINGHAM,B17 9PU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WAGNER DEVELOPMENTS LTD,,0006261A0019B4,,,19 DINSDALE ROAD,WIRRAL,MERSEYSIDE,,CH62 3PY,7300,01/04/2016,26/09/2016,-1486.78,-1486.78,C/O VINE PROPERTY MANAGEMENT,5 VINE TERRACE,"HIGH STREET, HARBORNE",BIRMINGHAM,B17 9PU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WAINWRIGHT & GIBSON (SERVICES),LTD,000183400284D8,,,240 BROOK STREET,BIRKENHEAD,WIRRAL,,CH41 6PF,5800,01/04/2016,09/01/2017,-349.66,-349.66,251 CLEVELAND STREET,BIRKENHEAD,WIRRAL,,CH41 3QF
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WE ACCOUNT LTD,C/O RIVERSIDE PARK LTD,0006698A0002G8,,,OFFICE 3 1ST FLR MARWOOD HOUSE,"RIVERSIDE PARK, SOUTHWOOD ROAD",WIRRAL,MERSEYSIDE,CH62 3QX,1925,01/04/2015,11/12/2015,-282.75,-282.75,PO BOX 236,LEATHERHEAD,SURREY,,KT22 0LW
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WEPRE DEVELOPMENTS LTD,,000426500062B7,,,62 MARTINS LANE,WALLASEY,WIRRAL,,CH44 1BN,3550,01/04/2016,01/04/2017,-336.07,-336.07,WEPRE HOUSE,LON PARCWR BUSINESS PARK,RUTHIN,DENBIGHSHIRE,LL15 1NJ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WESTBOURNE MOTORS LTD,,00074140001303,,,YARD AT BROOK TERRACE,WIRRAL,MERSEYSIDE,,CH48 4DX,520,01/04/2010,01/04/2011,-0.01,-55.39,35 EATON ROAD,WEST KIRBY,WIRRAL,MERSEYSIDE,CH48 3HE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WESTBOURNE MOTORS LTD,,00074140001303,,,YARD AT BROOK TERRACE,WIRRAL,MERSEYSIDE,,CH48 4DX,520,01/04/2011,01/04/2012,-55.38,-55.39,35 EATON ROAD,WEST KIRBY,WIRRAL,MERSEYSIDE,CH48 3HE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WESTMINSTER DREDGING CO LTD,,000697100000B5,,,WESTMINSTER DREDGING CO LTD,"WEST BANK, EASTHAM LOCKS",WIRRAL,MERSEYSIDE,CH62 0BB,12000,01/04/2011,17/05/2011,-382.95,-382.95,WESTMINSTER HOUSE,CROMPTON WAY,SEGENSWORTH WEST,"FAREHAM, HANTS",PO15 5SS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL COMMUNITY NHS TRUST,,000141200001C5,,,ST CATHERINES HOSPITAL,CHURCH ROAD,BIRKENHEAD,MERSEYSDIE,CH42 0LG,0,01/04/2010,02/04/2010,-10.56,-10.56,PHOENIX HOUSE,TOPCLIFFE LANE,TINGLEY,WAKEFIELD,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL COMMUNITY TRUST,,0007437A000407,,,THE CONCOURSE HEALTH CENTRE,GRANGE ROAD,WIRRAL,MERSEYSIDE,CH48 4HX,23250,01/04/2013,01/04/2014,-117.75,-484.75,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL COMMUNITY TRUST,,0007437A000407,,,THE CONCOURSE HEALTH CENTRE,GRANGE ROAD,WIRRAL,MERSEYSIDE,CH48 4HX,23250,01/04/2014,01/04/2015,-120.50,-484.75,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL COMMUNITY TRUST,,0007437A000407,,,THE CONCOURSE HEALTH CENTRE,GRANGE ROAD,WIRRAL,MERSEYSIDE,CH48 4HX,23250,01/04/2015,01/04/2016,-246.50,-484.75,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL GYMNASTICS CLUB LTD,,0002632000280B,,,WIRRAL GYMNASTICS CLUB,CHURCH STREET,BIRKENHEAD,WIRRAL,CH41 5EQ,12250,01/04/2013,07/09/2013,-363.63,-363.63,CHURCH STREET,BIRKENHEAD,MERSEYSIDE,,CH41 5EQ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL HOSPITAL TRUST,,00061970000105,,,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JY,660000,01/04/2012,01/04/2013,-29951.95,-77869.60,FINANCE DEPARTMENT,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL MERSEYSIDE,CH63 4JY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL HOSPITAL TRUST,,00061970000105,,,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JY,660000,01/04/2011,01/04/2012,-17320.00,-77869.60,FINANCE DEPARTMENT,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL MERSEYSIDE,CH63 4JY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL HOSPITAL TRUST,,00061970000105,,,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JY,660000,01/04/2010,01/04/2011,-9402.65,-77869.60,FINANCE DEPARTMENT,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL MERSEYSIDE,CH63 4JY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL HOSPITAL TRUST,,00061970000105,,,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JY,660000,01/04/2013,01/04/2014,-21195.00,-77869.60,FINANCE DEPARTMENT,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL MERSEYSIDE,CH63 4JY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL INDEPENDENT LIVING,AND LEARNING,0002590A0012A7,,,12 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,6600,01/04/2011,01/04/2012,-281.16,-286.22,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL INDEPENDENT LIVING,AND LEARNING,0002590A0012A7,,,12 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,6600,25/03/2011,01/04/2011,-5.06,-286.22,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL PRIMARY CARE TRUST,,0002678000770A,,,OLD MARKET HOUSE,HAMILTON STREET,BIRKENHEAD,MERSEYSIDE,CH41 5FL,505000,01/04/2011,01/04/2012,-2821.68,-28011.68,OLD MARKET HOUSE,HAMILTON STREET,BIRKENHEAD,,CH41 5FL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL PRIMARY CARE TRUST,,0002678000770A,,,OLD MARKET HOUSE,HAMILTON STREET,BIRKENHEAD,MERSEYSIDE,CH41 5FL,505000,01/04/2012,01/04/2013,-25190.00,-28011.68,OLD MARKET HOUSE,HAMILTON STREET,BIRKENHEAD,,CH41 5FL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL UNIVERSITY TEACHING,"HOSPITAL TRUST, ACCOUNTS PAYABLE",0001225A0009AB,,,UNIT 9A WIRRAL BUSINESS PARK,ARROWE BROOK ROAD,WIRRAL,MERSEYSIDE,CH49 1SX,3900,01/04/2013,25/03/2014,-34.56,-34.56,WILLOW HOUSE,CLATTERBRIDGE HOSPITAL,WIRRAL,,CH63 4JY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL UNIVERSITY TEACHING,"HOSPITAL TRUST, ACCOUNTS PAYABLE",0001225A000906,,,UNIT 9 WIRRAL BUSINESS PARK,ARROWE BROOK ROAD,WIRRAL,MERSEYSIDE,CH49 1SX,15500,01/04/2013,25/03/2014,-137.33,-137.33,WILLOW HOUSE,CLATTERBRIDGE HOSPITAL,WIRRAL,,CH63 4JY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WOODSIDE BUSINESS PARK LTD,,0003718A0114CB,,,"UNIT 114, WOODSIDE BUSINESS PARK",SHORE ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1EP,3500,07/08/2012,20/08/2012,-10.80,-10.80,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,LANCS,M17 8PL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WOODSIDE BUSINESS PARK LTD,,0003718A011103,,,UNIT 111 WOODSIDE BUSINESS PARK,SHORE ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1EP,5200,01/04/2014,02/02/2015,-4056.44,-4056.44,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,LANCS,M17 8PL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ZONE FITNESS HOYKLAKE LTD,,0007365000110A,,,HEATON STATIONERY LTD,MARINE HOUSE STATION ROAD,WIRRAL,MERSEYSIDE,CH47 4AA,6700,01/04/2016,01/04/2017,-54.00,-54.00,1 STATION ROAD,HOYLAKE,,,CH47 4AA
