Body,Body Name,Posting Date,Transaction number,Amount,Supplier name,Supplier ID,Service Area,Expense Type,Expense Code,Type
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/05/2012,20080900,"5,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Revenue Grants,4704,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/05/2012,20080901,"10,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Revenue Grants,4704,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/05/2012,20080902,"18,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Homeless Schemes - Second Homes,4802,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,30/05/2012,20081196,"32,000.00 ",Age UK Derby & Derbyshire,13594,Homelessness,Homeless Schemes - Second Homes,4802,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/05/2012,20080558,608.51 ,allpay.net Limited,12681,Council Tax Collection,Giro/Allpay Charges,4448,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/05/2012,20080983,"1,388.37 ",allpay.net Limited,12681,Council Tax Collection,Giro/Allpay Charges,4448,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/05/2012,20080984,"1,026.84 ",allpay.net Limited,12681,Council Tax Collection,Giro/Allpay Charges,4448,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,02/05/2012,20080529,"2,814.64 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2012,20080831,"3,326.08 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/05/2012,20080868,"3,812.06 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,23/05/2012,20081090,"2,453.49 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/05/2012,20081224,"3,190.94 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2012,20080832,750.00 ,Andersons Solicitors,10051,Democratic Representation & Mgmt,Seminars & Short Courses,1485,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,02/05/2012,20080483,"1,155.00 ",Anthony Collins Solicitors LLP,15010,Wirksworth Sports Centre,Revenue Grants,4704,Revenue
