Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,VAT Registration Number,Type,Account Code,Cost Centre,Reporting Month,Currency Unit
BIS,NERC,24-JUN-2010,,,University of Bristol,60606," 28,083.41 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,60607," 30,923.23 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,60734," 30,744.49 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,60745," 29,566.36 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,60746," 33,660.20 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,60894," 31,151.80 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,60898," 34,700.04 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,61025," 36,368.94 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,61026," 27,607.59 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,61027," 37,648.99 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,61035," 33,932.04 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,61188," 31,735.01 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,61349," 32,886.85 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,61350," 41,072.09 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,61351," 38,917.15 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Bristol,61354," 36,186.89 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,60562," 36,732.17 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,60565," 42,518.20 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,60566," 45,675.92 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,60568," 32,536.05 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,60692," 30,031.21 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,60697," 25,727.26 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,60701," 29,829.95 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,60989," 26,128.38 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,61442," 49,531.00 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,61443," 43,511.73 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Cambridge,61448," 28,285.28 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Durham,60848," 39,400.98 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Durham,60988," 31,575.11 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Durham,61142," 29,041.95 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Durham,61452," 39,303.38 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,60433," 34,278.41 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,60440," 36,606.28 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,60579," 26,302.77 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,60707," 34,121.48 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,60708," 28,259.97 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,60713," 25,344.37 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,60714," 28,058.98 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,60715," 26,361.06 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,61152," 28,818.03 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,61165," 36,434.17 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,61311," 43,848.40 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,61456," 27,957.07 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,61458," 26,255.30 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of East Anglia,61459," 37,249.30 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,60665," 40,493.67 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,60669," 28,089.44 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,60672," 26,035.77 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,60820," 31,492.51 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,60821," 27,053.44 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,60823," 26,521.88 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,60824," 27,274.78 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,60952," 44,216.29 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,61102," 38,566.13 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,61105," 39,246.53 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,61110," 47,085.77 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,61115," 25,763.58 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,61263," 34,167.93 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,61416," 31,634.10 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,61422," 28,163.61 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,61426," 100,880.00 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Edinburgh,61427," 28,810.10 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Essex,60468," 38,253.61 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Essex,61195," 25,841.17 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Essex,61196," 30,956.10 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,60330," 32,186.24 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,60342," 31,763.65 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,60601," 25,481.28 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,60608," 42,397.88 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,60751," 31,648.26 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,60902," 29,049.58 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,61030," 33,991.35 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,61033," 25,317.46 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,61041," 28,959.80 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,61191," 26,584.12 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,61193," 38,741.56 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Exeter,61357," 26,666.01 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Glasgow,60609," 27,218.84 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Glasgow,60752," 35,322.92 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Glasgow,61359," 31,053.46 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Hertfordshire,60996," 26,880.83 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60377," 49,469.07 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60505," 67,437.80 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60512," 78,715.81 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60514," 26,261.57 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60654," 29,437.04 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60656," 40,286.27 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60797," 31,551.83 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60798," 117,495.40 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60802," 31,888.84 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60806," 26,185.84 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60808," 30,250.68 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60811," 33,866.21 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60933," 25,780.45 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,60935," 35,654.19 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,61079," 47,762.10 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,61245," 27,510.73 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,61249," 62,222.19 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leeds,61397," 32,324.80 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leicester,60337," 27,701.90 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leicester,60616," 28,309.99 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leicester,61038," 27,817.03 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leicester,61352," 25,787.19 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leicester,61353," 34,548.27 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Leicester,61364," 41,907.09 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Liverpool,60345," 30,612.37 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Liverpool,60480," 25,201.12 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Liverpool,60617," 45,639.75 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Liverpool,60618," 38,494.27 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Liverpool,60758," 39,302.17 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Liverpool,60762," 34,409.52 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Liverpool,61209," 38,298.88 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Liverpool,61361," 34,040.67 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,60348," 28,459.10 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,60620," 30,551.61 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,60624," 27,989.41 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,60625," 25,779.10 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,60626," 38,617.11 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,60627," 38,692.28 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,60766," 27,128.55 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,60768," 88,379.62 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,60770," 37,381.07 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,61047," 48,286.20 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,61048," 80,655.37 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,61210," 34,102.94 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,61211," 25,431.73 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,61212," 39,502.55 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,61215," 29,842.76 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Manchester,61367," 28,906.90 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Newcastle Upon Tyne,60478," 29,732.55 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Newcastle Upon Tyne,60629," 35,821.20 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Newcastle Upon Tyne,60764," 51,211.60 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Newcastle Upon Tyne,60767," 34,664.59 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Newcastle Upon Tyne,60772," 26,090.46 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Newcastle Upon Tyne,60776," 27,249.40 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Nottingham,60486," 41,207.00 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Nottingham,61368," 33,950.01 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60449," 30,068.57 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60545," 26,484.07 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60549," 46,530.14 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60550," 34,377.70 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60581," 31,302.59 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60582," 26,988.89 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60586," 45,460.32 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60681," 25,129.19 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60683," 37,825.71 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60710," 27,422.78 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60721," 43,628.40 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60727," 30,445.19 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60837," 26,735.02 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60838," 28,367.37 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60845," 25,013.95 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60846," 115,643.96 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60850," 39,399.59 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60864," 35,653.45 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,60960," 30,660.56 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,61124," 27,710.74 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,61162," 84,738.74 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,61169," 30,624.53 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,61281," 26,578.82 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,61286," 29,139.02 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,61290," 29,364.58 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,61436," 43,546.97 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,61470," 32,264.86 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,61473," 36,430.61 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Oxford,61475," 31,511.51 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Plymouth,60630," 31,447.18 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Portsmouth,60922," 26,440.41 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,60349," 56,035.39 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,60353," 26,266.55 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,60492," 26,425.62 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,61056," 91,477.96 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,61061," 26,527.00 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,61064," 25,340.93 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,61219," 31,036.74 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,61224," 25,342.88 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,61227," 29,323.83 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,61375," 35,433.58 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Reading,61377," 75,436.52 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Salford,61277," 30,833.63 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,60354," 29,291.82 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,60356," 35,241.96 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,60488," 30,321.80 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,60495," 28,082.55 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,60636," 26,882.04 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,60926," 31,652.01 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,61055," 29,538.64 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,61059," 31,708.39 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,61221," 41,970.78 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,61222," 29,858.64 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,61373," 31,586.12 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sheffield,61376," 43,166.37 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,60357," 53,978.95 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,60359," 50,624.23 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,60496," 31,030.23 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,60500," 31,050.35 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,60642," 28,646.95 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,60643," 35,255.41 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,60646," 25,681.15 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,60648," 25,050.23 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,60786," 58,764.81 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,60929," 39,675.19 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Southampton,61231," 37,048.46 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of St Andrews,60366," 31,895.36 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of St Andrews,60367," 37,773.68 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of St Andrews,60368," 40,623.03 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of St Andrews,60504," 26,150.86 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of St Andrews,60650," 31,234.45 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of St Andrews,60796," 30,675.62 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of St Andrews,61077," 26,669.04 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of St Andrews,61238," 29,715.06 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Strathclyde,61437," 28,510.21 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sussex,60372," 36,013.80 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sussex,61240," 25,993.00 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Sussex,61393," 25,302.81 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Warwick,60429," 26,200.53 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Warwick,60430," 26,751.51 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Warwick,60987," 27,613.68 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Warwick,61000," 26,815.21 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of Warwick,61451," 27,829.27 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of York,60407," 94,445.78 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of York,60831," 31,001.47 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of York,60834," 34,104.66 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of York,60958," 26,217.94 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of York,61119," 26,649.82 ",,GRANTS,,,June 2010,GBP
BIS,NERC,24-JUN-2010,,,University of York,61428," 36,365.46 ",,GRANTS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,Astrium Ltd,55918," 250,000.00 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,BAE Systems (Operations) Ltd,45795," 78,216.18 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,BAE Systems (Operations) Ltd,62525," 42,187.50 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,BAE Systems (Operations) Ltd,62527," 36,500.00 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,BAE Systems (Operations) Ltd,63243," 40,603.28 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,Isaac Newton Institute for Mathematical Sciences,63288," 90,000.00 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,Plymouth Hospitals NHS Trust,63602," 71,668.00 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,Plymouth Hospitals NHS Trust,63604," 71,668.00 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,Plymouth Marine Laboratory,50166," 68,992.16 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,Saxton Marine Supplies Ltd,62919," 34,010.00 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,University of Birmingham,58912," 25,543.37 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,University of Leicester,60006," 26,960.46 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,University of Nottingham,62468," 53,500.00 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,University of Southampton,60274," 295,216.00 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,Edinburgh International Conference Centre Ltd,63697," 27,717.08 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,European Space Agency,64347," 19,723,979.31 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,,,Oracle Corporation UK Ltd,63306," 39,713.19 ",,SUPPLIERS,,,June 2010,GBP
