Department family,Entity,Date,Supplier,Amount,Description,
HM Revenue & Customs,HM Revenue & Customs,31/01/2014,None,0,None,There  are  no  GPC  transactions  in  the  month  of  January  2014  which  meet  the  publication  criteria
