"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OF1","25984","35744","Military","311.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OF2","40025","50124","Military","2453.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OF3","50417","64199","Military","1526.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OF4","70760","84218","Military","644.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OF5","85726","96259","Military","160.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR2","18489","29899","Military","6998.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR3","25525","29899","Military","223.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR4","29769","35378","Military","5133.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR6","33490","41441","Military","3942.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR7","37698","47895","Military","2072.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR8","41002","47895","Military","89.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR9","47488","50685","Military","774.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Retired Officer 2","32093","36879","Direct Military Support","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Retired Officer 3","27139","29530","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Medical Officer","60193","73272","General Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Civilian Medical Practitioner","67043","79646","General Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Lecturer 2","32098","43838","Teaching","8.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Senior Lecturer","46867","48744","Teaching","12.60","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Senior Lecturer","46867","48744","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Head of Department 3","57104","59388","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Senior Lecturer (Languages)","44387","46163","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Senior Lecturer (Languages)","44387","46163","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Lecturer PCSPS New Contract","31175","36879","Teaching","5.40","Operational Delivery"
