FileName+Path,C:\LabViewTestResults\FSWTrace1Capture20160113134448.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162900000,-135.46,-135.619,-135.38,-135.79,-135.87,-135.76,-135.467,-135.508,-135.761,-136.264,-135.589,-135.712,-135.178,-136.121,-135.904,-136.121,-135.584,-135.395,-135.641,-135.707,-135.915,-135.373,-135.863,-135.585,-135.552,-135.809,-135.65,-135.805,-135.628,-135.809,-135.577,-135.533,-135.672,-135.616,-135.566,-135.573,-136.146,-136.05,-135.16,-136.006,-135.908,-135.695,-135.549,-135.772,-136.081,-136.108,-136.058,-136.288,-136.077,-136.205
5163000000,-135.669,-136.13,-135.877,-135.587,-135.715,-136.262,-135.357,-135.746,-135.517,-135.441,-135.745,-135.831,-135.828,-135.418,-136.21,-135.599,-136.305,-136.27,-135.808,-136.045,-136.54,-135.654,-136.031,-135.956,-135.723,-135.925,-136.152,-136.104,-135.913,-135.562,-135.937,-135.604,-136.513,-135.95,-135.45,-135.544,-135.635,-136.213,-136.311,-135.795,-136.146,-135.619,-135.519,-136.067,-135.66,-135.764,-135.94,-135.72,-136.502,-136.05
5163100000,-135.961,-135.834,-135.592,-136.129,-135.896,-135.982,-135.627,-135.549,-136.177,-135.846,-136.476,-135.857,-135.748,-135.498,-135.479,-136.148,-135.424,-136.306,-136.085,-135.44,-135.408,-135.731,-135.763,-136.314,-136.135,-135.874,-135.788,-136.218,-136.683,-135.881,-136.042,-135.972,-136.015,-135.898,-135.774,-135.997,-136.18,-136.158,-135.611,-136.142,-136.472,-136.356,-135.795,-135.785,-136.195,-135.772,-136.018,-136.066,-135.669,-135.985
5163200000,-135.617,-135.929,-136.117,-135.702,-135.285,-135.485,-135.891,-135.927,-136.18,-135.522,-135.636,-135.545,-135.708,-135.863,-136.096,-135.888,-135.817,-136.156,-136.067,-135.67,-136.325,-135.674,-135.973,-136.091,-135.969,-136.269,-135.718,-135.686,-135.974,-135.959,-135.809,-135.872,-136.07,-136.149,-135.843,-135.939,-135.707,-136.309,-136.028,-136.073,-135.869,-136.168,-135.53,-135.856,-136.202,-136.001,-136.062,-136.379,-136.166,-136.234
5163300000,-136.779,-136.278,-136.439,-135.521,-136.307,-135.717,-135.881,-135.005,-135.476,-135.849,-136.297,-135.685,-135.796,-135.864,-135.617,-135.916,-135.999,-135.559,-135.5,-135.994,-135.797,-135.772,-136.064,-136.219,-135.914,-136.001,-136.008,-135.925,-135.918,-135.61,-136.067,-135.85,-136.441,-135.843,-135.992,-135.564,-136.177,-136.143,-135.751,-135.896,-135.798,-136.165,-135.572,-135.92,-136.217,-136.098,-136.137,-135.842,-136.215,-136.319
5163400000,-135.716,-135.934,-135.794,-135.671,-135.763,-135.903,-136.084,-135.694,-135.601,-135.679,-136.313,-135.704,-135.714,-135.586,-135.804,-135.606,-136.585,-135.556,-136.112,-135.964,-135.915,-135.752,-135.735,-136.368,-135.966,-135.488,-135.876,-135.866,-136.179,-136.012,-135.899,-136.611,-136.16,-135.337,-136.153,-135.265,-135.845,-136.504,-136.267,-135.786,-135.908,-135.49,-135.954,-135.656,-135.871,-136.099,-135.293,-135.86,-135.845,-135.7
5163500000,-135.401,-135.038,-135.433,-135.857,-136.076,-135.484,-135.285,-135.651,-135.355,-135.888,-135.947,-136.358,-136.056,-136.023,-136.091,-136.083,-135.612,-136.303,-136.046,-136.161,-136.652,-135.676,-136.458,-135.529,-135.662,-136.392,-136.32,-135.998,-135.618,-135.736,-135.662,-135.995,-135.676,-135.898,-135.599,-135.999,-136.008,-135.297,-135.844,-136.053,-136.507,-136.159,-135.942,-135.999,-135.568,-136.188,-136.097,-135.893,-136.193,-136.104
5163600000,-136.038,-135.283,-135.888,-135.82,-135.618,-136.107,-136.065,-136.016,-135.871,-135.738,-135.895,-135.836,-135.377,-136.269,-135.775,-136.697,-135.914,-136.27,-136.424,-135.547,-136.071,-135.929,-136.244,-135.745,-136.073,-135.881,-136.409,-136.091,-135.564,-136.48,-136.12,-135.932,-135.817,-136.007,-135.694,-135.806,-135.71,-135.714,-135.717,-136.63,-136.494,-136.286,-135.656,-135.708,-135.937,-136.057,-136.027,-135.733,-136.271,-136.45
5163700000,-135.896,-135.6,-135.871,-136.054,-136.123,-135.773,-136.183,-135.649,-135.724,-135.516,-136.577,-135.042,-135.869,-136.081,-135.389,-135.784,-136.174,-136.14,-135.825,-135.829,-136.109,-136.02,-135.675,-135.341,-135.495,-135.882,-135.151,-136.311,-135.888,-136.354,-135.419,-135.368,-136.565,-135.656,-135.574,-135.472,-136.06,-135.654,-135.503,-135.835,-136.15,-135.834,-135.938,-136.429,-135.939,-136.163,-135.015,-135.756,-135.8,-136.687
5163800000,-135.935,-135.38,-135.921,-135.135,-136.119,-136.02,-135.69,-136.059,-135.692,-135.782,-135.186,-135.547,-135.69,-135.253,-135.741,-136.291,-135.703,-135.941,-135.295,-135.266,-136.079,-135.504,-136.275,-136.057,-135.698,-135.858,-136.22,-135.947,-135.638,-136.394,-135.817,-136.007,-135.903,-136.189,-135.924,-135.851,-136.144,-136.313,-135.997,-136.334,-136.107,-136.121,-135.898,-135.933,-136.301,-136.031,-135.635,-136.122,-136.003,-135.852
5163900000,-135.8,-135.851,-136.158,-135.599,-135.803,-135.875,-136.097,-135.665,-135.906,-135.878,-135.336,-136.223,-135.83,-135.845,-135.764,-135.441,-135.633,-135.37,-135.672,-135.472,-135.573,-136.246,-135.526,-135.688,-135.835,-135.87,-136.039,-135.647,-136.296,-135.879,-135.573,-136.016,-135.81,-135.783,-135.531,-136.255,-136.44,-135.476,-135.476,-136.067,-135.592,-136.076,-136.024,-136.621,-135.679,-136.28,-136.257,-135.738,-136.002,-136.223
5164000000,-136.048,-136.165,-136.188,-135.807,-135.499,-135.82,-136.419,-136.139,-135.757,-135.874,-135.205,-135.688,-135.964,-135.633,-135.635,-136.016,-135.207,-135.556,-136.065,-135.848,-135.477,-135.485,-136.023,-136.143,-135.836,-135.799,-135.976,-135.785,-136.165,-135.239,-135.859,-136.223,-135.921,-136.384,-136.06,-135.683,-135.997,-136.511,-135.829,-135.697,-135.982,-135.756,-135.621,-135.626,-135.874,-136.081,-135.636,-135.916,-135.727,-135.598
5164100000,-136.311,-135.365,-135.587,-135.667,-135.462,-135.75,-136.127,-135.347,-135.651,-135.553,-135.639,-135.674,-135.765,-135.331,-136.034,-135.522,-135.525,-135.402,-135.636,-135.368,-135.524,-136.104,-136.175,-135.8,-135.486,-136.541,-135.878,-136.047,-135.695,-136.248,-135.779,-135.986,-135.59,-135.937,-135.729,-135.739,-137.01,-136.329,-135.883,-135.312,-136.233,-136.3,-135.741,-135.817,-135.833,-136.265,-135.344,-135.601,-136.104,-135.652
5164200000,-135.869,-135.795,-136.194,-136.27,-135.96,-135.241,-135.621,-135.53,-135.283,-135.884,-135.52,-136.002,-136.067,-136.109,-135.998,-135.907,-136.179,-136.477,-136.11,-136.166,-136.206,-135.9,-135.522,-135.988,-136.636,-136.378,-136.256,-135.636,-135.902,-136.25,-135.49,-135.616,-136.01,-135.757,-136.059,-136.183,-136.391,-136.196,-136.291,-136.318,-135.626,-136.056,-136.432,-135.594,-135.934,-135.819,-136.27,-135.853,-136.028,-136.051
5164300000,-135.75,-135.225,-135.461,-135.606,-136.404,-135.961,-135.533,-135.871,-136.244,-135.726,-135.481,-135.491,-136.466,-135.873,-135.61,-135.698,-136.108,-135.915,-136.084,-135.71,-135.787,-136.496,-135.643,-135.818,-136.223,-135.749,-135.948,-135.88,-135.916,-136.078,-135.425,-135.905,-135.982,-135.759,-135.55,-135.982,-135.713,-136.028,-135.825,-135.778,-136.489,-136.116,-135.535,-136.249,-135.91,-135.835,-136.133,-136.047,-136.043,-135.99
5164400000,-135.657,-135.386,-135.419,-135.647,-136.127,-135.616,-135.553,-135.907,-136.076,-135.575,-135.77,-135.791,-135.949,-136.298,-136.095,-136.25,-136.034,-135.661,-135.802,-136.008,-135.503,-135.82,-135.229,-135.671,-136.063,-136.389,-136.192,-135.704,-135.942,-136.291,-136.255,-136.005,-135.987,-136.281,-135.827,-136.052,-136.232,-136.082,-136.607,-135.872,-135.441,-135.922,-135.77,-135.997,-136.578,-136.121,-136.074,-136.127,-136.223,-135.807
5164500000,-135.924,-135.804,-135.983,-136.024,-136.383,-135.483,-136.212,-135.247,-135.408,-135.58,-135.729,-135.906,-135.679,-135.68,-136.196,-135.161,-135.791,-135.959,-135.733,-136.333,-136.189,-135.38,-136.268,-135.81,-136.044,-135.896,-135.758,-135.556,-135.939,-135.427,-135.91,-135.331,-136.072,-135.693,-135.985,-135.909,-135.771,-135.718,-135.997,-135.901,-135.939,-136.203,-135.974,-136.321,-136.138,-136.172,-135.849,-136.425,-135.753,-136.233
5164600000,-135.853,-136.374,-136.037,-135.816,-136.043,-135.893,-135.158,-135.817,-135.573,-135.352,-135.303,-135.74,-135.959,-135.444,-135.956,-136.437,-136.125,-135.897,-135.704,-135.739,-135.614,-136.212,-135.768,-135.78,-135.496,-135.615,-135.496,-135.686,-135.59,-135.617,-135.775,-135.949,-136.292,-136.352,-135.943,-136.332,-135.975,-135.581,-136.414,-135.833,-135.999,-135.765,-136.122,-135.941,-136.413,-136.275,-135.794,-135.686,-135.844,-136.056
5164700000,-135.842,-135.486,-135.93,-135.282,-135.854,-135.9,-135.886,-135.852,-135.606,-135.687,-135.903,-135.327,-135.126,-135.233,-135.511,-135.909,-135.565,-135.727,-135.794,-135.662,-135.559,-135.789,-135.504,-136.017,-135.402,-135.987,-135.94,-135.807,-135.732,-136.03,-135.759,-135.796,-135.607,-135.735,-135.91,-135.877,-136.095,-135.797,-135.415,-135.76,-136.092,-136.048,-135.9,-135.508,-136.696,-135.628,-135.81,-135.994,-135.741,-135.663
5164800000,-135.66,-135.714,-135.328,-135.516,-135.995,-135.699,-135.355,-135.57,-136.212,-135.427,-135.655,-135.56,-136.054,-135.752,-135.897,-135.207,-136.026,-136.443,-135.915,-135.537,-135.622,-135.653,-135.421,-136.346,-135.702,-135.839,-135.992,-135.835,-135.65,-135.85,-135.831,-136.214,-135.896,-136.052,-135.884,-135.67,-135.597,-136.083,-135.761,-136.469,-136.204,-135.817,-135.837,-135.8,-136.064,-135.809,-136.01,-136.384,-135.949,-135.878
5164900000,-136.133,-136.261,-135.99,-135.784,-135.709,-135.623,-135.877,-135.898,-135.972,-135.6,-136.154,-135.397,-135.791,-135.806,-135.902,-135.964,-135.813,-135.777,-135.906,-135.836,-135.549,-135.797,-135.619,-136.139,-136.168,-136.168,-135.604,-135.693,-135.353,-136.19,-135.5,-135.214,-136.534,-135.467,-135.033,-135.707,-135.933,-136.135,-136.529,-136.131,-135.622,-135.961,-136.042,-136.217,-136.029,-136.045,-136.275,-136.179,-135.721,-136.327
5165000000,-136.251,-136.221,-135.543,-136.061,-135.752,-135.396,-136.134,-135.876,-136.2,-135.695,-135.755,-135.492,-136.388,-136.533,-136.347,-136.045,-136.149,-135.99,-135.524,-136.133,-136.225,-136.134,-135.631,-135.918,-135.703,-136.24,-135.648,-136.295,-136.48,-135.945,-136.148,-135.809,-135.952,-136.534,-136.148,-136.362,-135.451,-135.75,-135.369,-135.92,-136.091,-136.262,-135.342,-135.672,-136.02,-135.558,-135.685,-136.474,-136.421,-135.896
5165100000,-136.103,-135.788,-135.993,-136.033,-135.432,-135.672,-136.259,-136.001,-135.657,-135.696,-136.033,-135.254,-135.214,-135.777,-136.015,-135.858,-135.762,-135.736,-135.99,-136.119,-135.909,-136.244,-135.856,-136.139,-135.448,-136.43,-135.549,-135.469,-136.03,-135.697,-135.961,-136.043,-135.83,-135.958,-135.85,-136.023,-136.214,-135.953,-136.004,-135.783,-136.318,-135.9,-136.074,-135.995,-136.334,-136.085,-136.164,-135.706,-136.707,-136.216
5165200000,-135.985,-136.43,-136.061,-135.971,-136.204,-136.001,-136.141,-135.52,-135.395,-135.712,-136.082,-136.443,-136.185,-135.616,-135.354,-135.299,-135.856,-136.28,-135.756,-136.189,-136.351,-135.557,-136.109,-135.933,-136.146,-135.54,-135.974,-135.985,-136.088,-135.898,-135.928,-135.858,-136.073,-136.219,-135.496,-135.893,-136.648,-136.193,-136.223,-136.298,-136.126,-136.188,-136.271,-136.367,-135.857,-136.344,-136.265,-136.325,-136.213,-136.108
5165300000,-136.016,-135.737,-135.675,-135.872,-135.156,-135.873,-136.029,-136.011,-136.086,-135.732,-136.209,-135.791,-135.843,-136.061,-135.455,-135.868,-135.798,-135.685,-136.125,-135.37,-135.347,-135.864,-136.208,-135.776,-135.794,-135.263,-136.088,-136.101,-135.631,-135.939,-135.681,-135.415,-136.349,-135.398,-135.585,-135.818,-136.156,-135.527,-136.031,-135.14,-136.256,-135.97,-136.062,-136.097,-136.69,-135.984,-136.098,-136.083,-135.741,-135.85
5165400000,-135.748,-135.327,-135.818,-135.968,-135.476,-135.893,-136.068,-136.321,-135.782,-135.878,-135.629,-135.225,-135.706,-135.962,-135.651,-135.301,-136.12,-135.332,-135.992,-135.943,-135.517,-136.01,-136.106,-135.861,-135.806,-135.591,-135.886,-135.464,-135.84,-135.708,-135.776,-136.01,-135.922,-135.689,-135.797,-135.788,-136.196,-136.106,-136.069,-135.92,-135.715,-136.351,-135.618,-136.205,-135.404,-135.894,-135.828,-135.933,-135.544,-135.97
5165500000,-135.139,-135.443,-135.68,-135.672,-135.76,-135.541,-136.031,-135.449,-135.828,-135.397,-135.54,-135.757,-135.563,-136.236,-135.903,-135.968,-135.704,-135.791,-135.838,-136.038,-135.973,-135.47,-135.858,-135.676,-135.364,-135.57,-135.838,-135.74,-135.891,-135.777,-135.844,-136.022,-135.864,-135.797,-135.167,-135.629,-135.314,-135.923,-135.599,-136.131,-136.073,-135.561,-135.947,-136.277,-135.453,-135.848,-135.913,-136.369,-135.933,-135.349
5165600000,-135.925,-136.461,-135.409,-136.051,-135.603,-135.826,-135.812,-136.251,-136.113,-136.441,-135.822,-135.936,-135.467,-136.113,-136.351,-136.194,-135.666,-136.12,-135.372,-135.69,-135.564,-135.677,-135.948,-136.074,-136.012,-135.384,-136.089,-136.194,-135.789,-136.123,-135.85,-136.395,-136.039,-135.562,-135.792,-136.121,-136.053,-135.588,-135.573,-136.491,-136.133,-136.049,-136.331,-136.261,-135.668,-135.484,-135.587,-136.782,-135.726,-136.102
5165700000,-135.781,-135.814,-136.065,-136.161,-135.823,-135.83,-135.854,-136.058,-135.687,-136.108,-136.154,-135.94,-135.71,-136.228,-135.827,-135.823,-135.268,-136.031,-135.696,-136.301,-136.067,-135.803,-136.246,-136.259,-135.716,-135.711,-135.911,-136.324,-135.66,-135.941,-135.939,-135.848,-135.727,-136.032,-136.177,-136.026,-136.167,-135.885,-135.93,-136.124,-136.082,-136.091,-136.138,-135.734,-136.011,-135.873,-136.435,-136.333,-136.169,-136.066
5165800000,-134.983,-135.612,-136.04,-135.888,-135.817,-136.295,-136.371,-135.928,-136.102,-135.672,-135.881,-135.744,-136.034,-135.849,-135.843,-135.929,-135.805,-135.724,-136.299,-135.642,-135.993,-136.37,-136.195,-135.885,-135.685,-136.418,-136.123,-136.006,-135.987,-136.471,-136.075,-135.479,-136.016,-135.666,-136.049,-136.001,-135.827,-135.788,-136.3,-135.904,-135.966,-136.098,-136.476,-135.84,-135.88,-135.527,-136.428,-136.194,-136.027,-136.128
5165900000,-135.412,-136.03,-135.162,-135.641,-135.483,-135.445,-135.576,-135.483,-135.123,-135.343,-135.475,-135.304,-135.603,-135.699,-135.898,-135.916,-135.547,-136.207,-135.451,-136.08,-135.532,-135.878,-136.141,-135.992,-135.445,-135.305,-134.843,-135.224,-135.305,-135.77,-136.001,-135.641,-135.683,-135.335,-135.297,-136.326,-135.808,-135.556,-135.894,-136.058,-135.865,-136.3,-135.477,-135.621,-135.788,-135.465,-135.769,-135.901,-135.93,-135.59
5166000000,-135.685,-135.588,-135.575,-135.574,-136.005,-135.969,-135.907,-135.498,-135.418,-135.466,-135.678,-136.017,-135.245,-136.313,-135.892,-136.327,-136.06,-135.987,-135.559,-135.41,-136.287,-135.64,-135.953,-135.866,-136.076,-136.056,-135.978,-135.159,-135.775,-135.682,-135.907,-135.778,-135.847,-135.668,-135.837,-136.266,-136.418,-136.004,-135.67,-135.902,-136.43,-136.416,-135.804,-135.595,-135.975,-136.25,-135.838,-135.776,-135.982,-136.32
5166100000,-135.046,-135.172,-135.767,-135.916,-135.586,-135.305,-135.279,-135.537,-136.102,-135.66,-135.348,-135.826,-135.53,-135.85,-135.26,-135.456,-136.06,-135.783,-135.526,-135.607,-136.014,-135.542,-135.913,-135.509,-135.823,-135.688,-135.981,-136.065,-136.018,-136.251,-135.596,-136.199,-135.879,-135.662,-135.472,-135.42,-136.023,-136.228,-135.856,-135.935,-136.39,-136.556,-136.193,-136.142,-135.427,-135.995,-135.893,-135.557,-135.616,-136.331
5166200000,-135.638,-135.505,-135.508,-136.001,-135.886,-135.83,-135.962,-136.167,-135.469,-135.737,-135.452,-135.586,-135.06,-135.576,-135.827,-135.468,-135.266,-135.628,-135.215,-136.111,-135.734,-136.376,-135.473,-136.187,-135.852,-135.759,-135.609,-135.812,-136.323,-135.841,-135.997,-135.421,-135.145,-135.013,-135.322,-135.642,-135.485,-135.553,-135.91,-135.9,-135.672,-136.089,-135.374,-135.998,-136.11,-135.95,-136.282,-136.131,-136.377,-135.626
5166300000,-135.639,-135.484,-136.124,-135.997,-135.653,-135.969,-136.087,-135.723,-136.405,-136.042,-135.898,-135.807,-136.033,-136,-135.487,-135.921,-135.672,-135.893,-136.217,-135.981,-136.099,-135.778,-135.949,-135.753,-136.356,-135.328,-136.127,-136.011,-136.359,-136.14,-135.929,-135.78,-135.872,-135.587,-135.702,-135.686,-136.632,-136.036,-135.738,-135.506,-135.683,-136.204,-136.026,-136.507,-136.055,-135.972,-136.21,-136.315,-136.164,-136.461
5166400000,-135.15,-135.684,-136.004,-136.282,-136.326,-135.598,-135.724,-135.223,-136.18,-135.498,-135.589,-135.922,-136.073,-135.972,-136.131,-135.885,-136.037,-136.163,-135.542,-135.728,-135.48,-135.976,-135.614,-135.874,-135.977,-135.524,-136.193,-136.617,-135.882,-135.987,-136.125,-136.618,-136.036,-135.48,-135.647,-135.53,-136.509,-135.724,-136.291,-135.728,-135.567,-136.074,-135.897,-136.316,-136.394,-136.167,-136.141,-135.498,-135.711,-135.6
5166500000,-136.135,-136.082,-135.986,-135.103,-135.675,-135.29,-135.635,-135.065,-135.458,-135.542,-135.385,-135.564,-135.564,-135.568,-135.942,-135.92,-135.834,-135.428,-135.858,-136.221,-135.316,-136.554,-135.707,-135.899,-135.608,-135.826,-135.485,-135.766,-135.862,-135.458,-135.727,-135.71,-135.772,-135.991,-135.617,-136.02,-135.542,-135.639,-135.966,-136.009,-136.159,-135.584,-135.84,-136.272,-135.814,-135.6,-135.968,-135.955,-135.678,-135.926
5166600000,-136.032,-135.689,-135.927,-135.791,-135.562,-135.311,-135.501,-136.054,-136.417,-135.497,-135.57,-136.088,-136.132,-135.919,-136.062,-136.383,-135.911,-135.703,-135.895,-136.258,-136.261,-136.073,-136.045,-135.94,-136.343,-136.451,-136.19,-135.976,-135.819,-136.192,-135.365,-136.166,-135.793,-136.008,-135.763,-136.178,-136.803,-135.928,-136.035,-136.302,-136.152,-135.703,-136.393,-135.883,-135.96,-136.068,-135.678,-136.347,-135.818,-136.219
5166700000,-135.781,-135.443,-136.185,-135.614,-135.936,-135.922,-135.562,-135.997,-135.958,-135.605,-135.647,-135.563,-135.892,-135.461,-136.132,-135.228,-135.534,-136.143,-136.092,-135.967,-136.165,-135.412,-135.787,-136.478,-136.415,-135.811,-135.883,-135.906,-136.229,-136.047,-136.071,-135.945,-135.797,-135.537,-136.246,-136.261,-135.871,-135.491,-136.08,-136.512,-136.418,-135.96,-136.011,-135.616,-136.66,-135.879,-136.295,-136.133,-135.902,-135.742
5166800000,-135.56,-135.643,-136.103,-135.453,-135.642,-135.583,-134.92,-136.332,-136.31,-135.394,-136.322,-135.533,-136.27,-135.415,-135.702,-135.764,-136.056,-136.149,-136.167,-135.841,-136.339,-135.111,-135.993,-136.017,-136.039,-135.524,-136.574,-135.78,-135.694,-135.757,-136.043,-135.733,-135.972,-135.541,-136.01,-136.051,-135.603,-135.772,-136.276,-136.143,-136.062,-135.422,-135.857,-135.947,-135.921,-136.264,-135.978,-136.054,-136.055,-136.242
5166900000,-135.841,-135.711,-135.881,-135.761,-135.498,-135.676,-135.842,-135.489,-135.907,-135.366,-135.307,-135.9,-135.943,-135.677,-135.339,-135.587,-135.537,-135.615,-135.489,-136.56,-135.985,-136.255,-135.587,-135.724,-135.466,-135.424,-136.209,-135.911,-135.673,-136.009,-135.627,-135.75,-135.95,-136.164,-136.166,-135.932,-135.762,-135.905,-136.256,-135.819,-136.108,-135.564,-136.001,-136.115,-136.16,-136.102,-135.625,-135.756,-135.895,-135.842
5167000000,-135.806,-136.169,-135.871,-135.834,-135.979,-136.391,-136.046,-135.978,-135.924,-135.423,-135.932,-135.515,-135.567,-135.536,-136.039,-136.065,-135.881,-135.721,-135.344,-135.846,-136.173,-135.721,-136.165,-135.964,-136.37,-135.193,-135.9,-136.333,-135.848,-135.352,-135.541,-136.427,-136.261,-135.712,-135.852,-135.613,-136.458,-136.227,-136.103,-135.943,-135.95,-135.721,-135.89,-135.752,-136.072,-135.794,-136.057,-135.862,-135.692,-136.358
5167100000,-135.412,-135.624,-135.23,-135.888,-136.099,-136.038,-135.883,-135.681,-135.999,-136.604,-135.394,-136.016,-135.822,-135.96,-136.532,-136.039,-135.513,-135.758,-136.05,-135.608,-136.317,-135.466,-136.104,-136.121,-135.891,-136.165,-135.933,-135.89,-136.28,-136.163,-136.165,-135.834,-135.968,-135.466,-135.622,-135.835,-136.482,-135.975,-136.006,-136.001,-136.12,-136.21,-136.308,-136.368,-136.564,-136.69,-135.835,-136.205,-136.214,-135.928
5167200000,-135.843,-135.378,-135.447,-136.167,-135.944,-136.133,-135.964,-135.685,-136.106,-136.393,-135.888,-136.088,-135.486,-135.89,-135.198,-136.011,-136.18,-136.096,-136.06,-135.557,-136.362,-135.297,-136.242,-135.998,-135.952,-135.465,-136.452,-135.899,-135.956,-136.442,-135.976,-136.184,-136.099,-135.578,-135.441,-136.098,-136.279,-136.233,-135.638,-135.496,-136.472,-135.648,-135.572,-136.334,-135.985,-135.861,-136.117,-136.115,-136.346,-136.498
5167300000,-135.369,-135.553,-136.153,-136.081,-135.883,-135.783,-135.808,-136.247,-136.304,-135.437,-135.734,-135.701,-135.784,-135.332,-135.799,-136.069,-135.784,-135.754,-136.232,-135.766,-136.343,-135.507,-135.675,-135.768,-135.431,-136.265,-135.633,-135.963,-135.766,-135.467,-135.596,-136.202,-135.793,-136.499,-136.012,-135.92,-136.402,-135.755,-136.072,-136.421,-135.846,-136.178,-136.186,-136.374,-136.052,-135.834,-136.422,-135.592,-136.227,-136.551
5167400000,-135.612,-135.841,-135.457,-135.967,-136.452,-135.656,-136.396,-135.881,-135.663,-135.235,-135.701,-135.608,-136.065,-135.555,-135.722,-135.918,-136.236,-136.21,-135.945,-136.162,-135.868,-136.003,-136.152,-135.897,-135.996,-136.036,-135.859,-135.809,-135.463,-135.64,-136.449,-136.253,-136.221,-136.053,-134.927,-135.922,-135.82,-135.798,-135.763,-136.876,-136.508,-136.022,-135.221,-135.868,-135.976,-135.692,-136.36,-136.238,-136.326,-136.016
5167500000,-135.643,-135.753,-135.781,-135.286,-136.104,-135.531,-135.247,-135.982,-135.93,-135.563,-135.67,-135.111,-135.627,-136.332,-136.107,-135.914,-135.473,-135.376,-135.457,-135.713,-136.031,-136.638,-135.578,-135.977,-135.786,-135.59,-136.329,-135.81,-136.435,-136.048,-136.041,-135.395,-136.014,-135.861,-135.587,-135.742,-135.768,-136.107,-135.544,-136.172,-135.847,-135.473,-136.172,-136.757,-135.726,-136.109,-136.389,-135.895,-136.573,-136.297
5167600000,-135.795,-135.69,-136.162,-135.433,-136.268,-135.946,-136.062,-136.216,-135.855,-135.632,-135.778,-136.042,-135.609,-135.755,-135.75,-135.567,-135.644,-136.282,-135.771,-135.874,-136.199,-135.719,-136.006,-135.64,-135.985,-135.892,-135.976,-135.974,-135.58,-135.842,-135.957,-135.499,-136.224,-135.779,-135.847,-136.004,-135.961,-136.634,-136.348,-135.709,-136.109,-135.975,-135.72,-136.348,-136.298,-135.939,-136.552,-136.341,-136.06,-135.926
5167700000,-135.936,-136.255,-135.526,-135.581,-136.379,-135.718,-135.687,-135.442,-135.873,-135.741,-135.283,-136.034,-135.623,-135.888,-136.259,-135.724,-136.319,-135.848,-135.747,-135.733,-135.891,-135.537,-135.705,-136.152,-135.704,-135.629,-135.791,-135.853,-136.196,-136.044,-135.889,-136.132,-135.802,-135.844,-135.595,-136.196,-135.961,-136.19,-135.897,-135.952,-136.143,-135.8,-135.903,-136.21,-135.741,-136.138,-135.865,-135.699,-136.305,-136.308
5167800000,-135.902,-135.901,-135.653,-136.323,-135.974,-135.348,-135.531,-136.153,-135.615,-136.353,-135.375,-135.926,-135.673,-135.98,-135.745,-135.528,-135.98,-136.097,-135.602,-136.571,-135.936,-136.155,-135.846,-135.937,-135.79,-136.201,-136.164,-135.974,-135.828,-136.525,-136.273,-136.103,-135.652,-135.961,-135.795,-135.987,-136.189,-136.005,-136.125,-135.847,-135.998,-136.29,-135.997,-136.358,-135.922,-136.551,-135.693,-136.086,-135.543,-136.486
5167900000,-134.979,-134.91,-136.224,-135.411,-135.727,-135.574,-135.638,-136.328,-136.331,-136.175,-135.926,-135.873,-135.738,-136.634,-136.012,-136.359,-135.704,-136.574,-135.64,-136.127,-136.791,-135.814,-135.997,-136.296,-135.942,-135.701,-135.599,-135.942,-135.87,-135.304,-135.743,-136.029,-135.363,-135.917,-136.063,-135.861,-135.402,-135.837,-135.53,-135.935,-135.811,-136.389,-136.08,-136.256,-135.847,-136.201,-136.058,-135.855,-136.048,-135.913
5168000000,-135.267,-135.741,-135.812,-135.524,-135.42,-135.912,-135.483,-135.523,-135.741,-135.446,-135.038,-136.042,-135.985,-135.788,-136.407,-136.146,-136.153,-135.431,-135.932,-136.104,-136.047,-136.197,-135.903,-135.892,-135.892,-136.086,-136.06,-135.882,-136.1,-136.09,-135.892,-135.382,-135.806,-135.668,-135.605,-136.08,-135.947,-135.815,-136.131,-135.59,-135.952,-135.738,-136.404,-136.64,-135.5,-135.612,-136.199,-135.866,-136.152,-135.855
5168100000,-135.717,-135.915,-135.493,-135.848,-135.677,-135.699,-135.626,-135.496,-136.002,-135.92,-135.967,-136.132,-136.165,-135.681,-135.575,-136.293,-136.321,-136.31,-135.984,-135.923,-136.202,-135.598,-135.559,-136.169,-135.811,-136.348,-135.418,-135.549,-135.68,-135.94,-136.025,-136.599,-135.743,-135.843,-135.751,-136.262,-135.94,-135.452,-135.83,-135.946,-136.392,-135.926,-136.289,-136.147,-136.701,-136.251,-135.824,-136.217,-136.805,-136.076
5168200000,-135.697,-136.054,-135.832,-136.083,-135.911,-135.561,-136.061,-135.973,-136.18,-136.093,-136.042,-136.166,-136.146,-135.871,-136.065,-135.902,-135.98,-135.685,-136.437,-135.749,-136.255,-136.104,-136.132,-136.318,-136.213,-136.134,-136.008,-135.752,-136.27,-136.489,-136.494,-136.167,-136.05,-135.821,-135.711,-136.231,-136.176,-136.292,-136.032,-136.393,-136.383,-135.948,-135.895,-136.199,-136.048,-136.232,-135.989,-136.144,-136.166,-136.827
