Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21628,126.93,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia",ADAM PHONES LTD,23913,25.62,,W4 2ST,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia",ADAM PHONES LTD,23913,41.87,,W4 2ST,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,BROOK STREET (UK) LTD,24659,771.98,,AL1 4JB,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Stationery-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,BANNER BUSINESS SERVICES LTD,24839,-6.96,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Printing-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,FT SOLUTIONS (A DIVISION OF FT PRINT LTD),25007,67.2,,SG13 7GX,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Taxi Services-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Head DSO Office,INTERCEDE 2052 LTD T/A TRAVELHIRE,25142,282,,TW7 6NL,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Taxi Services-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Head DSO Office,INTERCEDE 2052 LTD T/A TRAVELHIRE,25142,159.3,,TW7 6NL,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,25149,881.16,,SL1 1DB,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",25188,105,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Hotel & Accommodation Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",25188,472.95,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",25188,50,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Programme and Projects Service-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,CORE TECHNOLOGY SYSTEMS (UK) LTD,25219,5220,,E1 8DE,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",25292,10.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",25292,20,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",25293,173.79,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",25293,4.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",25294,41,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",25294,10,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",25294,42.45,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",25294,27.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Taxi Services Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa","Personal Expense, Name Witheld",25295,36.57,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa","Personal Expense, Name Witheld",25295,60,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa","Personal Expense, Name Witheld",25295,76.66,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa","Personal Expense, Name Witheld",25295,15.88,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Services Industries,"Personal Expense, Name Witheld",25296,2.85,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Services Industries,"Personal Expense, Name Witheld",25296,31.7,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/02/2014,Stationery-UKTI (BIS) Devolved Admin,"Trade Development - Managing Director, Trade Development",BANNER BUSINESS SERVICES LTD,25317,137.88,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Publications-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,JONES YARRELL LEADENHALL,25430,59.39,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,CAPITA RESOURCING LTD,25458,3498,,DL1 9HN,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Hotel & Accommodation-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa",SPORTSWORLD GROUP LTD,25462,990,,SW19 4EU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Hotel & Accommodation-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa",SPORTSWORLD GROUP LTD,25462,990,,SW19 4EU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Hotel & Accommodation-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa",SPORTSWORLD GROUP LTD,25462,-990,,SW19 4EU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Professional Subscriptions-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25466,257,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,CAPITA RESOURCING LTD,25477,1397.76,,DL1 9HN,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",25493,9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Hotel & Accommodation UK-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",25493,79,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",25493,10,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25494,34,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25494,37.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25494,10,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25494,15,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25494,20.99,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25494,2.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,"Personal Expense, Name Witheld",25495,60.5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,"Personal Expense, Name Witheld",25495,140,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,"Personal Expense, Name Witheld",25495,11.78,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",25496,2.3,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",25496,20,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",25496,27.57,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",25496,7.54,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",25496,2.31,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25497,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25497,257.25,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25497,7.48,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",25497,95.91,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa","Personal Expense, Name Witheld",25498,34,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,"Personal Expense, Name Witheld",25499,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,"Personal Expense, Name Witheld",25499,11.14,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,"Personal Expense, Name Witheld",25499,10.38,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,"Personal Expense, Name Witheld",25499,20.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Hotel & Accommodation-UKTI (BIS) Devolved Admin,Investment Development - Strategy & Policy,SECTOR MARKETING LTD,25515,1064.16,,BS21 6UU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Hotel & Accommodation-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,SECTOR MARKETING LTD,25517,1064.16,,BS21 6UU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,26/02/2014,Leadership & People Management-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,THE WINDSOR LEADERSHIP TRUST,25570,3445,,SL4 1EU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Estates Consultancy-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,EC HARRIS LLP,25529,21472,,M60 3NT,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,MORGAN HUNT UK LTD,25591,528,,EC4M 7EG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Air Travel-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Head DSO Office,HEATHROW AIRPORT LTD,25594,1200,,G52 4YG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Air Travel-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Head DSO Office,HEATHROW AIRPORT LTD,25594,1290,,G52 4YG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Other Training Costs-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,BUSINESS NAVIGATORS (EUROPE) LTD,25595,810.68,,HG4 2PW,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,MORGAN HUNT UK LTD,25623,1356,,EC4M 7EG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",25661,15,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",25661,8.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",25661,1.45,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",25661,2.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,"Personal Expense, Name Witheld",25663,15,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,"Personal Expense, Name Witheld",25663,4.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",25664,29.24,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",25665,0.3,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",25665,13.14,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",25665,41.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",25665,40,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",25666,36.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",25666,42,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",25666,7.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",25666,43.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Investment Development - Global Operations,"Personal Expense, Name Witheld",25667,15,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,"Trade Development - Managing Director, Trade Development","Personal Expense, Name Witheld",25668,34,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Trade Development - Managing Director, Trade Development","Personal Expense, Name Witheld",25668,3,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Investment Development - Strategy & Policy,"Personal Expense, Name Witheld",25669,23,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Investment Development - Strategy & Policy,"Personal Expense, Name Witheld",25669,4.9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Investment Development - Strategy & Policy,"Personal Expense, Name Witheld",25669,4.95,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Line Rental-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,25695,-0.54,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,25695,-0.54,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,25695,0.54,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Line Rental-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,25699,-0.54,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Line Rental-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,25700,-0.54,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Trade Development - Managing Director, Trade Development",VODAFONE LTD,25703,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Telecoms-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,25708,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,VODAFONE LTD,25710,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Stationery-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,BANNER BUSINESS SERVICES LTD,25712,190.84,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,25716,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",VODAFONE LTD,25722,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,25723,4.98,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",VODAFONE LTD,25725,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,25726,5.42,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",25727,55.4,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Taxi Services Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",25727,77.19,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",25727,40.24,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",VODAFONE LTD,25728,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,25729,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,25731,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",VODAFONE LTD,25732,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",VODAFONE LTD,25732,1.64,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,25733,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,27/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",VODAFONE LTD,25735,4.8,,RG14 5FF,VENDOR,,,Administration
