Supplier,Payment Date,Amount
REDACT PERSONAL INFORMATION,27/03/2012,2036.74
REDACT PERSONAL INFORMATION,27/03/2012,2036.74
REDACT PERSONAL INFORMATION,27/03/2012,2132.18
REDACT PERSONAL INFORMATION,27/03/2012,2036.74
REDACT PERSONAL INFORMATION,27/03/2012,2040.73
REDACT PERSONAL INFORMATION,27/03/2012,1752.74
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2190.55
REDACT PERSONAL INFORMATION,27/03/2012,2040.73
REDACT PERSONAL INFORMATION,27/03/2012,2040.73
REDACT PERSONAL INFORMATION,27/03/2012,2036.74
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2040.73
REDACT PERSONAL INFORMATION,27/03/2012,2040.73
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2036.74
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,2036.74
REDACT PERSONAL INFORMATION,27/03/2012,2040.73
REDACT PERSONAL INFORMATION,27/03/2012,2036.74
REDACT PERSONAL INFORMATION,27/03/2012,2040.73
REDACT PERSONAL INFORMATION,27/03/2012,2328.28
REDACT PERSONAL INFORMATION,27/03/2012,2328.28
REDACT PERSONAL INFORMATION,27/03/2012,2111.06
REDACT PERSONAL INFORMATION,27/03/2012,1992.86
REDACT PERSONAL INFORMATION,27/03/2012,628.16
REDACT PERSONAL INFORMATION,27/03/2012,3400.00
REDACT PERSONAL INFORMATION,27/03/2012,3400.00
REDACT PERSONAL INFORMATION,27/03/2012,3727.75
REDACT PERSONAL INFORMATION,27/03/2012,3491.18
REDACT PERSONAL INFORMATION,27/03/2012,3491.18
REDACT PERSONAL INFORMATION,27/03/2012,3491.18
REDACT PERSONAL INFORMATION,27/03/2012,3387.63
REDACT PERSONAL INFORMATION,27/03/2012,2418.75
REDACT PERSONAL INFORMATION,27/03/2012,3387.63
REDACT PERSONAL INFORMATION,27/03/2012,2527.47
REDACT PERSONAL INFORMATION,27/03/2012,3565.93
REDACT PERSONAL INFORMATION,27/03/2012,4362.94
REDACT PERSONAL INFORMATION,27/03/2012,3565.93
REDACT PERSONAL INFORMATION,27/03/2012,2942.24
REDACT PERSONAL INFORMATION,27/03/2012,3565.93
REDACT PERSONAL INFORMATION,27/03/2012,3774.25
REDACT PERSONAL INFORMATION,27/03/2012,3585.54
REDACT PERSONAL INFORMATION,27/03/2012,1734.00
REDACT PERSONAL INFORMATION,27/03/2012,1734.00
REDACT PERSONAL INFORMATION,27/03/2012,3387.63
REDACT PERSONAL INFORMATION,27/03/2012,2400.68
REDACT PERSONAL INFORMATION,27/03/2012,3585.54
REDACT PERSONAL INFORMATION,27/03/2012,7750.00
REDACT PERSONAL INFORMATION,27/03/2012,3585.54
REDACT PERSONAL INFORMATION,27/03/2012,3836.47
REDACT PERSONAL INFORMATION,27/03/2012,3774.25
REDACT PERSONAL INFORMATION,27/03/2012,3774.25
REDACT PERSONAL INFORMATION,27/03/2012,9336.64
REDACT PERSONAL INFORMATION,27/03/2012,3774.25
REDACT PERSONAL INFORMATION,27/03/2012,5270.93
REDACT PERSONAL INFORMATION,27/03/2012,1400.00
REDACT PERSONAL INFORMATION,27/03/2012,1300.00
REDACT PERSONAL INFORMATION,27/03/2012,3432.32
REDACT PERSONAL INFORMATION,27/03/2012,4058.21
REDACT PERSONAL INFORMATION,27/03/2012,2263.53
REDACT PERSONAL INFORMATION,27/03/2012,3102.50
REDACT PERSONAL INFORMATION,27/03/2012,4586.36
REDACT PERSONAL INFORMATION,27/03/2012,4144.03
REDACT PERSONAL INFORMATION,27/03/2012,2178.32
REDACT PERSONAL INFORMATION,27/03/2012,3565.93
REDACT PERSONAL INFORMATION,27/03/2012,3969.46
REDACT PERSONAL INFORMATION,27/03/2012,3661.02
REDACT PERSONAL INFORMATION,27/03/2012,4144.03
REDACT PERSONAL INFORMATION,27/03/2012,2178.32
REDACT PERSONAL INFORMATION,27/03/2012,4144.03
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,2178.32
REDACT PERSONAL INFORMATION,27/03/2012,3661.02
REDACT PERSONAL INFORMATION,27/03/2012,3661.02
REDACT PERSONAL INFORMATION,27/03/2012,4144.04
REDACT PERSONAL INFORMATION,27/03/2012,4144.03
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,4144.03
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,3661.02
REDACT PERSONAL INFORMATION,27/03/2012,2178.32
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,4144.03
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,3565.93
REDACT PERSONAL INFORMATION,27/03/2012,3565.93
REDACT PERSONAL INFORMATION,27/03/2012,3336.68
REDACT PERSONAL INFORMATION,27/03/2012,3565.93
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,1916.73
REDACT PERSONAL INFORMATION,27/03/2012,1916.73
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,1722.71
REDACT PERSONAL INFORMATION,27/03/2012,1722.71
REDACT PERSONAL INFORMATION,27/03/2012,5659.67
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,4406.34
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,14460.88
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,3458.95
REDACT PERSONAL INFORMATION,27/03/2012,3232.99
REDACT PERSONAL INFORMATION,27/03/2012,3232.99
REDACT PERSONAL INFORMATION,27/03/2012,3565.93
REDACT PERSONAL INFORMATION,27/03/2012,3321.34
REDACT PERSONAL INFORMATION,27/03/2012,2719.16
REDACT PERSONAL INFORMATION,27/03/2012,2719.17
REDACT PERSONAL INFORMATION,27/03/2012,3774.25
REDACT PERSONAL INFORMATION,27/03/2012,3095.57
REDACT PERSONAL INFORMATION,27/03/2012,3439.98
REDACT PERSONAL INFORMATION,27/03/2012,3095.98
REDACT PERSONAL INFORMATION,27/03/2012,3439.98
REDACT PERSONAL INFORMATION,28/03/2012,585.00
REDACT PERSONAL INFORMATION,28/03/2012,5315.70
REDACT PERSONAL INFORMATION,28/03/2012,931.20
REDACT PERSONAL INFORMATION,28/03/2012,1248.01
REDACT PERSONAL INFORMATION,28/03/2012,3214.20
REDACT PERSONAL INFORMATION,28/03/2012,2848.90
REDACT PERSONAL INFORMATION,28/03/2012,2408.92
REDACT PERSONAL INFORMATION,28/03/2012,910.25
REDACT PERSONAL INFORMATION,28/03/2012,1937.14
REDACT PERSONAL INFORMATION,28/03/2012,1753.72
REDACT PERSONAL INFORMATION,28/03/2012,1278.36
REDACT PERSONAL INFORMATION,28/03/2012,1278.36
REDACT PERSONAL INFORMATION,28/03/2012,1278.36
REDACT PERSONAL INFORMATION,28/03/2012,1278.36
REDACT PERSONAL INFORMATION,28/03/2012,3499.19
REDACT PERSONAL INFORMATION,28/03/2012,3439.98
REDACT PERSONAL INFORMATION,28/03/2012,3267.98
REDACT PERSONAL INFORMATION,28/03/2012,4299.98
REDACT PERSONAL INFORMATION,28/03/2012,4299.98
REDACT PERSONAL INFORMATION,28/03/2012,3095.57
REDACT PERSONAL INFORMATION,28/03/2012,3439.98
REDACT PERSONAL INFORMATION,28/03/2012,3439.99
REDACT PERSONAL INFORMATION,29/03/2012,650.00
REDACT PERSONAL INFORMATION,29/03/2012,3054.85
REDACT PERSONAL INFORMATION,29/03/2012,7798.98
REDACT PERSONAL INFORMATION,29/03/2012,5039.58
REDACT PERSONAL INFORMATION,29/03/2012,11141.40
REDACT PERSONAL INFORMATION,29/03/2012,1000.00
REDACT PERSONAL INFORMATION,29/03/2012,1000.00
REDACT PERSONAL INFORMATION,29/03/2012,601.48
REDACT PERSONAL INFORMATION,29/03/2012,682.29
REDACT PERSONAL INFORMATION,29/03/2012,1040.00
REDACT PERSONAL INFORMATION,29/03/2012,1000.00
REDACT PERSONAL INFORMATION,29/03/2012,1560.00
REDACT PERSONAL INFORMATION,29/03/2012,1040.00
REDACT PERSONAL INFORMATION,29/03/2012,1520.00
REDACT PERSONAL INFORMATION,29/03/2012,520.00
REDACT PERSONAL INFORMATION,29/03/2012,1040.00
REDACT PERSONAL INFORMATION,29/03/2012,1040.00
REDACT PERSONAL INFORMATION,29/03/2012,1520.00
REDACT PERSONAL INFORMATION,29/03/2012,711.88
REDACT PERSONAL INFORMATION,29/03/2012,520.00
REDACT PERSONAL INFORMATION,29/03/2012,609.99
REDACT PERSONAL INFORMATION,29/03/2012,2040.00
REDACT PERSONAL INFORMATION,29/03/2012,520.00
REDACT PERSONAL INFORMATION,29/03/2012,1560.00
REDACT PERSONAL INFORMATION,29/03/2012,1698.76
REDACT PERSONAL INFORMATION,29/03/2012,1056.39
REDACT PERSONAL INFORMATION,29/03/2012,1040.00
REDACT PERSONAL INFORMATION,29/03/2012,748.21
REDACT PERSONAL INFORMATION,29/03/2012,1040.00
REDACT PERSONAL INFORMATION,29/03/2012,1040.00
REDACT PERSONAL INFORMATION,29/03/2012,520.00
REDACT PERSONAL INFORMATION,29/03/2012,1000.00
REDACT PERSONAL INFORMATION,29/03/2012,520.00
REDACT PERSONAL INFORMATION,29/03/2012,1000.00
REDACT PERSONAL INFORMATION,29/03/2012,520.00
REDACT PERSONAL INFORMATION,29/03/2012,1040.00
REDACT PERSONAL INFORMATION,29/03/2012,1040.00
REDACT PERSONAL INFORMATION,29/03/2012,640.00
REDACT PERSONAL INFORMATION,29/03/2012,744.16
REDACT PERSONAL INFORMATION,29/03/2012,1000.00
REDACT PERSONAL INFORMATION,29/03/2012,682.52
REDACT PERSONAL INFORMATION,29/03/2012,520.00
REDACT PERSONAL INFORMATION,29/03/2012,2084.01
REDACT PERSONAL INFORMATION,29/03/2012,673.40
REDACT PERSONAL INFORMATION,29/03/2012,532.15
REDACT PERSONAL INFORMATION,29/03/2012,875.29
REDACT PERSONAL INFORMATION,29/03/2012,548.75
REDACT PERSONAL INFORMATION,29/03/2012,1732.53
REDACT PERSONAL INFORMATION,29/03/2012,869.09
REDACT PERSONAL INFORMATION,29/03/2012,700.25
REDACT PERSONAL INFORMATION,29/03/2012,828.41
REDACT PERSONAL INFORMATION,29/03/2012,551.62
REDACT PERSONAL INFORMATION,29/03/2012,1774.39
REDACT PERSONAL INFORMATION,29/03/2012,3164.55
REDACT PERSONAL INFORMATION,29/03/2012,927.01
REDACT PERSONAL INFORMATION,29/03/2012,568.51
REDACT PERSONAL INFORMATION,29/03/2012,1419.26
REDACT PERSONAL INFORMATION,29/03/2012,1516.20
REDACT PERSONAL INFORMATION,29/03/2012,1689.38
REDACT PERSONAL INFORMATION,29/03/2012,1718.75
REDACT PERSONAL INFORMATION,29/03/2012,3005.34
REDACT PERSONAL INFORMATION,29/03/2012,706.49
REDACT PERSONAL INFORMATION,29/03/2012,571.08
REDACT PERSONAL INFORMATION,29/03/2012,955.00
REDACT PERSONAL INFORMATION,29/03/2012,658.69
REDACT PERSONAL INFORMATION,29/03/2012,598.58
REDACT PERSONAL INFORMATION,29/03/2012,662.24
REDACT PERSONAL INFORMATION,29/03/2012,822.58
REDACT PERSONAL INFORMATION,29/03/2012,767.19
REDACT PERSONAL INFORMATION,29/03/2012,997.74
REDACT PERSONAL INFORMATION,29/03/2012,585.23
REDACT PERSONAL INFORMATION,29/03/2012,563.34
REDACT PERSONAL INFORMATION,29/03/2012,516.52
REDACT PERSONAL INFORMATION,29/03/2012,505.86
REDACT PERSONAL INFORMATION,29/03/2012,853.60
REDACT PERSONAL INFORMATION,29/03/2012,2637.68
REDACT PERSONAL INFORMATION,29/03/2012,2214.29
REDACT PERSONAL INFORMATION,29/03/2012,874.94
REDACT PERSONAL INFORMATION,29/03/2012,2081.13
REDACT PERSONAL INFORMATION,29/03/2012,509.56
REDACT PERSONAL INFORMATION,29/03/2012,769.11
REDACT PERSONAL INFORMATION,29/03/2012,2685.85
REDACT PERSONAL INFORMATION,29/03/2012,1909.07
REDACT PERSONAL INFORMATION,29/03/2012,2040.73
REDACT PERSONAL INFORMATION,29/03/2012,3499.19
REDACT PERSONAL INFORMATION,29/03/2012,3273.43
REDACT PERSONAL INFORMATION,29/03/2012,3657.59
REDACT PERSONAL INFORMATION,29/03/2012,1407.50
REDACT PERSONAL INFORMATION,29/03/2012,1395.00
REDACT PERSONAL INFORMATION,29/03/2012,1450.00
REDACT PERSONAL INFORMATION,29/03/2012,1550.00
REDACT PERSONAL INFORMATION,29/03/2012,775.00
REDACT PERSONAL INFORMATION,29/03/2012,672.00
REDACT PERSONAL INFORMATION,29/03/2012,6090.26
REDACT PERSONAL INFORMATION,29/03/2012,3164.39
REDACT PERSONAL INFORMATION,29/03/2012,2455.20
REDACT PERSONAL INFORMATION,29/03/2012,1909.07
REDACT PERSONAL INFORMATION,29/03/2012,2040.73
REDACT PERSONAL INFORMATION,29/03/2012,1168.27
REDACT PERSONAL INFORMATION,29/03/2012,1387.33
REDACT PERSONAL INFORMATION,29/03/2012,2517.32
REDACT PERSONAL INFORMATION,29/03/2012,5649.60
REDACT PERSONAL INFORMATION,29/03/2012,5249.83
REDACT PERSONAL INFORMATION,29/03/2012,1690.02
REDACT PERSONAL INFORMATION,29/03/2012,2040.73
REDACT PERSONAL INFORMATION,29/03/2012,5611.88
REDACT PERSONAL INFORMATION,29/03/2012,2701.63
REDACT PERSONAL INFORMATION,29/03/2012,2774.65
REDACT PERSONAL INFORMATION,29/03/2012,3285.77
REDACT PERSONAL INFORMATION,29/03/2012,2701.64
REDACT PERSONAL INFORMATION,29/03/2012,2263.53
REDACT PERSONAL INFORMATION,29/03/2012,584.14
REDACT PERSONAL INFORMATION,29/03/2012,8172.78
REDACT PERSONAL INFORMATION,29/03/2012,2606.30
REDACT PERSONAL INFORMATION,29/03/2012,1909.07
REDACT PERSONAL INFORMATION,29/03/2012,4081.46
REDACT PERSONAL INFORMATION,30/03/2012,2145.00
REDACT PERSONAL INFORMATION,30/03/2012,2445.00
REDACT PERSONAL INFORMATION,30/03/2012,3300.00
REDACT PERSONAL INFORMATION,30/03/2012,2445.00
REDACT PERSONAL INFORMATION,30/03/2012,1830.00
REDACT PERSONAL INFORMATION,30/03/2012,1830.00
REDACT PERSONAL INFORMATION,30/03/2012,1687.20
REDACT PERSONAL INFORMATION,30/03/2012,1731.60
REDACT PERSONAL INFORMATION,30/03/2012,502.08
REDACT PERSONAL INFORMATION,30/03/2012,3217.53
REDACT PERSONAL INFORMATION,30/03/2012,1996.00
REDACT PERSONAL INFORMATION,30/03/2012,600.50
REDACT PERSONAL INFORMATION,30/03/2012,518.25
REDACT PERSONAL INFORMATION,30/03/2012,7683.87
REDACT PERSONAL INFORMATION,30/03/2012,756.00
REDACT PERSONAL INFORMATION,30/03/2012,557.00
REDACT PERSONAL INFORMATION,30/03/2012,4290.47
REDACT PERSONAL INFORMATION,30/03/2012,850.00
REDACT PERSONAL INFORMATION,30/03/2012,6053.99
REDACT PERSONAL INFORMATION,30/03/2012,625.13
REDACT PERSONAL INFORMATION,30/03/2012,704.88
REDACT PERSONAL INFORMATION,30/03/2012,824.85
REDACT PERSONAL INFORMATION,30/03/2012,1615.72
REDACT PERSONAL INFORMATION,30/03/2012,1701.63
REDACT PERSONAL INFORMATION,30/03/2012,1727.15
REDACT PERSONAL INFORMATION,30/03/2012,584.00
REDACT PERSONAL INFORMATION,30/03/2012,541.25
REDACT PERSONAL INFORMATION,30/03/2012,4012.28
REDACT PERSONAL INFORMATION,30/03/2012,660.63
REDACT PERSONAL INFORMATION,30/03/2012,3202.21
REDACT PERSONAL INFORMATION,30/03/2012,3587.15
REDACT PERSONAL INFORMATION,30/03/2012,2387.83
REDACT PERSONAL INFORMATION,30/03/2012,631.00
REDACT PERSONAL INFORMATION,30/03/2012,863.75
REDACT PERSONAL INFORMATION,30/03/2012,3480.36
REDACT PERSONAL INFORMATION,30/03/2012,3469.88
REDACT PERSONAL INFORMATION,30/03/2012,2382.00
REDACT PERSONAL INFORMATION,30/03/2012,586.63
REDACT PERSONAL INFORMATION,30/03/2012,1107.88
REDACT PERSONAL INFORMATION,30/03/2012,1036.50
REDACT PERSONAL INFORMATION,30/03/2012,1586.25
REDACT PERSONAL INFORMATION,30/03/2012,13357.11
REDACT PERSONAL INFORMATION,30/03/2012,13466.27
REDACT PERSONAL INFORMATION,30/03/2012,3825.36
REDACT PERSONAL INFORMATION,30/03/2012,2316.23
REDACT PERSONAL INFORMATION,30/03/2012,2051.89
REDACT PERSONAL INFORMATION,30/03/2012,2214.29
REDACT PERSONAL INFORMATION,30/03/2012,2352.90
REDACT PERSONAL INFORMATION,30/03/2012,1776.60
REDACT PERSONAL INFORMATION,30/03/2012,558.36
REDACT PERSONAL INFORMATION,30/03/2012,5916.00
REDACT PERSONAL INFORMATION,30/03/2012,48880.98
REDACT PERSONAL INFORMATION,30/03/2012,1674.12
REDACT PERSONAL INFORMATION,30/03/2012,1548.12
REDACT PERSONAL INFORMATION,30/03/2012,1548.12
REDACT PERSONAL INFORMATION,30/03/2012,1674.10
REDACT PERSONAL INFORMATION,30/03/2012,1731.60
REDACT PERSONAL INFORMATION,30/03/2012,690.48
REDACT PERSONAL INFORMATION,30/03/2012,2411.78
REDACT PERSONAL INFORMATION,30/03/2012,829.80
REDACT PERSONAL INFORMATION,30/03/2012,1728.50
REDACT PERSONAL INFORMATION,30/03/2012,16738.20
REDACT PERSONAL INFORMATION,30/03/2012,9000.00
REDACT PERSONAL INFORMATION,30/03/2012,593.58
REDACT PERSONAL INFORMATION,30/03/2012,3764.28
REDACT PERSONAL INFORMATION,30/03/2012,3764.28
REDACT PERSONAL INFORMATION,30/03/2012,3521.42
REDACT PERSONAL INFORMATION,30/03/2012,3764.28
REDACT PERSONAL INFORMATION,30/03/2012,1747.72
REDACT PERSONAL INFORMATION,30/03/2012,4948.56
REDACT PERSONAL INFORMATION,30/03/2012,4948.56
REDACT PERSONAL INFORMATION,30/03/2012,3219.04
REDACT PERSONAL INFORMATION,30/03/2012,3219.04
REDACT PERSONAL INFORMATION,30/03/2012,3219.04
REDACT PERSONAL INFORMATION,30/03/2012,3473.24
REDACT PERSONAL INFORMATION,30/03/2012,1300.00
REDACT PERSONAL INFORMATION,30/03/2012,3126.04
REDACT PERSONAL INFORMATION,30/03/2012,3473.24
REDACT PERSONAL INFORMATION,30/03/2012,3473.24
REDACT PERSONAL INFORMATION,30/03/2012,3299.64
REDACT PERSONAL INFORMATION,30/03/2012,3473.24
REDACT PERSONAL INFORMATION,30/03/2012,3299.64
REDACT PERSONAL INFORMATION,30/03/2012,3299.64
REDACT PERSONAL INFORMATION,30/03/2012,2052.95
REDACT PERSONAL INFORMATION,30/03/2012,2056.10
REDACT PERSONAL INFORMATION,30/03/2012,2440.00
REDACT PERSONAL INFORMATION,30/03/2012,952.20
REDACT PERSONAL INFORMATION,30/03/2012,1400.00
REDACT PERSONAL INFORMATION,30/03/2012,2906.67
REDACT PERSONAL INFORMATION,30/03/2012,3107.13
REDACT PERSONAL INFORMATION,30/03/2012,3094.01
REDACT PERSONAL INFORMATION,30/03/2012,3307.39
REDACT PERSONAL INFORMATION,30/03/2012,1990.00
REDACT PERSONAL INFORMATION,30/03/2012,1990.00
REDACT PERSONAL INFORMATION,30/03/2012,563.75
REDACT PERSONAL INFORMATION,30/03/2012,1677.96
REDACT PERSONAL INFORMATION,30/03/2012,2461.01
REDACT PERSONAL INFORMATION,30/03/2012,3132.20
REDACT PERSONAL INFORMATION,30/03/2012,3132.20
REDACT PERSONAL INFORMATION,30/03/2012,2540.72
REDACT PERSONAL INFORMATION,30/03/2012,3439.98
REDACT PERSONAL INFORMATION,30/03/2012,1934.40
REDACT PERSONAL INFORMATION,30/03/2012,522.75
REDACT PERSONAL INFORMATION,30/03/2012,573.36
REDACT PERSONAL INFORMATION,30/03/2012,882.27
REDACT PERSONAL INFORMATION,30/03/2012,612.75
REDACT PERSONAL INFORMATION,30/03/2012,1584.04
REDACT PERSONAL INFORMATION,30/03/2012,734.40
REDACT PERSONAL INFORMATION,30/03/2012,2334.29
REDACT PERSONAL INFORMATION,30/03/2012,3306.00
REDACT PERSONAL INFORMATION,30/03/2012,1193.59
REDACT PERSONAL INFORMATION,30/03/2012,731.14
REDACT PERSONAL INFORMATION,30/03/2012,13763.68
REDACT PERSONAL INFORMATION,30/03/2012,1852.32
REDACT PERSONAL INFORMATION,30/03/2012,1116.00
REDACT PERSONAL INFORMATION,30/03/2012,14727.80
REDACT PERSONAL INFORMATION,30/03/2012,1980.10
REDACT PERSONAL INFORMATION,30/03/2012,1302.00
REDACT PERSONAL INFORMATION,30/03/2012,1116.00
REDACT PERSONAL INFORMATION,30/03/2012,613.07
REDACT PERSONAL INFORMATION,30/03/2012,1116.00
REDACT PERSONAL INFORMATION,30/03/2012,1740.00
REDACT PERSONAL INFORMATION,30/03/2012,874.20
REDACT PERSONAL INFORMATION,30/03/2012,1809.60
REDACT PERSONAL INFORMATION,30/03/2012,817.80
REDACT PERSONAL INFORMATION,30/03/2012,558.00
REDACT PERSONAL INFORMATION,30/03/2012,817.80
REDACT PERSONAL INFORMATION,30/03/2012,817.80
REDACT PERSONAL INFORMATION,30/03/2012,817.80
REDACT PERSONAL INFORMATION,30/03/2012,3439.98
REDACT PERSONAL INFORMATION,30/03/2012,761.60
REDACT PERSONAL INFORMATION,30/03/2012,1863.90
REDACT PERSONAL INFORMATION,30/03/2012,761.60
REDACT PERSONAL INFORMATION,30/03/2012,4929.00
REDACT PERSONAL INFORMATION,30/03/2012,3439.99
REDCORN LTD,30/03/2012,972.00
REDSTOR LIMITED,16/03/2012,2484.00
REED LOCATION,01/03/2012,600.00
REED LOCATION,01/03/2012,576.00
REED LOCATION,01/03/2012,624.00
REED LOCATION,01/03/2012,504.00
REED LOCATION,01/03/2012,744.00
REED LOCATION,01/03/2012,648.00
REED LOCATION,01/03/2012,576.00
REED LOCATION,06/03/2012,528.00
REED LOCATION,06/03/2012,504.00
REED LOCATION,06/03/2012,552.00
REED LOCATION,06/03/2012,600.00
REED LOCATION,06/03/2012,600.00
REED LOCATION,13/03/2012,552.00
REED LOCATION,15/03/2012,552.00
REED LOCATION,15/03/2012,576.00
REED LOCATION,15/03/2012,768.00
REED LOCATION,15/03/2012,588.00
REED LOCATION,27/03/2012,864.00
REED SPECIALIST RECRUITMENT LTD,01/03/2012,940.15
REED SPECIALIST RECRUITMENT LTD,09/03/2012,726.98
REED SPECIALIST RECRUITMENT LTD,09/03/2012,765.24
REED SPECIALIST RECRUITMENT LTD,09/03/2012,765.24
REED SPECIALIST RECRUITMENT LTD,09/03/2012,765.24
REED SPECIALIST RECRUITMENT LTD,09/03/2012,765.24
REED SPECIALIST RECRUITMENT LTD,09/03/2012,880.03
REED SPECIALIST RECRUITMENT LTD,27/03/2012,885.49
REED SPECIALIST RECRUITMENT LTD,27/03/2012,765.24
REED SPECIALIST RECRUITMENT LTD,30/03/2012,885.49
REED SPECIALIST RECRUITMENT LTD,30/03/2012,765.24
REED SPECIALIST RECRUITMENT LTD,30/03/2012,880.03
REED SPECIALIST RECRUITMENT LTD,30/03/2012,765.24
RENTOKIL PEST CONTROL,29/03/2012,504.00
REPLICATION TECHNOLOGIES LTD,14/03/2012,573.12
REPLICATION TECHNOLOGIES LTD,14/03/2012,562.80
REPLICATION TECHNOLOGIES LTD,14/03/2012,570.82
REPLICATION TECHNOLOGIES LTD,23/03/2012,570.82
REPLICATION TECHNOLOGIES LTD,23/03/2012,573.12
REPLICATION TECHNOLOGIES LTD,23/03/2012,570.82
REPLICATION TECHNOLOGIES LTD,23/03/2012,570.82
REPLICATION TECHNOLOGIES LTD,28/03/2012,570.82
REPLICATION TECHNOLOGIES LTD,28/03/2012,570.82
REPLICATION TECHNOLOGIES LTD,28/03/2012,573.12
REPLICATION TECHNOLOGIES LTD,28/03/2012,562.80
RESPECT,23/03/2012,750.00
RGE SERVICES LIMITED,21/03/2012,15150.25
RGE SERVICES LIMITED,21/03/2012,50455.76
RGE SERVICES LIMITED,21/03/2012,5699.38
RGE SERVICES LIMITED,26/03/2012,30182.95
RICOH CAPITAL LIMITED,22/03/2012,1515.60
RICOH CAPITAL LIMITED,22/03/2012,974.93
RICOH CAPITAL LIMITED,22/03/2012,974.93
RICOH CAPITAL LIMITED,22/03/2012,2618.64
RICOH CAPITAL LIMITED,23/03/2012,2618.64
RIGHT CHOICE PROJECT,01/03/2012,10800.00
RIVER HEIGHTS TMC,22/03/2012,23349.00
RIVER HEIGHTS TMC,22/03/2012,23349.00
RIVER HEIGHTS TMC,22/03/2012,23349.00
RM EDUCATION PLC,14/03/2012,9142.80
RNIB,08/03/2012,1377.60
ROAD SAFETY GB,30/03/2012,840.00
ROCC COMPUTERS LTD,23/03/2012,3840.00
ROMAN CATHOLIC DIOCESE OF SOUTHWARK,07/03/2012,17623.11
ROMPA LTD,30/03/2012,2343.18
ROSS & ROBERTS LTD,16/03/2012,1039.65
ROSS & ROBERTS LTD,16/03/2012,1780.74
ROSS & ROBERTS LTD,22/03/2012,554.43
ROYAL BOROUGH OF KINGSTON UPON THAMES,09/03/2012,1895.34
ROYAL BOROUGH OF KINGSTON UPON THAMES,26/03/2012,1773.06
ROYAL HOLLOWAY UNIVERSITY OF LONDON,22/03/2012,2200.00
ROYAL MAIL,09/03/2012,1873.86
ROYAL MAIL,09/03/2012,3414.40
ROYAL MAIL,09/03/2012,1072.20
ROYAL MAIL,16/03/2012,2497.76
ROYAL MAIL,16/03/2012,1250.39
ROYAL MAIL,29/03/2012,1114.78
ROYAL MAIL,29/03/2012,4089.77
RSP RAIL TRAVEL  ACCOUNT,06/03/2012,5648.60
S AND R BUILDING SERVICES LTD,15/03/2012,789.48
S AND R BUILDING SERVICES LTD,15/03/2012,3676.07
S AND R BUILDING SERVICES LTD,29/03/2012,12568.92
S N JENKS T/A TRAX S N JENKS,20/03/2012,2074.80
SAFEPLAY PLAYGROUND MAINTENANCE,20/03/2012,1747.50
SAFESITE LTD,05/03/2012,1110.36
SAFESITE LTD,26/03/2012,5679.48
SAFESITE LTD,29/03/2012,654.00
SAGE (UK) LIMITED,27/03/2012,1890.00
SALVATION ARMY,06/03/2012,6571.60
SAM7,15/03/2012,1050.00
SAMARITANS,30/03/2012,1950.00
SANCTUARY CARR-GOMM,29/03/2012,11241.43
SANCTUARY CARR-GOMM,29/03/2012,5079.84
SANTIA  CONSULTING LTD,15/03/2012,25262.47
SANTIA  CONSULTING LTD,21/03/2012,510.00
