Body,Body Name,Posting Date,Transaction number,Amount,Supplier name,Supplier ID,Service Area,Expense Type,Expense Code,Type
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,08/01/2014,30012003,839.94 ,Dove Service Station,15601,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,29/01/2014,30012520,"3,580.00 ",Dunston Printers Ltd,14853,Tourism - Publications,Publications - Mini Guides,4314,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012191,772.13 ,E.ON Energy Electricity Income Account,12109,Agricultural Business Centre Bakewell,Gas,2202,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012194,"-2,700.46 ",Eastern Shires Purchasing Organisation,13836,Ashbourne Leisure Centre,Gas,2202,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012195,"2,379.62 ",Eastern Shires Purchasing Organisation,13836,Matlock Town Hall,Gas,2202,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012197,"1,646.27 ",Eastern Shires Purchasing Organisation,13836,Bakewell Swimming Pool,Gas,2202,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012198,"1,494.50 ",Eastern Shires Purchasing Organisation,13836,Wirksworth Leisure Centre,Gas,2202,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012203,"17,935.41 ",Eastern Shires Purchasing Organisation,13836,Arc Leisure Matlock,Gas,2202,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012241,"2,288.48 ",Eastern Shires Purchasing Organisation,13836,Ashbourne Leisure Centre,Gas,2202,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012242,"-2,597.42 ",Eastern Shires Purchasing Organisation,13836,Ashbourne Leisure Centre,Gas,2202,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,27/01/2014,30012312,"2,711.53 ",Eastern Shires Purchasing Organisation,13836,Ashbourne Leisure Centre,Gas,2202,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,27/01/2014,30012319,"3,534.98 ",Eastern Shires Purchasing Organisation,13836,Ashbourne Leisure Centre,Gas,2202,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012293,"5,777.00 ",EKOS Consulting (UK) Ltd,15711,Economic Development - General,Consultancy Services,4403,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,06/01/2014,30011945,"3,620.85 ",Environ UK Ltd,15444,Planning Policy,Consultancy Services,4403,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,30/01/2014,30012508,"2,920.80 ",G.B. Sport & Leisure UK Ltd,10665,Parks & Recreation,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,13/01/2014,30012160,539.36 ,Gordon Lamb Ltd Land Rover,13972,Vehicles & Plant,"Vehicle Parts, Servicing & Repairs",3110,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,28/01/2014,30012234,"1,149.48 ",Hardware.com Ltd,15621,Information Technology,Maintenance of Computer Equipment,4532,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012050,"1,327.83 ",Heatherdene Boarding Ltd,14532,Dog Warden Service,Dog Warden Contract,4465,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012101,"7,863.01 ",High Peak Borough Council,10779,Planning Policy,Consultancy Services,4403,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,27/01/2014,30012132,675.80 ,High Peak Borough Council,10779,Homelessness,DCC Contribution,9101,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,20089391,810.00 ,HMCTS (Her Majesty's Courts & Tribunal Service),12704,Council Tax Collection,Court Costs,4431,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012052,"4,377.83 ",Hopkinson Reclamation Limited,14951,Agricultural Business Centre Bakewell,Composting Gate Fees,4459,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/01/2014,30011842,"38,402.04 ",Integral Uk Ltd,15656,Matlock Town Hall - Boilers,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/01/2014,30011982,542.40 ,J Bonsall Ta Mts,15603,Vehicles & Plant,Tyres & Tubes,3124,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012259,800.90 ,J Bonsall Ta Mts,15603,Vehicles & Plant,Tyres & Tubes,3124,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012279,"5,390.00 ",Karl C Dumelow,14458,Cleansing Contract Holding Account,Hire of Outside Contractor,5680,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,29/01/2014,30012513,"1,723.08 ",Killgerm Chemicals Ltd,10892,Pest Control,Chemicals,4044,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,06/01/2014,30011540,"1,840.57 ",Kings Armoured Security Services Limited,15048,Car Parking,Security Service,4463,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,13/01/2014,30012129,880.20 ,Konica Minolta Business Solutions East Ltd,10908,Reprographics & Mail,Office Machinery Lease/Rental,4306,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,29/01/2014,30012483,"12,540.00 ",KPMG LLP,10910,Final Accounts,Audit Fees,4445,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,29/01/2014,30012483,725.00 ,KPMG LLP,10910,Housing & Council Tax Benefits,Audit Fees,4445,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,27/01/2014,30012465,"3,360.45 ",Local Government Association,10964,Democratic Services,Legal Fees,4408,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,08/01/2014,20089385,"8,248.00 ",Lovedays Solicitors,10771,Rural Conveniences & Other Assets,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,06/01/2014,30011991,772.92 ,Lyreco UK Ltd,14661,Arc Leisure Matlock,Purchase of Equipment - General,4000,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/01/2014,30012151,866.00 ,Matlock Baileans Hockey Club,11052,Sports Development,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,20089433,"11,516.62 ",Matlock Electrical Services,11015,Matlock Bath Illuminations & Venetian Nights,Hire of Outside Contractor,5680,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012080,600.00 ,Media Market Design,15494,Arc Leisure Matlock,General Advertising & Publicity,4810,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,20/01/2014,30012246,770.60 ,MHG (Supplies) Ltd,11084,Arc Leisure Matlock,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012266,"4,457.20 ",Mott MacDonalds Ltd,15726,Economic Development - General,Consultancy Services,4403,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/01/2014,30012213,"21,168.00 ",Municipal Mutual Insurance Limited,15733,Insurances,MMI Scheme of Arrangement,4808,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,06/01/2014,30011987,607.26 ,Nat West Bank Plc - Streamline,11823,Final Accounts,Bank Charges,4447,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,08/01/2014,20089387,"-1,864.22 ",National Westminster Bank Plc,12163,Final Accounts,Bank Charges,4447,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,08/01/2014,20089388,"3,560.33 ",National Westminster Bank Plc,12163,Final Accounts,Bank Charges,4447,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,20/01/2014,30012024,670.00 ,NCH (UK) Ltd t/a Kernite Chemsearch,14001,Effluent Discharge Imps Bakewell ABC,Professional Fees,C004,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,14/01/2014,30012181,"4,750.00 ",NDI Recognition Systems Ltd,15703,Crime and Disorder,Safer Communities Initiative,4832,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30011978,"12,980.00 ",Norder Design Associates Limited,11183,Ashbourne Leisure Centre Changing Rooms,Professional Fees,C004,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/01/2014,30011539,"5,835.00 ",North East Derbyshire District Council,11174,Information Technology,Computer Equipment from ICT Reserve,4530,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/01/2014,30011823,"51,363.55 ",North East Derbyshire District Council,11174,Information Technology,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012011,"10,188.50 ",Northgate Info. Solutions Uk Ltd,11807,Community Services Admin,Software Maintenance & Support,4512,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,27/01/2014,30012450,"1,068.32 ",Nottingham Community Housing Assoc. Ltd,12087,Homelessness,Revenue Grants,4704,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,14/01/2014,30012193,"1,400.00 ",Nottingham Trent University,11186,Training,Post Entry Training Course Fees,1483,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,20/01/2014,30012004,"1,334.00 ",OCS Group UK Ltd T/A Cannon,10299,Matlock Town Hall,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,20/01/2014,30012005,686.40 ,OCS Group UK Ltd T/A Cannon,10299,Matlock Town Hall,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,02/01/2014,30011943,715.00 ,Orange Personal Comm's Services Ltd,11207,Mobile Telephones,Telephone Rental and Charges,4502,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,20/01/2014,30012165,"4,959.78 ",Otis Limited,11219,Wirksworth Leisure Centre,Lift Maintenance,2165,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,13/01/2014,30012110,700.00 ,Paul McLean Graphic Design,14771,Tourism - Publications,Publications - Mini Guides,4314,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012249,561.00 ,Peak District National Park Authority,11245,Local Land Charges,Peak Dist Nat Park-Search Fees,4472,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,06/01/2014,30011946,"4,380.00 ",Police and Crime Commissioner for Derbyshire,10493,Crime and Disorder,Other Performance Reward Grant Schemes,4709,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/01/2014,30012078,"1,271.25 ",Prompt Training Ltd,14757,Vehicles & Plant,Seminars & Short Courses,1485,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012093,652.50 ,Quartix Ltd,14183,Vehicles & Plant,Lease of Vehicles / Plant,4102,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,20089428,680.00 ,Redacted - Payment to individual,15738,Homelessness,Mortgage Rescue Programme,4806,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/01/2014,30012232,539.88 ,Royal Mail Group Plc,11394,Council Tax Collection,Postage,4501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30011962,"51,130.87 ",Serco Limited,15459,Composting,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30011962,"72,682.38 ",Serco Limited,15459,Household Refuse,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30011962,868.66 ,Serco Limited,15459,Clinical Refuse,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30011962,"-5,956.91 ",Serco Limited,15459,Refuse Collection - General,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012076,"16,338.28 ",Serco Limited,15459,Composting,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012076,"72,759.12 ",Serco Limited,15459,Household Refuse,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012077,843.60 ,Serco Limited,15459,Composting,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012077,"2,015.20 ",Serco Limited,15459,Household Refuse,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012077,"4,094.01 ",Serco Limited,15459,Bulky Household Refuse,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30012077,"27,854.55 ",Serco Limited,15459,Wheeled Bins (Trade),Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/01/2014,30012294,"8,115.39 ",Serco Limited,15459,Composting,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/01/2014,30011957,713.68 ,Severn Trent Water Limited,11429,Public Conveniences - Maintenance,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012009,684.53 ,Severn Trent Water Limited,11429,Car Parking,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012010,969.03 ,Severn Trent Water Limited,11429,Arc Leisure Matlock,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012086,"1,935.38 ",Severn Trent Water Limited,11429,Agricultural Business Centre Bakewell,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012087,"1,637.55 ",Severn Trent Water Limited,11429,Public Conveniences - Maintenance,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012088,705.60 ,Severn Trent Water Limited,11429,Public Conveniences - Maintenance,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012104,"2,500.00 ",Severn Trent Water Limited,11429,Agricultural Business Centre Bakewell,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012141,"6,026.68 ",Severn Trent Water Limited,11429,Parks & Recreation,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012143,"12,668.42 ",Severn Trent Water Limited,11429,Bakewell Swimming Pool,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012144,"2,520.15 ",Severn Trent Water Limited,11429,Public Conveniences - Maintenance,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012146,613.68 ,Severn Trent Water Limited,11429,Public Conveniences - Maintenance,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012166,561.91 ,Severn Trent Water Limited,11429,Public Conveniences - Maintenance,Water Charges,2501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/01/2014,30012167,"3,348.28 ",Severn Trent Water Limited,11429,Public Conveniences - Maintenance,Water Charges,2501,Revenue
