"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Head of Department","30400","64500","Accountant","3.00","Finance"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Head of Department","30400","64500","Head","5.00","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 1","22387","46709","Accountant","2.00","Finance"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 1","22387","46709","Archivist","0.40","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 1","22387","46709","Buyer and Product Developer","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 1","22387","46709","Communications Manager","1.00","Communications"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 1","22387","46709","Digital Projects Manager","2.00","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 1","22387","46709","Knowledge Information Management Support Officer","1.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 1","22387","46709","Senior Information Manager","1.00","Property and asset management"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 1","22387","46709","Technical Adviser","1.00","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 1","22387","46709","Web Manager","1.00","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Accountant","2.00","Finance"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Buyer and Product Developer","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Technical Adviser","3.00","Communications"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Designer","1.00","Communications"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Finance Support Officer","3.00","Finance"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","IT Manager","1.00","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Commercial Support Assistant","3.00","Property and asset management"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Procurement Support Officer","2.00","Procurement"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Project Support Officer","2.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Retail Assistant","7.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Retail Manager","5.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Web Manager","1.00","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 2","14112","37635","Administrative Assistant","2.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 3","12011","26103","Finance Support Officer","5.00","Finance"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 3","12011","26103","Retail Assistant","62.24","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 3","12011","26103","Technical Adviser","2.60","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museums","Business and Governance","DBG","Level 3","12011","26103","Commercial Support Assistant","4.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Level 1","22387","46709","Business Manager","0.60","Planning"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Level 1","22387","46709","Conservation and Collections Care","1.00","Property and asset management"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Director","52630","92908","Director","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Level 1","22387","46709","Business Manager","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Head of Department","30400","64500","Head","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Level 2","14112","37635","Office Manager","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Level 1","22387","46709","Operational Manager","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Level 1","22387","46709","Operational Manager","1.00","Planning"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Level 2","14112","37635","Administrative Assistant","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Level 2","14112","37635","Technical Adviser","6.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Level 2","14112","37635","Visitor Services Assistant","7.00","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Churchill War Rooms/HMSB","DG","Level 3","12011","26103","Visitor Services Assistant","21.49","Operational Delivery"
"Department for Culture, Media and Sport","Imperial War Museums","Collections and Research","DG","Director","52630","92908","Director","1.00","Property and asset management"
"Department for Culture, Media and Sport","Imperial War Museums","Collections and Research","DG","Head of Department","30400","64500","Head","4.00","Property and asset management"
"Department for Culture, Media and Sport","Imperial War Museums","Collections and Research","DG","Level 1","22387","46709","Collections Manager","3.00","Property and asset management"
"Department for Culture, Media and Sport","Imperial War Museums","Collections and Research","DG","Level 1","22387","46709","Conservation and Collections Care","2.00","Property and asset management"
