"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","Science Museum Group","Finance","1","Salary Band 10k-25k","10000","25000","Finance Support Assistant","14.06","Finance"
"Department for Culture, Media and Sport","Science Museum Group","Finance","1","Salary Band 10k-25k","10000","25000","Finance Officer","2.00","Finance"
"Department for Culture, Media and Sport","Science Museum Group","Finance","1","Salary Band 25k-40k","25000","40000","Accountant","5.00","Finance"
"Department for Culture, Media and Sport","Science Museum Group","Finance","1","Salary Band 25k-40k","25000","40000","Finance Officer","2.00","Finance"
"Department for Culture, Media and Sport","Science Museum Group","Finance","1","Salary Band 10k-25k","10000","25000","Finance Support Officer","7.00","Finance"
"Department for Culture, Media and Sport","Science Museum Group","Finance","1","Salary Band 25k-40k","25000","40000","Finance Manager","3.00","Finance"
"Department for Culture, Media and Sport","Science Museum Group","Finance","1","Salary Band 40k-55k","40000","55000","Senior Accountant","2.00","Finance"
"Department for Culture, Media and Sport","Science Museum Group","Finance","1","Salary Band 40k-55k","40000","55000","Senior Finance Manager","1.00","Finance"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 10k-25k","10000","25000","Assistant Curator","2.60","Science and Engineering"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 10k-25k","10000","25000","Curatorial/Conservation Assistant","4.13","Science and Engineering"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 10k-25k","10000","25000","Exhibitions, Design and Programmes Officer","4.50","Operational Delivery"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 10k-25k","10000","25000","Library and Archive Assistant","4.99","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 25k-40k","25000","40000","Associate Curator","2.00","Science and Engineering"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 25k-40k","25000","40000","Conservator","1.00","Science and Engineering"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 25k-40k","25000","40000","Curator","2.00","Science and Engineering"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 10k-25k","10000","25000","Curatorial/Conservation Manager","1.00","Science and Engineering"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 25k-40k","25000","40000","Curatorial/Conservation Officer","1.00","Science and Engineering"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 25k-40k","25000","40000","Engineer","1.00","Science and Engineering"
"Department for Culture, Media and Sport","Science Museum Group","National Railway Museum","2","Salary Band 10k-25k","10000","25000","Engineer","4.00","Science and Engineering"
