"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Home Office","HM Inspectorate of Constabulary","Chief Inspector of Constabulary","EQV05","SEO","32602","39537","Inspection Officer","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Chief Inspector of Constabulary","EQV05","HEO Auditor","29757","37964","Inspection Officer","3.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Chief Inspector of Constabulary","EQV05","Supt","60750","74022","Lead Inspection Officer","4.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Chief Inspector of Constabulary","EQV05","Chief Inspector","50502","53439","Inspection Officer","2.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Chief Inspector of Constabulary","EQV05","Sergeant","36519","41040","Inspection Officer","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Chief Inspector of Constabulary","EQV05","Grade 7","44656","57553","Inspection Officer","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Northern Region","EQV01","Grade 7","44656","57553","Inspection Officer","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Northern Region","EQV01","SEO","32602","39537","Inspection Support Manager","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Northern Region","EQV01","HEO","25297","30989","Analyst","1.00","Knowledge and Information Management (KIM)"
"Home Office","HM Inspectorate of Constabulary","Northern Region","EQV01","EO","20235","24789","Executive Assistant","2.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Northern Region","EQV01","SGB1","16518","18657","Driver","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Northern Region","EQV01","AO","15386","18657","Inspection Support","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Northern Region","EQV01","Chief Supt","72543","76680","Chief of Staff","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Northern Region","EQV01","Supt","60750","74022","Lead Inspection Officer","3.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Northern Region","EQV01","Chief Inspector","50502","53439","Inspection Officer","2.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Eastern Region","EQV02","Grade 6","54705","70504","Legal Support Officer","1.00","Law"
"Home Office","HM Inspectorate of Constabulary","Eastern Region","EQV02","HEO","25297","30989","Inspection Support Manager","0.89","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Eastern Region","EQV02","SPS","19629","24291","Executive Assistant","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Eastern Region","EQV02","EO","20235","24789","Inspection Support","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Eastern Region","EQV02","AO","15386","18657","Inspection Support","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Eastern Region","EQV02","SGB1","16518","18657","Driver","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Eastern Region","EQV02","Chief Supt","72543","76680","Chief of Staff","1.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Eastern Region","EQV02","Chief Supt","72543","76680","Lead Inspection Officer","2.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Eastern Region","EQV02","Supt","60750","74022","Lead Inspection Officer","5.00","Operational Delivery"
"Home Office","HM Inspectorate of Constabulary","Eastern Region","EQV02","Chief Inspector","50502","53439","Inspection Officer","3.00","Operational Delivery"
