Tool Ref,Department,Organisation Name,Project name,Basis for expenditure approval,Total Value Approved (£),Date of approval,Lead Control
HMG663aa,DEFRA,Defra,Thames Tideway Tunnel,"Defra require further legal advice to support negotiations for, and finalisation of, the financing and delivery of the Thames Tideway Tunnel.  Action noted is accurate and on-going","2,268,662.00",14/08/2015,Consultancy
,,,,,,,
,,,,,,,
