"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","National Security Directorate","12500","SMS1","62000","117800","Policy Support Officer","3.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","National Security Directorate","12500","D7","55434","68539","Policy Support Officer","6.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","National Security Directorate","12500","D6","43967","56339","Policy Support Officer","16.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","National Security Directorate","12500","C5","33428","40905","Policy Support Officer","16.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","National Security Directorate","12500","C4","26640","32834","Policy Support Officer","32.18","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","National Security Directorate","12500","B3","21889","27658","Policy Support Officer","22.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","National Security Directorate","12500","A2","19805","21912","Policy Support Officer","17.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","National Security Directorate","12500","A1","18337","18337","Policy Support Officer","2.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Defence and International Security Directorate","12600","SMS1","62000","117800","Policy Support Officer","3.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Defence and International Security Directorate","12600","D7","55434","68539","Policy Support Officer","11.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Defence and International Security Directorate","12600","D6","43967","56339","Policy Support Officer","21.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Defence and International Security Directorate","12600","C5","33428","40905","Policy Support Officer","10.23","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Defence and International Security Directorate","12600","C4","26640","32834","Policy Support Officer","38.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Defence and International Security Directorate","12600","B3","21889","27658","Policy Support Officer","19.20","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Defence and International Security Directorate","12600","A2","19805","21912","Policy Support Officer","13.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","DG Europe & Globalisation","13300","C4","26640","32834","Policy Support Officer","1.00","Policy"
