"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Head of Museum Specialist Function-Collections","39027","44711","Head of Museum Specialist Function-Collections","3.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Head of Museum Specialist Function-Public Programmes","39027","44711","Head of Museum Specialist Function-Public Programmes","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Head of Finance","39027","44711","Head of Finance","1.00","Finance"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Senior Photographic Officer","39027","44711","Senior Photographic Officer","0.68","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Senior Curatorial Officer","39027","44711","Senior Curatorial Officer","6.33","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","On-Line Content Officer","32035","36696","On-Line Content Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Records Officer","32035","36696","Records Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Exhibitions and Interpretation Manager","32035","36696","Exhibitions and Interpretation Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Marketing PR & Communications Manager","32035","36696","Marketing PR & Communications Manager","2.00","Communications"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Photographic Officer","32035","36696","Photographic Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Documentation Manager","32035","36696","Documentation Manager","0.56","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Education Officer","32035","36696","Education Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20376","HR Officer","32035","36696","HR Officer","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Finance Officer","32035","36696","Finance Officer","1.00","Finance"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Stores Officer","32035","36696","Stores Officer","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Public Programmes Manager","32035","36696","Public Programmes Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Curatorial Officer","25663","29383","Curatorial Officer","7.63","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Conservator","30424","35285","Conservator","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20611","Senior Personal Secretary","25663","29383","Senior Personal Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Graphic Designer","25663","29383","Graphic Designer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Learning Outreach Officer","25663","29383","Learning Outreach Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Visitor Services Host","20704","22345","Visitor Services Host","2.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Early Years Intern","20704","22345","Early Years Intern","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Digital Content Producer","25663","29383","Digital Content Producer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Project Support Officer","20704","22345","Project Support Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Museum Registrar","30424","35285","Museum Registrar","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","War Graves Adjudicator","25663","29383","War Graves Adjudicator","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Facilities Manager","32035","36696","Facilities Manager","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Facilities Officer","25663","29383","Facilities Officer","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Digital Marketing Executive","20704","22345","Digital Marketing Executive","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Website Admin Officer","20704","22345","Website Admin Officer","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20611","Committee Clerk","25663","29383","Committee Clerk","0.60","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","IT Manager","32035","36696","IT Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","IT Support Officer","25663","29383","IT Support Officer","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Senior IT Manager","39027","44711","Senior IT Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Collections Assistant","19109","20883","Collections Assistant","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Web Manager","32035","36696","Web Manager","1.00","Information Technology"
