"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","10","57332","66083","Grade 6","1","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","10","57332","66083","Grade 6","1","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","10","57332","66083","Grade 6","1","Human resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","8","43960","50670","Grade 7","13","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","8","43960","50670","Grade 7","4","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","8","43960","50670","Grade 7","4","Human resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","7","34346","39100","Senior Executive Officer / SPTO","31","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","7","34346","39100","Senior Executive Officer","13","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","7","34346","39100","Senior Executive Officer / SPTO","14","Human resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","6","27580","31070","Higher Executive Officer / HPTO / STE","195","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","6","27580","31070","Higher Executive Officer / HPTO / STE","25","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","6","27580","31070","Higher Executive Officer / HPTO / STE","21","Human resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","5","23810","26621","Executive Officer / PTO / TE Level 5","22","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","5","23810","26621","Executive Officer Level 5","7","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","5","23810","26621","Professional and Technical Officer Level 5","5","Human resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","4","22066","24928","Executive Officer / PTO / SPS / TE","684","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","4","22066","24928","Executive Officer","26","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","4","22066","24928","Executive Officer / PTO / SPS / TE","46","Human resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","3","17662","20453","Admin Officer / VI / Tester","814","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","3","17662","20453","Administration Officer","14","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","3","17662","20453","Administration Officer","24","Human resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","2","14619","16519","Admin Assistant / Tester","110","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","2","14619","16519","Administration Assistant","1","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","2","14619","16519","Administration Assistant","5","Human resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","1","14217","15007","Administration Assistant","27","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","1","14217","15007","Industrial / Handyperson","1","Human resources"
"Department for Transport","Vehicle and Operator Services Agency","Finance","160","1","14217","15007","Industrial / Handyperson","3","Finance"
"Department for Transport","Vehicle and Operator Services Agency","Finance","160","2","14619","16519","Administration Assistant","1","Finance"
"Department for Transport","Vehicle and Operator Services Agency","Finance","160","3","17662","20453","Administration Assistant","12","Finance"
"Department for Transport","Vehicle and Operator Services Agency","Finance","160","4","22066","24928","Executive Officer","17","Finance"
"Department for Transport","Vehicle and Operator Services Agency","Finance","160","6","27580","31070","Higher Executive Officer","12","Finance"
"Department for Transport","Vehicle and Operator Services Agency","Finance","160","7","34346","39100","Senior Executive Officer","11","Finance"
"Department for Transport","Vehicle and Operator Services Agency","Finance","160","8","43960","50670","Grade 7","4","Finance"
"Department for Transport","Vehicle and Operator Services Agency","Strategy & Customer","161","3","17662","20453","Administration Officer","2","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Strategy & Customer","161","4","22066","24928","Executive Officer","12","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Strategy & Customer","161","5","23810","26621","Executive Officer Level 5","1","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Strategy & Customer","161","6","27580","31070","Higher Executive Officer","30","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Strategy & Customer","161","7","34346","39100","Senior Executive Officer","13","Operational delivery"
"Department for Transport","Vehicle and Operator Services Agency","Strategy & Customer","161","8","43960","50670","Grade 7","5","Operational delivery"
