"Special advisers’ meetings newspaper and other media proprietors, editors and senior executives",,,
,,,
Period: 1 July to 30 Sept 2014  ,,,
,,,
Name,Month of Meeting,Name,Purpose of Meeting 
Philippa Stroud,NIL,,
Romilly Dennys ,NIL,,
Lizzie Loudon ,NIL,,
Grainne Magee,NIL,,
,,,
,,,
Does not include details of meetings where special advisers attended alongside their Ministers’,,,
