Entity,GL Date,Merchant name,Amount,Description
CEFAS,06/05/2017,HOLIDAY COTTAGES,529.38,Accommodation for four people for four nights whilst surveying for a commercial customer.  
CEFAS,08/05/2017,PR STATISTICS,670,Training course for one person on 'Species distribution modelling'.
CEFAS,08/05/2017,ULTRA VIOLET PRODC,734.4,UV Radiometer used for measuring UV in a set of UV inactivation experiment. 
CEFAS,08/05/2017,HOTEL SPLIT DD-RECE,951.92,Accommodation for three people for three nights to attend commission conference 
CEFAS,08/05/2017,HOTEL MEYRICK,1753.61,"Accommodation for three people for five nights to attend the International Conference on Molluscan Shellfish Safety, Galway Ireland"
CEFAS,08/05/2017,WINDSOR GOLF $C,605.69,Accommodation for one person for four nights at conference hotel for United Nations Meeting
CEFAS,11/05/2017,HOLIDAY INN RECEPTION,831.56,Accommodation for one person for five nights in Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,11/05/2017,HOLIDAY INN RECEPTION,831.56,Accommodation for one person for five nights in Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,11/05/2017,HOLIDAY INN-RECEPTION,780.16,Accommodation for one person for four nights in Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,11/05/2017,UCSD CONFERENCE SVCS W,704.28,Conference registration with six nights accommodation to attend Society for invertebrate Pathology conference in San Diego
CEFAS,11/05/2017,APARTAMENTOS TOGUMAR M,521.64,Accommodation for three people for three nights to attend EURL workshop funded through commission budget 
CEFAS,12/05/2017,EASYJET,534.01,Return economy flights from Bristol to Belfast for six people to attend European Association of Fish Pathologists meeting. 
CEFAS,12/05/2017,THE YARMOUTH STORES LT,603.45,Purchase of 9 safety boots required for commercial contract. 
CEFAS,13/05/2017,FORUM INTERIORS 2,1149.06,April and May car service for Staff to and from hotel to meetings in Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,15/05/2017,HOLIDAY INN RECEPTION,2100.73,Accommodation for one person for 13 nights in Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,16/05/2017,ICES,662.93,International Council for the Exploration of the Sea Stock Assessment Training in Copenhagen 
CEFAS,16/05/2017,AIRBNB   HMJH3CBNMS,987,Accommodation for two people for to attend International Council for the Exploration of the Sea Stock Assessment Training in Copenhagen 
CEFAS,17/05/2017,ICES,664.72,ICES Stock Assessment Training in Copenhagen 
CEFAS,18/05/2017,ALCORNICH CLUB CO,629.33,Accommodation for two people for four nights in Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,18/05/2017,ALCORNICH CLUB CO,629.33,Accommodation for one person for six nights in Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,18/05/2017,HOLIDAY COTTAGES,717.06,Accommodation for four people for seven nights whilst surveying for a commercial customer.  
CEFAS,18/05/2017,THE SQUARE,1982.63,Accommodation for one person for ten nights while attending International Council for the Exploration of the Sea working group
CEFAS,18/05/2017,THE SQUARE,1982.63,Accommodation for one person for ten nights while attending International Council for the Exploration of the Sea working group
CEFAS,18/05/2017,THE SQUARE,1982.63,Accommodation for one person for ten nights while attending International Council for the Exploration of the Sea working group
CEFAS,18/05/2017,THE SQUARE,1784.37,Accommodation for one person for nine nights while attending International Council for the Exploration of the Sea working group
CEFAS,19/05/2017,BRITISH A,1320,Cost of excess baggage to carry specialist equipment requred for a Marine Survey . 
CEFAS,19/05/2017,DESOTA HOUSE BED AND B,535.77,Accommodation for one person for six nights in Galway to attend and present at the International Conference on Molluscan Shellfish Safety. 
CEFAS,19/05/2017,RADISSON,1108.68,Accommodation for one person for six nights in Oman working on gulf marine economies partnership programme. 
CEFAS,19/05/2017,THE MCPS-PRS ALLIANCE,772.73,PRS Licence for music 2017
CEFAS,19/05/2017,THE SQUARE,2184.42,Accommodation for one person for 11 nights while attending International Council for the Exploration of the Sea working group
CEFAS,20/05/2017,GALWAY HARBOUR HOTEL,740.59,Accommodation for one person for six nights in Galway to attend and present at the International Conference on Molluscan Shellfish Safety. 
CEFAS,20/05/2017,WESTIN,1096.05,Accommodation for one person for five nights in California to attend the International Oil Spill Conference.
CEFAS,21/05/2017,ASCOT HOTEL ApS,760.89,Accommodation for one person for four nights while attending International Council for the Exploration of the Sea working group
CEFAS,23/05/2017,BRITISH A,1048.24,Return economy plus flight from London to Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,25/05/2017,HTLPALAISBOURBON,882.36,"Accommodation for two people for three nights in Paris to attend the General Assembly of the World Organisation for animal health, in support of the UK chief veterinary officer."
JNCC,08/05/2017,Haymarket Subscription,639,Environmental Data Services Renewal Subscription (June 2017 to May 2018) 1 Journal and 9 Online licences
JNCC,08/05/2017,Abacus Hotels ,1722.6,"The one hundred and eleventh meeting of the Joint Nature Conservation Committee held on  8 June 2017, at Monkstone House, City Road, Peterborough, PE1 1JY  9 staff and committee members x 1 night Room & Breakfast; 2 x committee  & staff member x 2 night room and breakfast. Dinner on 7/06/2017 x 23 staff &  Committee members."
JNCC,11/05/2017,AIRBNB   ,5658,"2 x staff from 07/06 to 16/06/2017; 1 x external staff from 18/05 to 16/06/17; 1 x external staff from 11/06-16/06/2017.  Self catering accommodation for staff and external to work on collecting good quality fisheries dependent data using a high tech, low cost approach and to attend Workshop of the same name to in June 2017."
JNCC,15/05/2017,Sphere Risk Management ,756,7 staff to attend Health and Safety Legislation Course 
JNCC,17/05/2017,Care Citixonline,691.2,"Payment for 1-Year Subscription to GoToMeeting Pro, 2 Seats (From 15/05/2017-14/05/2018)"
JNCC,22/05/2017,Amazon,1848,Purchase of 24x SanDisk Ultra II SSD 240 GB SATA III 2.5 inch Internal SSD
JNCC,29/05/2017,Misco,1302.89,Purchase of 25x Jabra Evolve 30 MS Stereo Headset with Integrated 3.5mm Jack Connection
KEW,01/05/2017,VUE NCS CITB HS&E TEST,900,CSCE Training for Estates & Project Team
KEW,01/05/2017,KENYA AIR,1070.57,Kenya Airways flight for Kew Madagascar staff 
KEW,04/05/2017,GOOGLE  SVCSAPPS_000B6,540.54,cloud services provided for the Plants of the World Online Portal
KEW,05/05/2017,IKEA ONLINE,1202.5,Lanterns for Event lighting
KEW,08/05/2017,WWW.TEAMWORKPHOTO.COM,540,Training course fee  for use of camera used in specimen digitisation
KEW,09/05/2017,Hotel Ibis Lausanne Centr,1150.51,Hotel for Kew staff participating in the annual meeting of the European Network of Palm Scientists
KEW,11/05/2017,FACEBK MTAPQCAHL2,600.03,"The spending was on Facebook advertising, for which we cannot pay in any other way, on campaigns designed to generate interest in RBG Kew's festivals"
KEW,11/05/2017,CARRIER BAG SHOP,684,plant bags 
KEW,17/05/2017,HILTON,568,Hotel room (2 nights) for Her Excellency the President of Mauritius who was a speaker at the recent State of the World's Plants Symposium.
KEW,19/05/2017,FACEBK H3MVFC2HL2,600.03,"The spending was on Facebook advertising, for which we cannot pay in any other way, on campaigns designed to generate interest in RBG Kew's festivals"
KEW,19/05/2017,BELL TENT UK,870,Costs of two tents for our festivals (to be used firstly at the Joseph Hooker festival and then in the summer festival)
KEW,19/05/2017,MAJESTIC WINE,882.66,State of the World's Plants- wine for the gala dinner at the State of the World's Plants Symposium
KEW,26/05/2017,B A C B,570,Internal Communication team development (Institute of Internal Communication)
KEW,26/05/2017,FACEBK RQETSCEGL2,600.21,"The spending was on Facebook advertising, for which we cannot pay in any other way, on campaigns designed to generate interest in RBG Kew's festivals"
KEW,29/05/2017,EB  MIND THE PRODUCT L,595,Product Management conference
KEW,31/05/2017,PR INFORMATICS LTD,830,"Registration and accommodation for Penny Malakasi to attend ""Introduction to Next Generation Sequencing"" on 3-7 July"
MMO,15/05/2017,ADOBE  CREATIVE CLOUD,503.15,Adobe Creative Cloud annual subscription
MMO,15/05/2017,SOCIALMEDIAWEEK.ORG,656.63,Social Media Training Course for two people
NE,01/03/2017,PERSONNEL HYGIENE SERVICES LIMITED,516.55,Sanitary bin disposal for Derbyshire Dales National Nature Reserve
NE,01/03/2017,BIO-UK FUELS,990,500 litres of white Bio fuel for Derbyshire Dales National Nature Reserve vehicles
NE,01/03/2017,HERITAGE HOLIDAYS,604.08,Accommodation for four people to attend chainsaw use training course - 13-6 February 2017
NE,02/03/2017,EVERSO,851.3,"Lunch for Marine Evidence and Monitoring Training Event for seventy people for two days –  30-31 January 2017
"
NE,02/03/2017,THE LUNDY SHORE OFFICE,1149,Accommodation for ten members of staff to undertake a full seabird census - 6-10 June 2017
NE,05/03/2017,ENTERPRISE RENT-A-CAR,1031.57,Hire car repairs following accident of 1 November 2016
NE,05/03/2017,ROYAL INSTITUTE OF CHARTERED SURVEYORS,512,Annual membership fee for Royal Institution of Chartered Surveyors (RICS) - 1 January-31 December 2017 
NE,05/03/2017,JOHN DAVIDSON PIPES,932.15,Culvert pipes for Stodmarsh National Nature Reserve
NE,06/03/2017,THORPE TREES LTD,1476,"Innovation project - funding of tree tubes for isolated upland woodland Site of Special Scientific Interest: Hole of Horcum, North Yorkshire."
NE,06/03/2017,ENTERPRISE RENT-A-CAR,855.83,Hire car repairs - cost split between Natural England and Enterprise
NE,06/03/2017,SCOTTISH AND SOUTHERN ENERGY POWER DISTRIBUTION,767.28,"Payment for electric supply disconnection at Borough Farm Caravan, Thursley National Nature Reserve"
NE,06/03/2017,ENTERPRISE RENT-A-CAR,2500,Hire car repairs - cost split between Natural England and Enterprise
NE,07/03/2017,HARPER ADAMS COLLEGE,1013,Staff training for one person for six days for BASIS (British Agrochemical Standards Inspection Scheme) - February 2017.
NE,07/03/2017,TRAVIS PERKINS,510.48,Corrugated metal sheets to burn coppice waste at Gait Barrows National Nature Reserve and Roudsea Wood and Mosses National Nature Reserve
NE,08/03/2017,ENTERPRISE RENT-A-CAR,1789.56,Hire car repairs
NE,09/03/2017,ROYAL INSTITUTE OF CHARTERED SURVEYORS,512,Annual membership fee for Royal Institution of Chartered Surveyors (RICS) - 1 January-31 December 2017 
NE,10/03/2017,COSMO NOTTINGHAM,500,Evening meal for 58 conference attendees of the Geographic Information Network 2017 - 27 February 2017
NE,13/03/2017,SAFARI BOOKS ONLINE,518,Subscription to technical bookstore supporting architectural delivery 
NE,13/03/2017,NATIONAL SHEEP ASSOCIATION,996,Joint Defra Agency Exhibition stand - National Sheep Association North - 7 June 2017
NE,13/03/2017,STONELEIGH PARK,1800,Joint Defra Agency Exhibition Stand - Grassland and Muck - 24-25 May 2017
NE,13/03/2017,EML LEARNING,894,Staff training and subsistence for one person for two days for Government Economic Service Communicating with Ministers and Managers training course - 22-23 November 2016
NE,13/03/2017,NATIONAL BEEF ASSOCIATION,1514.4,Joint Defra Agency stand at Beef exhibition - 18 May 2017 
NE,13/03/2017,ROYAL INSTITUTE OF CHARTERED SURVEYORS,512,Annual membership fee for Royal Institution of Chartered Surveyors - 1 January-31 December 2017 
NE,14/03/2017,JOHNSTON PRESS ,732.24,De-notification and re-notification of part of Sherwood Forest National Nature Reserve from Natural England to the Royal Society for the Protection of Birds
NE,14/03/2017,UOM OPEN PAYMENT PATHWAY,1400,"Natural England contribution to Manchester University in support of PhD student, part of Biotechnology and Biological Sciences Research Council funding and covered by Memorandum of Agreement between Natural England and Manchester University"
NE,14/03/2017,BROOK STREET (BUREAU),50848.02,Agency staff costs
NE,14/03/2017,BROOK STREET (BUREAU),50244.66,Agency staff costs
NE,14/03/2017,BRITISH HARDWOOD TREE NURSERY,1678.28,"Trees, guards and stakes for new woodland planting on Ingleborough National Nature Reserve"
NE,14/03/2017,BROOK STREET (BUREAU),52271.14,Agency staff costs
NE,15/03/2017,HALES SAWMILLS LTD,709.2,Deer fencing for Wyre Forest National Nature Reserve
NE,15/03/2017,MID KENT TRAINING,1190,"Basis Foundation in Agronomy course and assessment fees for one person for six days - 9 November 2016, 10 February 2017, 17 March 2017, 6 April 2017, 4 May 2017, 1 June 2017"
NE,15/03/2017,SPARSHOLT COLLEGE ,1225,Staff training and subsistence for five people for two days for Agriculture Awareness course - 21-22 February 2017
NE,15/03/2017,NEOPOST LIMITED,2402.09,Franking machine Top-up - Reading office (14 February 2017)
NE,16/03/2017,HANNA INSTRUMENTS LTD,1574.28,Equipment to condition assess water quality in freshwater ditches of the South Thames Estuary and Marshes Site of Special Scientific Interest
NE,16/03/2017,CR WILLCOCKS & CO,677.87,Tractor service for East Dartmoor Woods National Nature Reserve
NE,16/03/2017,SOUTHERN TIMBER CO LTD,1000,Fencing posts for East Dartmoor Woods National Nature Reserve
NE,16/03/2017,POSTURITE (UK) LTD,1501.44,Specialist office equipment and furniture for specific health and safety requirements
NE,17/03/2017,GRIT AGENCY,1800,Design and production of website to inform on restoration of Hoveton Great Broad
NE,17/03/2017,TRAFFIC TECHNOLOGY LTD,1495.56,Installation of a people counter on England Coast Path
NE,17/03/2017,WYNNSTAY ARGICULTURAL,1480,Fence posts for Downton Gorge National Nature Reserve
NE,17/03/2017,BRISSCO (EQUIPMENT) LTD,1435.32,1700 plastic England Coast Path way markers
NE,17/03/2017,FRANCOTYP,500,Franking machine top-up - Telford office (20 February 2017)
NE,20/03/2017,FARMSERVE LTD,2198.4,Maintenance of machinery at Castor Hanglands National Nature Reserve
NE,20/03/2017,THURLBY MOTORS LTD,827.07,MOT and repair of vehicle at Saltfleetby National Nature Reserve 
NE,20/03/2017,INVESTEC ASSET FINANCE,1377.46,Lease rental for franking machine at Crewe office - 1 February-30 April 2017
NE,20/03/2017,ROYAL MAIL GROUP,2150.4,Yearly contract for maintenance of equipment used for postage and parcels - Peterborough Office
NE,21/03/2017,WWW.THEWATERFRONT.CO.UK,538.8,UK Ports conference booking for one person for two days - 23-24 May 2017
NE,21/03/2017,ASKHAM BRYAN COLLEGE,700,"City and Guilds tractor driving training course for two National Nature Reserve volunteers at Humberhead Peatlands on 20, 22 and 27 March 2017"
NE,21/03/2017,ROYAL INSTITUTE OF CHARTERED SURVEYORS,512,Annual membership fee for Royal Institution of Chartered Surveyors (RICS) - 1 January-31 December 2017 
NE,21/03/2017,NORFOLK BROADS DIRECT,1625,Hire of boat as welfare base for fish surveys - 13-24 February 2017 
NE,21/03/2017,F R JONES & SON,900.94,"Replacement and new arboriculture equipment and First Aid supplies for four staff across four National Nature Reserves: Dersingham Bog, Swanton Novers, Paston Great Barn and Benacre"
NE,21/03/2017,TORNE VALLEY LTD,1778.24,Wood for general site use at Humberhead Peatlands National Nature Reserve
NE,21/03/2017,CTF EUROPE (CONTROLLED TRAFFIC FARMING),1440,Corporate membership for eighty Catchment Sensitive Farming staff to the Smart Agri system to allow access to information and discounted training/conferences
NE,22/03/2017,BRITISH TELECOM,1754.4,Fees for British Telecom survey of connections and assessment of requirements for Shapwick National Nature Reserve Office rebuild
NE,22/03/2017,HR WALLINGFORD,1026,"Coastal Processes and Management course for one person for two days - 14-15 March 2017, Coastal Structures course for one person for one day - 16 March 2017"
NE,23/03/2017,WWW.KPMG.CO.UK,782.4,Staff training for four people for three days for First Aid at Work training course - 26-28 April 2017
NE,23/03/2017,FIRST FOUR OFF ROAD LTD,572.4,Four wheel drive vehicle winch cables for The Lizard National Nature Reserve
NE,23/03/2017,TIMBERLINK LTD,1125,Fencing for Aqua late National Nature Reserve 
NE,23/03/2017,THE PLASTIC PILING COMPANY,800,Plastic dams for Charley Moss National Nature Reserve 
NE,23/03/2017,ROYAL INSTITUTE OF CHARTERED SURVEYORS,512,Annual membership fee for Royal Institution of Chartered Surveyors (RICS) - 1 January-31 December 2017 
NE,23/03/2017,THE PLASTIC PILING COMPANY,1700,Plastic dams for Charley Moss National Nature Reserve
NE,23/03/2017,REA  VALLEY TRACTORS,2300,Repairs for all terrain vehicle at Aqualate National Nature Reserve 
NE,26/03/2017,REACH BEYOND ADVENTURE,1290,Outdoor First Aid Training for 18 members of the Cumbria Team run over two x two days (nine participants per course) - 13-14 September and 29-30 September 2016
NE,26/03/2017,MORTON TRAINING LIMITED,1248,Chainsaw training for four people for two days - 16-17 February 2017 
NE,26/03/2017,EDEN PROJECT LIMITED,2300.6,Day delegate rate including venue hire and refreshments for 120 staff for Team Event - 23 February 2017
NE,26/03/2017,WWW.BBOFFICESUPPLIES.CO.UK,804.12,Specialist office equipment and furniture for specific health and safety requirements
NE,27/03/2017,BRUNEL MICROSCOPES LTD,890.96,Materials for income generating courses at Aston Rowant and Thursley National Nature Reserves
NE,27/03/2017,DEVON DRIVERS CENTRE,1050,Health and Safety Driver training for nine people for one day - 23 March 2017 
NE,27/03/2017,JACKRAVENBUSHCRAFT,875,Mindful Nature Development innovation project at Aston Rowant National Nature Reserve
NE,27/03/2017,BRISTOL NATURAL HISTORY CONSORTIUM,5000,Subscription to Bristol Natural History Consortium for one person - 2017
NE,27/03/2017,ROYAL MAIL GROUP,730.59,Postage for Newcastle office - 9 December 2016-12 January 2017
NE,27/03/2017,M J ABBOTT LTD,753,Sewage plant service and repairs for Parsonage Down National Nature Reserve - Cherry Lodge Farm Office
NE,27/03/2017,THE O2,560,Catchment Sensitive Farming team day held on 20 February 2016 for 20 people
NE,27/03/2017,FIRST AID 4 LIFE LIMITED,939.98,Outdoor First Aid training for six people for two days - 6-7 March 2017
NE,28/03/2017,WWW.PREMIERBARRIERS.CO.UK,1071,Ten rolls of deer netting for Wyre Forest National Nature Reserve
NE,28/03/2017,MURLEY AGRICULTURAL SUPPLIES LTD,1129.31,Repair of tractor at Wyre Forest National Nature Reserve
NE,28/03/2017,MURLEY AGRICULTURAL SUPPLIES LTD,2000,Repair of tractor at Wyre Forest National Nature Reserve
NE,28/03/2017,BISHOPS PRINTERS LIMITED,1974,Booklets on SANGs (Suitable Alternative Natural Greenspaces).
NE,28/03/2017,PASQUALI TRACTORS UK,733.24,Tractor windscreen replacement for Moccas Park National Nature Reserve
NE,29/03/2017,WESTLEY GARAGE,539.41,Service and repairs of quad bike at the Lizard National Nature Reserve
NE,29/03/2017,DISCOUNT DISPLAYS LTD,872.34,Reusable event signage for Catchment Sensitive Farming workshops and seminars
NE,29/03/2017,FRANCOTYP,1048,Franking machine top-up - Crewe office (16 February 2017)
NE,30/03/2017,BTO SERVICES LTD,537.25,Bird ringing scientific equipment for evidence and monitoring base in the Lower Derwent Valley  National Nature Reserve
NE,30/03/2017,WWW.SENSIBLESOLUTION.CO.UK,706.85,Disinfectant for boot washing station for disease control in junipers at Moor House Upper Teesdale National Nature Reserve
NE,30/03/2017,SIMPSON FUELS LTD,962.93,"Heating oil and gas oil for generator at Widdy Bank Farm, Moor House Upper Teesdale National Nature Reserve"
NE,30/03/2017,C SMART AGRICULTURAL SERVICES LTD,623.96,Annual service of tractor at Stoborough Heath National Nature Reserve
NE,31/03/2017,ENTERPRISE RENT-A-CAR,502.38,Car hire for operations - 29 August-26 September 2016
NE,31/03/2017,COASTAL FUTURES,558,Coastal Futures attendance for three people for two days - 18-19 January 2017
NE,31/03/2017,AGEAS INSURANCE LTD,620,Hire car repairs
NE,03/04/2017,MID KENT TRAINING,1190,Staff training for one person for six days for BASIS (British Agrochemical Standards Inspection Scheme) Agronomy training - between 9 November 2016-1 June 2017
NE,03/04/2017,FARMSERVE LTD,954.28,Repair and service of tractor used at the Collyweston National Nature Reserve group
NE,04/04/2017,WWW.TORC-ANCHORS.COM,561.9,"Ground anchors, chains and locks security equipment for Cotswold Commons and Beech Woods National Nature Reserve"
NE,05/04/2017,THANK YOU,923.65,"Two coaches for 85 people on one day between Worcester and Blists Hill, Bridgnorth and return - 26 April 2017"
NE,05/04/2017,HYDROACTIVE OUTDOOR PURSUITS LTD,2176.2,Communications equipment for dive survey team 
NE,05/04/2017,FRANCOTYP,2096,Franking machine Top-up - Crewe office (14 March 2017)
NE,05/04/2017,HP INC UK LIMITED,757.2,New machine to run National Nature Reserve signage equipment
NE,05/04/2017,ROSE BANK SAWMILL LTD,2330.52,Boardwalk materials for maintenance works at South Solway Mosses National Nature Reserve - 2017-18
NE,05/04/2017,VERDANT SOLUTIONS LIMITED,797.79,15 coir rolls for use for natural flood management works in Somerset Levels and Moors catchment
NE,05/04/2017,INCOME OFFICE (2),1000,Staff training for two people for one day for advanced GIS (Geographic Information System) training - April 2017
NE,05/04/2017,KOREC,1850.4,One GPS (Global Positioning System) device for surveying sites
NE,05/04/2017,NORTHWEST AUCTIONS,720,Legal costs for lease of track at Roudsea Woods and Mosses National Nature Reserve to access land management works
NE,06/04/2017,NHBS LTD,841.5,Bat detector for surveys in Dorset
NE,06/04/2017,WYNVR.CO.UK HOL ACCOM,543,Accommodation for four people for five nights for Lyme Bay survey - 15-19 May 2017
NE,06/04/2017,MOLE COUNTRY STORES,550.2,Solar panel and fencing materials for Beacon Hill and Old Winchester Hill National Nature Reserves
NE,06/04/2017,FILPUMPS LTD,2022.15,Water pumps for stock grazing meadows at Cavenham Heath National Nature Reserve and Cavenham and Icklington SSSIs (Special Sites of Scientific Interest)
NE,06/04/2017,M U ENTERPRISES,512,Room hire with tea and coffee for 20 people for one day for Senior Management meeting - 2 March 2017
NE,06/04/2017,MORTON BOATS,2000,"Outboard engine, electric engine and deep water protective clothing for use on work boat at Woodwalton Fen National Nature Reserve"
NE,06/04/2017,ROYAL MAIL GROUP,721.09,Postage costs for Newcastle office - 13 January-16 February 2017
NE,06/04/2017,WWW.NEOPOST.CO.UK,1020,Franking machine Top-up to send out Environmental Stewardship letters to agreement holders - Reading office (28 February 2017)
NE,06/04/2017,WWW.NEOPOST.CO.UK,1020,Franking machine Top-up to send out Environmental Stewardship letters to agreement holders - Reading office (28 February 2017)
NE,06/04/2017,MIDDLETON FORGE,719.64,Fencing materials for North Pennine National Nature Reserve Estate 
NE,06/04/2017,SMART WATER TECHNOLOGY,846,Renewal of Smartwater system licence and annual maintenance at Widdy Bank Farm National Nature Reserve Base
NE,06/04/2017,MOLE COUNTRY STORES,583.14,Fencing materials for Beacon Hill and Old Winchester Hill National Nature Reserves
NE,06/04/2017,SEAWAYS DIVING & MARINE LTD,903.6,Servicing of four sets of dive equipment and replacement of various dive consumables
NE,06/04/2017,VAN WALT AGRICULTURAL,1833,Monitoring of wetland features at Cavenham Heath National Nature Reserve and Cavenham and Icklington SSSIs (Special Sites of Scientific Interest)
NE,06/04/2017,CLARKESOF.CO.UK,617.22,Timber to create water control structures at Cavenham Heath National Nature Reserve and Cavenham and Icklington SSSIs (Special Sites of Scientific Interest)
NE,06/04/2017,LLOYD LTD,566.23,Maintenance of tractor and brush cutters at Lindisfarne National Nature Reserve
NE,06/04/2017,MORTON BOATS,2150.8,Small work boat for use at Woodwalton Fen National Nature Reserve
NE,06/04/2017,GREEN LEAF RECYCLING LTD,1248,Fencing materials for protecting saltmarsh areas from vehicle access at Lindisfarne National Nature Reserve
NE,06/04/2017,SEPD PLC,539,WEIF (Water Environment Improvement Fund) Project to supply power for electric fencing to prevent cows accessing sensitive stretch of River Frome in Dorset - 2016-17
NE,06/04/2017,ENVIROMENT BUSINESS SU,1620,Sandford A351 tree survey by Dorset District Council highways team
NE,07/04/2017,WWW.KPMG.CO.UK,1928.4,Staff training for one person for ten days for Crossing Thresholds training - between July 2017-July 2018
NE,07/04/2017,H M LAND REGISTRY,680.4,"Land ownership information for the Percuil Estuary, Cornwall"
NE,07/04/2017,TIMBERLINK LTD,2446.66,Fencing materials for Staffordshire National Nature Reserve group
NE,07/04/2017,SHEPHERDS WALKS LIMITED,2027,Part payment for eight GPS (Global Positioning System) units for surveying
NE,07/04/2017,ARCO LTD,517.96,"Wellingtons, protective gloves and ear defenders for use by volunteers at Shapwick Heath National Nature Reserve"
NE,07/04/2017,WWW.KNEPP.CO.UK,1116,Lunch and breakfast for 41 people for two days when attending Natural England Field Unit meeting - 5-7 June 2017
NE,07/04/2017,TWIGG,1926.01,Materials to maintain favourable condition at various SSSI (Sites of Special Scientific Interest) cave sites in Derbyshire 
NE,07/04/2017,TEMPCON INSTRUMENTATION LTD,2697.64,Six electronic water level measurement devices with data transfer and interpretation equipment for North Solent National Nature Reserve
NE,07/04/2017,WWW.THEPOWERSITE.CO.UK,1535,Power washer to clean salt from utility vehicle used on beach at North Walney National Nature Reserve
NE,07/04/2017,WWW.KNEPP.CO.UK,1690,Accommodation for 27 people for two days when attending Natural England Field Unit meeting - 5-7 June 2017
NE,07/04/2017,WWW.KNEPP.CO.UK,798,Accommodation for 14 people and evening meal for 41 people - 6 June 2017
NE,07/04/2017,WWW.KNEPP.CO.UK,970.8,Accommodation for 14 people and evening meal for 41 people - 5 June 2017
NE,07/04/2017,PATTRICK & THOMPSONS LTD,888.25,Tern raft materials for Hoveton Wetland Restoration  Project 
NE,09/04/2017,MORRIS BUFTON & CO,960,Two replacement trailers for Wyre Forest and Moccas Park National Nature Reserves
NE,09/04/2017,BRINKMAN (HORTICULTURAL SERVICES) LTD,1374,Fogger pesticide applicator for Wyre Forest National Nature Reserve
