"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","Royal Armouries","Master","1","8.00","17439","22201","PA","1.00","Other"
"Department for Culture, Media and Sport","Royal Armouries","Master","1","3.00","35756","45522","Head of Development","0.80","Policy"
"Department for Culture, Media and Sport","Royal Armouries","Master","1","6.00","22694","28891","Fundraiser","3.33","Policy"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","8.00","17439","22201","PA","1.00","Other"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","4.00","30123","38351","Head of Public Engagement","1.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","3.00","35756","45522","Head of Creative Programmes","1.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","3.00","35756","45522","Head of Communications","1.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","7.00","19989","25448","Commercial Development Manager","1.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","8.00","17439","22201","Display Technician","1.80","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","8.00","17439","22201","AV Technician","2.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","7.00","19989","25448","Designer","1.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","7.00","19989","25448","Project Manager","1.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","7.00","19989","25448","Web Content Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","8.00","17439","22201","Communications Officer","1.00","Communications"
"Department for Culture, Media and Sport","Royal Armouries","Creative / Commercial","2","7.00","19989","25448","Editor in Chief","1.00","Communications"
"Department for Culture, Media and Sport","Royal Armouries","Finance","4","8.00","17439","22201","PA","0.89","Other"
"Department for Culture, Media and Sport","Royal Armouries","Finance","4","7.00","19989","25448","Finance Manager","1.00","Finance"
"Department for Culture, Media and Sport","Royal Armouries","Finance","4","5.00","26117","33271","Management Accountant","1.00","Finance"
"Department for Culture, Media and Sport","Royal Armouries","Finance","4","5.00","26117","33271","Procurement Manager","1.00","Finance"
"Department for Culture, Media and Sport","Royal Armouries","Finance","4","8.00","17439","22201","Finance Officer","3.00","Finance"
"Department for Culture, Media and Sport","Royal Armouries","Finance","4","4.00","30123","38351","IT Manager","1.00","Information Technology"
