post_date,Category,Spend,Number of Transactions
27/05/2014,Travel/Airlines," £1,977.04 ",1
27/05/2014,Travel/Airlines, £610.54 ,1
27/05/2014,Travel/Airlines, £606.27 ,1
27/05/2014,Travel/Airlines," £2,219.50 ",1
27/05/2014,Travel/Airlines," £1,109.75 ",1
27/05/2014,Travel/Airlines, £554.87 ,1
28/05/2014,Catalog Merchant, £810.00 ,1
28/05/2014,Travel/Airlines, £647.96 ,1
28/05/2014,Car Hire, £680.97 ,1
28/05/2014,Hotels, £665.25 ,1
28/05/2014,Travel/Airlines, £570.05 ,1
28/05/2014,Travel/Airlines, £501.15 ,1
28/05/2014,Travel/Airlines, £747.70 ,1
28/05/2014,Travel/Airlines, £747.70 ,1
28/05/2014,Travel/Airlines, £781.66 ,1
28/05/2014,Travel/Airlines," £1,721.11 ",1
28/05/2014,Hotels, £863.46 ,1
28/05/2014,Travel/Airlines, £558.09 ,1
28/05/2014,Diy & Household Stores, £739.20 ,1
28/05/2014,Travel/Airlines, £790.23 ,1
28/05/2014,Travel/Airlines, £(602.50),1
28/05/2014,Lumber/Build. Supply Stores," £1,090.81 ",1
29/05/2014,Travel/Airlines," £1,285.80 ",1
29/05/2014,Travel/Airlines," £1,089.20 ",1
29/05/2014,Travel/Airlines," £1,089.20 ",1
29/05/2014,Travel/Airlines," £4,359.75 ",1
29/05/2014,Travel/Airlines," £2,689.50 ",1
29/05/2014,Travel/Airlines," £1,475.50 ",1
29/05/2014,Travel/Airlines," £1,327.99 ",1
29/05/2014,Travel/Airlines, £766.70 ,1
29/05/2014,Travel/Airlines," £1,919.45 ",1
29/05/2014,Travel/Airlines," £2,599.35 ",1
29/05/2014,Travel/Airlines," £(1,422.50)",1
29/05/2014,Electrical Parts/Equipment," £1,195.62 ",1
29/05/2014,Training," £1,221.00 ",1
29/05/2014,Catalog Merchant," £1,012.45 ",1
29/05/2014,Hotels, £748.78 ,1
29/05/2014,Hotels," £1,145.50 ",1
29/05/2014,Travel/Airlines," £3,192.69 ",1
29/05/2014,Travel/Airlines," £3,348.89 ",1
29/05/2014,Travel/Airlines," £2,994.26 ",1
29/05/2014,Travel/Airlines, £810.46 ,1
29/05/2014,Travel/Airlines, £810.46 ,1
29/05/2014,Travel/Airlines," £1,035.55 ",1
29/05/2014,Travel/Airlines," £1,035.55 ",1
29/05/2014,Travel/Airlines," £2,617.03 ",1
29/05/2014,Travel/Airlines," £2,005.00 ",1
29/05/2014,Travel/Airlines," £2,005.00 ",1
29/05/2014,Hotels, £813.36 ,1
29/05/2014,Travel/Airlines," £2,658.62 ",1
30/05/2014,Business Services, £816.00 ,1
30/05/2014,Travel/Airlines, £591.60 ,1
30/05/2014,Travel/Airlines," £2,994.26 ",1
30/05/2014,Travel/Airlines," £3,503.14 ",1
30/05/2014,Travel/Airlines," £1,751.80 ",1
30/05/2014,Travel/Airlines," £3,093.47 ",1
30/05/2014,Travel/Airlines," £2,344.05 ",1
30/05/2014,Travel/Airlines," £2,340.05 ",1
30/05/2014,Travel/Airlines," £2,344.05 ",1
30/05/2014,Travel/Airlines," £2,344.05 ",1
30/05/2014,Travel/Airlines," £2,344.05 ",1
30/05/2014,Travel/Airlines," £2,344.05 ",1
30/05/2014,Travel/Airlines," £3,743.55 ",1
30/05/2014,Travel/Airlines," £2,061.75 ",1
30/05/2014,Travel/Airlines," £(2,630.50)",1
30/05/2014,Hotels," £1,575.94 ",1
30/05/2014,Hotels, £949.54 ,1
30/05/2014,Construction Materials, £624.00 ,1
30/05/2014,Construction Materials, £672.00 ,1
30/05/2014,Hotels, £737.10 ,1
30/05/2014,Industrial Supplies , £739.18 ,1
30/05/2014,Travel/Airlines, £632.09 ,1
30/05/2014,Computers/Peripherals/Software," £1,352.40 ",1
30/05/2014,Glass/Paint/Wallpaper Stores," £1,705.80 ",1
30/05/2014,Travel/Airlines," £1,353.23 ",1
30/05/2014,Hardware Stores," £1,099.10 ",1
30/05/2014,Computers/Peripherals/Software, £946.63 ,1
30/05/2014,Motorcycle Dealers, £508.67 ,1
30/05/2014,Hotels," £1,523.58 ",1
30/05/2014,Travel/Airlines," £3,153.11 ",1
30/05/2014,Travel/Airlines," £3,839.45 ",1
30/05/2014,Travel/Airlines," £(1,333.50)",1
30/05/2014,Business Services," £1,068.00 ",1
