"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate","1","Band 1","54000","68000","Head of Department","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate","1","Band 3","35000","43000","Head of Section","2.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate","1","Band 4","29000","36000","Head of Section","3.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate","1","Band 5","25000","31000","Team Manager","8.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate","1","Band 6","20000","24000","Team Supervisor","17.35","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate","1","Band 7","17000","21000","Assistant","100.15","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Collections & Learning","2","Band 0","","","Head of Collection","6.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Collections & Learning","2","Band 1","54000","68000","Head of Department","3.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Collections & Learning","2","Band 2","44000","54000","Various","22.81","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Collections & Learning","2","Band 3","35000","43000","Various","16.31","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Collections & Learning","2","Band 4","29000","36000","Various","55.75","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Collections & Learning","2","Band 5","25000","31000","Various","43.67","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Collections & Learning","2","Band 6","20000","24000","Various","68.94","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Collections & Learning","2","Band 7","17000","21000","Assistant","10.94","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Projects, Design & Estate","4","Band 1","54000","68000","Head of Department","4.89","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Projects, Design & Estate","4","Band 2","44000","54000","Head of Section","6.81","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Projects, Design & Estate","4","Band 3","35000","43000","Various","10.93","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Projects, Design & Estate","4","Band 4","29000","36000","Various","43.55","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Projects, Design & Estate","4","Band 5","25000","31000","Various","30.10","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Projects, Design & Estate","4","Band 6","20000","24000","Various","46.02","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Projects, Design & Estate","4","Band 7","17000","21000","Assistant","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Public Affairs","6","Band 1","54000","68000","Head of Department","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Public Affairs","6","Band 2","44000","54000","Head of Section","7.01","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Public Affairs","6","Band 3","35000","43000","Various","4.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Public Affairs","6","Band 4","29000","36000","Various","13.24","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Public Affairs","6","Band 5","25000","31000","Various","24.63","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Public Affairs","6","Band 6","20000","24000","Various","20.21","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Public Affairs","6","Band 7","17000","21000","Assistant","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate, Finance & Resources","7","Band 0","","","Head of Department","1.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate, Finance & Resources","7","Band 1","54000","68000","Head of Section","2.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate, Finance & Resources","7","Band 2","44000","54000","Various","5.21","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate, Finance & Resources","7","Band 3","35000","43000","Various","2.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate, Finance & Resources","7","Band 4","29000","36000","Various","18.22","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate, Finance & Resources","7","Band 5","25000","31000","Various","14.00","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate, Finance & Resources","7","Band 6","20000","24000","Various","11.47","Operational Delivery"
"Department for Culture, Media and Sport","Victoria & Albert Museum","Directorate, Finance & Resources","7","Band 7","17000","21000","Assistant","1.00","Operational Delivery"
