DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ControlDate,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_kg,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation,NotAcceptable2,ReasonForRefusal,DecsionControlDate,NumberOfConsignments
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,80620,Dried,1600,19200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,80620,Dried,1600,19200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,20,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),700,1050,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,240,6000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,360,9000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),150,974,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,7108051,Sweet peppers,1900,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081993,Almonds and pistachios,100,240,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081995,Other,100,240,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),146,876,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),143,858,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,2400,16800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,2400,16800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,2400,16800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,200,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,13728,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,13728,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1750,21875,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1750,21875,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1750,21875,Further process,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,6720,18063.36,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,84,2100,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,ID,Felixstowe P,ID,Indonesia,GB,GB,9081200,Crushed or ground,120,3000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,1680,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,100,500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Salmonella spp.,satisfactory,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-17,2017,Q3,Jul,17,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25020,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,EG,Heathrow,EG,Egypt,GB,GB,8061010,Table grapes,600,2400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,CN,Port of Tyne (CED),CN,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,200,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,IN,Heathrow,IN,India,GB,GB,7099990,Other,414,1522,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),9,74.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,21031000,Soya sauce,1741,11654.24,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,21069092,Containing no milkfats sucrose isoglucose glucose or starch or containing by weight less than 1.5|% milkfat 5|% sucrose or isoglucose 5|% glucose or starch,1741,11654.24,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,22029911,Soya-based beverages with a protein content of 2.8 % or more by weight,1741,11654.24,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,CN,Felixstowe P,CN,China,GB,GB,200811,Groundnuts,40,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),26,1194,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),170,935,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),968,2145,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),71,411,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),3,132,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,BR,London Gateway,BR,Brazil,GB,GB,12024200,Shelled whether or not broken,20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,BR,London Gateway,BR,Brazil,GB,GB,12024200,Shelled whether or not broken,20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,BR,London Gateway,BR,Brazil,GB,GB,12024200,Shelled whether or not broken,1000,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,BR,London Gateway,BR,Brazil,GB,GB,12024200,Shelled whether or not broken,20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,BR,Tilbury P,BR,Brazil,GB,GB,12024200,Shelled whether or not broken,20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),38,1440,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,IN,Felixstowe P,IN,India,GB,GB,12074090,Other,720,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081919,Other,120,1500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081919,Other,560,7000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8022200,Shelled,520,6500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,800,3600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042190,Other,720,1080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,1250,3125,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042190,Other,780,1170,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,IN,Heathrow,IN,India,GB,GB,7099990,Other,377,1831,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,CN,Heathrow,CN,China,GB,GB,7049090,Other,327,1863.9,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,200,800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,3502,15759,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8042090,Dried,2843,8529,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,20160,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25000,Feedingstuff,Satisfactory,yes,-,Satisfactory,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,CN,Belfast City Council (CED),CN,China,GB,GB,12024100,In shell,600,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,IN,Felixstowe P,IN,India,GB,GB,7099990,Other,2770,16620,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,US,Liverpool,US,China,NL,GB,9023000,Black tea (fermented) and partly fermented tea in immediate packings of a content not exceeding 3|kg,390,210.27,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),178,1068,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8022200,Shelled,560,14000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,FR,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1750,21875,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1750,21875,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,5,2073.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,20049098,Other,1390,3369.36,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,IN,Felixstowe P,IN,India,GB,GB,12119086,Other,60,300,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,10080,10160.64,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1650,20625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081919,Other,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081919,Other,240,6000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,8,0.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1750,21875,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1750,21875,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,1700,15300,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.ORGANOPHOSPHORUS COUMPOUNDS,satisfactory,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,4508,13524,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,4414,8828,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,JP,Southampton P,JP,Japan,GB,GB,20049098,Other,35,77.28,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,JP,Southampton P,JP,Japan,GB,GB,21039090,Other,20,120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,JP,Southampton P,JP,Japan,GB,GB,21039090,Other,20,200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,JP,Southampton P,JP,Japan,GB,GB,21039090,Other,10,100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,JP,Southampton P,JP,Japan,GB,GB,21039090,Other,140,1100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,2808,19656,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081919,Other,560,7000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-08,,JP,Southampton P,JP,Japan,GB,GB,21039090,Other,530,6003,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-134,satisfactory,-,-,-,,1
2017-07-18,2017,Q3,Jul,18,2017-08,,JP,Southampton P,JP,Japan,GB,GB,21039090,Other,530,6003,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-137,satisfactory,-,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),2,88,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24940,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24940,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,20,18500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,DO,Gatwick,DO,Dominican Republic,GB,GB,7082000,Beans (Vigna spp. Phaseolus spp.),102,510,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),5,170,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),500,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),935,1402.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),870,1422,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,165,660,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,165,660,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,100,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),200,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,EG,Heathrow,EG,Egypt,GB,GB,8061010,Table grapes,544,1168,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,6400,10400,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,,1
2017-07-19,2017,Q3,Jul,19,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
