Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Advertising - Great Campaign Advertising,UK Trade and Investments - Marketing & Communications,GUARDIAN NEWS AND MEDIA LTD,178120,5161.20,,N1 9GU,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Investment - Enablers (Autumn Statement),UK Trade and Investments - Investment Development,ADECCO UK LTD,178021,802.61,,WD6 1HY,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Maintenance of IT equipment - Inward Investment Publicity,UK Trade and Investments - Marketing & Communications,RACKSPACE LTD,178112,1128.00,,UB3 4AZ,SME,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,MINI-GEARS (STOCKPORT) LTD,178121,750.00,,SK4 3ED,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,SANDRINE DOMERCQ DESIGN INTERNATIONAL LTD(SDDI) T/A PERLE DE LUNE,177912,1000.00,,SW6 5SS,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,THE PRE FIT DELIVERY COMPANY,177915,1000.00,,SN7 7LZ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,PIPELINE PRECISION ENGINEERING LTD,177917,995.90,,TS12 2LQ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,RIVERSIDE CONSULTING COMMUNITY INTEREST COMPANY,177919,510.51,,SR4 0NH,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,THINK MANAGEMENT LTD,177920,325.63,,LA1 4WA,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,THINK MANAGEMENT LTD,177921,363.31,,LA1 4WA,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,THINK MANAGEMENT LTD,177922,311.05,,LA1 4WA,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,ELMSTONE SYSTEMS LTD,177923,169.60,,CT14 6EL,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,TEST AND VERIFICATION SOLUTIONS LTD,177983,1000.00,,BS7 9HH,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,WH PARTNERSHIP LTD,177984,122.50,,NE11 9SN,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Venue Hire - Passport Development & Events,UK Trade and Investments - Trade Development,JURYS INNS (UK) LTD T/A JURYS INN NOTTINGHAM,178108,259.33,,NG2 3BJ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,MARK HOWE (THE NEUTRINOS),177911,614.66,,NR2 1LT,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,BURNS OWENS PARTNERSHIP LTD,177913,1015.00,,EC1M 4AA,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,BURNS OWENS PARTNERSHIP LTD,177913,750.00,,EC1M 4AA,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,GREEN DEAL PRODUCTS LTD,177918,660.00,,NE6 2HL,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,PWG CONSULTANCY LTD,177982,450.28,,B28 0DJ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,RUTH TOMLINSON LTD,177985,894.01,,WC1N 2NP,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,JULIA DAMASSA LTD T/A STORYSHAPES,177986,366.96,,NG13 0FZ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,MOTORHOME DEPOT LTD,177988,349.89,,NG18 5BR,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,MOTORHOME DEPOT LTD,177988,2650.11,,NG18 5BR,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,FLOSSONIC LTD,177989,2705.34,,NG2 7AX,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,MUSIC FOR LITTLE PEOPLE LTD,177990,96.96,,PE19 5TS,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,ECOPULP LTD,177991,1392.06,,CB3 0HH,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Sponsorship - Sector Events - UK,UK Trade and Investments - Trade Development,LONDON DESIGN FESTIVAL LTD,178123,20000.00,,W1D 3JJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Basic Grants - SESA Solo Support Scheme,UK Trade and Investments - Trade Development,SIMPLEX KNITTING CO LTD,178104,1000.00,,NG9 5HN,EXT,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Basic Grants - SESA Solo Support Scheme,UK Trade and Investments - Trade Development,GROWING INTERACTIVE LTD,178105,1000.00,,L37 4JG,EXT,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Catering - Tech City,UK Trade and Investments - Investment Development,ONE WORLD WATER LTD T/A AQUAID (LONDON CENTRAL),177971,78.96,,E8 4QN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Catering - Tech City,UK Trade and Investments - Investment Development,ONE WORLD WATER LTD T/A AQUAID (LONDON CENTRAL),177971,50.00,,E8 4QN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Catering - Tech City,UK Trade and Investments - Investment Development,ONE WORLD WATER LTD T/A AQUAID (LONDON CENTRAL),177998,42.12,,E8 4QN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Basic Grants - Trade Development Support,UK Trade and Investments - Trade Development,CONSTRUCTION PRODUCTS ASSOCIATION LTD,178107,8750.00,,WC1E 7BT,,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Event Management - Trade Marketing Events,UK Trade and Investments - Trade Development,UNIVERSITY OF BIRMINGHAM,178024,500.00,,B15 2TT,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178113,13.16,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178114,686.15,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178115,60.16,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178116,0.94,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178117,32.90,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178118,22.56,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178119,23.50,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178122,31.96,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178124,22.56,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178127,37.60,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2013,Media and Press Services - Trade Marketing Publicity,UK Trade and Investments - Marketing & Communications,GORKANA GROUP LTD,178128,2628.48,,EC1Y 8QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Sponsors Grants - Chambers,UK Trade and Investments - Strategic Trade,UK INDIA BUSINESS COUNCIL,178035,70886.75,,SW1P 4QP,,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Authoring and Copywriting Costs - Inward Investment Publicity,UK Trade and Investments - Marketing & Communications,QUALITAS PARTNERING LTD T/A CREATIVE CHOICE CIC,178184,14294.21,,SW1H 0DJ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Courier Services - Inward Investment Publicity,UK Trade and Investments - Marketing & Communications,AWARE PROMOTIONAL MERCHANDISE LTD,178230,242.50,,PE7 1DY,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,INVEST NORTHERN IRELAND,178135,1800.00,,BT2 7EH,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,INVEST NORTHERN IRELAND,178135,1500.00,,BT2 7EH,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,INVEST NORTHERN IRELAND,178135,250.00,,BT2 7EH,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,INVEST NORTHERN IRELAND,178135,2750.00,,BT2 7EH,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,INVEST NORTHERN IRELAND,178135,3600.00,,BT2 7EH,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178232,500.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178232,500.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178232,375.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178232,200.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178232,250.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178232,500.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178233,500.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178233,750.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178233,500.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178233,500.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178233,600.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178233,500.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178234,350.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178234,600.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178234,600.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178235,200.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178235,500.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178235,200.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178235,200.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178235,200.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Fees and Charges - Overseas Market Introduction Service,UK Trade and Investments - Trade Development,THE LILAC PARTNERSHIP LTD T/A BY ELISE,177732,292.50,,LS24 9AQ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Sector Champion,UK Trade and Investments - Investment Development,"Personal Expense, Name Witheld",505466,34.00,,SW1H 0ET,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Sector Champion,UK Trade and Investments - Investment Development,"Personal Expense, Name Witheld",505466,139.51,,SW1H 0ET,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Sector Champion,UK Trade and Investments - Investment Development,"Personal Expense, Name Witheld",505466,68.27,,SW1H 0ET,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Sector Champion,UK Trade and Investments - Investment Development,"Personal Expense, Name Witheld",505466,47.07,,SW1H 0ET,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Sector Champion,UK Trade and Investments - Investment Development,"Personal Expense, Name Witheld",505466,370.01,,SW1H 0ET,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Travel and Subsistence O'seas - Sector Champion,UK Trade and Investments - Investment Development,"Personal Expense, Name Witheld",505466,140.00,,SW1H 0ET,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Stand Construction Costs - Sector Events - UK,UK Trade and Investments - Trade Development,CLEARVIEW IMAGING SERVICES LTD,178139,260.00,,E3 3JQ,SME,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Basic Grants - SESA Solo Support Scheme,UK Trade and Investments - Trade Development,HCR TRADING LTD,178137,1000.00,,TA20 4LU,EXT,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Basic Grants - SESA Solo Support Scheme,UK Trade and Investments - Trade Development,I HOLLAND LTD,178138,1000.00,,NG10 2GD,EXT,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Basic Grants - SESA Solo Support Scheme,UK Trade and Investments - Trade Development,APPLE AVIATION LTD,178242,1000.00,,WA7 3EH,EXT,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,UK FASHION AND TEXTILE ASSOCIATION LTD (UKFT),178132,9000.00,,WC1N 3AR,,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,UK FASHION AND TEXTILE ASSOCIATION LTD (UKFT),178132,1800.00,,WC1N 3AR,,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,PPMA LTD,178136,7200.00,,SM6 9AA,EXT,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,14/08/2013,Sponsors Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,UK FASHION AND TEXTILE ASSOCIATION LTD (UKFT),178133,38160.00,,WC1N 3AR,,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Recoveries Account - Balance Sheet,Corporate Payments,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,178251,4000.00,,NP10 8QQ,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Export Market Research Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,178257,51000.00,,PO15 7FN,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Gateway - Export Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,SOUND LEISURE LTD,178067,1005.40,,LS15 8AR,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,GWE BUSINESS WEST LTD,178260,500.00,,BS8 3RA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,GNAW CHOCOLATE LTD,178040,1000.00,,NR4 6EQ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,WRIGHTFIELD LTD,178041,375.00,,IP32 7HU,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,CAPTION DATA LTD,178054,250.80,,WR4 9FD,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,INDEPENDENT SHELLFISHERMEN'S COOPERATIVE (BRIDLINGTON) LTD,178065,1000.00,,YO15 3AN,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,CENTURION EUROPE LTD,178075,1000.00,,DN5 9SH,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,ENERGENO LTD,178246,471.44,,EC1Y 2BJ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,RIGHTEOUS LTD,178042,3000.00,,SW11 4PQ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,BOX OFFICE CHAUFFEURS LTD (BOX OFFICE GROUP),178043,1257.04,,W1H 7AA,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,BOX OFFICE CHAUFFEURS LTD (BOX OFFICE GROUP),178044,51.61,,W1H 7AA,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,KATE SHERIDAN LTD,178045,89.00,,E8 3QE,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,BELLE & BOO LTD,178046,1250.00,,BS3 3JA,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,JIVAJI AUTO FACTORS LTD,178047,709.90,,B6 7RT,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,LOGISTIC PARTNERS LTD,178048,696.74,,B90 3EH,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,MOJO MAKER LTD,178052,2057.28,,ST5 9QF,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,REALLY INDIAN LTD,178057,556.05,,LS7 2SZ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,REALLY INDIAN LTD,178057,176.10,,LS7 2SZ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,JPG (LEEDS) LTD,178060,651.61,,LS12 6QA,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,ARTICLE WORKS LTD,178061,1431.00,,S1 4JT,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,MONSTER PET SUPPLIES LLP,178070,2191.20,,LS4 2BL,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,MONSTER PET SUPPLIES LLP,178071,808.80,,LS4 2BL,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,ENJAYS LTD,178073,866.18,,LS11 5UX,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,GAIL COOKE,178076,105.00,,S17 4QF,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Scheme Management Charges - Passport Vouchers (Autumn Statement),UK Trade and Investments - Trade Development,GAIL COOKE,178078,80.02,,S17 4QF,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Advertising - Sector Events - UK,UK Trade and Investments - Trade Development,CLEARVIEW IMAGING SERVICES LTD,178247,2586.25,,E3 3JQ,SME,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Promotional Materials - Sector Events - UK,UK Trade and Investments - Trade Development,I2I EVENTS LTD,178258,3606.00,,W1B 5AP,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Stand Space/rental costs - Sector Events - UK,UK Trade and Investments - Trade Development,I2I EVENTS LTD,178258,24000.00,,W1B 5AP,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/08/2013,Basic Grants - SESA Solo Support Scheme,UK Trade and Investments - Trade Development,BOX STEAM BREWERY LTD,178249,1000.00,,BA14 6RU,EXT,,,Grants
