Geo_Name,Geo_Code,Mid_Year_Ending,Gender,Age,Population_Estimate
Belfast West,N06000004,2006,All People,16,1595
Belfast West,N06000004,2006,All People,17,1709
Belfast West,N06000004,2006,All People,18,1756
Belfast West,N06000004,2006,All People,19,1766
Belfast West,N06000004,2006,All People,20,1812
Belfast West,N06000004,2006,All People,21,1786
Belfast West,N06000004,2006,All People,22,1684
Belfast West,N06000004,2006,All People,23,1561
Belfast West,N06000004,2006,All People,24,1508
Belfast West,N06000004,2006,All People,25,1425
Belfast West,N06000004,2006,All People,26,1352
Belfast West,N06000004,2006,All People,27,1336
Belfast West,N06000004,2006,All People,28,1208
Belfast West,N06000004,2006,All People,29,1270
Belfast West,N06000004,2006,All People,30,1084
Belfast West,N06000004,2006,All People,31,1089
Belfast West,N06000004,2006,All People,32,1108
Belfast West,N06000004,2006,All People,33,1122
Belfast West,N06000004,2006,All People,34,1081
Belfast West,N06000004,2006,All People,35,1199
Belfast West,N06000004,2006,All People,36,1254
Belfast West,N06000004,2006,All People,37,1231
Belfast West,N06000004,2006,All People,38,1249
Belfast West,N06000004,2006,All People,39,1367
Belfast West,N06000004,2006,All People,40,1393
Belfast West,N06000004,2006,All People,41,1357
Belfast West,N06000004,2006,All People,42,1361
Belfast West,N06000004,2006,All People,43,1353
Belfast West,N06000004,2006,All People,44,1381
Belfast West,N06000004,2006,All People,45,1342
Belfast West,N06000004,2006,All People,46,1292
Belfast West,N06000004,2006,All People,47,1169
Belfast West,N06000004,2006,All People,48,1191
Belfast West,N06000004,2006,All People,49,1172
Belfast West,N06000004,2006,All People,50,1090
Belfast West,N06000004,2006,All People,51,1052
Belfast West,N06000004,2006,All People,52,1001
Belfast West,N06000004,2006,All People,53,915
Belfast West,N06000004,2006,All People,54,872
Belfast West,N06000004,2006,All People,55,858
Belfast West,N06000004,2006,All People,56,895
Belfast West,N06000004,2006,All People,57,855
Belfast West,N06000004,2006,All People,58,839
Belfast West,N06000004,2006,All People,59,902
Belfast West,N06000004,2006,All People,60,776
Belfast West,N06000004,2006,All People,61,786
Belfast West,N06000004,2006,All People,62,762
Belfast West,N06000004,2006,All People,63,785
Belfast West,N06000004,2006,All People,64,703
Belfast West,N06000004,2006,All People,65,663
Belfast West,N06000004,2006,All People,66,669
Belfast West,N06000004,2006,All People,67,641
Belfast West,N06000004,2006,All People,68,704
Belfast West,N06000004,2006,All People,69,664
Belfast West,N06000004,2006,All People,70,615
Belfast West,N06000004,2006,All People,71,579
Belfast West,N06000004,2006,All People,72,572
Belfast West,N06000004,2006,All People,73,543
Belfast West,N06000004,2006,All People,74,527
Belfast West,N06000004,2006,All People,75,571
Belfast West,N06000004,2006,All People,76,504
Belfast West,N06000004,2006,All People,77,451
Belfast West,N06000004,2006,All People,78,432
Belfast West,N06000004,2006,All People,79,406
Belfast West,N06000004,2006,All People,80,385
Belfast West,N06000004,2006,All People,81,347
Belfast West,N06000004,2006,All People,82,308
Belfast West,N06000004,2006,All People,83,266
Belfast West,N06000004,2006,All People,84,222
Belfast West,N06000004,2006,All People,85,208
Belfast West,N06000004,2006,All People,86,219
Belfast West,N06000004,2006,All People,87,134
Belfast West,N06000004,2006,All People,88,103
Belfast West,N06000004,2006,All People,89,93
Belfast West,N06000004,2006,All People,90,336
Belfast West,N06000004,2006,Females,0,662
Belfast West,N06000004,2006,Females,1,686
Belfast West,N06000004,2006,Females,2,614
Belfast West,N06000004,2006,Females,3,599
Belfast West,N06000004,2006,Females,4,635
Belfast West,N06000004,2006,Females,5,700
Belfast West,N06000004,2006,Females,6,640
Belfast West,N06000004,2006,Females,7,705
Belfast West,N06000004,2006,Females,8,700
Belfast West,N06000004,2006,Females,9,802
Belfast West,N06000004,2006,Females,10,726
Belfast West,N06000004,2006,Females,11,734
Belfast West,N06000004,2006,Females,12,828
Belfast West,N06000004,2006,Females,13,821
Belfast West,N06000004,2006,Females,14,856
Belfast West,N06000004,2006,Females,15,850
Belfast West,N06000004,2006,Females,16,782
Belfast West,N06000004,2006,Females,17,860
Belfast West,N06000004,2006,Females,18,835
Belfast West,N06000004,2006,Females,19,863
Belfast West,N06000004,2006,Females,20,911
Belfast West,N06000004,2006,Females,21,878
Belfast West,N06000004,2006,Females,22,844
Belfast West,N06000004,2006,Females,23,746
Belfast West,N06000004,2006,Females,24,770
Belfast West,N06000004,2006,Females,25,755
Belfast West,N06000004,2006,Females,26,682
Belfast West,N06000004,2006,Females,27,722
Belfast West,N06000004,2006,Females,28,652
Belfast West,N06000004,2006,Females,29,685
Belfast West,N06000004,2006,Females,30,577
Belfast West,N06000004,2006,Females,31,586
Belfast West,N06000004,2006,Females,32,629
Belfast West,N06000004,2006,Females,33,606
Belfast West,N06000004,2006,Females,34,544
Belfast West,N06000004,2006,Females,35,659
Belfast West,N06000004,2006,Females,36,703
Belfast West,N06000004,2006,Females,37,686
Belfast West,N06000004,2006,Females,38,692
Belfast West,N06000004,2006,Females,39,734
Belfast West,N06000004,2006,Females,40,765
Belfast West,N06000004,2006,Females,41,752
Belfast West,N06000004,2006,Females,42,740
Belfast West,N06000004,2006,Females,43,774
Belfast West,N06000004,2006,Females,44,734
Belfast West,N06000004,2006,Females,45,723
Belfast West,N06000004,2006,Females,46,685
Belfast West,N06000004,2006,Females,47,624
Belfast West,N06000004,2006,Females,48,640
Belfast West,N06000004,2006,Females,49,649
Belfast West,N06000004,2006,Females,50,567
Belfast West,N06000004,2006,Females,51,547
Belfast West,N06000004,2006,Females,52,550
Belfast West,N06000004,2006,Females,53,483
Belfast West,N06000004,2006,Females,54,451
Belfast West,N06000004,2006,Females,55,410
Belfast West,N06000004,2006,Females,56,471
Belfast West,N06000004,2006,Females,57,447
Belfast West,N06000004,2006,Females,58,457
Belfast West,N06000004,2006,Females,59,486
Belfast West,N06000004,2006,Females,60,399
Belfast West,N06000004,2006,Females,61,399
Belfast West,N06000004,2006,Females,62,417
Belfast West,N06000004,2006,Females,63,430
Belfast West,N06000004,2006,Females,64,377
Belfast West,N06000004,2006,Females,65,347
Belfast West,N06000004,2006,Females,66,366
Belfast West,N06000004,2006,Females,67,362
Belfast West,N06000004,2006,Females,68,402
Belfast West,N06000004,2006,Females,69,365
Belfast West,N06000004,2006,Females,70,357
Belfast West,N06000004,2006,Females,71,329
Belfast West,N06000004,2006,Females,72,326
Belfast West,N06000004,2006,Females,73,312
Belfast West,N06000004,2006,Females,74,300
Belfast West,N06000004,2006,Females,75,328
Belfast West,N06000004,2006,Females,76,315
Belfast West,N06000004,2006,Females,77,282
Belfast West,N06000004,2006,Females,78,257
Belfast West,N06000004,2006,Females,79,257
Belfast West,N06000004,2006,Females,80,243
Belfast West,N06000004,2006,Females,81,218
Belfast West,N06000004,2006,Females,82,207
Belfast West,N06000004,2006,Females,83,172
Belfast West,N06000004,2006,Females,84,143
Belfast West,N06000004,2006,Females,85,137
Belfast West,N06000004,2006,Females,86,151
Belfast West,N06000004,2006,Females,87,92
Belfast West,N06000004,2006,Females,88,76
Belfast West,N06000004,2006,Females,89,67
Belfast West,N06000004,2006,Females,90,279
Belfast West,N06000004,2006,Males,0,659
Belfast West,N06000004,2006,Males,1,697
Belfast West,N06000004,2006,Males,2,706
Belfast West,N06000004,2006,Males,3,631
Belfast West,N06000004,2006,Males,4,658
Belfast West,N06000004,2006,Males,5,689
Belfast West,N06000004,2006,Males,6,724
Belfast West,N06000004,2006,Males,7,817
Belfast West,N06000004,2006,Males,8,759
Belfast West,N06000004,2006,Males,9,764
Belfast West,N06000004,2006,Males,10,764
Belfast West,N06000004,2006,Males,11,750
Belfast West,N06000004,2006,Males,12,774
Belfast West,N06000004,2006,Males,13,833
Belfast West,N06000004,2006,Males,14,923
Belfast West,N06000004,2006,Males,15,908
Belfast West,N06000004,2006,Males,16,813
Belfast West,N06000004,2006,Males,17,849
Belfast West,N06000004,2006,Males,18,921
Belfast West,N06000004,2006,Males,19,903
Belfast West,N06000004,2006,Males,20,901
Belfast West,N06000004,2006,Males,21,908
Belfast West,N06000004,2006,Males,22,840
Belfast West,N06000004,2006,Males,23,815
Belfast West,N06000004,2006,Males,24,738
Belfast West,N06000004,2006,Males,25,670
Belfast West,N06000004,2006,Males,26,670
Belfast West,N06000004,2006,Males,27,614
Belfast West,N06000004,2006,Males,28,556
Belfast West,N06000004,2006,Males,29,585
Belfast West,N06000004,2006,Males,30,507
Belfast West,N06000004,2006,Males,31,503
Belfast West,N06000004,2006,Males,32,479
Belfast West,N06000004,2006,Males,33,516
Belfast West,N06000004,2006,Males,34,537
Belfast West,N06000004,2006,Males,35,540
Belfast West,N06000004,2006,Males,36,551
Belfast West,N06000004,2006,Males,37,545
Belfast West,N06000004,2006,Males,38,557
Belfast West,N06000004,2006,Males,39,633
Belfast West,N06000004,2006,Males,40,628
Belfast West,N06000004,2006,Males,41,605
Belfast West,N06000004,2006,Males,42,621
Belfast West,N06000004,2006,Males,43,579
Belfast West,N06000004,2006,Males,44,647
Belfast West,N06000004,2006,Males,45,619
Belfast West,N06000004,2006,Males,46,607
Belfast West,N06000004,2006,Males,47,545
Belfast West,N06000004,2006,Males,48,551
Belfast West,N06000004,2006,Males,49,523
Belfast West,N06000004,2006,Males,50,523
Belfast West,N06000004,2006,Males,51,505
Belfast West,N06000004,2006,Males,52,451
Belfast West,N06000004,2006,Males,53,432
Belfast West,N06000004,2006,Males,54,421
Belfast West,N06000004,2006,Males,55,448
Belfast West,N06000004,2006,Males,56,424
Belfast West,N06000004,2006,Males,57,408
Belfast West,N06000004,2006,Males,58,382
Belfast West,N06000004,2006,Males,59,416
Belfast West,N06000004,2006,Males,60,377
Belfast West,N06000004,2006,Males,61,387
Belfast West,N06000004,2006,Males,62,345
Belfast West,N06000004,2006,Males,63,355
Belfast West,N06000004,2006,Males,64,326
Belfast West,N06000004,2006,Males,65,316
Belfast West,N06000004,2006,Males,66,303
Belfast West,N06000004,2006,Males,67,279
Belfast West,N06000004,2006,Males,68,302
Belfast West,N06000004,2006,Males,69,299
Belfast West,N06000004,2006,Males,70,258
Belfast West,N06000004,2006,Males,71,250
Belfast West,N06000004,2006,Males,72,246
Belfast West,N06000004,2006,Males,73,231
Belfast West,N06000004,2006,Males,74,227
Belfast West,N06000004,2006,Males,75,243
Belfast West,N06000004,2006,Males,76,189
Belfast West,N06000004,2006,Males,77,169
Belfast West,N06000004,2006,Males,78,175
Belfast West,N06000004,2006,Males,79,149
Belfast West,N06000004,2006,Males,80,142
Belfast West,N06000004,2006,Males,81,129
Belfast West,N06000004,2006,Males,82,101
Belfast West,N06000004,2006,Males,83,94
Belfast West,N06000004,2006,Males,84,79
Belfast West,N06000004,2006,Males,85,71
Belfast West,N06000004,2006,Males,86,68
Belfast West,N06000004,2006,Males,87,42
Belfast West,N06000004,2006,Males,88,27
Belfast West,N06000004,2006,Males,89,26
Belfast West,N06000004,2006,Males,90,57
Belfast West,N06000004,2007,All People,0,1392
Belfast West,N06000004,2007,All People,1,1308
Belfast West,N06000004,2007,All People,2,1349
Belfast West,N06000004,2007,All People,3,1308
Belfast West,N06000004,2007,All People,4,1207
Belfast West,N06000004,2007,All People,5,1255
Belfast West,N06000004,2007,All People,6,1366
Belfast West,N06000004,2007,All People,7,1356
Belfast West,N06000004,2007,All People,8,1511
Belfast West,N06000004,2007,All People,9,1461
Belfast West,N06000004,2007,All People,10,1570
Belfast West,N06000004,2007,All People,11,1495
Belfast West,N06000004,2007,All People,12,1486
Belfast West,N06000004,2007,All People,13,1596
Belfast West,N06000004,2007,All People,14,1656
Belfast West,N06000004,2007,All People,15,1745
Belfast West,N06000004,2007,All People,16,1701
Belfast West,N06000004,2007,All People,17,1582
Belfast West,N06000004,2007,All People,18,1714
Belfast West,N06000004,2007,All People,19,1699
Belfast West,N06000004,2007,All People,20,1749
Belfast West,N06000004,2007,All People,21,1684
Belfast West,N06000004,2007,All People,22,1697
Belfast West,N06000004,2007,All People,23,1620
Belfast West,N06000004,2007,All People,24,1542
Belfast West,N06000004,2007,All People,25,1544
Belfast West,N06000004,2007,All People,26,1392
Belfast West,N06000004,2007,All People,27,1337
Belfast West,N06000004,2007,All People,28,1316
Belfast West,N06000004,2007,All People,29,1198
Belfast West,N06000004,2007,All People,30,1246
Belfast West,N06000004,2007,All People,31,1063
Belfast West,N06000004,2007,All People,32,1080
Belfast West,N06000004,2007,All People,33,1088
Belfast West,N06000004,2007,All People,34,1106
Belfast West,N06000004,2007,All People,35,1067
Belfast West,N06000004,2007,All People,36,1203
Belfast West,N06000004,2007,All People,37,1243
Belfast West,N06000004,2007,All People,38,1236
Belfast West,N06000004,2007,All People,39,1259
Belfast West,N06000004,2007,All People,40,1376
Belfast West,N06000004,2007,All People,41,1384
Belfast West,N06000004,2007,All People,42,1364
Belfast West,N06000004,2007,All People,43,1353
Belfast West,N06000004,2007,All People,44,1353
Belfast West,N06000004,2007,All People,45,1378
Belfast West,N06000004,2007,All People,46,1337
Belfast West,N06000004,2007,All People,47,1282
Belfast West,N06000004,2007,All People,48,1173
Belfast West,N06000004,2007,All People,49,1194
Belfast West,N06000004,2007,All People,50,1173
Belfast West,N06000004,2007,All People,51,1086
Belfast West,N06000004,2007,All People,52,1046
Belfast West,N06000004,2007,All People,53,977
Belfast West,N06000004,2007,All People,54,913
Belfast West,N06000004,2007,All People,55,866
Belfast West,N06000004,2007,All People,56,852
Belfast West,N06000004,2007,All People,57,887
Belfast West,N06000004,2007,All People,58,846
Belfast West,N06000004,2007,All People,59,840
Belfast West,N06000004,2007,All People,60,886
Belfast West,N06000004,2007,All People,61,764
Belfast West,N06000004,2007,All People,62,772
Belfast West,N06000004,2007,All People,63,757
Belfast West,N06000004,2007,All People,64,768
Belfast West,N06000004,2007,All People,65,692
Belfast West,N06000004,2007,All People,66,646
Belfast West,N06000004,2007,All People,67,660
Belfast West,N06000004,2007,All People,68,634
Belfast West,N06000004,2007,All People,69,683
Belfast West,N06000004,2007,All People,70,652
Belfast West,N06000004,2007,All People,71,602
Belfast West,N06000004,2007,All People,72,569
Belfast West,N06000004,2007,All People,73,554
Belfast West,N06000004,2007,All People,74,510
Belfast West,N06000004,2007,All People,75,499
Belfast West,N06000004,2007,All People,76,532
Belfast West,N06000004,2007,All People,77,474
Belfast West,N06000004,2007,All People,78,417
Belfast West,N06000004,2007,All People,79,407
Belfast West,N06000004,2007,All People,80,385
Belfast West,N06000004,2007,All People,81,354
Belfast West,N06000004,2007,All People,82,322
Belfast West,N06000004,2007,All People,83,284
Belfast West,N06000004,2007,All People,84,251
Belfast West,N06000004,2007,All People,85,197
Belfast West,N06000004,2007,All People,86,189
Belfast West,N06000004,2007,All People,87,195
Belfast West,N06000004,2007,All People,88,119
Belfast West,N06000004,2007,All People,89,88
Belfast West,N06000004,2007,All People,90,339
Belfast West,N06000004,2007,Females,0,657
Belfast West,N06000004,2007,Females,1,656
Belfast West,N06000004,2007,Females,2,665
Belfast West,N06000004,2007,Females,3,600
Belfast West,N06000004,2007,Females,4,589
Belfast West,N06000004,2007,Females,5,606
Belfast West,N06000004,2007,Females,6,692
Belfast West,N06000004,2007,Females,7,644
Belfast West,N06000004,2007,Females,8,708
Belfast West,N06000004,2007,Females,9,697
Belfast West,N06000004,2007,Females,10,801
Belfast West,N06000004,2007,Females,11,725
Belfast West,N06000004,2007,Females,12,733
Belfast West,N06000004,2007,Females,13,819
Belfast West,N06000004,2007,Females,14,820
Belfast West,N06000004,2007,Females,15,841
Belfast West,N06000004,2007,Females,16,812
Belfast West,N06000004,2007,Females,17,777
Belfast West,N06000004,2007,Females,18,860
Belfast West,N06000004,2007,Females,19,807
Belfast West,N06000004,2007,Females,20,898
Belfast West,N06000004,2007,Females,21,843
Belfast West,N06000004,2007,Females,22,837
Belfast West,N06000004,2007,Females,23,812
Belfast West,N06000004,2007,Females,24,751
Belfast West,N06000004,2007,Females,25,803
Belfast West,N06000004,2007,Females,26,733
Belfast West,N06000004,2007,Females,27,685
Belfast West,N06000004,2007,Females,28,709
Belfast West,N06000004,2007,Females,29,653
Belfast West,N06000004,2007,Females,30,675
Belfast West,N06000004,2007,Females,31,555
Belfast West,N06000004,2007,Females,32,581
Belfast West,N06000004,2007,Females,33,619
Belfast West,N06000004,2007,Females,34,597
Belfast West,N06000004,2007,Females,35,534
Belfast West,N06000004,2007,Females,36,663
Belfast West,N06000004,2007,Females,37,699
Belfast West,N06000004,2007,Females,38,681
Belfast West,N06000004,2007,Females,39,692
Belfast West,N06000004,2007,Females,40,733
Belfast West,N06000004,2007,Females,41,770
Belfast West,N06000004,2007,Females,42,760
Belfast West,N06000004,2007,Females,43,733
Belfast West,N06000004,2007,Females,44,761
Belfast West,N06000004,2007,Females,45,719
Belfast West,N06000004,2007,Females,46,722
Belfast West,N06000004,2007,Females,47,676
Belfast West,N06000004,2007,Females,48,625
Belfast West,N06000004,2007,Females,49,643
Belfast West,N06000004,2007,Females,50,641
Belfast West,N06000004,2007,Females,51,573
Belfast West,N06000004,2007,Females,52,540
Belfast West,N06000004,2007,Females,53,536
Belfast West,N06000004,2007,Females,54,482
Belfast West,N06000004,2007,Females,55,444
Belfast West,N06000004,2007,Females,56,403
Belfast West,N06000004,2007,Females,57,470
Belfast West,N06000004,2007,Females,58,440
Belfast West,N06000004,2007,Females,59,462
Belfast West,N06000004,2007,Females,60,479
Belfast West,N06000004,2007,Females,61,395
Belfast West,N06000004,2007,Females,62,388
Belfast West,N06000004,2007,Females,63,416
Belfast West,N06000004,2007,Females,64,421
Belfast West,N06000004,2007,Females,65,368
Belfast West,N06000004,2007,Females,66,341
Belfast West,N06000004,2007,Females,67,359
Belfast West,N06000004,2007,Females,68,361
Belfast West,N06000004,2007,Females,69,397
Belfast West,N06000004,2007,Females,70,365
Belfast West,N06000004,2007,Females,71,352
Belfast West,N06000004,2007,Females,72,324
Belfast West,N06000004,2007,Females,73,317
Belfast West,N06000004,2007,Females,74,294
Belfast West,N06000004,2007,Females,75,291
Belfast West,N06000004,2007,Females,76,310
Belfast West,N06000004,2007,Females,77,297
Belfast West,N06000004,2007,Females,78,264
Belfast West,N06000004,2007,Females,79,245
Belfast West,N06000004,2007,Females,80,242
Belfast West,N06000004,2007,Females,81,225
Belfast West,N06000004,2007,Females,82,204
Belfast West,N06000004,2007,Females,83,191
Belfast West,N06000004,2007,Females,84,164
Belfast West,N06000004,2007,Females,85,130
Belfast West,N06000004,2007,Females,86,128
Belfast West,N06000004,2007,Females,87,136
Belfast West,N06000004,2007,Females,88,81
Belfast West,N06000004,2007,Females,89,69
Belfast West,N06000004,2007,Females,90,274
Belfast West,N06000004,2007,Males,0,735
Belfast West,N06000004,2007,Males,1,652
Belfast West,N06000004,2007,Males,2,684
Belfast West,N06000004,2007,Males,3,708
Belfast West,N06000004,2007,Males,4,618
Belfast West,N06000004,2007,Males,5,649
Belfast West,N06000004,2007,Males,6,674
Belfast West,N06000004,2007,Males,7,712
Belfast West,N06000004,2007,Males,8,803
Belfast West,N06000004,2007,Males,9,764
Belfast West,N06000004,2007,Males,10,769
Belfast West,N06000004,2007,Males,11,770
Belfast West,N06000004,2007,Males,12,753
Belfast West,N06000004,2007,Males,13,777
Belfast West,N06000004,2007,Males,14,836
Belfast West,N06000004,2007,Males,15,904
Belfast West,N06000004,2007,Males,16,889
Belfast West,N06000004,2007,Males,17,805
Belfast West,N06000004,2007,Males,18,854
Belfast West,N06000004,2007,Males,19,892
Belfast West,N06000004,2007,Males,20,851
Belfast West,N06000004,2007,Males,21,841
Belfast West,N06000004,2007,Males,22,860
Belfast West,N06000004,2007,Males,23,808
Belfast West,N06000004,2007,Males,24,791
Belfast West,N06000004,2007,Males,25,741
Belfast West,N06000004,2007,Males,26,659
Belfast West,N06000004,2007,Males,27,652
Belfast West,N06000004,2007,Males,28,607
Belfast West,N06000004,2007,Males,29,545
Belfast West,N06000004,2007,Males,30,571
Belfast West,N06000004,2007,Males,31,508
Belfast West,N06000004,2007,Males,32,499
Belfast West,N06000004,2007,Males,33,469
Belfast West,N06000004,2007,Males,34,509
Belfast West,N06000004,2007,Males,35,533
Belfast West,N06000004,2007,Males,36,540
Belfast West,N06000004,2007,Males,37,544
Belfast West,N06000004,2007,Males,38,555
Belfast West,N06000004,2007,Males,39,567
Belfast West,N06000004,2007,Males,40,643
Belfast West,N06000004,2007,Males,41,614
Belfast West,N06000004,2007,Males,42,604
Belfast West,N06000004,2007,Males,43,620
Belfast West,N06000004,2007,Males,44,592
Belfast West,N06000004,2007,Males,45,659
Belfast West,N06000004,2007,Males,46,615
Belfast West,N06000004,2007,Males,47,606
Belfast West,N06000004,2007,Males,48,548
Belfast West,N06000004,2007,Males,49,551
Belfast West,N06000004,2007,Males,50,532
Belfast West,N06000004,2007,Males,51,513
Belfast West,N06000004,2007,Males,52,506
Belfast West,N06000004,2007,Males,53,441
Belfast West,N06000004,2007,Males,54,431
Belfast West,N06000004,2007,Males,55,422
Belfast West,N06000004,2007,Males,56,449
Belfast West,N06000004,2007,Males,57,417
Belfast West,N06000004,2007,Males,58,406
Belfast West,N06000004,2007,Males,59,378
Belfast West,N06000004,2007,Males,60,407
Belfast West,N06000004,2007,Males,61,369
Belfast West,N06000004,2007,Males,62,384
Belfast West,N06000004,2007,Males,63,341
Belfast West,N06000004,2007,Males,64,347
Belfast West,N06000004,2007,Males,65,324
Belfast West,N06000004,2007,Males,66,305
Belfast West,N06000004,2007,Males,67,301
Belfast West,N06000004,2007,Males,68,273
Belfast West,N06000004,2007,Males,69,286
Belfast West,N06000004,2007,Males,70,287
Belfast West,N06000004,2007,Males,71,250
Belfast West,N06000004,2007,Males,72,245
Belfast West,N06000004,2007,Males,73,237
Belfast West,N06000004,2007,Males,74,216
Belfast West,N06000004,2007,Males,75,208
Belfast West,N06000004,2007,Males,76,222
Belfast West,N06000004,2007,Males,77,177
Belfast West,N06000004,2007,Males,78,153
Belfast West,N06000004,2007,Males,79,162
Belfast West,N06000004,2007,Males,80,143
Belfast West,N06000004,2007,Males,81,129
Belfast West,N06000004,2007,Males,82,118
Belfast West,N06000004,2007,Males,83,93
Belfast West,N06000004,2007,Males,84,87
Belfast West,N06000004,2007,Males,85,67
Belfast West,N06000004,2007,Males,86,61
Belfast West,N06000004,2007,Males,87,59
Belfast West,N06000004,2007,Males,88,38
Belfast West,N06000004,2007,Males,89,19
Belfast West,N06000004,2007,Males,90,65
Belfast West,N06000004,2008,All People,0,1501
Belfast West,N06000004,2008,All People,1,1414
Belfast West,N06000004,2008,All People,2,1298
Belfast West,N06000004,2008,All People,3,1346
Belfast West,N06000004,2008,All People,4,1306
Belfast West,N06000004,2008,All People,5,1192
Belfast West,N06000004,2008,All People,6,1255
Belfast West,N06000004,2008,All People,7,1348
Belfast West,N06000004,2008,All People,8,1350
Belfast West,N06000004,2008,All People,9,1504
Belfast West,N06000004,2008,All People,10,1469
Belfast West,N06000004,2008,All People,11,1563
Belfast West,N06000004,2008,All People,12,1497
Belfast West,N06000004,2008,All People,13,1489
Belfast West,N06000004,2008,All People,14,1595
Belfast West,N06000004,2008,All People,15,1646
Belfast West,N06000004,2008,All People,16,1705
Belfast West,N06000004,2008,All People,17,1684
Belfast West,N06000004,2008,All People,18,1584
Belfast West,N06000004,2008,All People,19,1747
Belfast West,N06000004,2008,All People,20,1703
Belfast West,N06000004,2008,All People,21,1676
Belfast West,N06000004,2008,All People,22,1603
Belfast West,N06000004,2008,All People,23,1607
Belfast West,N06000004,2008,All People,24,1573
Belfast West,N06000004,2008,All People,25,1577
Belfast West,N06000004,2008,All People,26,1511
Belfast West,N06000004,2008,All People,27,1394
Belfast West,N06000004,2008,All People,28,1339
Belfast West,N06000004,2008,All People,29,1307
Belfast West,N06000004,2008,All People,30,1212
Belfast West,N06000004,2008,All People,31,1226
Belfast West,N06000004,2008,All People,32,1068
Belfast West,N06000004,2008,All People,33,1085
Belfast West,N06000004,2008,All People,34,1106
Belfast West,N06000004,2008,All People,35,1113
Belfast West,N06000004,2008,All People,36,1058
Belfast West,N06000004,2008,All People,37,1197
Belfast West,N06000004,2008,All People,38,1233
Belfast West,N06000004,2008,All People,39,1227
Belfast West,N06000004,2008,All People,40,1265
Belfast West,N06000004,2008,All People,41,1362
Belfast West,N06000004,2008,All People,42,1378
Belfast West,N06000004,2008,All People,43,1352
Belfast West,N06000004,2008,All People,44,1359
Belfast West,N06000004,2008,All People,45,1368
Belfast West,N06000004,2008,All People,46,1373
Belfast West,N06000004,2008,All People,47,1325
Belfast West,N06000004,2008,All People,48,1273
Belfast West,N06000004,2008,All People,49,1176
Belfast West,N06000004,2008,All People,50,1210
Belfast West,N06000004,2008,All People,51,1170
Belfast West,N06000004,2008,All People,52,1075
Belfast West,N06000004,2008,All People,53,1044
Belfast West,N06000004,2008,All People,54,968
Belfast West,N06000004,2008,All People,55,916
Belfast West,N06000004,2008,All People,56,863
Belfast West,N06000004,2008,All People,57,843
Belfast West,N06000004,2008,All People,58,890
Belfast West,N06000004,2008,All People,59,846
Belfast West,N06000004,2008,All People,60,849
Belfast West,N06000004,2008,All People,61,871
Belfast West,N06000004,2008,All People,62,745
Belfast West,N06000004,2008,All People,63,758
Belfast West,N06000004,2008,All People,64,744
Belfast West,N06000004,2008,All People,65,750
Belfast West,N06000004,2008,All People,66,685
Belfast West,N06000004,2008,All People,67,624
Belfast West,N06000004,2008,All People,68,654
Belfast West,N06000004,2008,All People,69,630
Belfast West,N06000004,2008,All People,70,665
Belfast West,N06000004,2008,All People,71,634
Belfast West,N06000004,2008,All People,72,589
Belfast West,N06000004,2008,All People,73,553
Belfast West,N06000004,2008,All People,74,529
Belfast West,N06000004,2008,All People,75,485
Belfast West,N06000004,2008,All People,76,487
Belfast West,N06000004,2008,All People,77,507
Belfast West,N06000004,2008,All People,78,452
Belfast West,N06000004,2008,All People,79,393
Belfast West,N06000004,2008,All People,80,377
Belfast West,N06000004,2008,All People,81,357
Belfast West,N06000004,2008,All People,82,322
Belfast West,N06000004,2008,All People,83,281
Belfast West,N06000004,2008,All People,84,261
Belfast West,N06000004,2008,All People,85,234
Belfast West,N06000004,2008,All People,86,180
Belfast West,N06000004,2008,All People,87,158
Belfast West,N06000004,2008,All People,88,161
Belfast West,N06000004,2008,All People,89,98
Belfast West,N06000004,2008,All People,90,348
Belfast West,N06000004,2008,Females,0,729
Belfast West,N06000004,2008,Females,1,671
Belfast West,N06000004,2008,Females,2,661
Belfast West,N06000004,2008,Females,3,657
Belfast West,N06000004,2008,Females,4,597
Belfast West,N06000004,2008,Females,5,585
Belfast West,N06000004,2008,Females,6,609
Belfast West,N06000004,2008,Females,7,683
Belfast West,N06000004,2008,Females,8,637
Belfast West,N06000004,2008,Females,9,701
Belfast West,N06000004,2008,Females,10,701
Belfast West,N06000004,2008,Females,11,797
Belfast West,N06000004,2008,Females,12,724
Belfast West,N06000004,2008,Females,13,728
Belfast West,N06000004,2008,Females,14,815
Belfast West,N06000004,2008,Females,15,814
Belfast West,N06000004,2008,Females,16,812
Belfast West,N06000004,2008,Females,17,799
Belfast West,N06000004,2008,Females,18,778
Belfast West,N06000004,2008,Females,19,867
Belfast West,N06000004,2008,Females,20,848
Belfast West,N06000004,2008,Females,21,860
Belfast West,N06000004,2008,Females,22,808
Belfast West,N06000004,2008,Females,23,799
Belfast West,N06000004,2008,Females,24,801
Belfast West,N06000004,2008,Females,25,791
Belfast West,N06000004,2008,Females,26,798
Belfast West,N06000004,2008,Females,27,745
Belfast West,N06000004,2008,Females,28,697
Belfast West,N06000004,2008,Females,29,710
Belfast West,N06000004,2008,Females,30,663
Belfast West,N06000004,2008,Females,31,656
Belfast West,N06000004,2008,Females,32,553
Belfast West,N06000004,2008,Females,33,580
Belfast West,N06000004,2008,Females,34,617
Belfast West,N06000004,2008,Females,35,607
