Entity,GL Date,Merchant name,Amount,Description
NE,29/06/2016,FLATFORD MILL FIELD STUDIES CENTRE,630,Staff training and subsistence with accommodation for one person for four days for Wildflower Identification - The Top 20 Flower Families training course - 27-30 May 2016 and staff training and subsistence with no accommodation for one person for four days for Identifying Invertebrates for Biological Surveying training course - 31 May-3 June 2016
NE,30/06/2016,AMENITY LAND SOLUTIONS,522.9,Herbicide for Aqualate Mere National Nature Reserve
NE,30/06/2016,WWW.WETSUITOUTLET.CO.UK,2460,Six waterproof jackets with dungarees and six drysuits for use by staff when surveying coastal sites and estuaries from a boat
NE,01/07/2016,BRISTOL NATURAL HISTORY CONSORTIUM,1900,"Membership fees for ongoing partnership to deliver Festival of Nature, Bioblitz and Communicate Conference - 2016-17"
NE,01/07/2016,WWW.ENVIRONMENTJOB.CO.UK,579.96,On-line job advertisement for six adviser posts - 10-20 May 2016
NE,04/07/2016,ENVIRONMENT AGENCY,1026,Payment for land drainage consent at Goss Moor National Nature Reserve
NE,05/07/2016,M D HANAFIN AND SONS,935.19,Fence posts and wire to repair fencing at Ingleborough National Nature Reserve
NE,05/07/2016,ENTERPRISE RENT-A-CAR,746.81,Repair damage to hired car which occurred while attending Natural England meeting - 1 March 2016
NE,05/07/2016,NWF FUELS LIMITED,572.47,"Diesel for utility vehicle and two tractors used at Chippenham Fen, Cavenham Heath and Brettenham Heath National Nature Reserves"
NE,05/07/2016,ROYAL MAIL GROUP,2248.78,Postage costs for Newcastle office to send out Environmental Stewardship claim letters - 15-28 April 2016
NE,05/07/2016,WWW.BBOFFICESUPPLIES.CO.UK,949.8,Specialist office equipment and furniture for specific health and safety requirements
NE,06/07/2016,SRUC,540,Staff training and subsistence for one person for three days for Nutrient Management Planning training course - 17-19 October 2016
NE,06/07/2016,WWW.BBOFFICESUPPLIES.CO.UK,751.52,Specialist office equipment and furniture for specific health and safety requirements
NE,06/07/2016,CANAL & RIVER TRUST,1000,Annual membership fee for Visitor Safety in the Countryside Group - 1 January-31 December 2016
NE,06/07/2016,TK TRAVEL LTD,548.99,Hire of one coach for 25 people for one day from the Reading Natural England office to the Ashdown Forest Centre for Sussex and Kent Area Team meeting - 13 July 2016
NE,06/07/2016,ENTERPRISE RENT-A-CAR,744.83,Repair damage to hire car which occurred while attending Natural England meeting - 10 March 2016
NE,06/07/2016,WWW.PB.COM,2008.22,Franking Machine top-up (Bristol office) to send out Environmental Stewardship letters - 27 June 2016
NE,06/07/2016,WWW.PB.COM,810.8,Franking Machine top-up (Bristol office) to send out Environmental Stewardship letters - 27 June 2016
NE,07/07/2016,WWW.BBOFFICESUPPLIES.CO.UK,1173,Specialist office equipment and furniture for specific health and safety requirements
NE,07/07/2016,FRANCOTYP,1000,Franking Machine Top-up - Crewe office (8 June 2016)
NE,07/07/2016,CIVIL SERVICE LEARNING,534,"Staff training and subsistence for one person for two days for Association of Project Management Introductory Certificate, plus exam - 4-5 July 2016"
NE,07/07/2016,BOOKLESS MOTORS,533.16,Repair of flat bed trailer used at Lindisfarne National Nature Reserve
NE,07/07/2016,FRANCOTYP,1048,Franking Machine Top-up - Crewe office (20 June 2016)
NE,07/07/2016,WWW.THEWRIGHTEVENT.CO.UK,663.4,Staff training for one person for two days on using a tractor with a trailer safely - 6-7 June 2016
NE,07/07/2016,WWW.PB.COM,1610.8,Franking Machine top-up (Bristol office) to send out Environmental Stewardship letters - 27 June 2016
NE,07/07/2016,WWW.PB.COM,1610.8,Franking Machine top-up (Bristol office) to send out Environmental Stewardship letters - 27 June 2016
NE,08/07/2016,RIBBLE VETS LTD,661.26,Medicine to maintain stock health and welfare for 600 cattle at the Ribble Estuary National Nature Reserve
NE,08/07/2016,CASA HOTEL,1006.3,Room hire and refreshments for 22 people for two days for National Nature Reserve meeting - 14-15 June 2016
NE,08/07/2016,CASTLE GROUP LTD,1980,"Staff training and subsistence for seven people for four days with four nights accommodation for Hand, Arm and Whole Body Vibration Testing training - 23-26 May 2016"
NE,08/07/2016,CASTLE GROUP LTD,1440,"Staff training and subsistence for six people for four days with four nights accommodation for Hand, Arm and Whole Body Vibration Testing training - 27-30 June 2016"
NE,08/07/2016,WWW.BBOFFICESUPPLIES.CO.UK,1008.6,Specialist office equipment and furniture for specific health and safety requirements
NE,11/07/2016,BROOK STREET (BUREAU),87275.53,Agency staff costs
NE,11/07/2016,BROOK STREET (BUREAU),80039.9,Agency staff costs
NE,11/07/2016,HARELAW SAWMILL,696.04,"Fence posts, rails and timber for fencing and footpath maintenance at Castle Eden Dene National Nature Reserve"
NE,11/07/2016,BROOK STREET (BUREAU),64988.78,Agency staff costs
NE,11/07/2016,EDF ENERGY-IVR,1181.62,"Electricity bill for Unit 6, East Cornwall National Nature Reserves base - January-April 2016"
NE,11/07/2016,EDF ENERGY-IVR,527.12,"Electricity bill for Unit 5, East Cornwall National Nature Reserves base - January-April 2016"
NE,11/07/2016,BROOK STREET (BUREAU),75254.29,Agency staff costs
NE,11/07/2016,BROOK STREET (BUREAU),80562.22,Agency staff costs
NE,12/07/2016,H L PLASTICS,2473.44,Installing plastic piling weirs in cell bunding across previously milled peat fields at Humberhead Peatland National Nature Reserve - June-July 2016
NE,12/07/2016,ENVIRONMENT AGENCY,587.5,Water Framework Directive project to analyse the water quality of the inflows of the Midlands Meres - June-October 2016
NE,13/07/2016,THE CHERRYBROOK,1000,Bed and breakfast accommodation for four people for three nights (14-16 June 2016) and one person for two nights  (15-16 June 2026) to attend Hill Craft training on Dartmoor to enable staff to work safely in upland and remote locations
NE,13/07/2016,R C SETCHFIELD LTD,1251.55,Tractor service for Derbyshire Dales National Nature Reserve
NE,15/07/2016,BROOK STREET (BUREAU),742.32,Agency staff costs
NE,15/07/2016,BROOK STREET (BUREAU),934.66,Agency staff costs
NE,18/07/2016,RIX PETROLEUM,565.25,Fuel for pump at Thorne Moors National Nature Reserve to prevent flooding of access tracks
NE,18/07/2016,ENTERPRISE RENT-A-CAR,558.9,Car hire for one person to travel from Peterborough to Scotland for the UK Life Conference and to attend meetings and do survey work in Cumbria - 2-24 May 2016
NE,18/07/2016,H M LAND REGISTRY,556.8,Land Registry search for information supporting Liverpool Bay SPA (Special Protection Area) extension work
NE,18/07/2016,KEDEL LTD,2499,Recycled plastic posts for boardwalk project at Thursley National Nature Reserve
NE,20/07/2016,NATIONAL SHEEP ASSOCIATION,876,"Joint stand at National Sheep Association Sheep event with Rural Payments Agency, Animal and Plant Health Agency and Defra - 27 July 2016"
NE,20/07/2016,NATIONAL SHEEP ASSOCIATION,972,"Joint stand at National Sheep Association South Sheep event with Rural Payments Agency, Catchment Sensitive Farming and Defra - 7 June 2016"
NE,20/07/2016,H M LAND REGISTRY,2430,Land Registry search for Solent and Dorset coast pSPA (proposed Special Protection Area) re-consultation
NE,21/07/2016,PERFORMANCE1 LTD,900,"Staff training programme for one person over three months for Psychometric testing, one to one and telephone coaching sessions"
NE,21/07/2016,BVSC ENTERPRISE LIMITED,1057.08,Staff training and subsistence for 16 people for two days for New Team Leader training - 22-23 June 2016
NE,26/07/2016,THE PINES CALYX,545.1,Room hire with equipment and refreshments for 44 people for one day for Kent and Sussex Area Team event - 15 June 2016
NE,26/07/2016,THE PINES CALYX,545.1,Room hire with equipment and refreshments for 44 people for one day for Kent and Sussex Area Team event - 15 June 2016
NE,29/07/2016,LINBURG TOURING LTD,916.35,"Hire of three coaches for one day to transport 150 people, each coach going to one destination (Sheffield and Rotherham Wildlife Trust Centenary Riverside, Blackburn Meadows; RSPB (Royal Society for the Protection of Birds) Old Moor and Aldwick Washlands, Dearne Valley; Yorkshire Sculpture Park) from Sheffield city centre - 16 May 2016"
RPA,12/07/2016,best4systems.co.uk,1404,10 x Jabra Biz duo headsets
VMD,04/07/2016,Kaplan Financial,1301.4,Distance learning course - CIMA Advanced Diploma in Management Accounting 
VMD,12/07/2016,Morale Furnishings ELA,1149,Garden Furniture for general VMD use
VMD,13/07/2016,Component Source,1053.6,2 years subscription renewal for Infragistics Professional 16.1
APHA,26/07/2016,Enterprise,547.54,"Hire of vehicle (Extra large van) being used by a scientist for Research and Surveillance of bat disease around the whole of the UK, from 14th May 2016 to 14th June 2016."
APHA,29/07/2016,MV Congressi,547.54,Conference cost for Senior pathologist to  attend 34th ESVP Meeting of the European Society of Veterinary Pathologist in Bologna Italy –  7th – 10th September 2016
APHA,29/07/2016,Emmevi,974.4,Conference cost for Senior pathologist to  attend 34th ESVP Meeting of the European Society of Veterinary Pathologist in Bologna Italy –  7th – 10th September 2016
,,,,
EA,01/07/2016,AST CONNECTIONS LT,954,Annual costs for satellite phone hire for contingency incident management communications
EA,01/07/2016,BROOKRIDGE TIMBER,570.24,Treated softwood boards required for repairs on Bull Street boat ramp at Creech St Michael.
EA,01/07/2016,CANNOCK CHASE COUNCIL,1690,Planning fees for Rugeley flood storage area.
EA,01/07/2016,CEMACOLLOO NET,514.44,Registration fees for 1 person to attend a 3 days flood risk conference in Lyon.
EA,01/07/2016,CONFERENCE ASTON LTD,763.2,One day room hire for fourteen people including lunch and refreshments and accommodation for two trainers for workshop on maximising contribution in team situations and stimulation group dynamics
EA,01/07/2016,DAVID JONES LOCKSMITH,625.7,"10 brass padlocks, 2 rim locks and 2 Yale locks for hydrometric stations."
EA,01/07/2016,DIGITALID.CO.UK,1269.29,3000 plastic cards used for crayfish tagging to show if a trap is authorised by the Environment Agency and be traces back to the authorised person
EA,01/07/2016,ENTERPRISE,535.25,One month vehicle hire to allow staff to attend meetings at various offices around the country.
EA,01/07/2016,ENTERPRISE,507.31,One month vehicle hire to allow staff to attend meetings at various offices around the country.
EA,01/07/2016,GRIFFIN VIDEO COMMS LT,3288,"Installation of new projector, screen and sound system in area incident room."
EA,01/07/2016,Hilti (Gt. Britain) Lt,1704,"Industrial tools i.e. Drills, Drill Bits, Battery charge packs for the Nene Waterways Operation Team"
EA,01/07/2016,LORD TECHNICAL LIMITED,901.79,Annual service and calibration of 3 sets of underground cable detection units and 3 sets of cable height measuring units. 
EA,01/07/2016,NEWMARKET ELECTRICAL W,571.2,Repair of electrical testing equipment.
EA,01/07/2016,OPEN UNIVERSITY MOTO,1388,"Course fees for Open University MSc course for one person entitled ""Problem Solving and Improvement: quality and other approaches""."
EA,01/07/2016,OPEN UNIVERSITY MOTO,1388,"Course fees for Open University MSc course for one person entitled ""Thinking Strategically: Systems tools for managing change""."
EA,01/07/2016,PAYPAL  PHOENIX DS,645.82,Scanning of ten thousand catch returns from rod license holders for archiving 
EA,01/07/2016,SJH MACHINERY LTD,862.72,Chain harrows for preparing ground for reseeding and fertiliser spreader for laying grass seed Cripps River
EA,01/07/2016,WORLD OF TRAVEL,590.2,One day room hire for fourteen people in Birmingham including lunch and refreshments for Water Companies sector group
EA,01/07/2016,WWW.ASSISTKD.COM,1674,3 days training course for one person on Business Architecture.
EA,01/07/2016,WWW.BBOFFICESUPPLIES.C,747.6,Ergonomic chair for member of staff following workplace health assessment.
EA,04/07/2016,ACTION FOR BLIND P,1074,Two days room hire for 14 staff including lunch and refreshments for root cause analysis training
EA,04/07/2016,ADLER & ALLAN LTD,1359.6,Safe and legal disposal of effluent from 2 tanks Rye Scots Float office and depot
EA,04/07/2016,ARMADA HOUSE,837,"One day room hire for 29 people, including lunch, refreshments and equipment, for a flood and coastal risk management portfolio team meeting"
EA,04/07/2016,ASD METAL SERVICES,1434.08,Steelwork for Thames weir Bolina buoy assemblies.
EA,04/07/2016,BAINBRIDGE INTERNATION,667.47,New brake parts and dust covers for hand radial winch modifications on the Thames weirs.
EA,04/07/2016,BOLTON AREA DIVERS LT,719.6,5 thermal protective under suits for use with dry suits for operational breathing apparatus out of Leigh depot.
EA,04/07/2016,BURLINGTON HOTEL,557.5,Meeting room hire in Birmingham for one day to host 15 people which included basic sandwich lunch and refreshments for 15 people. This was for the Rationalising the Main River Network Criteria Frontrunners workshop
EA,04/07/2016,COVER UP,820.26,3 pairs of thigh wader and 6 pairs of chest waders for both new and existing staff members to enable them to work safely in watercourses.
EA,04/07/2016,E&JW GLENDINNING LTD,3604.8,"35 Tonnes of selected walling rubble from Glendinning Quarry (Ashburton) for use in Flood Defence Scheme Improvements in Buckfastleigh, Devon"
EA,04/07/2016,FURNESS NEWSPAPERS,1790.2,Advertisement of public consultation of new fisheries byelaw proposal in six copies of local newspaper
EA,04/07/2016,LEICA GEOSYSTEMS LIMIT,1512,1 year Smartnet Subscription for use on GPS Survey Equipment
EA,04/07/2016,NEWSQUEST MEDIA,530.4,Advertisement of public consultation of new fisheries byelaw proposal in two copies local newspaper
EA,04/07/2016,NOVOTEL,900,One nights accommodation for 6 people whilst attending a Board planning meeting in London.
EA,04/07/2016,SAFETY-KLEEN UK LTD,753,Disposal of 2 oily waste drums from Bradney Depot
EA,04/07/2016,SERCO EPC,618,"One day training course for one person, including overnight accommodation and food, on social media in emergency management."
EA,04/07/2016,VWR INTERNATIONAL LTD,1159.34,Twelve ammonia test kits for environment officers based in Dorset
EA,04/07/2016,WWW.BBOFFICESUPPLIES.C,591.3,Ergonomic chair for member of staff following workplace health assessment.
EA,04/07/2016,WWW.PLANT-NAPPY.CO.UK,1059.07,Plant nappies and replacement liners.
EA,05/07/2016,ACTION FOR BLIND P,801.8,One day room hire for 25 people with lunch and refreshments for an Abstractor Management meeting in Birmingham
EA,05/07/2016,ADLER & ALLAN LTD,1643.88,Cess Pit emptying at Lock Keepers Cottage
EA,05/07/2016,ADLER & ALLAN LTD,1124.76,Cess Pit emptying at Lock Keepers Cottage
EA,05/07/2016,AMSTECHCONTR.CO.UK,660,Removal of fly tipped roof sheets from EA owned yard at Southease.
EA,05/07/2016,ARMADA HOUSE,1296,"One day room hire for 40 people, including lunch and refreshments, for a climate change meeting in Bristol."
EA,05/07/2016,AT ENGINEERING,816,"Adaptors to modify ground water flow trough cells to accommodate Pro-plus unit, a piece of equipment which provides data readings for water quality."
EA,05/07/2016,AVENA ENVIRONMENTAL LT,504,Destruction of redundant personal protective equipment at Orchard House by secure shredding
EA,05/07/2016,AZZURRI RESTAURANT,856.41,Evening meal for 65 people from around the country staying overnight as part of attending two day nuclear regulation group annual meeting in Birmingham
EA,05/07/2016,BIRMINGHAM REP ENTERPR,810,"One day room hire for 25 people, including lunch and refreshments, for a River Basin Management Services water resources workshop"
EA,05/07/2016,BSI STANDARDS,2088,One day asset management course for three employees in Northampton including lunch
EA,05/07/2016,BURLINGTON UNIFORMS LT,796.11,Personal protective equipment and corporate clothing for Kettering Field team.
EA,05/07/2016,BURLINGTON UNIFORMS LT,1211.79,Corporate clothing and personal protective equipment for Colne team members
EA,05/07/2016,BVSC ENTERPRISE LIMITE,1438.8,"One day room hire for 36 people, including lunch and refreshments, for a national health, safety and wellbeing action group meeting in Birmingham."
EA,05/07/2016,CASTLE GREEN HOTEL,1400,"One day room hire for 50 people, including lunch and refreshments, for an Asset Information Management System roadshow."
EA,05/07/2016,CURRYS ONLINE,504.98,New dishwasher for Hanwell Depot.
EA,05/07/2016,DALSTON AGGREGATES LTD,723.83,Top soil used to repair a section of banking at Great Corby gauging station after flooding
EA,05/07/2016,DARCY PRODUCTS LTD,512.58,"Emergency spill clean up equipment for potential pollution spils at Caversham Lakes, plus signs to show location."
EA,05/07/2016,DOUBLEBOIS SAND SUPPLI,579.6,34.5 tonnes road planings for use on site at Crinnis Scheme
EA,05/07/2016,FORESTRY COMMISSION,520.56,Biomass heating for Kielder salmon centre between 31/03/16 and 31/05/16
EA,05/07/2016,FOWLER HIRE & SALES LT,691.2,Hire of industrial auger for work carried out on flood defence systems in Dorset
EA,05/07/2016,HAMMOND DRYSUITS,2036,Two drysuits for team members in order to undertake river maintenance duties and for use during incident response
EA,05/07/2016,HC WATER CONTROL LTD,576,Parts for sluice gate actuator
EA,05/07/2016,IET SERVICES LTD,4710.96,"One day room hire for 113 people, including lunch and refreshments, for a national capital programme management service leadership conference."
EA,05/07/2016,IET SERVICES LTD,530.4,One day room hire for 19 people in Birmingham including lunch and refreshments for review of Hydrometeorological services
EA,05/07/2016,JACKSONS FENCING,689.94,Timber for repairs to fencing and gates on Scrapsgate watercourse to enable access for dredging
EA,05/07/2016,JEWSON LTD,594,100 reconditioned heavy duty pallets for storing items at the depot
EA,05/07/2016,LOCAL FAST,2509.44,Disposal of 16.5 tonnes of stone contaminated with oil from Slaughden
EA,05/07/2016,PAYPAL  UKHYDROGRAP,2400,Hydrographic data supplied for 11 locations on the Humber for the Humber extreme water levels project
EA,05/07/2016,PHOENIX CONTRACTS LTD,637.2,Bio oil for dredger and tug.
EA,05/07/2016,ROSE BANK SAWMILL LTD,815.46,"Timber rails, two pedestrian gates and fence posts used to re-define the health and safety fence boundary at Great Corby gauging station after flooding"
EA,05/07/2016,SAFETY-KLEEN UK LTD,2994,"Collection and disposal of electrical waste, oil contaminated items and paint or grease contaminated items from Spalding Office."
EA,05/07/2016,SPILLER A.I.,922.56,10 Yale 851 padlocks with bronze shackle non key retaining for CCTV webcam sites.
EA,05/07/2016,STARTTRAFFICUK,1303.92,"20 x 600mm by 600mm temporary manhole covers to cover trip hazards on the public footpath in Tilbury, Essex. Existing manholes were found to be damaged by our asset surveyor and temporary covers were put in place to eliminate the public safety issue."
EA,05/07/2016,SURVITEC SOUTHAMPTON,3025.2,"Annual service of 151 lifejackets including 25 auto capsuals, 25 lights, 113 washers and 14 indicator clips."
EA,05/07/2016,THE BOND COMPANY,514.27,"One day room hire for 19 people, including lunch and refreshments, for a senior environment enforcement officers meeting."
