Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Ministry of Defence,Ministerial Department,Ministry of Defence,10125,9670.739459,5564,5434.612162,8205,8043.98027,1362,1342.545946,171,169.1,11912,11568.67703,37339,36229.65486,78.94545455,77.09136446,255.0545455,253.9986355,170,169.3513514,36,35.02702703,540,535.4683784,37879,36765.12324,"£88,331,000.00",£0.00,£0.00,"£5,473,000.00","£17,547,000.00","£6,918,000.00",118269000,"£7,494,000.00","£994,000.00","£8,488,000","£126,757,000",
Defence Equipment and Support,Ministerial Department,Ministry of Defence,786,740.9540541,1441,1400.761081,5134,5017.3,1138,1126.298108,90,88.80567568,1148,1142.060811,9737,9516.17973,44.33976834,44.33976834,216.6602317,216.6602317,5,5,0,0,266,266,10003,9782.17973,"£27,320,000.00",£0.00,£0.00,"£615,000.00","£5,616,000.00","£2,192,000.00",35743000,"£7,688,000.00","£1,496,000.00","£9,184,000","£44,927,000",
Defence Science and Technology Laboratory,Executive Agency,Ministry of Defence,172,168.62,227,217.57,1802,1733.61,1498,1424.2,35,31.22,0,0,3734,3575.22,1,1,0,0,153,144.7,0,0,154,145.7,3888,3720.92,"£11,041,966.37","£110,045.61",£0.00,"£539,887.37","£2,378,015.28","£1,004,179.43","£15,074,094","£816,671.94",£0.00,"£816,672","£15,890,766",42338
UK Hydrographic Office,Executive Non-Departmental Public Body,Ministry of Defence,142,139.16,308,291.57,424,410.33,61,60.7,3,3,0,0,938,904.76,16,16,0,0,52,51.2,0,0,68,67.2,1006,971.96,"£2,319,896","£54,021","£9,747","£74,801","£499,487","£188,725","£3,146,678","£432,429.69",£0.00,"£432,430","£3,579,107",
Royal Air Force Museum,Executive Non-Departmental Public Body,Ministry of Defence,0,0,0,0,0,0,0,0,0,0,177,169,177,169,1,1,0,0,0,0,1,1,2,2,179,171,367203,6029,0,12990,19862,34522,440606,2375,3654,"£6,029","£446,635",
National Army Museum,Executive Non-Departmental Public Body,Ministry of Defence,0,0,0,0,3,3,3,3,1,1,32,31.28,39,38.28,0,0,0,0,0,0,1,0.4,1,0.4,40,38.68,114005.27,8474.05,0,0,26207.99,11808.34,"£160,496",4200,0,"£4,200","£164,696",
National Museum of the Royal Navy,OTHER,Ministry of Defence,199,71.18,52,49.69,29,28.4,0,0,4,4,0,0,284,153.27,2,2,0,0,0,0,0,0,2,2,286,155.27,"£336,867.02",£0.00,£0.00,£0.00,"£28,928.84","£30,752.62",396548.48,"£5,664.57",£0.00,"£5,665","£402,213",
Defence Electronics and Components Agency,Executive Agency,Ministry of Defence,76,73.310813,307,298.702704,39,39,12,12,1,1,0,0,435,424.013517,5,5,0,0,0,0,0,0,5,5,440,429.013517,"£953,545.48","£24,323.12",£0.00,"£13,638.43","£203,922.84","£71,166.98",1266596.85,"£11,435.89",£0.00,"£11,436","£1,278,033",
