Newcastle City Council Invoices over £500 paid in July 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
City Service,City Service ICT Svs (Sch)     ,20/07/10,DELL COMPUTER CORPORATION LTD,4731090,Capital,1141.12
City Service,City Service ICT Svs (Sch)     ,20/07/10,DELL COMPUTER CORPORATION LTD,4745783,Capital,29506.00
City Service,City Service ICT Svs (Sch)     ,20/07/10,DELL COMPUTER CORPORATION LTD,4724046,Capital,1160.00
City Service,City Service ICT Svs (Sch)     ,20/07/10,DELL COMPUTER CORPORATION LTD,4724047,Revenue,7350.00
City Service,City Service ICT Svs (Sch)     ,20/07/10,DELL COMPUTER CORPORATION LTD,4725066,Revenue,14195.10
City Service,City Service ICT Svs (Sch)     ,20/07/10,DELL COMPUTER CORPORATION LTD,4745784,Capital,4833.79
City Service,City Service ICT Svs (Sch)     ,27/07/10,DELL COMPUTER CORPORATION LTD,4740026,Capital,566.75
City Service,City Service ICT Svs (Sch)     ,28/07/10,DELL COMPUTER CORPORATION LTD,4732166,Capital,4712.78
City Service,City Service ICT Svs (Sch)     ,05/07/10,DELL COMPUTER CORPORATION LTD,4725067,Capital,44259.00
City Service,City Service ICT Svs (Sch)     ,29/07/10,DELL COMPUTER CORPORATION LTD,4733901,Capital,552.20
City Service,City Service ICT Svs (Sch)     ,29/07/10,DELL COMPUTER CORPORATION LTD,4732158,Capital,2519.48
City Service,City Service ICT Svs (Sch)     ,29/07/10,DELL COMPUTER CORPORATION LTD,4732488,Capital,7229.46
City Service,City Service ICT Svs (Sch)     ,06/07/10,DELL COMPUTER CORPORATION LTD,4707989,Revenue,3573.90
City Service,City Service ICT Svs (Sch)     ,01/07/10,DELL COMPUTER CORPORATION LTD,4698786,Capital,1090.00
City Service,City Service ICT Svs (Sch)     ,01/07/10,DELL COMPUTER CORPORATION LTD,4698787,Revenue,2609.64
City Service,City Service ICT Svs (Sch)     ,01/07/10,DELL COMPUTER CORPORATION LTD,4704153,Revenue,553.00
City Service,City Service ICT Svs (Sch)     ,21/07/10,DELL COMPUTER CORPORATION LTD,4748305,Revenue,4154.86
City Service,City Service ICT Svs (Sch)     ,21/07/10,DELL COMPUTER CORPORATION LTD,4746188,Capital,3050.05
City Service,City Service ICT Svs (Sch)     ,18/07/10,FOCUS EDUCATION (NEWCASTLE) LTD,4741935,Capital,33439.56
City Service,City Service ICT Svs (Sch)     ,04/07/10,INSIGHT DIRECT (UK) LTD,4722620,Capital,6647.00
City Service,City Service ICT Svs (Sch)     ,22/07/10,IPNORTH LTD,4736906,Revenue,8349.68
City Service,City Service ICT Svs (Sch)     ,25/07/10,MISCO,4738529,Capital,1589.48
City Service,City Service ICT Svs (Sch)     ,19/07/10,PHOENIX SOFTWARE LTD,4741840,Capital,886.76
City Service,City Service ICT Svs (Sch)     ,22/07/10,PHOENIX SOFTWARE LTD,4720752,Capital,8462.83
City Service,City Service ICT Svs (Sch)     ,22/07/10,PHOENIX SOFTWARE LTD,4722487,Capital,42110.47
City Service,City Service ICT Svs (Sch)     ,08/07/10,PHOENIX SOFTWARE LTD,4708103,Both,664.20
City Service,City Service ICT Svs (Sch)     ,08/07/10,PHOENIX SOFTWARE LTD,4701810,Revenue,644.54
City Service,City Service ICT Svs (Sch)     ,08/07/10,PHOENIX SOFTWARE LTD,4701811,Revenue,740.74
City Service,City Service ICT Svs (Sch)     ,08/07/10,PHOENIX SOFTWARE LTD,4723551,Revenue,4243.78
City Service,City Service ICT Svs (Sch)     ,08/07/10,PHOENIX SOFTWARE LTD,4723552,Revenue,4877.18
City Service,City Service ICT Svs (Sch)     ,20/07/10,PHOENIX SOFTWARE LTD,4717298,Capital,886.76
City Service,City Service ICT Svs (Sch)     ,13/07/10,QA LIMITED,4711455,Revenue,1872.00
City Service,City Service ICT Svs (Sch)     ,22/07/10,S L DATA LTD,4746194,Revenue,635.00
City Service,City Service ICT Svs (Sch)     ,29/07/10,TTS GROUP LTD,4752985,Capital,556.06
City Service,City Service ICT Svs (Sch)     ,08/07/10,UNITED CARLTON OFFICE SYSTEMS LTD,4726127,Revenue,6855.99
City Service,City Service ICT Svs (Sch)     ,07/07/10,VIRGIN MEDIA,4729849,Capital,4901.81
City Service,City Service ICT Svs (Sch)     ,06/07/10,VIRGIN MEDIA,4728984,Capital,5057.73
City Service,City Service ICT Svs (Sch)     ,06/07/10,VIRGIN MEDIA,4728986,Capital,50429.96
City Service,City Service ICT Svs (Sch)     ,06/07/10,VIRGIN MEDIA,4728987,Capital,93589.28
City Service,City Service ICT Svs (Sch)     ,06/07/10,VIRGIN MEDIA,4728988,Capital,24432.80
City Service,City Service ICT Svs (Sch)     ,08/07/10,XMA LTD,4702628,Revenue,551.78
City Service,City Service IT Mgmt & Networks  ,30/06/10,1ST ADVANCE LTD,4712043,Revenue,972.00
City Service,City Service IT Mgmt & Networks  ,20/07/10,ANTALIS LTD,4717285,Revenue,504.80
City Service,City Service IT Mgmt & Networks  ,25/07/10,ANTALIS LTD,4751359,Revenue,1252.13
City Service,City Service IT Mgmt & Networks  ,01/07/10,ANTALIS LTD,4717286,Revenue,1321.00
City Service,City Service IT Mgmt & Networks  ,27/07/10,AVOCENT SOFTWARE LTD,4741879,Revenue,12488.57
City Service,City Service IT Mgmt & Networks  ,26/07/10,AVOCENT SOFTWARE LTD,4753316,Revenue,8000.00
City Service,City Service IT Mgmt & Networks  ,06/07/10,CISILION LTD,4691690,Revenue,5884.00
City Service,City Service IT Mgmt & Networks  ,25/07/10,COMMUNISIS,4751264,Revenue,550.90
City Service,City Service IT Mgmt & Networks  ,21/07/10,CONNECTION EXPRESS PARCELS LTD,4747987,Revenue,1350.00
City Service,City Service IT Mgmt & Networks  ,08/07/10,DATATRON DOCUMENT IMAGE ARCHIVING LTD(F),4718973,Revenue,1022.01
City Service,City Service IT Mgmt & Networks  ,05/07/10,DELL COMPUTER CORPORATION LTD,4634215,Revenue,4437.00
City Service,City Service IT Mgmt & Networks  ,06/07/10,DELL COMPUTER CORPORATION LTD,4728680,Revenue,4437.00
City Service,City Service IT Mgmt & Networks  ,15/07/10,ENFORCE TECHNOLOGY,4738479,Revenue,2744.70
City Service,City Service IT Mgmt & Networks  ,15/07/10,ESRI (UK) LTD,4707941,Revenue,66688.29
City Service,City Service IT Mgmt & Networks  ,28/07/10,ESRI (UK) LTD,4721277,Revenue,2495.00
City Service,City Service IT Mgmt & Networks  ,15/07/10,HANDS-FREE COMPUTING,4731253,Revenue,864.99
City Service,City Service IT Mgmt & Networks  ,14/07/10,IDOX INFORMATION SERVICES LTD,4738463,Revenue,7676.51
City Service,City Service IT Mgmt & Networks  ,08/07/10,LAN 2 LAN LTD,4730082,Revenue,2400.00
City Service,City Service IT Mgmt & Networks  ,29/07/10,LYRECO UK LTD,4749712,Revenue,7823.16
City Service,City Service IT Mgmt & Networks  ,25/07/10,NORTHGATE INFORMATION SOLUTIONS UK LTD,4729013,Revenue,14400.00
City Service,City Service IT Mgmt & Networks  ,26/07/10,NORTHGATE INFORMATION SOLUTIONS UK LTD,4753543,Revenue,14400.00
City Service,City Service IT Mgmt & Networks  ,05/07/10,NORTHGATE INFORMATION SOLUTIONS UK LTD,4717368,Revenue,14400.00
City Service,City Service IT Mgmt & Networks  ,20/07/10,NTE LTD,4746504,Revenue,705.82
City Service,City Service IT Mgmt & Networks  ,30/06/10,OCE UK LTD,4708105,Revenue,22982.00
City Service,City Service IT Mgmt & Networks  ,25/07/10,OCE UK LTD,4750902,Revenue,73862.28
City Service,City Service IT Mgmt & Networks  ,21/07/10,OCE UK LTD,4731233,Revenue,2172.06
City Service,City Service IT Mgmt & Networks  ,15/07/10,OPEN TEXT UK LTD,4738559,Revenue,14276.10
City Service,City Service IT Mgmt & Networks  ,21/07/10,ORACLE CORPORATION UK LTD,4726823,Revenue,1608.00
City Service,City Service IT Mgmt & Networks  ,15/07/10,PHOENIX SOFTWARE LTD,4713804,Revenue,67453.45
City Service,City Service IT Mgmt & Networks  ,26/07/10,POTTS PRINTERS LTD,4752069,Revenue,936.00
City Service,City Service IT Mgmt & Networks  ,30/06/10,ROYAL MAIL GROUP PLC,4708110,Revenue,4565.65
City Service,City Service IT Mgmt & Networks  ,28/07/10,ROYAL MAIL GROUP PLC,4749711,Revenue,2733.01
City Service,City Service IT Mgmt & Networks  ,07/07/10,ROYAL MAIL GROUP PLC,4708109,Revenue,2388.38
City Service,City Service IT Mgmt & Networks  ,14/07/10,ROYAL MAIL GROUP PLC,4718972,Revenue,3785.25
City Service,City Service IT Mgmt & Networks  ,21/07/10,ROYAL MAIL GROUP PLC,4731232,Revenue,4830.04
City Service,City Service IT Mgmt & Networks  ,25/07/10,STATEX PRESS NORTHERN LTD,4751268,Revenue,950.00
City Service,City Service IT Mgmt & Networks  ,22/07/10,VIGLEN LTD,4721066,Revenue,775.68
City Service,City Service IT Mgmt & Networks  ,14/07/10,VIGLEN LTD,4711621,Revenue,11832.00
City Service,City Service IT Mgmt & Networks  ,13/07/10,VIGLEN LTD,4660781,Revenue,9205.00
City Service,City Service IT Mgmt & Networks  ,20/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4746201,Revenue,749.60
City Service,City Service IT Mgmt & Networks  ,20/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4746230,Revenue,511.77
City Service,City Service IT Mgmt & Networks  ,20/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4746282,Revenue,521.87
City Service,City Service IT Mgmt & Networks  ,20/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4746329,Revenue,1222.16
City Service,City Service IT Mgmt & Networks  ,20/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4746423,Revenue,2018.46
City Service,City Service IT Mgmt & Networks  ,20/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4746424,Revenue,2871.28
City Service,City Service IT Mgmt & Networks  ,20/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4746438,Revenue,763.31
City Service,City Service IT Mgmt & Networks  ,20/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4746584,Revenue,510.04
City Service,City Service IT Mgmt & Networks  ,20/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4746587,Revenue,894.15
City Service,City Service IT Mgmt & Networks  ,27/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4754992,Revenue,940.79
City Service,City Service IT Mgmt & Networks  ,27/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4754994,Revenue,617.43
City Service,City Service IT Mgmt & Networks  ,27/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4754998,Revenue,6966.75
City Service,City Service IT Mgmt & Networks  ,27/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4755069,Revenue,2621.96
City Service,City Service IT Mgmt & Networks  ,27/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4755071,Revenue,558.05
City Service,City Service IT Mgmt & Networks  ,27/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4755250,Revenue,637.13
City Service,City Service IT Mgmt & Networks  ,28/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4756573,Revenue,1400.00
City Service,City Service IT Mgmt & Networks  ,14/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4738421,Revenue,672.42
City Service,City Service IT Mgmt & Networks  ,14/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4738491,Revenue,867.40
City Service,City Service IT Mgmt & Networks  ,14/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4738492,Revenue,970.51
City Service,City Service IT Mgmt & Networks  ,14/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4738493,Revenue,531.59
City Service,City Service IT Mgmt & Networks  ,14/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4738525,Revenue,547.92
City Service,City Service IT Mgmt & Networks  ,29/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4758245,Revenue,5670.00
City Service,City Service IT Mgmt & Networks  ,13/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4737012,Revenue,774.67
City Service,City Service IT Mgmt & Networks  ,13/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4737111,Revenue,1348.56
City Service,City Service IT Mgmt & Networks  ,21/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4747101,Revenue,1400.00
City Service,City Service IT Mgmt & Networks  ,21/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4747490,Revenue,1620.00
City Service,City Service IT Mgmt & Networks  ,21/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4747491,Revenue,3760.33
City Service,City Service IT Mgmt & Networks  ,06/07/10,XEROX UK,4718457,Revenue,1039.11
City Service,City Service IT Mgmt & Networks  ,01/07/10,XEROX UK,4713801,Revenue,822.92
City Service,Exchequer Accounts Payable             ,20/07/10,BRITISH GAS BUSINESS,4738972,Revenue,1746.34
City Service,Exchequer Accounts Payable             ,20/07/10,BRITISH GAS BUSINESS,4738974,Revenue,3050.87
City Service,Exchequer Accounts Payable             ,14/07/10,BRITISH GAS BUSINESS,4738977,Revenue,3082.60
City Service,Exchequer Accounts Payable             ,14/07/10,BRITISH GAS BUSINESS,4738979,Revenue,1455.10
City Service,Exchequer Accounts Payable             ,14/07/10,BRITISH GAS BUSINESS,4738970,Revenue,2200.64
City Service,Exchequer Accounts Payable             ,14/07/10,BRITISH GAS BUSINESS,4738973,Revenue,750.21
City Service,Exchequer Accounts Payable             ,14/07/10,BRITISH GAS BUSINESS,4738980,Revenue,510.89
City Service,Exchequer Accounts Payable             ,14/07/10,BRITISH GAS BUSINESS,4738978,Revenue,1827.79
City Service,Exchequer Accounts Payable             ,14/07/10,BRITISH GAS BUSINESS,4738975,Revenue,2541.18
City Service,Exchequer Accounts Payable             ,14/07/10,BRITISH GAS BUSINESS,4738976,Revenue,1276.34
City Service,Exchequer Accounts Payable             ,14/07/10,BRITISH GAS BUSINESS,4738981,Revenue,2092.01
City Service,Exchequer Accounts Payable             ,14/07/10,BRITISH GAS BUSINESS,4738971,Revenue,3369.48
City Service,Exchequer Accounts Payable             ,12/07/10,DTZ DEBENHAM TIE LEING,4736013,Revenue,2984.23
City Service,Exchequer Accounts Payable             ,30/06/10,NEOPOST LTD,4721441,Revenue,1282.00
City Service,Exchequer Accounts Payable             ,19/07/10,Redacted Personal Data,4743970,Revenue,1250.00
City Service,Exchequer Accounts Payable             ,19/07/10,Redacted Personal Data,4743971,Revenue,2750.00
City Service,Exchequer Income                       ,15/07/10,KIDDIVOUCHERS LTD,4740105,Revenue,1138.71
City Service,Exchequer Income                       ,15/07/10,KIDDIVOUCHERS LTD,4740106,Revenue,82.48
City Service,Exchequer Payroll                      ,12/07/10,TEACHERS PENSIONS,4734200,Revenue,2860.65
City Service,Exchequer Payroll                      ,28/07/10,TRIBAL RESOURCING LTD,4754268,Revenue,23293.79
City Service,Exchequer Payroll                      ,07/07/10,TRIBAL RESOURCING LTD,4730344,Revenue,9270.68
City Service,Utilities                              ,08/07/10,AZZURRI COMMUNICATIONS LTD,4716934,Both,18197.18
City Service,Utilities                              ,30/06/10,BRITISH TELECOMMUNICATIONS PLC,4720105,Both,91.44
City Service,Utilities                              ,11/07/10,BRITISH TELECOMMUNICATIONS PLC,4733339,Revenue,25127.11
Environment & Regeneration,Allendale Building                     ,12/07/10,3M UNITED KINGDOM PLC,4735530,Revenue,1305.00
Environment & Regeneration,Allendale Building                     ,25/07/10,AMENITY 1 LTD,4692826,Revenue,1400.00
Environment & Regeneration,Allendale Building                     ,08/07/10,BALMORAL JOINERY,4724184,Revenue,576.00
Environment & Regeneration,Allendale Building                     ,21/07/10,BALMORAL JOINERY,4747933,Revenue,784.00
Environment & Regeneration,Allendale Building                     ,19/07/10,BROXAP LTD,4743886,Revenue,664.52
Environment & Regeneration,Allendale Building                     ,20/07/10,BRUSH TECHNOLOGY LTD,4714754,Revenue,579.74
Environment & Regeneration,Allendale Building                     ,21/07/10,BRUSH TECHNOLOGY LTD,4722350,Revenue,1456.42
Environment & Regeneration,Allendale Building                     ,08/07/10,BURN & HEWITT,4677718,Revenue,820.00
Environment & Regeneration,Allendale Building                     ,04/07/10,BURN & HEWITT,4724283,Revenue,616.00
Environment & Regeneration,Allendale Building                     ,06/07/10,CERAMIC TILE DISTRIBUTORS,4707454,Revenue,655.20
Environment & Regeneration,Allendale Building                     ,06/07/10,CERAMIC TILE DISTRIBUTORS,4708026,Revenue,776.10
Environment & Regeneration,Allendale Building                     ,08/07/10,CHELA LTD,4729871,Revenue,1480.00
Environment & Regeneration,Allendale Building                     ,22/07/10,DLF-PERYFIELDS LTD,4749738,Revenue,2800.00
Environment & Regeneration,Allendale Building                     ,01/07/10,DOUGLAS SUPPLIES,4722570,Revenue,660.00
Environment & Regeneration,Allendale Building                     ,22/07/10,EAST RIDING HORTICULTURAL LTD,4749818,Revenue,2221.21
Environment & Regeneration,Allendale Building                     ,05/07/10,FRED WILLIAMSON & SONS LTD,4724767,Revenue,742.50
Environment & Regeneration,Allendale Building                     ,05/07/10,FRED WILLIAMSON & SONS LTD,4724765,Revenue,584.95
Environment & Regeneration,Allendale Building                     ,05/07/10,FRED WILLIAMSON & SONS LTD,4724768,Revenue,1215.28
Environment & Regeneration,Allendale Building                     ,06/07/10,HC SLINGSBY PLC,4728991,Revenue,580.00
Environment & Regeneration,Allendale Building                     ,08/07/10,HIGHLINE BUILDING PLASTICS,4731018,Revenue,532.60
Environment & Regeneration,Allendale Building                     ,15/07/10,ICI CONTRACT DIRECT,4722770,Revenue,745.30
Environment & Regeneration,Allendale Building                     ,13/07/10,ICI CONTRACT DIRECT,4706308,Revenue,599.00
Environment & Regeneration,Allendale Building                     ,07/07/10,INSTARMAC GROUP PLC,4724168,Revenue,1434.72
Environment & Regeneration,Allendale Building                     ,08/07/10,J T DOVE LTD,4701886,Revenue,1040.00
Environment & Regeneration,Allendale Building                     ,08/07/10,J T DOVE LTD,4702840,Revenue,736.50
Environment & Regeneration,Allendale Building                     ,05/07/10,J T DOVE LTD,4724777,Revenue,1345.84
Environment & Regeneration,Allendale Building                     ,01/07/10,J T DOVE LTD,4722585,Revenue,1005.70
Environment & Regeneration,Allendale Building                     ,11/07/10,J T DOVE LTD,4728737,Revenue,1450.40
Environment & Regeneration,Allendale Building                     ,04/07/10,J T DOVE LTD,4723781,Revenue,1345.84
Environment & Regeneration,Allendale Building                     ,08/07/10,J&G ARCHIBALD LTD,4670224,Revenue,605.80
Environment & Regeneration,Allendale Building                     ,08/07/10,J&G ARCHIBALD LTD,4603734,Revenue,1660.40
Environment & Regeneration,Allendale Building                     ,08/07/10,J&G ARCHIBALD LTD,4573958,Revenue,890.00
Environment & Regeneration,Allendale Building                     ,08/07/10,J&G ARCHIBALD LTD,4671041,Revenue,900.00
Environment & Regeneration,Allendale Building                     ,27/07/10,J&G ARCHIBALD LTD,4737560,Revenue,890.00
Environment & Regeneration,Allendale Building                     ,05/07/10,J&G ARCHIBALD LTD,4725131,Revenue,788.00
Environment & Regeneration,Allendale Building                     ,05/07/10,J&G ARCHIBALD LTD,4725129,Revenue,612.94
Environment & Regeneration,Allendale Building                     ,05/07/10,J&G ARCHIBALD LTD,4725130,Revenue,543.17
Environment & Regeneration,Allendale Building                     ,29/07/10,J&G ARCHIBALD LTD,4755122,Revenue,566.78
Environment & Regeneration,Allendale Building                     ,06/07/10,J&G ARCHIBALD LTD,4728957,Revenue,905.28
Environment & Regeneration,Allendale Building                     ,22/07/10,JEWSONS,4733337,Revenue,1050.30
Environment & Regeneration,Allendale Building                     ,08/07/10,JOHN NIXON LTD,4713906,Revenue,726.00
Environment & Regeneration,Allendale Building                     ,08/07/10,JOHN NIXON LTD,4730994,Revenue,693.00
Environment & Regeneration,Allendale Building                     ,08/07/10,JOHN NIXON LTD,4730988,Revenue,542.25
Environment & Regeneration,Allendale Building                     ,25/07/10,JOHN NIXON LTD,4750326,Revenue,693.00
Environment & Regeneration,Allendale Building                     ,29/07/10,KOMPAN  LTD,4758381,Revenue,558.36
Environment & Regeneration,Allendale Building                     ,30/06/10,LADDERFIX LTD,4713869,Revenue,615.00
Environment & Regeneration,Allendale Building                     ,22/07/10,LEENGATE WELDING SUPPLIES (NE) LTD,4748268,Revenue,718.69
Environment & Regeneration,Allendale Building                     ,21/07/10,LEENGATE WELDING SUPPLIES (NE) LTD,4747950,Revenue,2853.45
Environment & Regeneration,Allendale Building                     ,05/07/10,METALPOINT LTD,4726868,Revenue,633.20
Environment & Regeneration,Allendale Building                     ,08/07/10,MH SOUTHERN & CO LTD,4731145,Revenue,2368.02
Environment & Regeneration,Allendale Building                     ,08/07/10,MH SOUTHERN & CO LTD,4731191,Revenue,3073.29
Environment & Regeneration,Allendale Building                     ,08/07/10,MH SOUTHERN & CO LTD,4731192,Revenue,1020.86
Environment & Regeneration,Allendale Building                     ,08/07/10,MH SOUTHERN & CO LTD,4732067,Revenue,1549.46
Environment & Regeneration,Allendale Building                     ,08/07/10,MH SOUTHERN & CO LTD,4732134,Revenue,576.97
Environment & Regeneration,Allendale Building                     ,20/07/10,MH SOUTHERN & CO LTD,4746147,Revenue,1052.94
Environment & Regeneration,Allendale Building                     ,27/07/10,MH SOUTHERN & CO LTD,4755228,Revenue,794.22
Environment & Regeneration,Allendale Building                     ,27/07/10,MH SOUTHERN & CO LTD,4755232,Revenue,937.46
Environment & Regeneration,Allendale Building                     ,27/07/10,MH SOUTHERN & CO LTD,4755233,Revenue,549.40
Environment & Regeneration,Allendale Building                     ,27/07/10,MH SOUTHERN & CO LTD,4755234,Revenue,760.14
Environment & Regeneration,Allendale Building                     ,27/07/10,MH SOUTHERN & CO LTD,4755532,Revenue,571.05
Environment & Regeneration,Allendale Building                     ,30/06/10,MH SOUTHERN & CO LTD,4720480,Revenue,540.73
Environment & Regeneration,Allendale Building                     ,30/06/10,MH SOUTHERN & CO LTD,4720481,Revenue,544.71
Environment & Regeneration,Allendale Building                     ,30/06/10,MH SOUTHERN & CO LTD,4720482,Revenue,1972.43
Environment & Regeneration,Allendale Building                     ,30/06/10,MH SOUTHERN & CO LTD,4720483,Revenue,1360.89
Environment & Regeneration,Allendale Building                     ,12/07/10,MH SOUTHERN & CO LTD,4735842,Revenue,952.43
Environment & Regeneration,Allendale Building                     ,12/07/10,MH SOUTHERN & CO LTD,4735844,Revenue,694.61
Environment & Regeneration,Allendale Building                     ,06/07/10,MH SOUTHERN & CO LTD,4728949,Revenue,841.90
Environment & Regeneration,Allendale Building                     ,06/07/10,MH SOUTHERN & CO LTD,4728951,Revenue,894.18
Environment & Regeneration,Allendale Building                     ,13/07/10,MH SOUTHERN & CO LTD,4736948,Revenue,575.84
Environment & Regeneration,Allendale Building                     ,13/07/10,MH SOUTHERN & CO LTD,4737056,Revenue,548.46
Environment & Regeneration,Allendale Building                     ,21/07/10,MH SOUTHERN & CO LTD,4748272,Revenue,1384.48
Environment & Regeneration,Allendale Building                     ,21/07/10,MH SOUTHERN & CO LTD,4748273,Revenue,540.54
Environment & Regeneration,Allendale Building                     ,21/07/10,MH SOUTHERN & CO LTD,4748468,Revenue,1021.95
Environment & Regeneration,Allendale Building                     ,22/07/10,MOORES FURNITURE GROUP LTD,4725138,Revenue,642.40
Environment & Regeneration,Allendale Building                     ,08/07/10,MOORES FURNITURE GROUP LTD,4676174,Revenue,1333.20
Environment & Regeneration,Allendale Building                     ,08/07/10,MOORES FURNITURE GROUP LTD,4677571,Revenue,1058.20
Environment & Regeneration,Allendale Building                     ,08/07/10,MOORES FURNITURE GROUP LTD,4709995,Revenue,3649.00
Environment & Regeneration,Allendale Building                     ,13/07/10,MOORES FURNITURE GROUP LTD,4702837,Revenue,1450.40
Environment & Regeneration,Allendale Building                     ,13/07/10,MOORES FURNITURE GROUP LTD,4702838,Revenue,1822.90
Environment & Regeneration,Allendale Building                     ,01/07/10,MOORES FURNITURE GROUP LTD,4702509,Revenue,547.89
Environment & Regeneration,Allendale Building                     ,15/07/10,MOULD GROWTH CONSULTANTS LTD,4736510,Revenue,932.90
Environment & Regeneration,Allendale Building                     ,21/07/10,PENTLAND PLANTS,4746156,Revenue,4569.60
Environment & Regeneration,Allendale Building                     ,13/07/10,PHS WASTE MANAGEMENT,4706299,Revenue,998.00
Environment & Regeneration,Allendale Building                     ,22/07/10,PILKINGTON UK LTD,4739572,Revenue,998.51
Environment & Regeneration,Allendale Building                     ,22/07/10,PILKINGTON UK LTD,4749076,Revenue,932.30
Environment & Regeneration,Allendale Building                     ,08/07/10,PILKINGTON UK LTD,4729855,Revenue,1286.68
Environment & Regeneration,Allendale Building                     ,27/07/10,PPG ARCHITECTURAL COATINGS UK LTD,4625649,Revenue,872.28
Environment & Regeneration,Allendale Building                     ,27/07/10,PPG ARCHITECTURAL COATINGS UK LTD,4656468,Revenue,1098.50
Environment & Regeneration,Allendale Building                     ,27/07/10,PPG ARCHITECTURAL COATINGS UK LTD,4656472,Revenue,516.64
Environment & Regeneration,Allendale Building                     ,27/07/10,PPG ARCHITECTURAL COATINGS UK LTD,4656477,Revenue,801.24
Environment & Regeneration,Allendale Building                     ,07/07/10,PPG ARCHITECTURAL COATINGS UK LTD,4654293,Revenue,647.76
Environment & Regeneration,Allendale Building                     ,13/07/10,PPG ARCHITECTURAL COATINGS UK LTD,4567131,Revenue,953.94
Environment & Regeneration,Allendale Building                     ,01/07/10,RIONED UK LTD,4722337,Revenue,1102.00
Environment & Regeneration,Allendale Building                     ,30/06/10,SIBCAS LTD,4720550,Revenue,624.00
Environment & Regeneration,Allendale Building                     ,12/07/10,SOVEREIGN CHEMICAL INDUSTRIES LTD,4735224,Revenue,560.00
Environment & Regeneration,Allendale Building                     ,22/07/10,STRAIGHT RECYCLING SYSTEMS,4725144,Revenue,9160.00
Environment & Regeneration,Allendale Building                     ,12/07/10,THOMAS OWEN & SONS LTD,4676274,Revenue,740.32
Environment & Regeneration,Allendale Building                     ,12/07/10,THOMAS OWEN & SONS LTD,4681813,Revenue,736.80
Environment & Regeneration,Allendale Building                     ,01/07/10,THOMAS OWEN & SONS LTD,4722634,Revenue,786.00
Environment & Regeneration,Allendale Building                     ,22/07/10,TRAVIS PERKINS TRADING CO LTD,4698498,Revenue,572.88
Environment & Regeneration,Allendale Building                     ,22/07/10,TRAVIS PERKINS TRADING CO LTD,4698499,Revenue,515.20
Environment & Regeneration,Allendale Building                     ,22/07/10,TRAVIS PERKINS TRADING CO LTD,4713863,Revenue,572.88
Environment & Regeneration,Allendale Building                     ,22/07/10,TRAVIS PERKINS TRADING CO LTD,4730044,Revenue,572.88
Environment & Regeneration,Allendale Building                     ,22/07/10,TRAVIS PERKINS TRADING CO LTD,4730058,Revenue,515.20
Environment & Regeneration,Allendale Building                     ,15/07/10,W&M THOMPSON (EARTHWORKS) LTD,4740062,Revenue,1306.18
Environment & Regeneration,Allendale Building                     ,18/07/10,W&M THOMPSON (EARTHWORKS) LTD,4740087,Revenue,2105.55
Environment & Regeneration,Allendale Building                     ,29/07/10,W&M THOMPSON (EARTHWORKS) LTD,4758375,Revenue,1298.61
Environment & Regeneration,Allendale Building                     ,29/07/10,W&M THOMPSON (EARTHWORKS) LTD,4758390,Revenue,973.75
Environment & Regeneration,Allendale Building                     ,01/07/10,W&M THOMPSON (EARTHWORKS) LTD,4722466,Revenue,1999.07
Environment & Regeneration,Allendale Building                     ,01/07/10,W&M THOMPSON (EARTHWORKS) LTD,4722569,Revenue,1573.20
Environment & Regeneration,Allendale Building                     ,04/07/10,W&M THOMPSON (EARTHWORKS) LTD,4722336,Revenue,1517.00
Environment & Regeneration,Allendale Building                     ,15/07/10,WEST PORT TIMBER WINDOWS & DOORS,4698831,Revenue,1791.32
Environment & Regeneration,Allendale Building                     ,08/07/10,WEST PORT TIMBER WINDOWS & DOORS,4698825,Revenue,1322.60
