List,Year,Order,Level,Award,Name,Citation,County
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Judith Elaine MARSDEN ,"Lately Senior Residential Officer Co-ordinator, Leeds Metropolitan University.  For services to Higher Education.",West Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr David Max MARSH ,For voluntary service to Amateur Golf.,Merseyside
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Fiona Margaret MARTIN ,For services to the community in Lincolnshire.,Lincolnshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Joseph MARTINELLI ,"For services to Smithfield Market, City of London.",Kent
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Phyllis May MARTYN ,"For services to St John Ambulance and to the community in Ilfracombe, Devon.",Devon
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Catriona MASON ,For services to Lace Making.,Edinburgh
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Bridget Catherine MATLEY ,"School Crossing Warden, Blackpool, Lancashire.  For services to Education.",Lancashire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Darren John MATTHEWS ,For voluntary service to the Samaritans in South Wales.,Bridgend
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan Mary MATTHEWS ,"Administrative Officer, Pension, Disability and Carers' Service, Department for Work and Pensions.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John MAXWELL ,"First Chairman of Board of Governors, Enniskillen Integrated Primary School.  For voluntary service to Education in Northern Ireland.",Fermanagh
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bede MCCABE ,"Sergeant, Northumbria Police.  For services to the Police.",Tyne and Wear
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Arnold Don MCCLAY ,"President, Londonderry Boys' Brigade.  For services to Young People in Northern Ireland.",Londonderry
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rosalie Anne Frances MCCLUSKEY ,"For services to the community in Drongan, East Ayrshire.",Ayrshire and Arran
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Joyce Margaret MCCORMICK ,"Senior Professional and Technical Officer, Northern Ireland Environment Agency, Northern Ireland Executive.",Belfast
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Adrian MCCRUDDEN ,"Adminstrative Officer, Jobcentre Plus, Department for Work and Pensions.",Worcestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Fiona Margaret MCCULLOCH ,"Grade C1, Ministry of Defence.",Glasgow
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Graeme MCDOWELL ,For services to Golf.,Antrim
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Helen Gwendoline MCFADDEN ,"For services to the community in Dromore, Northern Ireland.",Down
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Eric George MCGLEN ,"For services to the community in Sunderland, the North East and Overseas.",Tyne and Wear
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Mary Elizabeth MCGUINESS ,"Instructor, Clippens School, Linwood, Paisley. For services to Special Needs Education.",Renfrewshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James MCILROY ,For services to Football and to Charity.,Lancashire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Ann MCKAY ,"International Student Adviser, University of Edinburgh.  For services to Higher Education.",Edinburgh
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Sean Michael MCKENNA ,For public service.,Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James MCKILLOP ,For voluntary service to People with Dementia in Scotland.,Glasgow
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Gillian MCKINNON ,"Senior Personal Assistant, HM Treasury.",Kent
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Moira Frances MCKIRDY ,"For services to Science Education in the Community School of Auchterarder, Perth and Kinross.",Perth and Kinross
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr William MCLACHLAN ,"Safety, Health and Environmental Adviser, BAE Systems.  For charitable services.",Glasgow
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr William MCMURRAY ,Salvation Army Envoy.  For services to the community in Stirling.,Stirling and Falkirk
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Kevin MCRANDLE ,For voluntary service to the RAF Association.,Antrim
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Gillian MCVICAR ,"General Manager, Mid-Highland Community Health Partnership.  For services to the NHS in Scotland.",Ross and Cromarty
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Eileen Yvonne MEACOCK ,"Founder, Richmond Academy of Dance.  For services to Dance.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Tracey MENZIES ,For services to Women's Hockey.,Aberdeen
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Maureen Ellen MESSER ,"For services to the community in Lewes, East Sussex.",East Sussex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan Mary MEYER ,"For services to the community in Little Hallingbury, Essex.",Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Angella Patricia MIGHTY ,For voluntary service to  Derby West Indian Community Association.,Derbyshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Dorothy Dearmer MILLS ,"For services to the community in Harpenden, Hertfordshire.",Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alan MITCHELL ,"Community Safety Co-ordinator, Sunderland City Council. For services to Local Government.",Tyne and Wear
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David MITCHELL-BAKER ,For services to the community in Mid-Surrey.,Surrey
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Bernadette MONTGOMERY ,For services to the Cancer Lifeline Charity in Northern Ireland.,Belfast
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Toni MONTINARO ,"For services to Lesbian, Gay, Bisexual and Transgender People in Derbyshire.",Staffordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John MOORE ,For services to Business in Belfast.,Down
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Thomas MORAN ,"Professional Standards Co-ordinator, Police Superintendents’ Association of England and Wales.  For services to the Police.",West Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sylvia MORRIS ,For voluntary services to Minchinhampton Centre for the Elderly in Gloucestershire.,Gloucestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Joy MORSE ,"For services to the community in Chapel Allerton, Somerset.",Somerset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Keith Robert MOSLEY ,"Grade C2, Ministry of Defence.",Berkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret MULLEN ,"School Crossing Warden, Dysart Primary School, Fife.  For services to Education.",Fife
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Rosalind Hilary MUNDAY ,"Occupational Therapist, Royal Hospital for Neuro-disability and St George's Healthcare NHS Trust. For services to Healthcare.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Neil MUNSLOW ,"Housing Services Manager, Newcastle-upon-Tyne City Council.  For services to Local Government.",Tyne and Wear
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Dennis MURPHY ,For services to Royal Mail and to the Voluntary Sector.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Derek MURPHY ,"President, Merlin Project. For services to People with Multiple Sclerosis in Cornwall.",Cornwall
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John MURPHY ,For services to Health and Safety in the Construction Industry.,Derbyshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alan David MURRAY ,For services to Deaf People.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John MURRAY ,"Grade B2, Ministry of Defence.",Bristol
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul MURRAY ,"Head of Community Cohesion, Isle of Sheppey Academy, Kent.  For services to Education.",Kent
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Ruby Yun-Yuet MURRAY-JONES ,"Head, Hounslow Chinese School.  For services to the Chinese community in the London Borough of Hounslow.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John NASH ,"For services to the community in Castleford, West Yorkshire.",West Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Susheila NASTA ,"Founder and Editor, Wasafiri.  For services to Black and Asian Literature.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs (Josephine) Pearl NAYLOR ,For voluntary service to the community in Essex.,Essex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jacqueline NAYSMITH ,For voluntary service to the War Widows' Association.,Bristol
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Deborah Lynn NEAL ,"Archives Officer, Knowledge and Information Management, Cabinet Office.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rita Kathleen NICHOLLS ,"For services to the community in Lutterworth, Leicestershire.",Leicestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Raymond NICHOLS JP,"Chairman of Governors, Almondbury High School, Kirklees.  For voluntary service to Education.",West Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alasdair NICHOLSON ,For services to the Voluntary Sector in the Western Isles.,Western Isles
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janice NIGHTINGALE ,For voluntary service to Safer Cycling in Cambridgeshire.,Cambridgeshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roger Richard NIGHTINGALE ,"For services to the community in Weston-super-Mare, Somerset.",Somerset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Julie Elaine NOAKES ,"For services to the community in Bradfield, Berkshire.",Berkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pauleen NORMAN ,"For services to the community in Aberdour, Fife.",Fife
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pamela Irene NORTON ,For services to the community in the London Borough of Sutton.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Anne Patricia NOVIS ,For services to Disabled People in London.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James Joseph O'CONNOR ,"For services to the community in Warrington, Cheshire.",Cheshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean Elizabeth O'DONNELL ,For services to the community in Herefordshire.,Herefordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Kevin Christopher O'KEEFFE ,"Grade C1, Ministry of Defence.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan O'NEILL ,"Flood Risk Manager, Environment Agency.  For services to Flood Defence in Yorkshire and to North East.",West Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Beatrix ONG ,Shoe Designer.  For services to the Fashion Industry.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Craig OVADIA ,"Director of International Activities, British Geological Survey.  For services to Science.",Nottinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Capt (rtd) Christopher Leslie William PAGE ,"Grade B2, Ministry of Defence.",West Sussex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Philip James PARKER ,"Technical Support Unit Manager, Thames Valley Police.  For services to the Police.",Oxfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stephen PARKER ,For charitable services.,Devon
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Charles David PARTRIDGE ,"For services to the community in Aldridge, West Midlands.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Babubhai PATEL ,"For services to the community in Tipton, West Midlands.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lina PATEL ,For services to Black and Minority Ethnic Carers.,Greater Manchester
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Umeshchandra Babubhai PATEL ,"Community Pharmacist. For services to Healthcare in Sunderland, Tyne and Wear.",Tyne And Wear
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Vimla PATEL ,For services to Asian and Hindu People in Cardiff.,Cardiff
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Ashok PATHAK ,For services to Medicine in the East Riding of Yorkshire and in India.,East Riding of Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Agnes PAUL ,"Lately Officer, Charities Assets and Residence, Nottingham, HM Revenue and Customs.",Nottinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Terry PAULEY ,"Business Improvement and Support Process Manager, Local Taxation, London, HM Revenue and Customs.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Sinclair PEARSON ,"Executive Director of Clinical Governance and Nursing, North Staffordshire Combined Healthcare NHS Trust. For services to Mental Healthcare.",Staffordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Malcolm David PEARSON ,"Chief Officer Special Constabulary, Norfolk.  For services to the Police.",Norfolk
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Arnold Paul PEASE ,"For services to the community in Cheadle Hulme, Greater Manchester.",Greater Manchester
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Richard William PENNY ,"Director, Watershed Media Centre.  For services to the Creative Industries in Bristol.",Bristol
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sarita Day PERKINS ,For services to Chiverton Riding for the Disabled Association and to the community in Cornwall.,Cornwall
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Katie PETTY-SAPHON ,"Director, Medical Schools Council, Dental Schools Council and Association of UK University Hospitals. For services to Medicine.",Cambridgeshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Lorraine PHELAN ,"Staff Side Chair, Imperial College Healthcare NHS Trust.  For services to the NHS.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Karen PHILLIPS ,For services to the Jewish community in Manchester.,Greater Manchester
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Grahame PICKERING ,"Chief Executive, Great North Air Ambulance Service. For services to Emergency Healthcare.",Durham
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Kathleen Rhoda PITT ,"For services to the community in Petersfield, Hampshire.",Hampshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Aslie PITTER ,For voluntary service to Stonewall Football Club.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bernard PLAIN ,For services to Athletics.,Cardiff
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul Arthur PLAYFORD ,"For services to the community in Tivetshall St Mary and Margaret, and Dickleburgh, Norfolk.",Norfolk
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alan Robert PLUCK ,"Lately Chairman, SEEVIC College, Benfleet, Essex.  For voluntary service to Education.",Essex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert Stanley POOTS ,"Principal, Dromara Primary School, Dromore.  For services to Education in Northern Ireland.",Down
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rubina Mary PORTER ,For services to the community in Liverpool and Bangladesh.,Merseyside
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Lisa POWER ,"For services to Sexual Health and to the Lesbian, Gay, Bisexual and Transgender communities.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret PRIME ,"For services to the community in Rivenhall, Essex.",Essex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Annie Morwen PUGH ,"Musical Director and Conductor, Cor Meibion Talgarth.  For services to Music in Powys.",Powys
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jane PUGH ,"Governance Officer, London School of Economics and Political Science.  For services to Higher Education.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Betty RADFORD ,"For services to the community in Wonford, Devon.",Devon
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Katy RADFORD ,For services to Community Relations in Northern Ireland.,Belfast
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Adil RAJPUT ,"Executive Officer, Jobcentre Plus, Department for Work and Pensions.",Durham
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Jacques RANGASAMY ,"Senior Lecturer, University of Salford.  For services to Mutlicultural Arts Education.",Greater Manchester
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Leonard RAWLE ,Organist.  For services to Music.,Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alexis Jane REDMOND ,For services to the community in Merseyside.,Cheshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Raymond Leslie REES ,For services to Coracle Heritage and Inland Water Fishing in Wales.,Carmarthenshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Caroline REESON ,"Lately Managing Director, Brokerage Citylink.  For services to Disadvantaged People in London.",Kent
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John George Sinclair RENDALL ,"For services to the community in Hoy and Walls, Orkney.",Orkney
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Jayne-Marie RICHARDS ,"Detective Constable, Hertfordshire Police.  For services to the Police.",Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Leroy RICHARDS ,"Manager, Bosworth Drive Community Centre. For services to Community Cohesion in the West Midlands.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Maureen RICHARDS ,For voluntary service to Mountain Rescue in Cumbria.,Cumbria
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Gerard Paul RICHARDSON ,"For services to the Tourist Industry and to the community in Whitehaven, Cumbria.",Cumbria
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janet Cecilia RICHARDSON ,For services to Education and to the community in Nottingham.,Nottinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ivor RICKARD ,"Lately Salvation Army Chaplain, HM Young Offenders' Institution Aylesbury.  For charitable services.",Buckinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Leyland Bradshaw RIDINGS ,"Lead Council Member for Children's Services, Kent County Council. For services to Local Government.",Kent
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire, Maisie RINGHAM-WIGGINS ,Trombonist.  For services to Music.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Anthony Charles ROBERTS ,"Leader, Newark and Sherwood District Council.  For services to Local Government in Nottinghamshire.",Nottinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan ROBERTS ,"Chair of the Board, Wolverhampton Homes.  For voluntary service to Social Housing.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Fred Howard ROBINSON ,"Field Service Engineer, BAE Systems.  For services to the Defence Industry.",Somerset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roy Robert ROBINSON ,For public service.,Belfast
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs (Eileen) Betty ROE-BISHOP ,For services to Classical Music and to Composition.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Derek Harry ROSENBERG ,"Lately Head of Physical Education, London Academy, Edgware.  For services to Physical Education in the London Borough of Barnet.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ronald ROSS ,For services to Shinty in Scotland.,Inverness-shire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Marion Kathleen ROWLAND ,"For services to Young People and to the community in Harwich, Essex.",Essex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sheila Margaret ROYLE ,"For services to the Independent Monitoring Board, HM Prison Altcourse, Liverpool.",Lancashire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Martin RUMSEY ,"Parliamentary Select Committee Liaison Officer, Science and Research Group, Department for Business, Innovation and Skills.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia RUSSELL ,"For services to the community in Portsmouth, Hampshire.",Hampshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Agha SADIQ ,For services to Young People.,West Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Helen Mary SAGE ,"Lately Programme Co-ordinator, City of Bristol College.  For services to Further Education.",Bristol
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Raymond SANDY ,"For services to the community in Godalming, Surrey.",Surrey
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Kofi SARPONG-BOACHIE ,"Executive Officer, Jobcentre Plus, Department for Work and Pensions.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Kay SAUNDERS ,General Medical Practitioner.  For services to Healthcare and to Homeless People in Cardiff.,Vale of Glamorgan
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Guy James SCHANSCHIEFF ,"Managing Director, Bambinio Mio.  For services to Business.",Northamptonshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Julius Strathmore SCHOFIELD ,For services to the Fashion and Textile Industries.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sylvia Doreen SERCOMBE ,"For voluntary service to HM Prison Ranby, Nottinghamshire.",Nottinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Chauhdry Mohammed SHAFIQUE ,"For services to Community Cohesion in High Wycombe, Buckinghamshire.",Buckinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ratilal Devchand SHAH ,For services to the Indian community in London.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian David SHANLEY ,"ICT General Manager, Scottish Ambulance Service.  For services to Emergency Healthcare.",Lanarkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Satya Vrat SHARMA ,"General Medical Practitioner, Wolverhampton, West Midlands. For services to Healthcare.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Evelyn Audrey SHARP ,"For services to the community in Cheddington, Leighton Buzzard.",Bedfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Catherine Elizabeth SHAW ,"For services to the community in Chichester, West Sussex.",West Sussex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Frederick Charles SHAW ,"For voluntary service to Boxing and to the community in Alderney, Channel Islands.",Channel Islands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stephen SIMMONS ,For services to Dental Healthcare in North London.,Berkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret SIMPSON ,For services to Social Enterprise and to the community in the Scottish Borders.,"Roxburgh, Ettrick and Lauderdale"
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr William James SIMPSON JP,For services to Horticulture and to the community in Worcestershire.,Worcestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ronald Spence SINCLAIR ,"Managing Director, Baseefa Ltd.  For services to Certification Standards.",Derbyshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Dharambir SINGH DHADYALLA ,Sitar Player and Teacher.  For services to Indian Music.,Leicestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lynda Collette SLACK ,"Higher Executive Officer, Child Support Agency, Child Maintenance and Enforcement Commission, Department for Work and Pensions.",Lancashire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alexander SLATER ,"Senior Superintendent, Royal National Mission to Deep Sea Fishermen.  For services to the Fishing Industry in Northern Ireland.",Down
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Graham SMALLBONE ,"Chairman of Governors, Purcell School, Bushey, Hertfordshire.  For voluntary service to Music Education.",Oxfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Anthony Peter SMITH ,For services to Special Needs Children and Young People in Leicestershire.,Leicestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Roberta Ruth SMITH ,"For services to the community in Southampton, Hampshire.",Hampshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Ronald Andrew SMITH ,"Professor of Exercise and Sport Sciences, York St John University.  For services to Higher Education and to Community Sport.",North Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Thomas David SMITH ,For services to People Addicted to Drugs.,Cumbria
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth SOARS ,For services to the Teaching of English as a Foreign Language.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John SOARS ,For services to the Teaching of English as a Foreign Language.,London
