Spend Approval Type,Department,Organisation Name, Property name ,Basis for expenditure approval,IN £M Total Value Approved,Date of approval
Property,CO,Cabinet Office, Cabinet Office-Rosebery Court ,Non exercise of lease break,3.71,16/04/2014
