Barrow Borough Council,"5, The Mall, Dalton Road, Barrow In Furness, Cumbria, LA14 1HL",3650
Richard Haynes Ltd,"61, Cavendish Street, Barrow In Furness, Cumbria, LA14 1QD",9100
Alius Publications Ltd (In Liquidation),"61, Crellin Street, Barrow In Furness, Cumbria, LA14 1DS",12500
B & M Retail Ltd,"63 - 75, Dalton Road, Barrow In Furness, Cumbria, LA14 1HZ",72500
Launderette (Barrow) Ltd,"63, Cavendish Street, Barrow In Furness, Cumbria, LA14 1QD",6500
Identityco Limited,"64-68, Cavendish Street, Barrow In Furness, Cumbria, LA14 1PZ",19000
Brown Barron & Co,"65, Duke Street, Barrow In Furness, Cumbria, LA14 1RW",11750
J N Murray Ltd,"66-68, Dalton Road, Barrow In Furness, Cumbria, LA14 1JB",15750
Mellen & Co,"66., Duke Street, Barrow In Furness, Cumbria, LA14 1RX",6300
Speed Of Sound Ltd,"66, Hindpool Road, Barrow In Furness, Cumbria, LA14 2ND",3150
Poole Townsend Solicitors,"66, Market Street, Dalton In Furness, Cumbria, LA15 8AA",3050
"Nat.Westminster Bank Plc,","67-69, Market Street, Dalton In Furness, Cumbria, LA15 8AE",10000
Identityco Limited,"67-69, School Street, Barrow In Furness, Cumbria, LA14 1EJ",3350
Brown Barron & Co,"67, Duke Street, Barrow In Furness, Cumbria, LA14 1RW",3300
Corrie & Co Ltd,"68-70., Duke Street, Barrow In Furness, Cumbria, LA14 1RX",14250
Poole Townsend Solicitors,"69-75, Duke Street, Barrow In Furness, Cumbria, LA14 1RR",28250
Dr C J Green & Partners,"69, Risedale Road, Barrow In Furness, Cumbria, LA13 9QY",9600
C & S Davies Ltd,"69, Scott Street, Barrow In Furness, Cumbria, LA14 1QE",4100
Coral Racing Ltd,"6, Bath Street, Barrow In Furness, Cumbria, LA14 1LZ",6400
Mr S Gomersall T/A Sdg Accountants,"6, Cavendish Street, Barrow In Furness, Cumbria, LA14 1SB",2000
Vodafone Ltd,"6, Portland Walk, Barrow-In-Furness, Cumbria, LA14 1DB",34250
Rosegate Ventures Ltd,"70, Cavendish Street, Barrow In Furness, Cumbria, LA14 1PZ",4700
Specsavers Optical Superstores Ltd,"70, Dalton Road, Barrow In Furness, Cumbria, LA14 1JD",13750
"W G Ross & Co Ltd,","70, Market Street, Dalton In Furness, Cumbria, LA15 8AA",3600
Martin Mccoll Limited,"7-11, Ruskin Avenue, Dalton In Furness, Cumbria, LA15 8LU",6600
"Shaw Hadwin Coaches,","71, Buccleuch Street, Barrow In Furness, Cumbria, LA14 1QQ",1625
New Liberty Prop Holdings,"71, Market Street, Dalton In Furness, Cumbria, LA15 8DL",5100
Cp Bigwood Management Llp,"71, Risedale Road, Barrow In Furness, Cumbria, LA13 9QY",3950
Elegance Salon Ltd,"72-74, Scott Street, Barrow In Furness, Cumbria, LA14 1QE",8300
D S Fitness Centre Ltd,"72, Abbey Road, Barrow In Furness, Cumbria, LA14 5UB",9200
Brian O'Loughlin Ltd,"72, Cavendish Street, Barrow In Furness, Cumbria, LA14 1PZ",6300
Market Street House Ltd,"72, Market Street, Dalton In Furness, Cumbria, LA15 8AA",8100
North West Consumables Ltd,"74, Cavendish Street, Barrow In Furness, Cumbria, LA14 1PZ",6700
"Burrow'S Tool Factors,","74, Dalton Road, Barrow In Furness, Cumbria, LA14 1JB",10750
Done Brothers  Ltd,"74, Market Street, Dalton In Furness, Cumbria, LA15 8AA",4950
Lloyds Pharmacy Ltd,"75-77, Market Street, Dalton In Furness, Cumbria, LA15 8DL",11500
Farrell Heyworth Ltd,"76, Cavendish Street, Barrow In Furness, Cumbria, LA14 1PZ",8800
Furness Prop Let. & Mgt Ltd,"76,, Duke Street, Barrow In Furness, Cumbria, LA14 1RX",7200
Furness Dental Lab Ltd,"76, Greengate Street, Barrow In Furness, Cumbria, LA14 1EZ",3250
National Offender Management Services,"77-79,, Duke Street, Barrow In Furness, Cumbria, LA14 1RW",23500
Millers Shoe Repairs Ltd,"78, Cavendish Street, Barrow In Furness, Cumbria, LA14 1PZ",6500
Barrow Rugby League Auxiliary Association,"78, Scott Street, Barrow In Furness, Cumbria, LA14 1QE",4100
Greggs Of Cumbria,"79, Market Street, Dalton In Furness, Cumbria, LA15 8DL",4200
Marsha Lea Bridal Studio Ltd,"7, Cavendish Street, Barrow In Furness, Cumbria, LA14 1SF",4550
Orange Retail Ltd,"7, Portland Walk, Barrow-In-Furness, Cumbria, LA14 1HX",43750
Ho2 Management Limited,"80-82, Market Street, Dalton In Furness, Cumbria, LA15 8DJ",8100
Boots Uk Limited,"8-10, Risedale Road, Barrow In Furness, Cumbria, LA13 9RD",7600
Sharples Estate Agents Ltd T/A Stephensons Estate Agents,"81, Market Street, Dalton In Furness, Cumbria, LA15 8DL",4800
Winfield Holdings Ltd,"82, Dalton Road, Barrow In Furness, Cumbria, LA14 1JH",32250
Reef Evans Ltd,"82, Scott Street, Barrow In Furness, Cumbria, LA14 1QE",4400
Provincial Funding Ltd,"83-85, Duke Street, Barrow In Furness, Cumbria, LA14 1RH",2425
Greengate St News Ltd,"83, Greengate Street, Barrow In Furness, Cumbria, LA14 1EZ",3400
Tangeo Management Ltd,"83, Market Street, Dalton In Furness, Cumbria, LA15 8DL",3100
"Furness Building Society,","84, Market Street, Dalton In Furness, Cumbria, LA15 8DJ",5100
Glasgow Recycling Ltd,"85, Ferry Road, Barrow In Furness, Cumbria, LA14 2QE",2650
P&L Enterprise (Cumbria) Ltd,"86-88, Market Street, Dalton In Furness, Cumbria, LA15 8DJ",6000
"Barclays Bank Plc,","86-90, Dalton Road, Barrow In Furness, Cumbria, LA14 1JH",55500
Creative Support Ltd,"86, Duke Street, Barrow In Furness, Cumbria, LA14  1RD",9900
E-Property Ltd,"87, Duke Street, Askam In Furness, Cumbria, LA16 7AD",2050
A Holden'S Ltd,"87, School Street, Barrow In Furness, Cumbria, LA14 1EJ",5000
The Carphone Warehouse Uk Ltd,"89-91, Dalton Road, Barrow In Furness, Cumbria, LA14 1HZ",26250
Pc! Lettings Ltd,"89, Duke Street, Barrow In Furness, Cumbria, LA14 1RH",3100
R & T Music Ltd,"8, Dalkeith Street, Barrow In Furness, Cumbria, LA14 1SP",4050
Denbrook Ltd,"8,, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",6600
"J E Blackshaw Ltd,","8 The Mall, Dalton Road, Barrow In Furness, Cumbria, LA14 1HL",3050
"Swinton Insurance,","90-92, Scott Street, Barrow In Furness, Cumbria, LA14 1QE",8600
"Barclays Bank Plc,","90, Market Street, Dalton In Furness, Cumbria, LA15 8DJ",6900
Tagi'S Buns Ltd,"90, Roose Road, Barrow In Furness, Cumbria, LA13 9RH",2600
Dignity Funerals Ltd,"9-11, Buccleuch Street, Barrow In Furness, Cumbria, LA14 1SS",3000
Driveline Engineering Services Ltd,"91, Anson Street, Barrow In Furness, Cumbria, LA14 1NW",25500
Srm Lettings,"96, Church Street, Barrow In Furness, Cumbria, LA14 2HJ",2000
Greater Manchester West Mental Health Nhs Foundation Trust,"96,, Duke Street, Barrow In Furness, Cumbria, LA14 1RF",23750
Sports World Int. Ltd,"97-101, Dalton Road, Barrow In Furness, Cumbria, LA14 1HZ",59000
Cumbrian Co-Op Society,"97-101, Oxford Street, Barrow In Furness, Cumbria, LA14 5QJ",16500
D & S Properties & Leisure Ltd,"97, Steel Street, Askam In Furness, Cumbria, LA16 7BS",2325
Coral Racing Ltd,"98-100, Friars Lane, Barrow In Furness, Cumbria, LA13 9NW",0
Omaha Nominees (A) Ltd,"9, Portland Walk, Barrow-In-Furness, Cumbria, LA14 1DB",42000
Barrow Borough Council,"9 The Mall, Dalton Road, Barrow In Furness, Cumbria, LA14 1HL",2700
Abbey House Hotel (Cumbria) Ltd,"Abbey House, Abbey Road, Barrow In Furness, Cumbria, LA13 0PA",131000
"Risedale Retirement Home,","Abbey Meadow, Duchy Court, Barrow-In-Furness, Cumbria, LA13  OBF",15000
Mattoo Investments Ltd,"Abbey Tavern, Furness Abbey, Barrow In Furness, Cumbria, LA13 0PJ",11500
Cumbria County Council,"Abbotsmead Schools, Cambridge Street, Barrow In Furness, Cumbria, LA13 9RP",28750
Nw R.F.C.A,"Acf Centre, Central Drive, Barrow In Furness, Cumbria, LA14 3HY",4300
J C Decaux (Uk) Ltd,"Adj, 38, Rawlinson Street, Barrow In Furness, Cumbria, LA14 2DS",3150
Superior Windows Ltd,"Adj 44, Whitehead Street, Barrow In Furness, Cumbria, LA14 1AH",2300
Primesight Ltd,"Adj 83, Greengate Street, Barrow In Furness, Cumbria, LA13 9BS",450
Jcdecaux Uk Limited,"Adj Central Sawmills &, Opp 154 & 156, Abbey Road, Barrow In Furness, Cumbria, LA14 5AB",4650
Barrow Borough Council,"Adj Kings Arms Hotel, Dalton Road, Barrow In Furness, Cumbria, LA14 1HY",5600
Primesight Ltd,"Adj Kwik Save, Holker Street, Barrow In Furness, Cumbria, LA14 5RA",1000
J C Decaux (Uk) Ltd,"Adj Public Conveniences, Opp Roose Bridge, Roose Road, Barrow In Furness, Cumbria, LA13 OEP",2800
Anixter Industrial,"Adj Unit 2d, Ashburner Way, Barrow-In-Furness, Cumbria, LA14 5UG",4350
Clear Channel Uk Ltd,"Adshel 1902 0057 Corner Of Farm Street,, Michaelson Road, Barrow In Furness, Cumbria, LA14 2RX",480
Clear Channel Uk Ltd,"Adshel 1902 0065 Adj 12,, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",650
Clear Channel Uk Ltd,"Adshel 1902 0084 Adj Tesco Car Park, Hindpool Road, Barrow In Furness, Cumbria, LA14 2NF",650
Clear Channel Uk Ltd,"Adshel 1902 0085 Opposite, 36-42, Park Road, Barrow In Furness, Cumbria, LA14 4RH",300
Clear Channel Uk Ltd,"Adshel 1902 0086 Outside Cemetery Gates, Devonshire Road, Barrow In Furness, Cumbria, LA14 5PD",300
Clear Channel Uk Ltd,"Adshel 1902 0087 Opposite Cemetery Gates, Devonshire Road, Barrow In Furness, Cumbria, LA14 5PD",300
Clear Channel Uk Ltd,"Adshel 1902 0088 Outside, Alfred Barrow School, Duke Street, Barrow In Furness, Cumbria, LA14 2LB",480
Clear Channel Uk Ltd,"Adshel 1902 0089 Opposite, 37, Salthouse Road, Barrow In Furness, Cumbria, LA14 2AG",480
Clear Channel Uk Ltd,"Adshel 1902 0090 Opposite, 21, Salthouse Road, Barrow In Furness, Cumbria, LA14 2AG",480
Clear Channel Uk Ltd,"Adshel 1902 0092 Opp Leisure Centre, Greengate Street, Barrow In Furness, Cumbria, LA13 9DT",300
Clear Channel Uk Ltd,"Adshel 1902 0095 101m West Of, Abbey House Hotel, Abbey Road, Barrow In Furness, Cumbria, LA13 0PA",480
Clear Channel Uk Ltd,"Adshel 1902 0096 65m West Of, Rating Lane, Abbey Road, Barrow In Furness, Cumbria, LA13 9JR",480
Clear Channel Uk Ltd,"Adshel 1902 0097 Corner Of, Hector Street, Hollow Lane, Barrow In Furness, Cumbria, LA13 9NA",300
Clear Channel Uk Ltd,"Adshel 1902 0098 Opposite 264, Abbey Road, Barrow In Furness, Cumbria, LA13 9JY",480
Clear Channel Uk Ltd,"Adshell 1902 0001 Adj The Furness Railway,, Abbey Road, Barrow In Furness, Cumbria, LA14 5SH",650
Clear Channel Uk Ltd,"Adshell 1902 0002, Adj 76, Schneider Road, Barrow In Furness, Cumbria, LA14 5DP",300
Clear Channel Uk Ltd,"Adshell 1902 0003, Adj 60, Ainslie Street, Barrow In Furness, Cumbria, LA14 5BJ",300
Clear Channel Uk Ltd,"Adshell 1902 0004, Adj General Post Off, Abbey Road, Barrow In Furness, Cumbria, LA14 5AB",650
Clear Channel Uk Ltd,"Adshell 1902 0005 Adj, 88, Duke Street, Barrow In Furness, Cumbria, LA14 1RD",650
Clear Channel Uk Ltd,"Adshell 1902 0007, Adj 12, Salthouse Road, Barrow In Furness, Cumbria, LA14 2AG",480
Clear Channel Uk Ltd,"Adshell 1902 0008, Adj 99, Greengate Street, Barrow In Furness, Cumbria, LA14 1BD",300
Clear Channel Uk Ltd,"Adshell 1902 0010, Adj 228, Roose Road, Barrow In Furness, Cumbria, LA13 OEH",480
Clear Channel Uk Ltd,"Adshell 1902 0012, Adj 83, Abbey Road, Barrow In Furness, Cumbria, LA14 5ES",480
Clear Channel Uk Ltd,"Adshell 1902 0013, Adj Lakeland Motor S, Abbey Road, Barrow In Furness, Cumbria, LA14 4HD",480
Clear Channel Uk Ltd,"Adshell 1902 0014, Adj Arlington House, Abbey Road, Barrow In Furness, Cumbria, LA14 5LD",480
Clear Channel Uk Ltd,"Adshell 1902 0015, Adj Ae Trades Club, Abbey Road, Barrow In Furness, Cumbria, LA14 1LG",650
Clear Channel Uk Ltd,"Adshell 1902 0016, Adj Ae Trades Club, Abbey Road, Barrow In Furness, Cumbria, LA14 1LG",650
Clear Channel Uk Ltd,"Adshell 1902 0018, 117, Duke Street, Barrow In Furness, Cumbria, LA14 1XA",650
Clear Channel Uk Ltd,"Adshell 1902 0022, Adj Strawberry Hotel, Abbey Road, Barrow In Furness, Cumbria, LA145LD",480
Clear Channel Uk Ltd,"Adshell 1902 0025, Adj St Brnds Rc Schl, Abbey Road, Barrow In Furness, Cumbria, LA13 9RJ",480
Clear Channel Uk Ltd,"Adshell 1902 0026, Opp 136, Lesh Lane, Barrow In Furness, Cumbria, LA13 9EQ",300
Clear Channel Uk Ltd,"Adshell 1902 0027, Opp Ennerdale Drive, Dalton Lane, Barrow In Furness, Cumbria, LA14 4LE",480
Clear Channel Uk Ltd,"Adshell 1902 0028, Opp 129, Dalton Lane, Barrow In Furness, Cumbria, LA14 4HS",480
Clear Channel Uk Ltd,"Adshell 1902 0031, Adj Vsel Skill Block A, Bridge Road, Barrow In Furness, Cumbria, LA14 2PP",480
Clear Channel Uk Ltd,"Adshell 1902 0032, Adj 226, Ainslie Street, Barrow In Furness, Cumbria, LA14 5BE",300
Clear Channel Uk Ltd,"Adshell 1902 0034, Opp 129, Abbey Road, Barrow In Furness, Cumbria, LA14 5EY",480
Clear Channel Uk Ltd,"Adshell 1902 0036, Opp Roose Brdge Strs, Roose Road, Barrow In Furness, Cumbria, LA13 OEP",480
Clear Channel Uk Ltd,"Adshell 1902 0038, Adj 26, Roose Road, Barrow In Furness, Cumbria, LA13 9RQ",480
Clear Channel Uk Ltd,"Adshell 1902 0039, Opp 93, Oxford Street, Barrow In Furness, Cumbria, LA14 5QJ",300
Clear Channel Uk Ltd,"Adshell 1902 0040, Adj 18, Flass Lane, Barrow In Furness, Cumbria, LA13 0AB",300
Clear Channel Uk Ltd,"Adshell 1902 0046 Opp Dunmail Raise,, Dalton Lane, Barrow In Furness, Cumbria, LA14 4PL",480
Clear Channel Uk Ltd,"Adshell 1902 0047 Outside Bay Horse Adj 20,, Dalton Lane, Barrow In Furness, Cumbria, LA14 4LE",480
Clear Channel Uk Ltd,"Adshell 1902 0048 Adj 26,, Hawcoat Lane, Barrow In Furness, Cumbria, LA14 4HF",480
Clear Channel Uk Ltd,"Adshell 1902 0049 Adj 25,, Hawcoat Lane, Barrow In Furness, Cumbria, LA14 4HF",480
Clear Channel Uk Ltd,"Adshell 1902 0050 Opp Cricket Ground,, Oxford Street, Barrow In Furness, Cumbria, LA14 5PR",300
Clear Channel Uk Ltd,"Adshell 1902 0051 Opp 189,, Oxford Street, Barrow In Furness, Cumbria, LA14 5QF",300
Clear Channel Uk Ltd,"Adshell 1902 0052 Opposite Norwood, Medical Centre, Ainslie Street, Barrow In Furness, Cumbria, LA14 5BJ",300
Clear Channel Uk Ltd,"Adshell 1902 0053 Outside Fisher House, Michaelson Road, Barrow In Furness, Cumbria, LA14 1HR",480
Clear Channel Uk Ltd,"Adshell 1902 0054 Outside Job Centre Craven House, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AF",480
Clear Channel Uk Ltd,"Adshell 1902 0055 Outside Vsel Gate 12, Michaelson Road, Barrow In Furness, Cumbria, LA14 2RH",480
Clear Channel Uk Ltd,"Adshell 1902 0056 Outside Vsel Gate 13,, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AF",480
Clear Channel Uk Ltd,"Adshell 1902 0058 Adj 98,, Roose Road, Barrow In Furness, Cumbria, LA13 9RL",480
Clear Channel Uk Ltd,"Adshell 1902 0059 Adj 105,, Roose Road, Barrow In Furness, Cumbria, LA13 9RJ",480
Clear Channel Uk Ltd,"Adshell 1902 0061 Adj Circus Circus, Cornwallis Street, Barrow In Furness, Cumbria, LA14 2LG",650
Clear Channel Uk Ltd,"Adshell 1902 0062 Adj Furness Building Society, Cornwallis Street, Barrow In Furness, Cumbria, LA14 2LG",970
Clear Channel Uk Ltd,"Adshell 1902 0063 Adj Town Hall, Cornwallis Street, Barrow In Furness, Cumbria, LA14 2LF",650
Clear Channel Uk Ltd,"Adshell 1902 0064 Adj Police Station, Market Street, Barrow In Furness, Cumbria, LA14 2LE",650
Clear Channel Uk Ltd,"Adshell 1902 0075, Opposite 111-113, Greengate Street, Barrow In Furness, Cumbria, LA14 1BD",300
Clear Channel Uk Ltd,"Adshell 1902 0076, Opposite 195, Greengate Street, Barrow In Furness, Cumbria, LA13 9BT",300
Clear Channel Uk Ltd,"Adshell 1902 0077, Outside Leisure Centre, Greengate Street, Barrow In Furness, Cumbria, LA13 9DT",300
Clear Channel Uk Ltd,"Adshell 1902 0078 Coronation, Gardens (Left), Abbey Road, Barrow In Furness, Cumbria, LA14 5QX",650
Clear Channel Uk Ltd,"Adshell 1902 0079 Coronation, Gardens (Right), Abbey Road, Barrow In Furness, Cumbria, LA14 5QX",650
Clear Channel Uk Ltd,"Adshell 1902 0080 Outside, Kwikfit Garage, Abbey Road, Barrow In Furness, Cumbria, LA13 9AE",480
Clear Channel Uk Ltd,"Adshell 1902 0081 Outside Trading Standards, 74, Abbey Road, Barrow In Furness, Cumbria, LA14 5UB",650
Clear Channel Uk Ltd,"Adshell 1902 0082, Opp, 243/245, Abbey Road, Barrow In Furness, Cumbria, LA14 5JY",480
Clear Channel Uk Ltd,"Adshell 1902 0083, Adj 369-371, Abbey Road, Barrow In Furness, Cumbria, LA13 9JS",480
Clear Channel Uk Ltd,"Adshell 1902n 0017, 113, Duke Street, Barrow In Furness, Cumbria, LA14 1XA",650
Jcdecaux Uk Limited,"Advertising Board, Walney Road, Barrow In Furness, Cumbria, LA14 5UG",3150
Jcdecaux Uk Limited,"Advertising Right 904-906 J C Decaux, Tesco Stores Ltd, Hindpool Road, Barrow In Furness, Cumbria, LA14 2NE",9000
Jcdecaux Uk Limited,"Advertising Right, St Georges Square, Barrow In Furness, Cumbria, LA14 2JQ",990
Heineken Uk Limited,"A.E.Trades Club & Inst, (Engineers Club), Abbey Road, Barrow In Furness, Cumbria, LA14 1LG",20250
Tarmac Northern Ltd,"Aggregates Wharf, Anchorline Basin, Ramsden Dock Road, Barrow In Furness, Cumbria, LA14 2TB",9300
"Agrilek Ltd,","Agrilek Ltd,, Duke Street, Barrow In Furness, Cumbria, LA14 5UL",44000
Bae Systems Marine Ltd,"Airfield, Walney Aerodrome, Walney, Barrow-In-Furness, Cumbria, LA14  3TJ",76500
Airwave Smart Mobile,"Airwave (Cum005d) At Bowesfield Farm, Stank, Barrow In Furness, Cumbria, LA13 0LS",3200
Airwave Smart Mobile,"Airwave (Cum0580) Smaithwaite Estate, Abbey Road, Barrow In Furness, Cumbria, LA14 5EX",9000
Airwave Smart Mobile,"Airwave (Cum1390) At Furness House, The Mall, Dalton Road, Barrow In Furness, Cumbria, LA14 1HN",9000
Ms Catherine Mccloud,"Albion Hotel, Dalton Road, Barrow In Furness, Cumbria, LA14 2EX",10700
Aldi Stores Limited,"Aldi, Hindpool Road, Barrow In Furness, Cumbria, LA14 2PD",153000
Aldi Stores Limited,"Aldi Stores Ltd, Risedale Road, Barrow In Furness, Cumbria, LA13 9DA",151000
Cumbria County Council,"Alfred Barrow School, Duke Street, Barrow In Furness, Cumbria, LA14 2LB",94000
"D Stoker (Barrow) Ltd,","All Trading Ltd, Dalkeith Street, Barrow In Furness, Cumbria, LA14 1SP",22500
North West Ambulance Service Nhs Trust,"Ambulance Station, Hindpool Road, Barrow In Furness, Cumbria, LA14 2LU",14750
Cumbria County Council,"Amey Infrastructure, Bouthwood Road, Barrow In Furness, Cumbria, LA14 4RD",39250
"Bay Towage & Salvage Ltd,","Anchorline Basin, Ramsden Dock, Barrow In Furness, Cumbria, LA14 2TB",3100
Tb Group Ltd,"Annex Office, Unit 2 Walney Road Offices, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",850
Vue Entertainment Ltd,"Apollo Cinemas, Hollywood Park, Hindpool Road, Barrow-In-Furness, Cumbria, LA14 1YE",90500
"Associated British Ports,","Archway Under Michaelson Rd Bridge, Strand, Barrow In Furness, Cumbria, LA14 2HF",2175
H. Wicks (Lindal) Limited,"Arc Recycling, Sowerby Woods Business Park, Park Road, Barrow In Furness, Cumbria, LA14  4QR",15000
Argos Limited,"Argos Extra, Walney Road, Barrow In Furness, Cumbria, LA14  5UG",125000
Arqiva Services Ltd,"Arqiva (140282) On Clock Tower, Barrow Town Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",3550
Asda Stores Ltd,"Asda Superstore,, Walney Road, Barrow In Furness, Cumbria, LA14 5UP",1640000
Empire Flooring Services Limited,"Ashwood Transport (Tb Group Yard), Walney Road, Barrow In Furness, Cumbria, LA14 5UT",12750
"Askam Oap Assoc,","Askam Oap Rankin Hall, Duke Street, Askam In Furness, Cumbria, LA16 7AE",1475
Eon Climate Renewables Uk Ltd,"Askam Windcluster Far Old Park Farm, Ireleth Brow, Askam In Furness, Cumbria, LA16 7HB",44000
Cumbria Partnership Nhs Foundation Trust,"Atkinsons Health Ctr, Market Street, Barrow In Furness, Cumbria, LA14 2LU",20750
Cardtronics Europe Ltd,"Atm Site At, 3, Island Road, Barrow In Furness, Cumbria, LA14 2QN",5900
Cardtronics Europe Ltd,"Atm Site At, 51-55, Duke Street, Barrow In Furness, Cumbria, LA14 1RT",3750
Asda Stores Ltd,"Atm Site At Asda Superstore, Walney Road, Barrow In Furness, Cumbria, LA14 5UP",16500
Cardtronics Europe Ltd,"Atm Site At, Barrow Co-Op Society Ltd, Roose Road, Barrow In Furness, Cumbria, LA13 9RJ",8300
Cardtronics Europe Ltd,"Atm Site At, Co-Operative Wholesale Society Ltd, Duke Street, Askam In Furness, Cumbria, LA16 7AA",5900
Cardtronics Europe Ltd,"Atm Site At, Cumbrian Co-Operative Society Ltd, Holyoake Avenue, Barrow In Furness, Cumbria, LA13 9LJ",5900
Cardtronics Europe Ltd,"Atm Site At, Cumbrian Co-Op Society Ltd, Plymouth Street, Barrow In Furness, Cumbria, LA14 3AN",8300
Maplin Electronics Limited,"Au Naturale, Corner House Park, Hindpool Road, Barrow In Furness, Cumbria, LA14 2NE",76500
Regal Vehicle Rentals Ltd,"Avis Rent A Car, Salthouse Road, Barrow In Furness, Cumbria, LA14 2AL",9400
Bae Systems Marine Ltd,"Bae Systems Marine Ltd,, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AF",6000000
All Points North Plc (Post Administration),"Bala Technology Ltd, College House, Howard Street, Barrow In Furness, Cumbria, LA14 1NB",2400
Five (Uk) Ltd,"Bar 5 And The Nines, Dalkeith Street, Barrow In Furness, Cumbria, LA14 1SP",60000
Bardon Concrete,"Bardon Concrete, Bouthwood Road, Barrow In Furness, Cumbria, LA14 4RD",16500
Barrow Afc Ltd,"Barrow Afc Ltd, Holker Street, Barrow In Furness, Cumbria, LA14 5UW",20000
Barrow Amateur Boxing Club,"Barrow Amateur Boxing Club, Brook Street, Barrow In Furness, Cumbria, LA13 9SU",2950
Cumbria County Council,"Barrow Archives, Duke Street, Barrow In Furness, Cumbria, LA14 1LL",14500
Barrow Celtic Fc,"Barrow Celtic Football Club, Newby Terrace, Barrow In Furness, Cumbria, LA14 5PE",1600
Cumbrian Co-Op Society,"Barrow Co-Op Society, , Roose Road, Barrow In Furness, Cumbria, LA13 9RJ",27500
Barrow & Dist Table Tennis Centre,"Barrow & District Table Tennis Centre, West Avenue, Barrow In Furness, Cumbria, LA13  9AY",7400
Cumbria County Council,"Barrow Fire Station, Phoenix Way, Barrow-In-Furness, Cumbria, LA14 2UG",199000
Bram Longstaff Governors,"Barrow Island Over 65 Club, Dundalk Street, Barrow In Furness, Cumbria, LA14 2RZ",1425
Cumbria County Council,"Barrow Island Primary School, Trinity Street, Barrow In Furness, Cumbria, LA14 2SJ",40500
"Bw Labour Club & Inst Ltd,","Barrow Labour Club, 91-97, Cavendish Street, Barrow In Furness, Cumbria, LA14 1DL",10500
Cumbria County Council,"Barrow Library, Ramsden Square, Barrow In Furness, Cumbria, LA14 1LL",86000
Kimberley-Clark Ltd,"Barrow Mill, Park Road, Barrow In Furness, Cumbria, LA14 4QX",1110000
"Barrow R F C Ltd,","Barrow Rugby Football Club, Craven Park, Hindpool Road, Barrow In Furness, Cumbria, LA14 1XP",5500
Barrow Sailing Club,"Barrow Sailing Club, North Road, Barrow In Furness, Cumbria, LA14 2PP",1725
Nw Total Engineered Solutions,"Barrow Travel, Andrews Court, Andrews Way, Barrow In Furness, Cumbria, LA14 2UD",76000
"Barrow Wanderers Fc,","Barrow Wanderers Fc, Lesh Lane, Barrow In Furness, Cumbria, LA13 9DY",4650
Furness Newspapers Limited,"Barrrow News & Mail Ltd, Newspaper House, Abbey Road, Barrow In Furness, Cumbria, LA14 5QS",54000
"Barton Townley(Barrow) Ltd,","Barton Townley (Barrow) Ltd, Furness Business Park, James Freel Close, Barrow In Furness, Cumbria, LA14 2NW",58500
"Brown & Murray Solicitors,","Basement, 131, Duke Street, Barrow In Furness, Cumbria, LA14 1XA",710
Barrow Borough Council,"Bbc, Fell Street, Barrow In Furness, Cumbria, LA14 1DD",14000
"Contract & Environmental Serv,","B B C,, Ireleth Brow, Askam In Furness, Cumbria, LA16 7HB",1900
Barrow Borough Council,"Bbc Land Frm Weatherguard & Fbm, Salthouse Road, Barrow In Furness, Cumbria, LA14 2AL",19750
Environmental Health,"Bbc Opp Furness Abbey, Furness Abbey, Barrow In Furness, Cumbria, LA13 OPJ",1000
Arqiva Services Ltd,"Bbc Site 375 (Roose Allotment Gardens),, Old Rampside Road, Barrow In Furness, Cumbria, LA13 0TA",5800
B & D Motors Ltd,"B & D Motors, 99, Chatsworth Street, Barrow In Furness, Cumbria, LA14 5TP",9800
Infinis Plc,"Bennet Bank Landfill Site, Thwaite Flat, Barrow In Furness, Cumbria, ",32250
Wrg Waste Services Ltd,"Bennett Bank, Adj, Park Farm, Dalton In Furness, Cumbria, LA15 8JZ",88500
Biffa Waste Services Limited,"Biffa Waste Services Ltd, Salthouse Road, Barrow In Furness, Cumbria, LA14 2UP",38000
Cumbria County Council,"B L Gilbert (Barrow) Ltd, St Andrews Crossing, Barrow In Furness, Cumbria, LA14 2SS",3100
"B L Gilbert (Barrow) Ltd,","B L Gilbert (Barrow) Ltd, St Andrews Street, Barrow In Furness, Cumbria, LA14 2SU",5800
Barrow Afc Ltd,"Bluebirds Study Centre At Barrow Afc, Holker Street, Barrow In Furness, Cumbria, LA14 5UW",6000
B & M Retail Ltd,"B & M Retail Ltd, Hollywood Park, Hindpool Road, Barrow-In-Furness, Cumbria, LA14 1YE",121000
British Oxygen Co Ltd,"Boc Cylinder Centre, Walney Road, Barrow In Furness, Cumbria, LA14 5UY",9300
"Booker Plc,","Booker Cash & Carry, Park Road, Barrow In Furness, Cumbria, LA14 4RB",78500
Barrow Borough Council,"Borough Kennels, North Scale, Barrow In Furness, Cumbria, LA14 3RW",2900
King Alfred Bowling Club,"Bowling Green At King Alfred Hotel, Ocean Road, Barrow In Furness, Cumbria, LA14 3DU",810
