OrganisationNameLabel,OrganisationURI,EffectiveDate,Directorate/ServiceWhereExpenditureIncurred,ServiceCategoryLabel,ServiceCategoryURI,Supplier,SupplierRegisteredCompany Number,PaymentDate,TransactionNumber,NetAmount,IrrecoverableVAT,PurposeOfSpend,ProcurementClassification:ProclassLabel,ProcrementClassification:ProClassCode
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Democratic Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Addleshaw Goddard LLP,,16/09/2015,52286,1202.5,0,External legal support for Customer,999999,Unclassifiable
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Transport Planning Policy,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,ARCO LIMITED,133804,16/09/2015,52287,11.89,0,PPE 2015/16,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Transport Planning Policy,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,ARCO LIMITED,133804,16/09/2015,52288,16.85,0,PPE 2015/16,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,16/09/2015,52288,680.21,0,PPE 2015/16,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,16/09/2015,52288,2.42,0,PPE 2015/16,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,J R RICHARDSON LTD,2225792,16/09/2015,52289,219.92,0,Vehicle washing consumables,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,WESTMORLAND COUNTY AGRICULTURAL SOCIETY,3146325,16/09/2015,52290,25.5,0,3 passes for Westmorland County Show for,261500,HR Training & Conferences
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Environment and Housing,Housing,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,ENVIRONMENT & HOUSING GRANTS,,16/09/2015,52291,4224.91,0,"Kendal, LA9 7SJ",999999,Unclassifiable
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,IMPERIAL POLYTHENE PRODUCTS LTD,,16/09/2015,52292,5756.96,0,Black polythene bags as per quote of,190000,Facilities & Management Services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Policy & Partnerships,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Westmorland Youth Orchestra,,16/09/2015,52293,800,0,Arts & Events funding 2015-2017 (Year 1),201700,Financial Services Grants
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,GATES TRAVEL SERVICE,,28/09/2015,52295,23.5,0,WEDNESDAY 23rd SEPTEMBER  2015,261600,HR Travel & Subsistence
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Revenues and Benefits,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,JACOBS,,16/09/2015,52296,75,0,2015-2016 Vat only,152200,Consultancy Technical & Feasibility
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Macdonald & Company Freelance Ltd,3882135,30/09/2015,52297,1251.25,0,TO SUPPLY IAN LUNN TO DEVELOPMENT,999999,Unclassifiable
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,Masterstaff Limited,2777593,16/09/2015,52298,2597.86,0,Agency staff - August 2015,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,Masterstaff Limited,2777593,16/09/2015,52299,2360.26,0,Agency staff - August 2015,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,ROBEX INDUSTRIAL PRODUCTS LTD,1562656,16/09/2015,52300,255.46,0,IR45,102100,Building Paint & Finishing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,C T HAYTON LTD,1212766,16/09/2015,52301,2.65,0,Bolt,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,INNOVATIVE SAFETY SYSTEMS LTD,6875015,16/09/2015,52302,3701.18,0,Install safety systems,192200,Facilities Security
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,INNOVATIVE SAFETY SYSTEMS LTD,6875015,16/09/2015,52303,3701.18,0,Install safety systems,192200,Facilities Security
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,INNOVATIVE SAFETY SYSTEMS LTD,6875015,16/09/2015,52304,3701.18,0,Install safety systems,192200,Facilities Security
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,INNOVATIVE SAFETY SYSTEMS LTD,6875015,16/09/2015,52305,3701.18,0,Install safety systems,192200,Facilities Security
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,INNOVATIVE SAFETY SYSTEMS LTD,6875015,16/09/2015,52306,142,0,Camera,192200,Facilities Security
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Strategy,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Matchtech,2526418,21/09/2015,52307,861.6,0,twelve weeks' work (29hrs,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Strategy,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Matchtech,2526418,21/09/2015,52308,861.6,0,twelve weeks' work (29hrs,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Strategy,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Matchtech,2526418,21/09/2015,52309,847.24,0,twelve weeks' work (29hrs,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA COUNTY COUNCIL,,16/09/2015,52310,50,0,"Rent for playground at Castle Field,",908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Printing Section,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,16/09/2015,52312,395.97,0,10 Weeks @ 37 hours per week ,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,30/09/2015,52313,360.51,0,TO SUPPLY 3 MONTH,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,21/09/2015,52314,512.5,0,Economic Project Officer - ,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,21/09/2015,52315,492,0,Economic Project Officer - ,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,NORTHGATE VEHICLE HIRE LTD,1434157,21/09/2015,52316,19.2,0,Car Hire for Tues 8th,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Southall Associates Limited,5751804,16/09/2015,52317,1000,0,Safety Cloud - Annual License for,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,MIDLAND SOFTWARE LTD,1852206,16/09/2015,52318,464.5,0,The 4 day OA for technical consultancy,271600,ICT Software Customised & Bespoke
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,MIDLAND SOFTWARE LTD,1852206,16/09/2015,52319,929,0,The 4 day OA for technical consultancy,271600,ICT Software Customised & Bespoke
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,IT PROFESSIONAL SERVICES (ITPS),,21/09/2015,52321,7446,0,"RD650 E5_2620v3_2.40GHZ1x8GB 6x2.5""Rack",279999,ICT Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,SOUTH LAKES HOUSING,IP031419,16/09/2015,52322,360,0,"IOSH Managing Safely 2nd, 3rd, 8th and",191700,Facilities Property Management
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,21/09/2015,52323,25.93,0,PPE 2015/16,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,FUCHS LUBRICANTS (UK) PLC,2412689,21/09/2015,52324,2000,0,Oil,381100,Vehicle Mgt Fuel
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,FUCHS LUBRICANTS (UK) PLC,2412689,21/09/2015,52325,449.6,0,Oil,381100,Vehicle Mgt Fuel
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,A & W COMMERCIALS LTD,2630625,21/09/2015,52326,76,0,LOLER test,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,A & W COMMERCIALS LTD,2630625,21/09/2015,52327,450.6,0,Crane LOLER test,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Financial Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,GRANT THORNTON UK LLP,OC307742,21/09/2015,52328,14880.75,0,External Audit Services 15/16,201000,Financial Services Accountancy
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,21/09/2015,52329,5.79,0,PPE 2015/16,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Management,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CHRIS BOWKER LTD,1642561,21/09/2015,52330,30,0,Checking of electrical work under Part P,101100,Building Electrical
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Management,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CHRIS BOWKER LTD,1642561,21/09/2015,52331,45,0,Checking of electrical work under Part P,101100,Building Electrical
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ARCO LIMITED,133804,16/09/2015,52332,47.95,0,Trojan Tradesman Trousers Gry/Blk size36,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ARCO LIMITED,133804,16/09/2015,52333,89.97,0,Trojan Tradesman Trousers Gry/Blk size36,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,GRANGE OVER SANDS CIVIC SOCIETY,,16/09/2015,52334,1499.72,0,Maintain Prom beds and orchard at,201700,Financial Services Grants
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Electoral Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,4Imprint Direct,,16/09/2015,52335,356.6,0,Canvasser bags and logo printing plus,191600,Facilities Printing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Flogas Britain Lrd,993638,16/09/2015,52336,120000,0,Installation of PV Panels @ South,371000,Utilities Electricity
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Flogas Britain Lrd,993638,16/09/2015,52337,-3000,0,Installation of PV Panels @ South,371000,Utilities Electricity
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,16/09/2015,52340,890,0,Monthly rent ,999999,Unclassifiable
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,16/09/2015,52341,520,0,Monthly rent ,250010,Housing Letting Agents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,8672920,16/09/2015,52342,400,0,Monthly rent ,202000,Financial Services Rents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,16/09/2015,52343,1190,0,Monthly rent ,202000,Financial Services Rents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Tobin Consulting Engineers (UK) Ltd,7588787,16/09/2015,52344,12144.51,0,Risk Assessments for,159999,Consultancy Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,ARCO LIMITED,133804,21/09/2015,52346,24.73,0,Item number 27w0600  Grimeeel wipes  2 x,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,BADGER PRESS LTD,,21/09/2015,52347,356,0,Additional printing of Wifi phone cards,191600,Facilities Printing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Printing Section,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ROSEFOX PAPER LIMITED,1655083,21/09/2015,52349,390,0,Pallet of Paper One A4 80 to be held in,341000,Stationery Paper
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,JOHNSTON SWEEPERS LTD,199841,21/09/2015,52350,44.84,0,Switch,181600,Environment Street Cleansing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,G4S SECURE SOLUTIONS (UK) LTD,1046019,21/09/2015,52351,874.84,0,Patrol Services for South Lakeland House,192213,Facilities Security Manned Guarding
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Democratic Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,IMPROVEMENT & DEVELOPMENT AGENCY,3675577,21/09/2015,52352,85,0,Councillor 3 nights pre-nights,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Financial Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,NORTHGATE VEHICLE HIRE LTD,1434157,21/09/2015,52353,15.14,0,Hire of eco car 4 9th September 2015,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,NORTHGATE VEHICLE HIRE LTD,1434157,21/09/2015,52354,45.42,0,Van hire,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Sellick Partnership Group Ltd,4156002,21/09/2015,52355,1600,0,Advertising for solicitor,281300,Legal Services Legal Opinion
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Kendal Town Hall,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,23/09/2015,52356,125.4,0,Weekly collection of the bins at Kendal,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Lake Wardens,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52359,243.02,0,Emptying of Refuse Wheelie Bins held at,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52360,226.2,0,SLH wheelie bin and skip emptying,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Coronation Hall,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52361,88,0,"Emptying of skips from Coronation Hall,",182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Coronation Hall,External Trading Accounts,,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52362,422.16,0,"Emptying of skips from Market Hall,",182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52363,29.72,0,Langstane House 360ltr wheelie bin,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52364,47.48,0,Westmorland Multi-Storey 660ltr wheelie,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52365,138.32,0,Wheelie bins Town hall Queen Street,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Environmental Protection,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52366,98.86,0,SLDC Cemetery waster bin emptying April,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Environmental Protection,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52367,56.68,0,SLDC Cemetery waster bin emptying April,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Environmental Protection,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52368,46.2,0,SLDC Cemetery waster bin emptying April,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Environmental Protection,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52369,59.44,0,SLDC Cemetery waster bin emptying April,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Environmental Protection,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52370,79.64,0,SLDC Cemetery waster bin emptying April,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Environmental Protection,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52371,29.72,0,SLDC Cemetery waster bin emptying April,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Environmental Protection,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52372,25.92,0,SLDC Cemetery waster bin emptying April,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,E H BOOTH & CO LTD,,21/09/2015,52373,550,0,Participation in the Kendal Courtesy,111200,Catering Food & Beverages
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Helen Tate,,21/09/2015,52374,1187.5,0,Economic Impact Assessment for Kendal,111200,Catering Food & Beverages
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,WiFi Spark Ltd,,21/09/2015,52375,402.18,0,Kendal Town Centre Wifi - 12 months,271800,ICT Telecommunications Mobile
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Kendal Town Hall,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,W MCCLURE LTD,685360,21/09/2015,52376,53.4,0,12 boxes of semi-skimmed milk portions,111200,Catering Food & Beverages
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Kendal Town Hall,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,W MCCLURE LTD,685360,21/09/2015,52376,35.6,0,12 boxes of semi-skimmed milk portions,111200,Catering Food & Beverages
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,CAPTAIN FRENCH SURGERY,,21/09/2015,52377,25,0,Medical report ,311600,Healthcare Services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,THE JAMES COCHRANE PRACTICE,,21/09/2015,52378,25,0,Medical Adice,311600,Healthcare Services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Cumbria Cleaning Services,9016061,21/09/2015,52379,615,0,Cleaner at TVF Hostel,101300,Building Floor Coverings
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Cumbria Cleaning Services,9016061,21/09/2015,52380,60,0,Cleaner at TVF Hostel,101300,Building Floor Coverings
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Lake Wardens,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CONISTON CORPORATE EMBROIDERY UK LTD,2421673,21/09/2015,52381,24.36,0,2 x Pairs of Portwest Action Trousers,149999,Clothing Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,BURTON TURF CARE,,21/09/2015,52382,2500,0,Treatment of 5 pitches as discussed,391311,Construction Open Spaces Repair & Mtce
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Lake Wardens,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,21/09/2015,52383,230.56,0,Emptying of Refuse Wheelie Bins held at,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,THE KNACK DESIGN CONSULTANTS LTD,3966727,21/09/2015,52390,12640.78,0,Highgate Yard Signage - 8 Signs; Design,190000,Facilities & Management Services
