"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for International Development","DFID","Corporate Performance","B47","A1 (G6)","59265","69585","Administrator","3.00","Human Resources"
"Department for International Development","DFID","Corporate Performance","B47","A2 (G7)","47459","57441","Administrator","4.00","Human Resources"
"Department for International Development","DFID","Corporate Performance","B47","A2L (SEO)","38894","44817","Administrator","5.50","Human Resources"
"Department for International Development","DFID","Corporate Performance","B47","B1 (HEO)","29118","35225","Administrator","12.20","Human Resources"
"Department for International Development","DFID","Corporate Performance","B47","B2 (EO)","22106","27850","Administrator","24.10","Human Resources"
"Department for International Development","DFID","Corporate Performance","B47","C1 (AO)","19249","22981","Administrator","20.50","Human Resources"
"Department for International Development","DFID","Corporate Performance","B47","C2 (AA)","15866","19839","Administrator","10.50","Human Resources"
"Department for International Development","DFID","Policy & International","A14","A1 (G6)","59265","69585","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","A14","B2 (EO)","22106","27850","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","B81","A1 (G6)","59265","69585","Administrator","5.00","Policy"
"Department for International Development","DFID","Policy & International","B81","A2 (G7)","47459","57441","Administrator","8.00","Policy"
"Department for International Development","DFID","Policy & International","B81","A2L (SEO)","38894","44817","Administrator","4.00","Policy"
"Department for International Development","DFID","Policy & International","B81","B1D (Faststream)","26800","36827","Administrator","4.00","Policy"
"Department for International Development","DFID","Policy & International","B81","B1 (HEO)","29118","35225","Administrator","5.00","Policy"
"Department for International Development","DFID","Policy & International","B81","B2 (EO)","22106","27850","Administrator","2.00","Policy"
"Department for International Development","DFID","Policy & International","B81","C1 (AO)","19249","22981","Administrator","1.00","Policy"
"Department for International Development","DFID","Finance & Corporate Performance","B41","A1 (G6)","59265","69585","Administrator","4.00","Information Technology"
"Department for International Development","DFID","Finance & Corporate Performance","B41","A2 (G7)","47459","57441","Administrator","10.80","Information Technology"
"Department for International Development","DFID","Finance & Corporate Performance","B41","A2L (SEO)","38894","44817","Administrator","21.30","Information Technology"
"Department for International Development","DFID","Finance & Corporate Performance","B41","B1D (Faststream)","26800","36827","Administrator","3.00","Information Technology"
"Department for International Development","DFID","Finance & Corporate Performance","B41","B1 (HEO)","29118","35225","Administrator","28.70","Information Technology"
"Department for International Development","DFID","Finance & Corporate Performance","B41","B2 (EO)","22106","27850","Administrator","29.10","Information Technology"
"Department for International Development","DFID","Finance & Corporate Performance","B41","C1 (AO)","19249","22981","Administrator","1.00","Information Technology"
"Department for International Development","DFID","Policy & International","A20","A1 (G6)","59265","69585","Administrator","4.40","Policy"
"Department for International Development","DFID","Policy & International","A20","A2 (G7)","47459","57441","Administrator","3.40","Policy"
"Department for International Development","DFID","Policy & International","A20","A2L (SEO)","38894","44817","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","A20","B1D (Faststream)","26800","36827","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","A20","B1 (HEO)","29118","35225","Administrator","3.50","Policy"
"Department for International Development","DFID","Policy & International","A20","B2 (EO)","22106","27850","Administrator","4.00","Policy"
"Department for International Development","DFID","Policy & International","A20","C1 (AO)","19249","22981","Administrator","4.00","Policy"
"Department for International Development","DFID","Policy & International","B59","A1 (G6)","59265","69585","Administrator","2.00","Policy"
"Department for International Development","DFID","Policy & International","B59","A2 (G7)","47459","57441","Administrator","8.40","Policy"
"Department for International Development","DFID","Policy & International","B59","B1D (Faststream)","26800","36827","Administrator","2.00","Policy"
"Department for International Development","DFID","Policy & International","B59","B1 (HEO)","29118","35225","Administrator","6.60","Policy"
"Department for International Development","DFID","Policy & International","B59","B2 (EO)","22106","27850","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","B59","C1 (AO)","19249","22981","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","B95","A1 (G6)","59265","69585","Administrator","15.00","Policy"
"Department for International Development","DFID","Policy & International","B95","A2 (G7)","47459","57441","Administrator","8.00","Policy"
"Department for International Development","DFID","Policy & International","B95","A2L (SEO)","38894","44817","Administrator","2.00","Policy"
"Department for International Development","DFID","Policy & International","B95","B1D (Faststream)","26800","36827","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","B95","B1 (HEO)","29118","35225","Administrator","3.00","Policy"
"Department for International Development","DFID","Policy & International","B95","B2 (EO)","22106","27850","Administrator","3.00","Policy"
"Department for International Development","DFID","Policy & International","B95","C1 (AO)","19249","22981","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","A19","A1 (G6)","59265","69585","Administrator","2.00","Policy"
"Department for International Development","DFID","Policy & International","A19","A2 (G7)","47459","57441","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","A19","B2 (EO)","22106","27850","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","B50","A1 (G6)","59265","69585","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","B50","A2 (G7)","47459","57441","Administrator","5.40","Policy"
"Department for International Development","DFID","Policy & International","B50","A2L (SEO)","38894","44817","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","B50","B1D (Faststream)","26800","36827","Administrator","2.00","Policy"
"Department for International Development","DFID","Policy & International","B50","B1 (HEO)","29118","35225","Administrator","3.80","Policy"
"Department for International Development","DFID","Policy & International","B50","C1 (AO)","19249","22981","Administrator","1.00","Policy"
"Department for International Development","DFID","Policy & International","B70","A1 (G6)","59265","69585","Administrator","2.90","Policy"
