"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Head of Museum Specialist Function-Collections","39456","44935","Head of Museum Specialist Function-Collections","3.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Head of Museum Specialist Function-Public Programmes","39456","44935","Head of Museum Specialist Function-Public Programmes","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Head of Finance","39456","44935","Finance Officer","1.00","Finance"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Senior Photographic Officer","39456","44935","Senior Photographic Officer","0.68","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Senior Curatorial Officer","39456","44935","Senior Curatorial Officer","6.33","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","On-Line Content Officer","32387","36879","On-Line Content Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Records Officer","32387","36879","Records Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Marketing PR & Communications Manager","32387","36879","Marketing PR & Communications Manager","2.00","Communications"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Photographic Officer","32387","36879","Photographic Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Documentation Manager","32387","36879","Documentation Manager","0.56","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20376","HR Officer","32387","36879","HR Officer","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Finance Officer","32387","36879","Finance Officer","1.00","Finance"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Stores Officer","32387","36879","Stores Officer","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Public Programmes Manager","32387","36879","Public Programmes Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Curatorial Officer","25945","29530","Curatorial Officer","7.63","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Conservator","31136","35461","Conservator","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20611","Senior Personal Secretary","25945","29530","Senior Personal Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Graphic Designer","25945","29530","Graphic Designer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Learning Outreach Officer","25945","29530","Learning Outreach Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Visitor Services Host","20932","22457","Visitor Services Host","2.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Digital Content Producer","25945","29530","Digital Content Producer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Museum Registrar","31136","35461","Museum Registrar","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","War Graves Adjudicator","25945","29530","War Graves Adjudicator","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Facilities Manager","32387","36879","Facilities Manager","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Facilities Officer","25945","29530","Facilities Officer","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Digital Marketing Executive","20932","22457","Digital Marketing Executive","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20611","Committee Clerk","25945","29530","Committee Clerk","0.60","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","IT Manager","32387","36879","IT Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","IT Support Officer","25945","29530","IT Support Officer","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20474","Senior IT Manager","39456","44935","Senior IT Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20701","Collections Assistant","19559","20932","Collections Assistant","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Web Manager","32387","36879","Web Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20729","Head of Corporate Partnerships","32387","36879","Head of Corporate Partnerships","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20729","Head of Individual Giving","39456","44935","Head of Individual Giving","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20729","Trusts & Foundations Manager","32387","36879","Trusts & Foundations Manager","0.60","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20729","Development Officer","25945","29530","Development Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20709","Retail Buyer & Merchandiser","25945","29530","Retail Buyer & Merchandiser","0.60","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20709","Retail & Visitor Experience Manager","32387","36879","Retail & Visitor Experience Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20709","Senior Retail & Visitor Experience Supervisor","20932","22457","Senior Retail & Visitor Experience Supervisor","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Learning Manager","32387","36879","Learning Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20668","Learning Producer","32387","36879","Learning Producer","1.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20709","Retail & Visitor Experience Supervisor","17800","19098","Retail & Visitor Experience Supervisor","2.00","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20709","Visitor Experience Assistant","17800","19098","Visitor Experience Assistant","10.58","Other"
"Ministry of Defence","Ministry of Defence","National Army Museum","P20709","Visitor Welcome & Retail Sales Assistant","17800","19098","Visitor Welcome & Retail Sales Assistant","5.20","Other"
