ExtractDate,PublisherURI,PublisherLabel,OrganisationURI,OrganisationLabel,CaseReference,CaseURL,CaseDate,ServiceTypeURI,ServiceTypeLabel,ClassificationURI,ClassificationLabel,CaseText,LocationText,DecisionTargetDate,Status,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicensingURL,DecisionDate,Decision,DecisionType,DecisionNoticeDate,AppealRef,AppealDecisionDate,AppealDecision,GeoAreaURI,GeoAreaLabel,GroundArea,UPRN,Agent,PublicConsultationStartDate,PublicConsultationEndDate,ResponsesFor,ResponsesAgainst
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/01837/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15635,26/07/2013,http://id.esd.org.uk/service/487,Full planning applications,,,"1) To infill a scour hole in the river invert adjacent to the upstream apron of the structure The river invert is being put back to it's original designed state; the structure will not be physically affected
2) To re point and replace lost brick work to upstream and downstream training walls, materials to be sympathetic to those currently in position. Maintenance only
3) To rebuild brick pilaster which is now becoming unsafe, materials to be sympathetic to those currently in position. Maintenance only
4)The refurbishment of existing wrought iron railings, material to be sympathetic to those currently in position maintenance only","Winchester City Bridge, Bridge Street, Winchester, Hampshire SO23 9BH",02/10/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,26/09/2013,,,,,,250,,"Hampshire County Council, ETE Dept",,27/11/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/01755/CMAN,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15637,26/07/2013,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Minor alteration of site boundary to accommodate improved drainage and operational changes, including new weighbridge and office/welfare unit","Raymond Brown Minerals & Recycling Ltd, The A303 Recycling Facility, Drayton Road, Barton Stacey, Winchester SO21 3QS",27/09/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,01/10/2013,,,,,,0.3,,Raymond Brown,,11/11/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/10972,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15638,25/07/2013,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Variation of conditions 2, 5 and 6 of planning permission no 12/98401 regarding operating capacity, traffic movements and days of operation;  part proposed and part retrospective permanent extension to the site operational area for use as  green waste processing and composting.","Newbourne Farm, Rockbourne, Fordingbridge SP6 3NT",19/09/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,26/11/2013,,,,,,1.3,,Jerry Davies Planning Consultancy,,25/03/2014,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/01809/CMA,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15646,30/07/2013,http://id.esd.org.uk/service/487,Full planning applications,,,"To continue with the existing permission to process and store graded waste woodchip and pelleted paper and plastic, and to also allow the processing and storage of plastic window frames","New Farm, Froyle Lane, South Warnborough, Hook, RG29 1SH",14/10/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,24/01/2014,,,,,,21531,,T G Porter,,24/09/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/01517/CC3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15649,05/08/2013,http://id.esd.org.uk/service/487,Full planning applications,,,The erection of a new Out Door Learning Canopy at Four Lanes Infant School,"Four Lanes Infant School, Hanmore Road, Chineham, Basingstoke RG24 8PQ",02/10/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,20/09/2013,,,,,,102,,Property Services,,12/09/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/13/0766/CC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15660,22/08/2013,http://id.esd.org.uk/service/487,Full planning applications,,,The creation of 7 additional car parking spaces from the rough uncultivated hedge and undergrowth area to the right of the access road.,"Harrison Cp School, Harrison Road, Fareham, Hampshire PO16 7EQ",24/10/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,16/10/2013,,,,,,160,,Property Services,,07/11/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/13/0763/CC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15665,23/08/2013,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Erection of a canopy for the storage of wood chippings,"SITA UK LTD, Enterprise Park, Military Road, Fareham Hampshire PO16 8TU",23/10/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,04/10/2013,,,,,,225,,SITA UK,,26/09/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/01956/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15666,23/08/2013,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6026,Q43 County other (CPS 50),Installation of a slurry hold and provision of a steel frame and roof on top of an existing silage clamp,"Down Farm, Bull Farm, Lovedon Lane, Kings Worthy, Winchester SO21 1AQ",18/10/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,17/10/2013,,,,,,750,,Property Services,,17/09/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,APP/13/00903,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15669,06/09/2013,http://id.esd.org.uk/service/487,Full planning applications,,,"Installation of single storey modular building with play canopy for a temporary period of time, with associated landscape works, alteration of existing access onto Mill Road, additional car parking, and foot paths","Mill Hill Primary School, Mill Road, Waterlooville, Hampshire PO7 7DB",01/11/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,31/10/2013,,,,,,2.7,,Property Services,,30/04/2014,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/13/73286,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15675,10/09/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Installation of single storey modular building for a temporary period of time with landscaping and minor alterations to car park layout,"Stoke Park County Junior School, Underwood Road, Eastleigh, Hampshire
SO50 6GR",05/11/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,18/10/2013,,,,,,2.18,,Property Services,,11/10/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/13/73285,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15679,11/09/2013,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6023,Q60 Minerals (CPS 1-9 and 13-22),The siting and operation of screening plant,"Knowle Lane, Fair Oak Hampshire",03/01/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,21/02/2014,,,,,,1.5,,WYG,,15/10/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02108/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15680,11/09/2013,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Infill of former storage lagoons with inert waste and creation of hard standing,"Stagetruck, Larkwhistle Farm Works, Larkwhistle Farm Road, Micheldever, Winchester SO21 3BG",12/11/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,16/12/2013,,,,,,0.48,,Pure Town Planning,,17/10/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/00734/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15684,18/09/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Single storey Volumetric Building for a temporary period of time with associated landscaping works,"Wellington Primary School,  Alexandra Road, Aldershot Hampshire GU11 1QJ",15/11/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,14/11/2013,,,,,,2.78,,Property Services,,30/04/2014,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/01913/CC3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15686,19/09/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Erection of a 27m x 5m canopy,"Old Basing Infant School, Milkingpen Lane, Old Basing, Basingstoke RG24 7DL",15/11/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,15/11/2013,,,,,,138,,Property Services,,24/10/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,NMA/2013/0323,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15687,20/09/2013,http://id.esd.org.uk/service/1739,Planning non-material amendments,,,"NMA -site levels lowered by approx 1m, infiltration basin shape & size changed, changes to access to phone mast, amendment to eastern bund and mound adjacent to the entrance","Land off Stoneycroft Rise, Eastleigh",18/10/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,15/10/2013,,,,,,,,Tony Langridge Consulting Ltd,,07/10/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,NMA/2013/0327,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15691,16/09/2013,http://id.esd.org.uk/service/1739,Planning non-material amendments,,,"Non Material Amendment - change to colour of the substations and communications building, Satelite dish installed on the communication building, 2 satellite dishes on invert buildings, reduction in CCTV infrastructure on site","Tavells Lane, Marchwood",16/10/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,01/10/2013,,,,,,,,Lightsource Renewable Energy Ltd,,10/10/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02093/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15698,30/09/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Atrium re roofing works,"Newlands Cp School, Dungells Lane, Yateley, Hampshire GU46 6EY",27/11/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,05/11/2013,,,,,,104,,Property Services,,01/11/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/13/73393,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15700,02/10/2013,http://id.esd.org.uk/service/487,Full planning applications,,,"Facade and roof overcladding to Blocks A and B, roof overcladding only to Block C","Fair Oak Junior School, Botley Road, Fair Oak Eastleigh SO50 7AN",27/11/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,06/11/2013,,,,,,2709,,Kendall Kingscott,,04/11/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,NMA/2013/0338,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15703,03/10/2013,http://id.esd.org.uk/service/1739,Planning non-material amendments,,,Proposed cycle shelter/rack,"Marchwood ERF, Oceanic Way, Marchwood",31/10/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,30/10/2013,,,,,,7,,Veolia ES (UK) Ltd,,24/10/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02125/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15704,08/10/2013,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,,,Variation of condition 3  of planning permission13/01008/HCCRG3 to extend the working hours,"Heatherside County Junior & Infant School, Reading Road South, Fleet, Hampshire GU52 7TH",03/12/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,03/12/2013,,,,,,1330,,Ridge and Partners LLP,,07/11/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/13/0931/CC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15711,11/10/2013,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Use of picking station and cone crusher for primary processing of C&D waste to feed existing onsite washing plant,"Raymond Brown Minerals & Recycling Ltd, Botley Road, Swanwick, Southampton SO31 1BW",10/12/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,18/12/2013,,,,,,32,,Raymond Brown Minerals & Recycling Ltd,,18/11/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02369/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15713,18/10/2013,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Replacement of existing HCC Salt Storage Barn at Hook Depot,"HCC Salt  Barn, Hook Motorway Compound, M3, Junction 5, Hook, Hampshire RG27 9AA",13/12/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,06/12/2013,,,,,,570,,HCC's Engineering Consultancy,,04/12/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/13/73548,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15715,21/10/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Installation of single storey modular building with landscaping and minor modifications to car parking,"Stoke Park County Junior School, Underwood Road, Eastleigh, Hampshire, SO50 6GR",16/12/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,06/12/2013,,,,,,2.19,,Property Services,,01/05/2014,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/00860/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15716,21/10/2013,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Variation of Condition 8 (hours of operation) of Planning Permission 10/00860/HCC,"Taurus Waste Recycling Ltd, Taurus House, Lynchford Lane, Farnborough, Hampshire, GU14 6JB",01/01/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,11/02/2014,,,,,,5081,,Patrick Johnston Associates Ltd,,09/12/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,APP/13/01067,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15718,22/10/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Reclad of the exterior building envelope and re-roof of the existing DT block at Hayling College.,"The Hayling College, Church Road, Hayling Island, Hampshire PO11 0NU",18/12/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,29/11/2013,,,,,,345,,HCC - Property Services,,25/11/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02558/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15722,30/10/2013,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Retrospective and proposed variations to vary site layout of existing planning permission no’s 07/01815/HCC and 10/02625/HCC and associated conditions. Application to include minor associated development to improve safety or operational efficiency,"R&W Wet Waste Transfer Station, Poles Lane, Otterbourne, Winchester Hampshire SO21 2DY",27/12/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,24/02/2014,,,,,,4800,,Chantacre Ltd,,06/12/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02411/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15725,01/11/2013,http://id.esd.org.uk/service/487,Full planning applications,,,"Two form of entry expansion to Calthorpe Park School including provision of a floodlit synthetic turf pitch (STP), an unlit synthetic turf multi sports games pitch, informal social play area, additional car parking and associated landscaping works","Calthorpe Park School, Hitches Lane, Fleet, Hampshire GU51 5JA",30/12/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,10/01/2014,,,,,,15705,,Property Services,,20/11/2014,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02364/CMA,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15726,04/11/2013,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Retrospective Planning Application to erect a single-storey, side extension and to regularise the use of a parcel of land for the storage and transfer of waste, including the siting of a close boarded fence","Pet Cremation Services, Yew Tree Farm, Hatt Common, East Woodhay, Newbury RG20 0NG",30/12/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,20/01/2014,,,,,,373.2,,Heaton Planning Ltd,,12/12/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/11441,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15732,05/11/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Classroom block re roofing project,"Poulner Junior School, North Poulner Road, Ringwood Hampshire BH24 3LA",07/01/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,06/01/2014,,,,,,316,,Property Services,,16/12/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,APP/13/01153,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15739,13/11/2013,http://id.esd.org.uk/service/487,Full planning applications,,,"Change of use to civil engineering depot with office, materials recycling facility and extension of site into adjacent paddock for use for plant operator training","G Howard Waste Reclaimation Ltd, Howards Yard, Mill Rythe Lane, Hayling Island, Hampshire PO11 0QG",08/01/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,17/12/2013,,,,,,0.95,,I J Murray Associates,,16/12/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,APP/13/01156,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15741,14/11/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Technology Block re roofing project,"Crookhorn College of Technology, Stakes Hill Road, Waterlooville Hampshire PO7 5UD",09/01/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,24/12/2013,,,,,,708,,Property Services,,16/12/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,NMA/2013/0379,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15742,13/11/2013,http://id.esd.org.uk/service/1739,Planning non-material amendments,,,"NMA- Proposed hard court on south west boundary rotates 90 degrees to retain existing location of adventure pay area, provision of site spoil to be retained on site, and reduction to size of mini bus car park","St Peters Catholic Primary School, Olivers Battery Road North, Winchester SO22 4BJ",11/12/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,19/12/2013,,,,,,20213,,"Property, Business and Regulatory Services",,,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02555/CMA,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15744,19/11/2013,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6023,Q60 Minerals (CPS 1-9 and 13-22),"Variation of conditions 1, 2, 7 and 23 of planning permission BDB/77347 to extend the end date for completion of the eastern extension development by 12 months (30 November 2014)","Welshman's Road, Mortimer West End, RG7 4QD",12/03/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,18/02/2014,,,,,,469914,,Hanson UK,,30/12/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02674/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15747,08/11/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Waste water recycling/disposal to sewerage plant,"Former Piggeries Site, (North of Knowle Farm) Mayles Lane, Knowle, Wickham",15/01/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,28/02/2014,,,,,,2988,,Mr Richard Stubbs,,15/01/2014,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,NMA/2013/0386,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15748,21/11/2013,http://id.esd.org.uk/service/1739,Planning non-material amendments,,,"Non Material Amendment, permanent facility for the processing and recycling of incinerator bottom ash to produce aggregates (IBAA) and the recovery of metals (amendment to 13/01643/CMAN)","Raymond Brown Minerals & Recycling Ltd, A303 Recycling Facility, Drayton road, Barton Stacey, Winchester SO21 3QS",19/12/2013,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,28/11/2013,,,,,,100068,,Stephen Bowley Planning Consultancy,,,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,APP/13/01217,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15751,21/11/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a synthetic turf pitch with floodlighting and associated landscape works.,"Park Community School, Middle Park Way, Havant, Hampshire PO9 4BU",23/01/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,25/02/2014,,,,,,0.76,,Property Services,,30/04/2014,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02737/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15755,25/11/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Classroom extension on northwest corner of existing school,"Shepherds Down School, Shepherds Way, Compton Winchester SO21 2AJ",20/01/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,16/01/2014,,,,,,115,,Property Services,,31/07/2014,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/13/1101/CC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15766,02/12/2013,http://id.esd.org.uk/service/487,Full planning applications,,,"Proposed development is the removal of Scola aluminum, asbestos and timber cladding including windows. Replacing with New thermally broken aluminium windows, insulated G brick cladding, through colour insulated render cladding.","St. Columba C of E Primary Academy, Tewkesbury Avenue, Fareham  Hampshire PO15 6LL",30/01/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,30/01/2014,,,,,,15.6,,Property Services,,06/01/2014,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,13/02695/CC3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=15778,06/12/2013,http://id.esd.org.uk/service/487,Full planning applications,,,Re-cladding to existing external facades of the main building together with the replacement of windows and doors and installation of new kitchen extract fan,"Chiltern Primary School, Chiltern Way, Basingstoke, Hampshire RG22 5BB",03/02/2014,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,24/01/2014,,,,,,19964,,HamsonJPA Ltd,,09/01/2014,,
