post_date,Category,Spend,Number of Transactions
24/11/2014,Travel/Airlines, £779.76 ,1
24/11/2014,Travel/Airlines," £1,322.96 ",1
24/11/2014,Professional Services - Membership, £673.50 ,1
24/11/2014,Furniture/Equip Stores, £959.59 ,1
24/11/2014,Hotels, £599.05 ,1
24/11/2014,Hotels, £508.10 ,1
24/11/2014,Hotels, £949.43 ,1
24/11/2014,Hotels," £1,364.84 ",1
24/11/2014,Hotels," £1,600.43 ",1
24/11/2014,Hotels, £951.66 ,1
24/11/2014,Hotels," £1,154.60 ",1
24/11/2014,Hotels, £989.88 ,1
24/11/2014,Hotels, £857.06 ,1
24/11/2014,Hotels, £838.36 ,1
24/11/2014,Hotels, £751.00 ,1
24/11/2014,Hotels," £1,718.99 ",1
24/11/2014,Travel/Airlines," £2,331.16 ",1
24/11/2014,Hotels," £1,056.01 ",1
24/11/2014,Hotels, £738.57 ,1
24/11/2014,Hotels, £503.65 ,1
24/11/2014,Computer Program/Sys Design, £961.72 ,1
25/11/2014,Hotels," £1,077.95 ",1
25/11/2014,Hotels," £1,134.38 ",1
25/11/2014,Hotels, £690.00 ,1
25/11/2014,Hotels, £513.64 ,1
25/11/2014,Travel/Airlines," £2,288.50 ",1
25/11/2014,Travel/Airlines," £2,288.50 ",1
25/11/2014,Hotels," £1,816.69 ",1
25/11/2014,Computers/Peripherals/Software," £3,359.95 ",1
25/11/2014,Travel/Airlines," £1,111.35 ",1
25/11/2014,Quick Copy/Repro Services, £505.00 ,1
25/11/2014,Computer Program/Sys Design," £1,159.95 ",1
25/11/2014,Training," £1,014.00 ",1
25/11/2014,Training," £1,014.00 ",1
25/11/2014,Lumber/Build. Supply Stores," £1,431.75 ",1
25/11/2014,Computers/Peripherals/Software, £830.40 ,1
25/11/2014,Electrical Parts/Equipment, £585.60 ,1
25/11/2014,Travel/Airlines, £878.56 ,1
26/11/2014,Travel/Airlines," £1,870.00 ",1
26/11/2014,Travel/Airlines," £1,937.44 ",1
26/11/2014,Travel/Airlines," £1,647.94 ",1
26/11/2014,Travel/Airlines, £581.24 ,1
26/11/2014,Travel/Airlines," £2,837.06 ",1
26/11/2014,Travel/Airlines, £(874.06),1
26/11/2014,Hotels," £1,845.98 ",1
26/11/2014,Hotels," £2,653.95 ",1
26/11/2014,Electrical Contractors," £1,318.00 ",1
26/11/2014,Electrical Parts/Equipment," £1,500.00 ",1
26/11/2014,Computers/Peripherals/Software, £588.93 ,1
26/11/2014,Travel/Airlines," £1,474.25 ",1
26/11/2014,Car Hire, £594.86 ,1
26/11/2014,Hotels," £1,144.42 ",1
26/11/2014,Travel/Airlines, £526.06 ,1
26/11/2014,Travel/Airlines, £620.18 ,1
26/11/2014,Hotels, £967.97 ,1
26/11/2014,Hotels," £2,026.69 ",1
26/11/2014,Travel/Airlines," £1,002.82 ",1
27/11/2014,Travel/Airlines, £949.53 ,1
27/11/2014,Travel/Airlines," £1,380.13 ",1
27/11/2014,Computer Program/Sys Design, £681.70 ,1
27/11/2014,Hotels, £918.78 ,1
27/11/2014,Hotels," £3,536.83 ",1
27/11/2014,Hotels," £2,254.97 ",1
27/11/2014,Stationery Stores, £648.63 ,1
27/11/2014,Travel/Airlines, £(791.70),1
27/11/2014,Travel/Airlines, £(791.70),1
27/11/2014,Hotels," £2,438.11 ",1
27/11/2014,Hotels," £3,383.59 ",1
27/11/2014,Travel/Airlines, £593.40 ,1
27/11/2014,Furniture/Equip Stores," £1,218.24 ",1
27/11/2014,Commercial Equipment, £780.24 ,1
27/11/2014,Hotels," £2,612.62 ",1
27/11/2014,Stationery/Office Supplies," £1,030.00 ",1
27/11/2014,Hotels," £3,167.59 ",1
27/11/2014,Training," £1,026.00 ",1
27/11/2014,Computers/Peripherals/Software, £732.00 ,1
27/11/2014,Travel/Airlines," £1,641.86 ",1
27/11/2014,Travel/Airlines," £5,238.30 ",1
27/11/2014,Travel/Airlines," £1,126.50 ",1
27/11/2014,Travel/Airlines," £1,126.50 ",1
27/11/2014,Travel/Airlines," £(2,669.96)",1
27/11/2014,Travel/Airlines," £(1,101.10)",1
27/11/2014,Travel/Airlines," £(1,101.10)",1
27/11/2014,Computer Software Stores, £599.00 ,1
27/11/2014,Travel/Airlines, £812.38 ,1
27/11/2014,Travel/Airlines," £1,328.06 ",1
27/11/2014,Travel/Airlines," £1,105.88 ",1
27/11/2014,Travel/Airlines," £1,540.40 ",1
28/11/2014,Travel/Airlines," £1,937.44 ",1
28/11/2014,Travel/Airlines," £2,278.47 ",1
28/11/2014,Travel/Airlines," £3,891.56 ",1
28/11/2014,Hotels," £1,017.36 ",1
28/11/2014,Hotels, £722.40 ,1
28/11/2014,Travel/Airlines, £898.56 ,1
28/11/2014,Travel/Airlines," £3,107.60 ",1
28/11/2014,Travel/Airlines, £557.58 ,1
28/11/2014,Travel/Airlines," £1,680.00 ",1
28/11/2014,Travel/Airlines, £603.80 ,1
28/11/2014,Travel/Airlines," £1,549.80 ",1
28/11/2014,Travel/Airlines," £1,566.90 ",1
28/11/2014,Travel/Airlines," £5,401.76 ",1
28/11/2014,Travel/Airlines," £(1,518.80)",1
28/11/2014,Travel/Airlines," £(5,238.30)",1
28/11/2014,Hotels," £4,059.81 ",1
28/11/2014,Training, £985.00 ,1
28/11/2014,Travel/Airlines," £1,320.08 ",1
28/11/2014,Electrical Parts/Equipment," £3,078.00 ",1
28/11/2014,Industrial Supplies, £831.60 ,1
28/11/2014,Computers/Peripherals/Software, £729.60 ,1
28/11/2014,Diy & Household Stores," £1,265.91 ",1
28/11/2014,Hotels," £2,872.09 ",1
28/11/2014,Hotels," £1,596.00 ",1
28/11/2014,Hotels, £580.90 ,1
28/11/2014,Hotels, £721.21 ,1
28/11/2014,Hotels," £3,660.11 ",1
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
