"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Delivery","5","Grade 06","54621","69311","Director of Delivery","5.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Delivery","5","Grade 07","41868","57241","Assistant Director of Delivery","18.50","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Delivery","5","Grade 08","32484","43637","Individual Conciliator/Senior Advisor","79.20","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Delivery","5","Grade 09","25176","35495","Conciliator/Trainner/Helpline Manager","305.40","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Delivery","5","Grade 10","19985","28086","Helpline Advisor","215.90","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Delivery","5","Grade 11","15930","22563","Administrator","61.40","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Strategy","9","Grade 07","41868","57241","Head of Communications/Information","7.10","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Strategy","9","Grade 08","32484","43637","Senior Policy Adviser","14.90","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Strategy","9","Grade 09","25176","35495","Policy Adviser","8.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Strategy","9","Grade 10","19985","28086","Policy Support Officer","5.80","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Strategy","9","Grade 11","15930","22563","Administrator","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","ICT, Finance, HR & Estates","1","Grade 06","54621","69311","Director HR/Finance/ICT","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","ICT, Finance, HR & Estates","1","Grade 07","41868","57241","Assistnat Director HR/Finance/ICT","5.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","ICT, Finance, HR & Estates","1","Grade 08","32484","43637","Senior HR/Finance/ICT/Estates Manager","14.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","ICT, Finance, HR & Estates","1","Grade 09","25176","35495","HR/Finance/ICT/Estates Manager","16.30","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","ICT, Finance, HR & Estates","1","Grade 10","19985","28086","HR/Finance/ICT/Estates Advisor","24.10","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","ICT, Finance, HR & Estates","1","Grade 11","15930","22563","Administrator","7.40","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","ICT, Finance, HR & Estates","1","Grade 12","15223","19263","Admin Assistant","0.60","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Central Arbitration Committee","20","Grade 07","41868","57241","Assistant Director of Delivery","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Central Arbitration Committee","20","Grade 08","32484","43637","Operational Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Central Arbitration Committee","20","Grade 09","25176","35495","Case Manager","5.80","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Central Arbitration Committee","20","Grade 10","19985","28086","Assistant Case Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Central Arbitration Committee","20","Grade 11","15930","22563","Administrator","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Certification Office","1028","Grade 07","41868","57241","Assistant Certification Officer","1.10","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Certification Office","1028","Grade 08","32484","43637","Operational Manager","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Certification Office","1028","Grade 09","25176","35495","Operations Support Officer","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Certification Office","1028","Grade 10","19985","28086","Liason Officer","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Advisory, Conciliation and Arbitration Service","Certification Office","1028","Grade 11","15930","22563","Administrator","1.00","Operational Delivery"
