Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Cabinet Office,Ministerial Department,Cabinet Office,145,140.68,363,352.49,520,509.34,753,738.36,237,230.8,128,126.54,"2,146","2,098",2,2,149,149,21,20,12,8,184,179,"2,330","2,277","£7,517,549.00","£424,865.86","£29,550.00","£90,930.06","£1,733,234.90","£748,253.65","£10,544,383.47","£3,316,390.54","£1,274,240.14","£4,590,630.68","£15,135,014.15",
Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,3,3,4,3.8,5,5,1,1,0,0,15,14,0,0,0,0,0,0,0,0,0,0,15,14,"£43,094.35",£568.45,£0.00,£0.00,"£9,402.81","£3,684.50","£56,750.11",£0.00,£0.00,£0.00,"£56,750.11",
Crown Commercial Services,Executive Agency,Cabinet Office,36,33.83,119,116.03,319,310.39,179,176.74,60,59.63,0,0,713,697,3,3,38,38,0,0,0,0,41,41,754,738,"£2,535,631.22","£3,863.03","£3,595.85",£286.35,"£522,156.68","£240,503.33","£3,306,036.46","£303,940.46","£176,336.00","£480,276.46","£3,786,312.92",
Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,106,100,477,439,250,235,67,65,15,15,0,0,915,854,38,38,0,0,6,2,0,0,44,40,959,894,"£1,993,039.49","£33,981.97",£0.00,"£5,048.79","£403,305.30","£145,181.39","£2,580,556.94","£128,074.76",£0.00,"£128,074.76","£2,708,631.70",
