Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Cabinet Office,Ministerial Department,Cabinet Office,151,146.18,365,353.79,521,511.06,749,734.47,236,229.22,137,135.17,"2,159","2,110",4,4,184,184,29,27.6,11,6.6,228,222.2,"2,387","2,332","£7,429,019.68","£409,273.69","£18,988.00","£94,329.59","£1,699,267.27","£736,190.95","£10,387,069.18","£2,602,022.00","£529,375.00","£3,131,397.00","£13,518,466.18",
Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,7,7.00,3,2.80,5,5.00,1,1.00,0,0.00,18,17,0,0,0,0,0,0,0,0,0,0,18,17,"£49,030.35",£295.00,£0.00,£130.16,"£10,583.67","£4,123.20","£64,162.38",£0.00,£0.00,£0.00,"£64,162.38",
Crown Commercial Services,Executive Agency,Cabinet Office,43,41.74,128,125.29,321,315.13,176,174.18,57,56.73,0,0.00,725,713,2,2,46,45.25,0,0,0,0,48,47.25,773,760,"£2,527,473.31","£5,250.16",£0.00,£0.00,"£525,772.84","£226,350.32","£3,284,846.63","£208,437.48",£0.00,"£208,437.48","£3,493,284.11",
Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,99,94.00,476,440.00,246,231.00,66,64.00,15,15.00,0,0.00,902,844,51,51,0,0,3,1.5,0,0,54,52.5,956,897,"£1,950,701.34","£30,822.43",£0.00,"£2,483.56","£396,724.50","£147,545.50","£2,528,277.33","£110,032.80",£0.00,"£110,032.80","£2,638,310.13",
