"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","10","57332","66083","Director","3","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","9","50290","57966","GRADE 7","1","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","9","50290","57966","GRADE 7","1","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","8","43960","50670","Senior Manager","3","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","8","43960","50670","Senior Manager","9","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","8","43960","50670","Senior Manager","3","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","8","43960","50670","Senior Manager","6","Human Resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","7","34346","39100","Senior Executive Officer","5","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","7","34346","39100","Senior Executive Officer","58","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","7","34346","39100","Senior Executive Officer","16","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","7","34346","39100","Senior Executive Officer","15","Human Resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","6","27580","31070","Higher Executive Officer","30","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","6","27580","31070","Higher Executive Officer","132","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","6","27580","31070","Higher Executive Officer","22","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","6","27580","31070","Higher Executive Officer","17","Human Resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","5","23810","26621","Higher Executive Officer","23","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","5","23810","26621","Higher Executive Officer","6","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","5","23810","26621","Higher Executive Officer","9","Human Resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","4","22066","24928","Executive Officer","7","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","4","22066","24928","Executive Officer","691","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","4","22066","24928","Executive Officer","29","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","4","22066","24928","Executive Officer","58","Human Resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","3","17662","20203","Administrator","1","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","3","17662","20203","Administrator","833","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","3","17662","20203","Administrator","13","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","3","17662","20203","Administrator","24","Human Resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","2","14619","16269","Administrator","125","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","2","14619","16269","Administrator","1","Knowledge and Information Management (KIM)"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","2","14619","16269","Administrator","3","Human Resources"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","1","14217","14757","Admin Assistant","29","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","Chief Executive","8","1","14217","14757","Admin Assistant","1","Human Resources"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Finance","160","1","14217","14757","Finance Support Officer","3","Finance"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Finance","160","2","14619","16269","Finance Support Officer","1","Finance"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Finance","160","3","17662","20203","Finance Support Officer","14","Finance"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Finance","160","4","22066","24928","Finance Officer","17","Finance"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Finance","160","6","27580","31070","Finance Officer","11","Finance"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Finance","160","7","34346","39100","Senior Finance Officer","12","Finance"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Finance","160","8","43960","50670","Senior Finance Officer","4","Finance"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Strategy & Customer","161","3","17662","20203","Administrator","2","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Strategy & Customer","161","4","22066","24928","Executive Officer","14","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Strategy & Customer","161","5","23810","26621","Higher Executive Officer","1","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Strategy & Customer","161","6","27580","31070","Senior Executive Officer","34","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Strategy & Customer","161","7","34346","39100","GRADE 7","13","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Strategy & Customer","161","8","43960","50670","Grade 6","4","Operational Delivery"
"Department for Transport","Vehicle and Operator Services Agency","VOSA Strategy & Customer","161","9","50290","57966","Director","1","Operational Delivery"
