"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Education","Department For Education","Permanent Secretary’s Office","DFE-1001","SEO","33200","49008","Senior Executive Officer - Legal Advisors.","6.00","Law"
"Department for Education","Department For Education","Permanent Secretary’s Office","DFE-1001","HEO","26800","40828","Higher Executive Officer - Legal Advisors.","2.00","Law"
"Department for Education","Department For Education","Permanent Secretary’s Office","DFE-1001","EO","21916","32232","Executive Officer - Legal Advisors.","3.00","Law"
"Department for Education","Department For Education","Permanent Secretary’s Office","DFE-1001","GRADE 6","55431","69187","Manager - Legal Advisors.","1.00","Law"
"Department for Education","Department For Education","Permanent Secretary’s Office","DFE-1001","GRADE 7","45300","57223","Manager - Legal Advisors.","2.00","Law"
"Department for Education","Department For Education","Systems and Accountability","DFE-1003","EO","21916","32232","Executive Officer - policy","1.00","policy"
"Department for Education","Department For Education","Assessment, Curriculum and General Qualifications","DFE-1005","EO","21916","32232","Executive Officer - other","2.00","other"
"Department for Education","Department For Education","Assessment, Curriculum and General Qualifications","DFE-1005","HEO","26800","40828","Higher Executive Officer - policy","1.00","policy"
"Department for Education","Department For Education","Assessment, Curriculum and General Qualifications","DFE-1005","EA AO","15516","22939","Executive Assistant - policy","1.00","policy"
"Department for Education","Department For Education","Assessment, Curriculum and General Qualifications","DFE-1005","SEO","33200","49008","Senior Executive Officer - policy","2.00","policy"
"Department for Education","Department For Education","Assessment, Curriculum and General Qualifications","DFE-1005","GRADE 6","55431","69187","Manager - policy","1.00","policy"
"Department for Education","Department For Education","Assessment, Curriculum and General Qualifications","DFE-1005","GRADE 7","45300","57223","Manager - policy","0.60","policy"
"Department for Education","Department For Education","Childcare, Special Needs and Children’s Services Strategy","DFE-1006","EO","21916","32232","Executive Officer - policy","1.00","policy"
"Department for Education","Department For Education","Education Funding Group","DFE-1007","EO","21916","32232","Executive Officer - policy","6.81","policy"
"Department for Education","Department For Education","Education Funding Group","DFE-1007","SEO","33200","49008","Senior Executive Officer - policy","4.60","policy"
"Department for Education","Department For Education","Education Funding Group","DFE-1007","EA AO","15516","22939","Executive Assistant - policy","1.00","policy"
"Department for Education","Department For Education","Education Funding Group","DFE-1007","GRADE 6","55431","69187","Manager - policy","3.00","policy"
"Department for Education","Department For Education","Education Funding Group","DFE-1007","GRADE 7","45300","57223","Manager - policy","7.00","policy"
"Department for Education","Department For Education","Education Funding Group","DFE-1007","HEO","26800","40828","Higher Executive Officer - policy","1.00","policy"
"Department for Education","Department For Education","Care and Adoption Group","DFE-1008","HEO","26800","40828","Higher Executive Officer - other","1.00","other"
"Department for Education","Department For Education","Care and Adoption Group","DFE-1008","EO","21916","32232","Executive Officer - policy","1.00","policy"
"Department for Education","Department For Education","Care and Adoption Group","DFE-1008","GRADE 7","45300","57223","Manager - policy","2.00","policy"
"Department for Education","Department For Education","Care and Adoption Group","DFE-1008","GRADE 6","55431","69187","Manager - policy","1.00","policy"
"Department for Education","Department For Education","Care and Adoption Group","DFE-1008","SEO","33200","49008","Senior Executive Officer - policy","1.00","policy"
"Department for Education","Department For Education","Finance and Commercial Group","DFE-1009","SEO","33200","49008","Senior Executive Officer - Internal Audinformation technology","13.50","Internal Audit"
"Department for Education","Department For Education","Finance and Commercial Group","DFE-1009","GRADE 7","45300","57223","Manager - Internal Audinformation technology","3.49","Internal Audit"
"Department for Education","Department For Education","Finance and Commercial Group","DFE-1009","HEO","26800","40828","Higher Executive Officer - Internal Audinformation technology","2.00","Internal Audit"
"Department for Education","Department For Education","Finance and Commercial Group","DFE-1009","EO","21916","32232","Executive Officer - Internal Audinformation technology","2.00","Internal Audit"
"Department for Education","Department For Education","Finance and Commercial Group","DFE-1009","GRADE 6","55431","69187","Manager - Internal Audinformation technology","1.00","Internal Audit"
"Department for Education","Department For Education","Participation and Vocational Education Group","DFE-1010","SEO","33200","49008","Senior Executive Officer - policy","1.00","policy"
"Department for Education","Department For Education","Participation and Vocational Education Group","DFE-1010","GRADE 6","55431","69187","Manager - policy","2.00","policy"
"Department for Education","Department For Education","Participation and Vocational Education Group","DFE-1010","HEO","26800","40828","Higher Executive Officer - policy","1.00","policy"
"Department for Education","Department For Education","Participation and Vocational Education Group","DFE-1010","EO","21916","32232","Executive Officer - policy","3.00","policy"
"Department for Education","Department For Education","Strategic Analysis Research and Policy Impact Group","DFE-1014","EO","21916","32232","Executive Officer - Economics.","4.53","Economics"
"Department for Education","Department For Education","Strategic Analysis Research and Policy Impact Group","DFE-1014","SEO","33200","49008","Senior Executive Officer - Economics.","5.54","Economics"
"Department for Education","Department For Education","Strategic Analysis Research and Policy Impact Group","DFE-1014","Grade 7","45300","57223","Manager - Economics.","2.00","Economics"
"Department for Education","Department For Education","Strategic Analysis Research and Policy Impact Group","DFE-1014","GRADE 6","55431","69187","Manager - Economics.","2.00","Economics"
"Department for Education","Department For Education","Strategic Analysis Research and Policy Impact Group","DFE-1014","HEO","26800","40828","Higher Executive Officer - Economics.","2.00","Economics"
"Department for Education","Department For Education","Strategic Analysis Research and Policy Impact Group","DFE-1014","SEO","33200","49008","Senior Executive Officer - Programme and Project Management.","1.00","Programme and Project Management (PPM)"
"Department for Education","Department For Education","Safeguarding Group","DFE-1016","SEO","33200","49008","Senior Executive Officer - policy","5.96","policy"
"Department for Education","Department For Education","Safeguarding Group","DFE-1016","EO","21916","32232","Executive Officer - policy","2.00","policy"
"Department for Education","Department For Education","Safeguarding Group","DFE-1016","HEO","26800","40828","Higher Executive Officer - policy","1.67","policy"
"Department for Education","Department For Education","Safeguarding Group","DFE-1016","GRADE 6","55431","69187","Manager - policy","2.00","policy"
"Department for Education","Department For Education","Safeguarding Group","DFE-1016","GRADE 7","45300","57223","Manager - policy","9.00","policy"
"Department for Education","Department For Education","Safeguarding Group","DFE-1016","EO","21916","32232","Executive Officer - Programme and Project Management.","1.00","Programme and Project Management (PPM)"
"Department for Education","Department For Education","Teachers and Teaching Group","DFE-1017","EO","21916","32232","Executive Officer - policy","1.00","policy"
"Department for Education","Department For Education","Strategy Performance and Private Office Group","DFE-1018","EO","21916","32232","Executive Officer - other","4.00","other"
"Department for Education","Department For Education","Strategy Performance and Private Office Group","DFE-1018","SEO","33200","49008","Senior Executive Officer - other","1.00","other"
"Department for Education","Department For Education","Strategy Performance and Private Office Group","DFE-1018","HEO","26800","40828","Higher Executive Officer - other","2.00","other"
"Department for Education","Department For Education","Strategy Performance and Private Office Group","DFE-1018","EA AO","15516","22939","Executive Assistant - other","2.45","other"
"Department for Education","Department For Education","Strategy Performance and Private Office Group","DFE-1018","Grade 6","55431","69187","Manager - other","1.00","other"
"Department for Education","Department For Education","Strategy Performance and Private Office Group","DFE-1018","GRADE 6","55431","69187","Manager - Strategy.","0.90","Other"
"Department for Education","Department For Education","Supporting Delivery Group","DFE-1019","EO","21916","32232","Executive Officer - policy","1.00","policy"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1020","EO","21916","32232","Executive Officer - finance","1.82","finance"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1020","Grade 7","45300","57223","Manager - finance","1.00","finance"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1020","GRADE 6","55431","69187","Manager - operational delivery","5.57","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1020","HEO","26800","40828","Higher Executive Officer - operational delivery","2.00","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1020","GRADE 7","45300","57223","Manager - operational delivery","10.00","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1020","SEO","33200","49008","Senior Executive Officer - operational delivery","14.91","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1020","EA AO","15516","22939","Executive Assistant - operational delivery","0.86","operational delivery"
"Department for Education","National College","National College","DFE-1021","GRADE 7","45300","57223","Manager - policy","1.00","policy"
"Department for Education","National College","National College","DFE-1021","EO","21916","32232","Executive Officer - policy","1.00","policy"
"Department for Education","National College","National College","DFE-1021","HEO","26800","40828","Higher Executive Officer - policy","1.00","policy"
"Department for Education","Department For Education","Finance and Commercial Group","DFE-1022","EO","21916","32232","Executive Officer - finance","5.49","finance"
"Department for Education","Department For Education","Finance and Commercial Group","DFE-1022","GRADE 7","45300","57223","Manager - finance","5.76","finance"
"Department for Education","Department For Education","Finance and Commercial Group","DFE-1022","SEO","33200","49008","Senior Executive Officer - finance","11.76","finance"
"Department for Education","Department For Education","Finance and Commercial Group","DFE-1022","HEO","26800","40828","Higher Executive Officer - finance","8.00","finance"
"Department for Education","Department For Education","Finance and Commercial Group","DFE-1022","GRADE 6","55431","69187","Manager - finance","1.00","finance"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1024","GRADE 6","55431","69187","Manager - finance","1.80","finance"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1024","GRADE 6","55431","69187","Manager - operational delivery","18.00","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1024","EO","21916","32232","Executive Officer - operational delivery","1.00","operational delivery"
"Department for Education","National College","National College","DFE-1025","GRADE 6","55431","69187","Manager - policy","4.00","policy"
"Department for Education","National College","National College","DFE-1025","GRADE 7","45300","57223","Manager - policy","3.00","policy"
"Department for Education","National College","National College","DFE-1025","EO","21916","32232","Executive Officer - policy","6.00","policy"
"Department for Education","National College","National College","DFE-1025","SEO","33200","49008","Senior Executive Officer - policy","4.86","policy"
"Department for Education","National College","National College","DFE-1025","EA AO","15516","22939","Executive Assistant - policy","1.00","policy"
"Department for Education","National College","National College","DFE-1025","HEO","26800","40828","Higher Executive Officer - policy","2.00","policy"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1026","EO","21916","32232","Executive Officer - operational delivery","5.00","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1026","SEO","33200","49008","Senior Executive Officer - operational delivery","2.81","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1026","GRADE 7","45300","57223","Manager - operational delivery","5.98","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1026","GRADE 6","55431","69187","Manager - operational delivery","12.56","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1026","EA AO","15516","22939","Executive Assistant - operational delivery","1.00","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1026","HEO","26800","40828","Higher Executive Officer - operational delivery","2.00","operational delivery"
"Department for Education","Education Funding Agency","Education Funding Agency","DFE-1026","HEO","26800","40828","Higher Executive Officer - policy","1.00","policy"
"Department for Education","National College","National College","DFE-1027","HEO","26800","40828","Higher Executive Officer - operational delivery","1.00","operational delivery"
"Department for Education","National College","National College","DFE-1027","SEO","33200","49008","Senior Executive Officer - operational delivery","1.00","operational delivery"
"Department for Education","National College","National College","DFE-1027","EA AO","15516","22939","Executive Assistant - policy","7.51","policy"
"Department for Education","National College","National College","DFE-1027","EO","21916","32232","Executive Officer - policy","11.34","policy"
"Department for Education","National College","National College","DFE-1027","SEO","33200","49008","Senior Executive Officer - policy","6.00","policy"
