Supplier,Amount,Payment Date
DE & J LEVY LLP,20456.9,04/09/2013
DEPARTMENT OF ENERGY & CLIMATE CHANGE,360024,18/09/2013
DESIGN ACT LTD T/AS FIRSTHAND,2340,02/09/2013
DG SERVICING LTD,2005,17/09/2013
DIAL HOUSE LIMITED,2212.56,25/09/2013
DIRECT LINGUISTS LTD,6550.75,23/09/2013
DUKERIES HEALTHCARE LTD,3674.96,26/09/2013
DURABLE CONTRACTS LTD,1065.6,19/09/2013
DURABLE CONTRACTS LTD,2373.6,24/09/2013
EAMONN DILLON COACHING LTD,4250,06/09/2013
EASYMOVE E A LTD,2080,12/09/2013
EATON SMITH SOLICITORS,9200,05/09/2013
EATON SMITH SOLICITORS,6750,17/09/2013
EDEN PARK (STMS) LIMITED,576,19/09/2013
EDF ENERGY,95710.38,13/09/2013
EDF ENERGY,38786.95,23/09/2013
EDF ENERGY CUSTOMERS PLC,2098.29,18/09/2013
EIGHT ASSOCIATES LTD,1020,17/09/2013
EIGHT ASSOCIATES LTD,1380,17/09/2013
EIGHT ASSOCIATES LTD,702,26/09/2013
EKAYA HOUSING ASSOCIATION,7032.09,16/09/2013
EKAYA HOUSING ASSOCIATION,6351.56,16/09/2013
EKAYA HOUSING ASSOCIATION,7032.09,17/09/2013
ELEMENT ROOFING CO LTD,13143.6,16/09/2013
ELLERN MEDE SCHOOL,6510,30/09/2013
ELTHAM NEWS,563.33,13/09/2013
EMAP LIMITED,5700,19/09/2013
EMJ MANAGEMENT LTD,666.9,05/09/2013
EMPOWERING LIVES LTD,4594.64,06/09/2013
EMPOWERING LIVES LTD,2773.17,11/09/2013
ENABLE YOU SERVICE LIMITED,2628,06/09/2013
ENABLE YOU SERVICE LIMITED,3832.5,25/09/2013
ENGLISH HERITAGE,500,02/09/2013
EOD CONTRACTS LTD,960,06/09/2013
EQUINOX CARE LTD,4305,04/09/2013
EQUINOX CARE LTD,2050,05/09/2013
EQUINOX CARE LTD,2050,05/09/2013
EQUINOX CARE LTD,2986.71,26/09/2013
EQUINOX CARE LTD,3181.71,26/09/2013
ERGO CONSULTING LTD,900,04/09/2013
ERITH CONTRACTORS LTD,588,04/09/2013
ERITH CONTRACTORS LTD,9600,11/09/2013
ERITH CONTRACTORS LTD,9312,11/09/2013
ERITH CONTRACTORS LTD,2544,27/09/2013
ERITH CONTRACTORS LTD,1332,27/09/2013
ESSENTIAL SOCIAL CARE LTD,3085.95,23/09/2013
ESSENTIAL SOCIAL CARE LTD,4168.07,23/09/2013
ESSENTIAL SOCIAL CARE LTD,3232,23/09/2013
ESSENTIAL SOCIAL CARE LTD,4019.8,23/09/2013
ESSENTIAL SOCIAL CARE LTD,3232,23/09/2013
ESSENTIAL SOCIAL CARE LTD,3588.2,23/09/2013
ESSENTIAL SOCIAL CARE LTD,4146,23/09/2013
ESSENTIAL SOCIAL CARE LTD,510.66,23/09/2013
ESSEX COUNTY COUNCIL,6602.22,12/09/2013
ESSEX MEDICAL CARE REPORTING LTD,607.5,13/09/2013
EVE TRAKWAY LTD,806.4,24/09/2013
EVERYTHING EVERYWHERE LIMITED,623.24,05/09/2013
EVERYTHING EVERYWHERE LIMITED,530.01,23/09/2013
EVOLVE PARTNERSHIP LTD,2011.93,09/09/2013
EVOLVE PARTNERSHIP LTD,2689.69,11/09/2013
EXECUTIVE BATH & MARBLE POLISHING LTD,6871.74,24/09/2013
EXPERIAN LTD,2601.6,16/09/2013
F G MARSHALL LTD,6356.94,05/09/2013
F G MARSHALL LTD,6596.95,27/09/2013
F R JONES & SON,3905.8,04/09/2013
FACULTATIEVE TECHNOLOGIES LTD,6727.2,06/09/2013
FACULTATIEVE TECHNOLOGIES LTD,1081.72,06/09/2013
FACULTATIEVE TECHNOLOGIES LTD,2688.29,06/09/2013
FACULTATIEVE TECHNOLOGIES LTD,1971.36,16/09/2013
FACULTATIEVE TECHNOLOGIES LTD,510.13,26/09/2013
FAIRDEAL WINDOWS LTD,924,10/09/2013
FAIRDEAL WINDOWS LTD,1194,16/09/2013
FAITHORN FARRELL TIMMS,720,30/09/2013
FAMILY CARE,9000,03/09/2013
FAMILY MOSAIC HOUSING,29120.67,03/09/2013
FAMILY MOSAIC HOUSING,11357.71,17/09/2013
FAMILY MOSAIC HOUSING,11357.71,19/09/2013
FARMWOOD MECHANICAL & ELECTRICAL SERVICES LTD,625.08,17/09/2013
FASTLANE COURIERS,507.84,09/09/2013
FASTLANE COURIERS,846.36,19/09/2013
FASTLANE COURIERS,1133.32,30/09/2013
FEAST LONDON LTD,2118.6,09/09/2013
FERROB LTD,664.54,16/09/2013
FIELDSIDE CARE LTD,2094.39,26/09/2013
FINDEL EDUCATION LTD,863.76,16/09/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,534,24/09/2013
FIRST STEP TRUST,25000,23/09/2013
FLAGSHIP CONSULTING LTD,2000,18/09/2013
FLEET (LINE MARKERS) LTD,684,18/09/2013
FLEET (LINE MARKERS) LTD,684,19/09/2013
FLEET TUTORS,733.2,10/09/2013
FLOWER SKILLS & TRAINING LTD,2013,24/09/2013
FOLLOWING WHISPERS FAMILY SERVICE CONSULTANCY LTD,3884.3,04/09/2013
FORESHAW BUILDING SERVICES LTD,30482,24/09/2013
FOSTER WILSON ARCHITECTS LLP,5400,04/09/2013
FOSTER WILSON ARCHITECTS LLP,5400,20/09/2013
FOSTERS SOLICITORS,4500,06/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2142.86,26/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2142.86,26/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2228.57,26/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2228.57,26/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2271.43,26/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2142.86,26/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),1947.09,26/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2142.86,26/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2142.86,26/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2695.03,26/09/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2595.6,26/09/2013
FOUR SEASONS HEALTHCARE (GALGORM),2357.14,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1313.83,16/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2126.61,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),3994.59,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1819.5,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2012.36,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1819.5,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1819.5,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1783.84,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1837.71,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1819.5,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1783.84,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2223.68,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1819.5,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2036.43,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2036.43,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1347.66,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),729.83,26/09/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),530.79,26/09/2013
FOUR SEASONS HEALTHCARE(BARLEYCOMBE),1490.49,26/09/2013
G & A INVESTMENT PROJECTS LTD,2142.9,26/09/2013
GAD PA AGENCY,3567.17,06/09/2013
GAD PA AGENCY,1794.8,06/09/2013
GAD PA AGENCY,961.5,06/09/2013
GAD PA AGENCY,1121.75,06/09/2013
GAD PA AGENCY,1660.19,06/09/2013
GAD PA AGENCY,961.5,06/09/2013
GAD PA AGENCY,666.64,06/09/2013
GAD PA AGENCY,1224.31,06/09/2013
GAD PA AGENCY,1183.71,06/09/2013
GAD PA AGENCY,991.42,06/09/2013
GAD PA AGENCY,583.31,06/09/2013
GAD PA AGENCY,581,06/09/2013
GAD PA AGENCY,1993.13,06/09/2013
GAD PA AGENCY,2122.4,06/09/2013
GAD PA AGENCY,4462.82,06/09/2013
GAD PA AGENCY,530.45,06/09/2013
GAD PA AGENCY,2148.27,06/09/2013
GALLIONS HOUSING ASSOCIATION,793.92,27/09/2013
GARDEN HOUSE SOLICITORS,47600,02/09/2013
GATENBYSANDERSON,6414,06/09/2013
GCH (KENT) LTD,3000,27/09/2013
GENERAL SECURITY LTD,544.8,05/09/2013
GENIUS WITHIN LTD,1228.8,19/09/2013
GEOPLACE LLP,702,30/09/2013
GLASDON UK LTD,1087.6,27/09/2013
GLEEDS HEALTH AND SAFETY LTD,1200,12/09/2013
GLENNY LLP,750,18/09/2013
GLENNY LLP,750,18/09/2013
GLIX CATERING,557.5,06/09/2013
GLOBAL SOLUTION SERVICES (UK) LTD,2083.33,16/09/2013
GOODWILLIE & CORCORAN,1295.83,09/09/2013
GORDON SPRINGATE TTS,3092,13/09/2013
GRACE EDUCATION LTD,8664,11/09/2013
GRACE EDUCATION LTD,900,16/09/2013
GRACE EDUCATION LTD,2880,16/09/2013
GRACE EDUCATION LTD,556.16,24/09/2013
GRAHAM HOLMES ASTRASEAL LIMITED,44144.1,24/09/2013
GREEN SPHERE LTD,14707.2,11/09/2013
GREENHAM TRADING LIMITED,657.45,25/09/2013
GREENWICH BSF SPV LIMITED,746940.35,20/09/2013
GREENWICH BSF SPV LIMITED,745909.01,23/09/2013
GREENWICH CITIZENS ADVICE BUREAU LTD,126027,27/09/2013
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,4766.47,06/09/2013
GREENWICH FOUNDATION FOR THE ROYAL NAVAL COLLEGE,1875,12/09/2013
GREENWICH FOUNDATION FOR THE ROYAL NAVAL COLLEGE,1875,12/09/2013
GREENWICH FOUNDATION FOR THE ROYAL NAVAL COLLEGE,3546.6,16/09/2013
GREENWICH FOUNDATION FOR THE ROYAL NAVAL COLLEGE,7708.8,20/09/2013
GREENWICH LEISURE LIMITED,206556,30/09/2013
GREENWICH LEISURE LIMITED,45538.2,19/09/2013
GREENWICH LEISURE LIMITED,210100.54,19/09/2013
GREENWICH LEISURE LIMITED,5718,19/09/2013
GREENWICH LEISURE LIMITED,17277.37,20/09/2013
GREENWICH LEISURE LIMITED,63873.6,20/09/2013
GREENWICH LEISURE LIMITED,142682.4,20/09/2013
GREENWICH LEISURE LIMITED,825.36,24/09/2013
GREENWICH LEISURE LIMITED,229838.4,30/09/2013
GREENWICH LEISURE LIMITED,70125.6,30/09/2013
GREENWICH MIND,45000,12/09/2013
GREENWICH SERVICE PLUS LIMITED,5518.34,02/09/2013
GREENWICH SERVICE PLUS LIMITED,1917,04/09/2013
GREENWICH SERVICE PLUS LIMITED,587,04/09/2013
GREENWICH SERVICE PLUS LIMITED,960,04/09/2013
GREENWICH SERVICE PLUS LIMITED,960,06/09/2013
GREENWICH SERVICE PLUS LIMITED,800,06/09/2013
GREENWICH SERVICE PLUS LIMITED,1440,06/09/2013
GREENWICH SERVICE PLUS LIMITED,1761,06/09/2013
GREENWICH SERVICE PLUS LIMITED,800,06/09/2013
GREENWICH SERVICE PLUS LIMITED,640.12,06/09/2013
GREENWICH SERVICE PLUS LIMITED,5635.4,11/09/2013
GREENWICH SERVICE PLUS LIMITED,34043.84,11/09/2013
GREENWICH SERVICE PLUS LIMITED,36000,11/09/2013
GREENWICH SERVICE PLUS LIMITED,6770.16,11/09/2013
GREENWICH SERVICE PLUS LIMITED,8655.31,11/09/2013
GREENWICH SERVICE PLUS LIMITED,42549.77,06/09/2013
GREENWICH SERVICE PLUS LIMITED,5276.59,12/09/2013
GREENWICH SERVICE PLUS LIMITED,640967.43,11/09/2013
GREENWICH SERVICE PLUS LIMITED,10814.11,12/09/2013
GREENWICH SERVICE PLUS LIMITED,1600.3,13/09/2013
GREENWICH SERVICE PLUS LIMITED,576.43,13/09/2013
GREENWICH SERVICE PLUS LIMITED,640.12,16/09/2013
GREENWICH SERVICE PLUS LIMITED,733.33,18/09/2013
GREENWICH SERVICE PLUS LIMITED,8162,16/09/2013
GREENWICH SERVICE PLUS LIMITED,1183.75,18/09/2013
GREENWICH SERVICE PLUS LIMITED,5395.27,18/09/2013
GREENWICH SERVICE PLUS LIMITED,2144.52,18/09/2013
GREENWICH SERVICE PLUS LIMITED,3588.35,18/09/2013
GREENWICH SERVICE PLUS LIMITED,640,16/09/2013
GREENWICH SERVICE PLUS LIMITED,4319.77,16/09/2013
GREENWICH SERVICE PLUS LIMITED,802.58,16/09/2013
GREENWICH SERVICE PLUS LIMITED,1536.29,16/09/2013
GREENWICH SERVICE PLUS LIMITED,1058.98,16/09/2013
GREENWICH SERVICE PLUS LIMITED,734,16/09/2013
GREENWICH SERVICE PLUS LIMITED,710.32,18/09/2013
GREENWICH SERVICE PLUS LIMITED,2881,20/09/2013
GREENWICH SERVICE PLUS LIMITED,746.65,23/09/2013
GREENWICH SERVICE PLUS LIMITED,6164.17,23/09/2013
GREENWICH SERVICE PLUS LIMITED,309460.2,25/09/2013
GREENWICH SERVICE PLUS LIMITED,6759.65,23/09/2013
GREENWICH SERVICE PLUS LIMITED,953.04,23/09/2013
GREENWICH SERVICE PLUS LIMITED,5635.4,20/09/2013
GREENWICH SERVICE PLUS LIMITED,84783.78,23/09/2013
GREENWICH SERVICE PLUS LIMITED,96816.99,23/09/2013
GREENWICH SERVICE PLUS LIMITED,17699.36,23/09/2013
GREENWICH SERVICE PLUS LIMITED,654.82,27/09/2013
GREENWICH SERVICE PLUS LIMITED,3014.47,27/09/2013
GREENWICH SERVICE PLUS LIMITED,2528.47,26/09/2013
GREENWICH SERVICE PLUS LIMITED,4476.07,27/09/2013
GREENWICH SERVICE PLUS LIMITED,658.2,25/09/2013
GREENWICH SERVICE PLUS LIMITED,549.68,30/09/2013
GREENWICH SERVICE PLUS LIMITED,3234.65,30/09/2013
GREENWICH SERVICE PLUS LIMITED,26478.2,30/09/2013
GREENWICH SERVICE PLUS LIMITED,9942.96,30/09/2013
GREENWICH SERVICE PLUS LIMITED,2241,30/09/2013
GREENWICH SERVICE PLUS LIMITED,26018.48,30/09/2013
GREENWICH SERVICE PLUS LIMITED,5680,30/09/2013
GREENWICH SERVICE PLUS LIMITED,75310,30/09/2013
GREENWICH TRADING CO LTD,1483.2,06/09/2013
GREIG HOUSE ADDICTION SERVICES,2091.43,26/09/2013
GRIFFIN ELEVATORS LTD,1516.8,19/09/2013
GRIFFIN ELEVATORS LTD,1520.1,20/09/2013
GUNNER LTD,2998.06,25/09/2013
GWP PARTNERSHIP,3645,12/09/2013
HADLEY MACE LTD,606862.8,19/09/2013
HALAROSE LIMITED,642,11/09/2013
HANCOCK & SONS LTD,5381.23,09/09/2013
HANCOCK & SONS LTD,1056,17/09/2013
HANCOCK & SONS LTD,1635.6,17/09/2013
HANCOCK & SONS LTD,91597.3,25/09/2013
HANGAR ARTS TRUST,2200,10/09/2013
HANN TUCKER ASSOCIATES,1800,03/09/2013
HARMONY CHILDRENS SERVICES LTD,12857.14,20/09/2013
HARMONY HOME AID SERVICES,2024.64,10/09/2013
HARMONY HOME AID SERVICES,1196.36,10/09/2013
HARMONY HOME AID SERVICES,1717.84,10/09/2013
HARMONY HOME AID SERVICES,1181.2,10/09/2013
HARMONY HOME AID SERVICES,1901.36,10/09/2013
HARMONY HOME AID SERVICES,1901.36,10/09/2013
HARMONY HOME AID SERVICES,2238.88,10/09/2013
HARMONY HOME AID SERVICES,655.96,17/09/2013
HARMONY HOME AID SERVICES,866.84,17/09/2013
HARMONY HOME AID SERVICES,1293.44,25/09/2013
HARMONY HOME AID SERVICES,1835.18,25/09/2013
HARRIS CUFFARO & NICHOLS,4621.74,03/09/2013
HARRIS CUFFARO & NICHOLS,957,03/09/2013
HARRIS CUFFARO & NICHOLS,927.05,16/09/2013
HAVERSTOCK ASSOCIATES,2400,05/09/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2120,09/09/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2160,09/09/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2269.2,09/09/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),1058.57,23/09/2013
HC-ONE LTD (ALEXANDER CARE CENTRE),1876.04,09/09/2013
HC-ONE LTD (ALEXANDER CARE CENTRE),1876.04,09/09/2013
HC-ONE LTD (ALEXANDER CARE CENTRE),1876.04,09/09/2013
HC-ONE LTD (ALEXANDER CARE CENTRE),2107.52,12/09/2013
HC-ONE LTD (ALEXANDER CARE CENTRE),827.95,12/09/2013
HC-ONE LTD (TOWER BRIDGE),3039.04,06/09/2013
HC-ONE LTD (TOWER BRIDGE),1662.6,06/09/2013
HC-ONE LTD (TOWER BRIDGE),3186.12,06/09/2013
HEALTH MANAGEMENT  LTD,19522.76,17/09/2013
HEALTH MANAGEMENT  LTD,595.2,27/09/2013
HEALTH MANAGEMENT  LTD,794.44,27/09/2013
HEALTH MANAGEMENT  LTD,595.2,27/09/2013
HEART UN LIMITED,4995,03/09/2013
HENNESSEY LTD,18000,12/09/2013
HENNESSEY LTD,12000,17/09/2013
HENNESSEY LTD,12000,17/09/2013
HENNESSEY LTD,18000,17/09/2013
HENNESSEY LTD,1800,20/09/2013
HER MAJESTY`S COURTS SERVICE,3336,12/09/2013
HER MAJESTY`S COURTS SERVICE,6420,12/09/2013
HER MAJESTY`S COURTS SERVICE,525,12/09/2013
HER MAJESTY`S COURTS SERVICE,6158,30/09/2013
HERTEL SOLUTIONS LTD,26024.8,12/09/2013
HERTEL SOLUTIONS LTD,6149.5,17/09/2013
HEYWOOD LIMITED,2978.64,10/09/2013
HILL INTERNATIONAL (UK) LTD,9744,27/09/2013
HILL PARK AUTISTIC TRUST,595,04/09/2013
HILL-ROM LTD,7622.42,02/09/2013
HISTORIC ROYAL PALACES,511.07,06/09/2013
HISTORICAL PROMOTION & EVENT MANAGEMENT,3600,24/09/2013
HITACHI CAPITAL INVOICE FINANCE LTD,2600,05/09/2013
HITACHI CAPITAL INVOICE FINANCE LTD,2400,05/09/2013
HMCTS,2225,30/09/2013
HMCTS,1900,30/09/2013
HMCTS,700,30/09/2013
HMCTS,2225,30/09/2013
HMCTS,1900,30/09/2013
HMCTS,3320,30/09/2013
HMCTS,3320,30/09/2013
HMCTS,1900,30/09/2013
HMCTS,700,30/09/2013
HMCTS,1900,30/09/2013
HMCTS,700,30/09/2013
HMCTS,1900,30/09/2013
HMCTS,700,30/09/2013
HMCTS,700,30/09/2013
HMCTS,2225,30/09/2013
HMCTS,1900,30/09/2013
HMCTS,2225,30/09/2013
HMCTS,1900,30/09/2013
HMCTS,1900,30/09/2013
HMCTS,700,30/09/2013
HMCTS,2155,30/09/2013
HMCTS,700,30/09/2013
HMCTS,700,30/09/2013
HMCTS,700,30/09/2013
HMCTS,700,30/09/2013
HMCTS,1900,30/09/2013
HMCTS,1900,30/09/2013
HMCTS,700,30/09/2013
HOOPER NAYLOR FRIEND,6900,23/09/2013
HOSPITAL RADIO PUBLICATIONS,1920,20/09/2013
HQN LTD,720,09/09/2013
HSBC INVOICE FINANCE,3541.75,10/09/2013
HSBC INVOICE FINANCE,3541.75,10/09/2013
HSBC INVOICE FINANCE (UK) LTD,518.4,06/09/2013
HUMAN TISSUE AUTHORITY,5350,26/09/2013
HUMANWARE EUROPE LIMITED,6042,30/09/2013
HUNTERS HEALTHCARE LTD,1868,18/09/2013
HYDE HOUSING ASSOCIATION,1080.09,12/09/2013
ICI DULUX DECORATOR CENTRES,15933.8,20/09/2013
IDM ENTERPRISES,1062.88,12/09/2013
IMAGINE INFLATABLES LIMITED,1758,18/09/2013
IMPROVEMENT AND DEVELOPMENT AGENCY(IDEA),1817.28,26/09/2013
IN ASSOCIATION,1008,25/09/2013
INDEPENDANT REVIEWS LTD,540,04/09/2013
INDEPENDANT REVIEWS LTD,700,04/09/2013
INSIDE OUT RECRUITMENT LTD,939.6,13/09/2013
INTEN LTD,534,17/09/2013
INTEN LTD,3460.8,17/09/2013
INTEN LTD,7176,24/09/2013
INTEN LTD,780,26/09/2013
INTEN LTD,818.76,26/09/2013
INTEN LTD,3876,30/09/2013
INTERMEDICAL (UK) LIMITED,6554.4,04/09/2013
INVESTEC ASSET FINANCE PLC,6604.2,25/09/2013
INVESTEC ASSET FINANCE PLC,10530,25/09/2013
ISOSEC LTD,724.8,30/09/2013
J & M RANDALL,6756.54,19/09/2013
J & U SERVICES LTD,1265.3,16/09/2013
J BROWNE CONSTRUCTION CO LTD,38640.25,20/09/2013
J N HANDLEY & SONS,540,06/09/2013
J N HANDLEY & SONS,576,06/09/2013
J N HANDLEY & SONS,540,06/09/2013
J N HANDLEY & SONS,540,06/09/2013
J N HANDLEY & SONS,600,06/09/2013
J N HANDLEY & SONS,720,06/09/2013
J N HANDLEY & SONS,600,06/09/2013
J N HANDLEY & SONS,660,06/09/2013
J N HANDLEY & SONS,660,06/09/2013
J N HANDLEY & SONS,600,06/09/2013
J N HANDLEY & SONS,600,06/09/2013
J N HANDLEY & SONS,600,13/09/2013
J N HANDLEY & SONS,540,26/09/2013
J N HANDLEY & SONS,960,26/09/2013
J N HANDLEY & SONS,540,26/09/2013
J N HANDLEY & SONS,720,26/09/2013
J N HANDLEY & SONS,600,26/09/2013
J N HANDLEY & SONS,660,26/09/2013
J N HANDLEY & SONS,840,26/09/2013
J N HANDLEY & SONS,600,26/09/2013
J N HANDLEY & SONS,780,26/09/2013
J N HANDLEY & SONS,720,26/09/2013
J N HANDLEY & SONS,720,26/09/2013
J N HANDLEY & SONS,720,26/09/2013
J N HANDLEY & SONS,540,26/09/2013
JANET LEE TRAINING & CONSULTANCY LTD,780,06/09/2013
JAPANESE KNOTWEED LTD,900,20/09/2013
JAPANESE KNOTWEED LTD,540,20/09/2013
JKB CONSULTING,2160,06/09/2013
JOHN GRAHAM CONSTRUCTION LIMITED,973420.5,05/09/2013
JOHN GRAHAM CONSTRUCTION LIMITED,1163002.94,18/09/2013
JOHN ROWAN AND PARTNERS LLP,8625.34,17/09/2013
JOHN SISK & SON LTD,3200,10/09/2013
JONES LANG LA SALLE,257180.1,20/09/2013
JOYCE EKI OLAGHERE,748,13/09/2013
JP CONTRACTORS,4416,09/09/2013
K & L GATES LLP,2400,19/09/2013
K & T HEATING SERVICES LTD,301570.26,25/09/2013
KALEIDOSCOPE PRINT LIMITED,2250,04/09/2013
KEEGANS LIMITED,3188.64,17/09/2013
KEEGANS LIMITED,1195.74,17/09/2013
KEEGANS LIMITED,5058,17/09/2013
KEEGANS LIMITED,1422,18/09/2013
KEEGANS LIMITED,4788,19/09/2013
KEEGANS LIMITED,950.54,20/09/2013
KEEGANS LIMITED,2635.85,23/09/2013
KENT COUNTY COUNCIL (KCS),146791.33,17/09/2013
KENT COUNTY COUNCIL (KCS),73550.25,17/09/2013
KENT LOOS,720,19/09/2013
KENWARD TRUST,2200,05/09/2013
KENWARD TRUST,736.32,05/09/2013
KENWARD TRUST,2200,11/09/2013
KENWARD TRUST,2150.72,11/09/2013
KENWARD TRUST,1895,11/09/2013
KENWARD TRUST,2284.8,12/09/2013
KENWARD TRUST,1634.54,12/09/2013
KESTREL (CONTRACTORS) LTD,2540.3,18/09/2013
KILLGERM CHEMICALS LTD,1669.14,05/09/2013
KITES CHILDREN SERVICES,13714.2,26/09/2013
KITES CHILDREN SERVICES,6428.4,26/09/2013
KITES CHILDREN SERVICES,2931.3,26/09/2013
KNIGHT FRANK LLP,10278,23/09/2013
KP ACOUSTICS LTD,1560,20/09/2013
KPS CPMPOSTING SERVICES,3240,19/09/2013
LAKEHOUSE CONTRACTS LTD,6686.4,12/09/2013
LAKEHOUSE CONTRACTS LTD,309031.33,16/09/2013
LAKEHOUSE CONTRACTS LTD,48986.11,19/09/2013
LAKEHOUSE CONTRACTS LTD,28992,24/09/2013
LAKEHOUSE CONTRACTS LTD,231665.68,24/09/2013
LAKEHOUSE CONTRACTS LTD,6723.96,26/09/2013
LAKEHOUSE CONTRACTS LTD,2936.63,26/09/2013
LAKEHOUSE CONTRACTS LTD,8194.02,26/09/2013
LAKEHOUSE CONTRACTS LTD,10279.43,26/09/2013
LAKEHOUSE CONTRACTS LTD,2936.65,26/09/2013
LAKEHOUSE CONTRACTS LTD,21106.02,26/09/2013
LAKEHOUSE CONTRACTS LTD,193712.17,27/09/2013
LAKEHOUSE CONTRACTS LTD,772926.08,30/09/2013
LANCASHIRE COUNTY COUNCIL,7000,16/09/2013
LANDMARK CHAMBERS,660,19/09/2013
LARRY DICKINSON T/A LANDD & CO,6798,20/09/2013
LAWSON & PARTNERS LLP,68998.71,24/09/2013
LAWSON LETS LTD,28940.75,16/09/2013
LAWSON LETS LTD,765,24/09/2013
LAWSON LETS LTD,23086.05,26/09/2013
LAWSON VILLAS LTD,2354.5,16/09/2013
LAWSON VILLAS LTD,2173.4,26/09/2013
LEE VALLEY REGIONAL PARK AUTHORITY,18186.97,12/09/2013
LEE VALLEY REGIONAL PARK AUTHORITY,18186.97,30/09/2013
LEIGHAM LODGE LTD,5765.66,26/09/2013
LEISURE PASS GROUP LTD,663.85,05/09/2013
LEWISHAM PARK HOUSING ASSOCIATION LTD,674.9,26/09/2013
LEWISHAM PARK HOUSING ASSOCIATION LTD,1089.7,26/09/2013
LEXISNEXIS,863,04/09/2013
LIBERATA UK LTD,35970.8,17/09/2013
LIBERATA UK LTD,11900.16,27/09/2013
LIBRA CONSTRUCTION SERVICES LTD,15000,05/09/2013
