Supplier,Amount,Payment Date
LIBRA CONSTRUCTION SERVICES LTD,18000,05/09/2013
LIFE STYLE CARE (2011) PLC,4126.57,25/09/2013
LIFE STYLE CARE (2011) PLC,5314.29,25/09/2013
LIFE STYLE CARE (2011) PLC,2457.47,26/09/2013
LIFE STYLE CARE (2011) PLC,2571.43,26/09/2013
LIFE STYLE CARE (2011) PLC,2597.14,26/09/2013
LIFE STYLE CARE (2011) PLC,2785.71,26/09/2013
LIFE STYLE CARE (2011) PLC,2785.71,26/09/2013
LIFE STYLE CARE (2011) PLC,3000,26/09/2013
LIFE STYLE CARE (2011) PLC,5142.86,26/09/2013
LIFE STYLE CARE (2011) PLC,4328.57,26/09/2013
LIFE STYLE CARE (2011) PLC,5142.86,26/09/2013
LIFE STYLE CARE (2011) PLC,2571.43,26/09/2013
LIFE STYLE CARE (2011) PLC,5142.86,26/09/2013
LIFE STYLE CARE (2011) PLC,2571.43,26/09/2013
LIFE STYLE CARE (2011) PLC,2571.43,26/09/2013
LIFE STYLE CARE (2011) PLC,5142.86,26/09/2013
LIFE STYLE CARE (2011) PLC,2571.43,26/09/2013
LIFE STYLE CARE (2011) PLC,2785.71,26/09/2013
LIFE STYLE CARE (2011) PLC,2571.43,26/09/2013
LIFE STYLE CARE (2011) PLC,2679.73,26/09/2013
LIFE STYLE CARE (2011) PLC,2457.47,26/09/2013
LIFE STYLE CARE (2011) PLC,3859.67,26/09/2013
LIFE STYLE CARE (2011) PLC,2457.47,26/09/2013
LIFESINE LIMITED,11594.8,10/09/2013
LIFESTYLE (KENT) LTD,5150,30/09/2013
LINBROOK SERVICES,2725.22,06/09/2013
LINBROOK SERVICES,2725.22,12/09/2013
LINCOLN ANALYTICAL SERVICES LTD,750,18/09/2013
LINCOLN ANALYTICAL SERVICES LTD,820,18/09/2013
LINCOLN ANALYTICAL SERVICES LTD,580,18/09/2013
LINDFIELD ELECTRICAL SERVICES,37236,05/09/2013
LINDFIELD ELECTRICAL SERVICES,4816.8,19/09/2013
LIV HOMES,625,16/09/2013
LIV HOMES,625,16/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,683.52,05/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,587.52,06/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,1228.8,09/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,1500,09/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,583.2,09/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,1228.8,09/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,1018.5,11/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,1018.5,12/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,3510,17/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,934.8,17/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,934.8,17/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,503.33,18/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,1044,18/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,760.92,20/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,1188.25,20/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,2376.5,20/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,2376.5,20/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,2376.5,20/09/2013
LLOYDS TSB COMMERCIAL FINANCE LTD,732.98,26/09/2013
LOGICALIS UK LIMITED,298351.2,04/09/2013
LOGICALIS UK LIMITED,647.82,09/09/2013
LOGICALIS UK LIMITED,1680,19/09/2013
LOGICALIS UK LIMITED,1260,19/09/2013
LOGICALIS UK LIMITED,2062.28,25/09/2013
LOGICALIS UK LIMITED,600,26/09/2013
LOGICALIS UK LIMITED,14264,27/09/2013
LOGICALIS UK LIMITED,2183.03,30/09/2013
LOGOTECH SYSTEMS,2851.68,24/09/2013
LONDON AND PARTNERS,1644,23/09/2013
LONDON BOROUGH OF BROMLEY,693.63,12/09/2013
LONDON BOROUGH OF BROMLEY,2859.38,23/09/2013
LONDON BOROUGH OF LEWISHAM,5940,06/09/2013
LONDON BOROUGH OF MERTON,661.5,23/09/2013
LONDON BOROUGH OF SOUTHWARK,2250,16/09/2013
LONDON BOROUGH OF SOUTHWARK,69555.77,20/09/2013
LONDON BRIDGES ENGINEERING GROUP,1303,24/09/2013
LONDON COMMUNITY HOMECARE LTD,848.72,06/09/2013
LONDON COMMUNITY HOMECARE LTD,1847.52,06/09/2013
LONDON COMMUNITY HOMECARE LTD,853.87,06/09/2013
LONDON COMMUNITY HOMECARE LTD,2043.98,06/09/2013
LONDON COMMUNITY HOMECARE LTD,636.7,06/09/2013
LONDON COMMUNITY HOMECARE LTD,956.17,06/09/2013
LONDON COMMUNITY HOMECARE LTD,772.54,06/09/2013
LONDON COMMUNITY HOMECARE LTD,878.19,06/09/2013
LONDON COMMUNITY HOMECARE LTD,750.11,06/09/2013
LONDON COMMUNITY HOMECARE LTD,552.68,06/09/2013
LONDON COMMUNITY HOMECARE LTD,886.2,06/09/2013
LONDON COMMUNITY HOMECARE LTD,807.8,06/09/2013
LONDON COMMUNITY HOMECARE LTD,628.32,06/09/2013
LONDON COMMUNITY HOMECARE LTD,557.81,06/09/2013
LONDON COMMUNITY HOMECARE LTD,767.59,06/09/2013
LONDON COMMUNITY HOMECARE LTD,1563.74,06/09/2013
LONDON COMMUNITY HOMECARE LTD,858.92,06/09/2013
LONDON COMMUNITY HOMECARE LTD,768.11,06/09/2013
LONDON COMMUNITY HOMECARE LTD,1128.16,06/09/2013
LONDON COMMUNITY HOMECARE LTD,902.09,06/09/2013
LONDON COMMUNITY HOMECARE LTD,613.27,06/09/2013
LONDON COMMUNITY HOMECARE LTD,1750.44,06/09/2013
LONDON COMMUNITY HOMECARE LTD,573.75,06/09/2013
LONDON COMMUNITY HOMECARE LTD,788.57,06/09/2013
LONDON COMMUNITY HOMECARE LTD,1660.23,06/09/2013
LONDON COMMUNITY HOMECARE LTD,613.83,09/09/2013
LONDON COMMUNITY HOMECARE LTD,599.47,09/09/2013
LONDON COMMUNITY HOMECARE LTD,1835.3,09/09/2013
LONDON COMMUNITY HOMECARE LTD,1243.71,09/09/2013
LONDON COMMUNITY HOMECARE LTD,1152.87,20/09/2013
LONDON COMMUNITY HOMECARE LTD,710.31,20/09/2013
LONDON COMMUNITY HOMECARE LTD,581.92,20/09/2013
LONDON COMMUNITY HOMECARE LTD,687.14,20/09/2013
LONDON COMMUNITY HOMECARE LTD,702,24/09/2013
LONDON COMMUNITY HOMECARE LTD,728,24/09/2013
LONDON COMMUNITY HOMECARE LTD,728,24/09/2013
LONDON COMMUNITY HOMECARE LTD,728,24/09/2013
LONDON COMMUNITY HOMECARE LTD,728,24/09/2013
LONDON COMMUNITY HOMECARE LTD,709.02,24/09/2013
LONDON COMMUNITY HOMECARE LTD,735.28,24/09/2013
LONDON COMMUNITY HOMECARE LTD,735.2,24/09/2013
LONDON COMMUNITY HOMECARE LTD,735.28,24/09/2013
LONDON COMMUNITY HOMECARE LTD,3510,24/09/2013
LONDON COMMUNITY HOMECARE LTD,3640,24/09/2013
LONDON COMMUNITY HOMECARE LTD,3640,24/09/2013
LONDON COMMUNITY HOMECARE LTD,3627,24/09/2013
LONDON COMMUNITY HOMECARE LTD,3640,24/09/2013
LONDON COMMUNITY HOMECARE LTD,910,24/09/2013
LONDON COMMUNITY HOMECARE LTD,3671.87,24/09/2013
LONDON COMMUNITY HOMECARE LTD,3676.4,24/09/2013
LONDON COMMUNITY HOMECARE LTD,3676.4,24/09/2013
LONDON COMMUNITY HOMECARE LTD,3676.4,24/09/2013
LONDON COMMUNITY HOMECARE LTD,800.5,24/09/2013
LONDON COMMUNITY HOMECARE LTD,865.5,24/09/2013
LONDON COMMUNITY HOMECARE LTD,846,24/09/2013
LONDON COMMUNITY HOMECARE LTD,830.5,24/09/2013
LONDON COMMUNITY HOMECARE LTD,852.88,24/09/2013
LONDON COMMUNITY HOMECARE LTD,861.35,24/09/2013
LONDON COMMUNITY HOMECARE LTD,855.38,24/09/2013
LONDON COMMUNITY HOMECARE LTD,861.95,24/09/2013
LONDON WILDLIFE TRUST,9039.36,26/09/2013
LONGFIELD ACADEMY,600,10/09/2013
LOOK AHEAD,10750,09/09/2013
LOOK AHEAD,86847.8,19/09/2013
LOOK AHEAD,16455.09,23/09/2013
LOOK AHEAD,16455.09,23/09/2013
LOOK AHEAD,16455.09,24/09/2013
LOOK AHEAD,3786.96,24/09/2013
LOOK AHEAD,3752.67,26/09/2013
LUSEPH LTD,1050,06/09/2013
LUSEPH LTD,720,11/09/2013
MACE LTD,8379,17/09/2013
MACE LTD,7182,17/09/2013
MAKING CONNECTIONS (ISLE OF WIGHT) LTD,918,18/09/2013
MANON HOUSE,5571.42,27/09/2013
MANPOWER UK LTD,480681.98,11/09/2013
MANPOWER UK LTD,559488.62,13/09/2013
MANPOWER UK LTD,498734.5,11/09/2013
MANPOWER UK LTD,482175.76,27/09/2013
MANPOWER UK LTD,509723.46,27/09/2013
MANPOWER UK LTD,538341.18,27/09/2013
MANPOWER UK LTD,453774.5,27/09/2013
MANSE MASTERDOR LTD,94307.78,09/09/2013
MANSELL CONSTRUCTION SERVICES LIMITED,1018953.6,18/09/2013
MARCFORD LTD T/A HARPWOOD RESIDENTIAL CARE HOME,1947.86,26/09/2013
MARIA LOIZOU T/A DAME SOLUTIONS,800,10/09/2013
MARQUEE MAGIC,516,10/09/2013
MASHER BROTHERS CONSTRUCTION,2838.53,17/09/2013
MASHER BROTHERS CONSTRUCTION,6580.55,25/09/2013
MASONS CATERING (LONDON) LTD,702,09/09/2013
MATRIX TRAINING ASSOCIATES LTD,1164,26/09/2013
MAYDAY CARS,1440,06/09/2013
MAYDAY CARS,1036.8,20/09/2013
MAYOR`S OFFICE FOR POLICING AND CRIME,26000,04/09/2013
MAYOR`S OFFICE FOR POLICING AND CRIME,4998,09/09/2013
MDP COMMUNICATION SERVICES,5659.61,24/09/2013
MDP COMMUNICATION SERVICES,24069.54,23/09/2013
MDP COMMUNICATION SERVICES,2454.66,23/09/2013
MDP COMMUNICATION SERVICES,22682.82,24/09/2013
MEARS LTD,141779.9,02/09/2013
MEARS LTD,49231.44,02/09/2013
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,1241.17,25/09/2013
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,2497.44,25/09/2013
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,7799.76,25/09/2013
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,247471.71,26/09/2013
MEDWAY COMMUNITY HEALTHCARE CIC,950.4,24/09/2013
MEDWAY COMMUNITY HEALTHCARE CIC,950.4,24/09/2013
METHODIST HOMES,2000,26/09/2013
METHODIST HOMES,1800,26/09/2013
MIDCOUNTIES CO-OPERATIVE SOCIETY LTD,6137,09/09/2013
MIDCOUNTIES CO-OPERATIVE SOCIETY LTD,1500,26/09/2013
MIDDLE PARK COMMUNITY CENTRE,858.34,06/09/2013
MIDDLE PARK COMMUNITY CENTRE,858.34,24/09/2013
MIDKENT COLLEGE,3967,04/09/2013
MILLENIUM MINIS LTD,1444,09/09/2013
MILLENIUM MINIS LTD,600,13/09/2013
MINISTRY OF JUSTICE,6883.56,06/09/2013
MINISTRY OF JUSTICE,6883.56,06/09/2013
MINISTRY OF JUSTICE,3496.27,19/09/2013
MISCO,525.06,24/09/2013
MISCO,2467.28,24/09/2013
MISSION CARE,2509.11,26/09/2013
MITIE TECHNICAL FACILITIES MANAGEMENT,12550.8,03/09/2013
MITIE TECHNICAL FACILITIES MANAGEMENT,55657.91,19/09/2013
MOONREACH,12428.7,20/09/2013
MOUCHEL LTD,13515.49,03/09/2013
MUNCHKINS KIDS COOKING T/A BLACKHEATH COOKS LTD,840,10/09/2013
MUSIC ROOM SOLUTIONS LTD,2935.8,10/09/2013
MY CONSULTANT LIMITED,1080,24/09/2013
MY LIFE SEMI-INDEPENDENT PROJECT LTD,2184,10/09/2013
MY LIFE SEMI-INDEPENDENT PROJECT LTD,2184,16/09/2013
MY LIFE SEMI-INDEPENDENT PROJECT LTD,2184,16/09/2013
MY LIFE SEMI-INDEPENDENT PROJECT LTD,720,16/09/2013
MY LIFE SEMI-INDEPENDENT PROJECT LTD,2952,16/09/2013
MY LIFE SEMI-INDEPENDENT PROJECT LTD,2952,16/09/2013
MY LIFE SEMI-INDEPENDENT PROJECT LTD,2184,16/09/2013
MY LIFE SEMI-INDEPENDENT PROJECT LTD,920.57,16/09/2013
MY LIFE SEMI-INDEPENDENT PROJECT LTD,3375.43,16/09/2013
MY LIFE SEMI-INDEPENDENT PROJECT LTD,4296,16/09/2013
N S WARWICK LTD,506,11/09/2013
NATIONAL EXPRESS LTD,1047.84,13/09/2013
NCC SERVICES LIMITED,1350,20/09/2013
NCI SERVICES LTD,17024.06,05/09/2013
NEOPOST FINANCE LTD,24000,20/09/2013
NETWORK VENTURES LTD,1710,09/09/2013
NEW CENTURY CARE (WESTBANK CARE HOME),2061.77,26/09/2013
NEWHAVEN PUPIL REFERRAL UNIT,43799,02/09/2013
NICO OFFICE LTD,591.42,16/09/2013
NICO OFFICE LTD,807.6,18/09/2013
NICO OFFICE LTD,585.83,19/09/2013
NICOLA MANNING AS DEPUTY FOR JAMES ANDREW DUNCAN,1183.84,18/09/2013
NOMIX ENVIRO,4986,02/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,784.8,03/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,1330.56,03/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,655.2,03/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,784.8,09/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,11772,09/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,6978.38,09/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,3203.71,09/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,1638,09/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,1405.86,24/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,122799.52,24/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,1296,24/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,8900,27/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,36802.4,27/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,1638,30/09/2013
NORTHGATE INFORMATION SOLUTIONS UK LTD,8952,30/09/2013
NOWMEDICAL,540,23/09/2013
NPOWER LTD,1089.41,06/09/2013
NPOWER LTD,503.93,06/09/2013
NPOWER LTD,1634.86,12/09/2013
NPOWER LTD,1609.18,24/09/2013
NPOWER LTD,1609.17,26/09/2013
NPOWER LTD,688.8,26/09/2013
NRPF.UK,2757.96,05/09/2013
NRPF.UK,2666.7,06/09/2013
NRPF.UK,1333.35,17/09/2013
NRPF.UK,2298.3,26/09/2013
NUTTEN STOVEN RESIDENTIAL HOME,1947.85,26/09/2013
O2 (UK) LTD,508.58,11/09/2013
OCE FINANCE,1280.4,04/09/2013
OCE FINANCE,9465.88,06/09/2013
OCE FINANCE,1558.92,06/09/2013
OCS GROUP UK LIMITED,3092.4,06/09/2013
OFFICE DEPOT UK LIMITED,861.08,02/09/2013
OFFICE DEPOT UK LIMITED,2932.8,02/09/2013
OFFICE DEPOT UK LIMITED,7251.4,10/09/2013
OFFICE DEPOT UK LIMITED,515.12,10/09/2013
OFFICE DEPOT UK LIMITED,1748.58,10/09/2013
OFFICE DEPOT UK LIMITED,1495.92,10/09/2013
OFFICE DEPOT UK LIMITED,1279.2,19/09/2013
OFFICE DEPOT UK LIMITED,994.5,25/09/2013
OFFICE DEPOT UK LIMITED,590.11,25/09/2013
OFFICE DEPOT UK LIMITED,563.16,26/09/2013
ONE STEP (SUPPORT) LIMITED,9223.2,06/09/2013
ONE STEP (SUPPORT) LIMITED,9530.64,06/09/2013
ONE STEP (SUPPORT) LIMITED,9530.64,06/09/2013
ONE STEP (SUPPORT) LIMITED,9223.2,26/09/2013
OPUS CARE LTD T/A ASHFORD NURSING HOME,1875.28,30/09/2013
ORACLE CORP UK LIMITED,9683.58,25/09/2013
ORANGE PCS,1356,30/09/2013
ORCHARD FENCING,751.66,18/09/2013
ORCHARD FENCING,1266.34,18/09/2013
OXFORD BROOKES ENTERPRISES LTD,9000,25/09/2013
OXLEAS NHS FOUNDATION TRUST,3997,06/09/2013
OXLEAS NHS FOUNDATION TRUST,1551.6,09/09/2013
OXLEAS NHS FOUNDATION TRUST,2068.8,09/09/2013
OXLEAS NHS FOUNDATION TRUST,761,11/09/2013
OXLEAS NHS FOUNDATION TRUST,608.8,11/09/2013
OXLEAS NHS FOUNDATION TRUST,1241.28,11/09/2013
OXLEAS NHS FOUNDATION TRUST,1655.04,11/09/2013
OXLEAS NHS FOUNDATION TRUST,6888,13/09/2013
OXLEAS NHS FOUNDATION TRUST,19997.21,16/09/2013
OXLEAS NHS FOUNDATION TRUST,1241.28,18/09/2013
OXLEAS NHS FOUNDATION TRUST,1655.04,18/09/2013
OXLEAS NHS FOUNDATION TRUST,192888.58,23/09/2013
OXLEAS NHS FOUNDATION TRUST,4311.97,20/09/2013
OXLEAS NHS FOUNDATION TRUST,31039.75,24/09/2013
OXLEAS NHS FOUNDATION TRUST,608.8,25/09/2013
P & R INSTALLATION CO LTD,96689.27,20/09/2013
P A CONSULTING GROUP,11988,23/09/2013
PACE FUELCARE LTD,1399.86,18/09/2013
PARKER CONSTRUCTION,4172.9,17/09/2013
PE LOGAN LTD,838,11/09/2013
PEACE MANOR RESIDENTIAL CARE LIMITED,4714.28,26/09/2013
PEACE MANOR RESIDENTIAL CARE LIMITED,4050,26/09/2013
PELHAM SAFETY SERVICES LTD,1512,25/09/2013
PELLINGS LLP,1068.74,09/09/2013
PELLINGS LLP,540,17/09/2013
PELLINGS LLP,7384.07,17/09/2013
PELLINGS LLP,645.22,17/09/2013
PELLINGS LLP,8073.9,17/09/2013
PELLINGS LLP,712.5,17/09/2013
PELLINGS LLP,1950,20/09/2013
PELLINGS LLP,8536.99,30/09/2013
PHB CONSTRUCTION LTD,218549.63,05/09/2013
PHB CONSTRUCTION LTD,23106.6,12/09/2013
PHB CONSTRUCTION LTD,31881.35,12/09/2013
PHOENIX FIRE SERVICES LTD,7438.56,12/09/2013
PIPER ASSESSMENT LTD,566.4,13/09/2013
PLAYQUIP UK LTD T/A PLAYQUIP LEISURE,1071.6,18/09/2013
PLUMSTEAD CLINIC LTD,1387,19/09/2013
POST OFFICE LTD,30000,30/09/2013
POST OFFICE LTD,779.78,24/09/2013
PRACTICUS LIMITED,8970,04/09/2013
PREMIER ENERGY SERVICES LTD,2454,30/09/2013
PROTOCOL EDUCATION LTD,1340.72,06/09/2013
PROTOCOL EDUCATION LTD,766.13,20/09/2013
PULSE HEALTHCARE LTD,1447.8,04/09/2013
PUMA BUILDING SERVICES,27207.98,17/09/2013
PURCHASE POWER,1129.82,23/09/2013
PUSH TO TALK SYSTEMS LTD,546,09/09/2013
QEF INDEPENDENT LIVING SERVICES,5012,16/09/2013
QEF INDEPENDENT LIVING SERVICES,7122.52,16/09/2013
QUAGGY COMMUNITY CENTRE & NURSERY,5776,09/09/2013
QUAGGY DEVELOPMENT TRUST (MARGARET BONDFIELD),5054,09/09/2013
QUAGGY DEVELOPMENT TRUST (MARGARET BONDFIELD),1170,16/09/2013
R S REAL ESTATES LTD,9883,17/09/2013
RACHEL BRICKS PROPERTIES,961,16/09/2013
RACHEL BRICKS PROPERTIES,756,16/09/2013
RACHEL BRICKS PROPERTIES,961,16/09/2013
RAINBOW CARPETS (WELLING) LTD,2575.2,11/09/2013
RANDSTAD EDUCATION LIMITED,804,05/09/2013
RANDSTAD EDUCATION LIMITED,804,05/09/2013
RANDSTAD EDUCATION LIMITED,519.95,20/09/2013
RANDSTAD EDUCATION LIMITED,519.95,20/09/2013
RANDSTAD EDUCATION LIMITED,519.95,20/09/2013
RANDSTAD EDUCATION LIMITED,866.58,20/09/2013
RANDSTAD EDUCATION LIMITED,519.95,20/09/2013
RANDSTAD EDUCATION LIMITED,693.26,20/09/2013
RANDSTAD EDUCATION LIMITED,866.58,20/09/2013
RANDSTAD EDUCATION LIMITED,519.95,20/09/2013
RANDSTAD EDUCATION LIMITED,804,23/09/2013
RAPID COMMERCIAL CLEANING SERVICES LTD,1432.37,06/09/2013
RAPID COMMERCIAL CLEANING SERVICES LTD,1432.37,06/09/2013
RAPID COMMERCIAL CLEANING SERVICES LTD,1432.37,20/09/2013
RAPID PLATFORMS,738,19/09/2013
RAPID PLATFORMS,738,20/09/2013
RBS INVOICE FINANCE (KELLY EXECUTIVE),2406.6,20/09/2013
REDACT PERSONAL INFORMATION,6936.25,06/09/2013
REDACT PERSONAL INFORMATION,1509.6,02/09/2013
REDACT PERSONAL INFORMATION,1618.8,02/09/2013
REDACT PERSONAL INFORMATION,1512,02/09/2013
REDACT PERSONAL INFORMATION,1509.6,02/09/2013
REDACT PERSONAL INFORMATION,1509.6,02/09/2013
REDACT PERSONAL INFORMATION,1618.8,02/09/2013
REDACT PERSONAL INFORMATION,1368,02/09/2013
REDACT PERSONAL INFORMATION,1512,02/09/2013
REDACT PERSONAL INFORMATION,1512,02/09/2013
REDACT PERSONAL INFORMATION,1512,02/09/2013
REDACT PERSONAL INFORMATION,1512,02/09/2013
REDACT PERSONAL INFORMATION,1512,02/09/2013
REDACT PERSONAL INFORMATION,1512,02/09/2013
REDACT PERSONAL INFORMATION,1509.6,02/09/2013
REDACT PERSONAL INFORMATION,837,02/09/2013
REDACT PERSONAL INFORMATION,1150,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1860,02/09/2013
REDACT PERSONAL INFORMATION,1302,02/09/2013
REDACT PERSONAL INFORMATION,1302,02/09/2013
REDACT PERSONAL INFORMATION,1317.5,02/09/2013
REDACT PERSONAL INFORMATION,1085,02/09/2013
REDACT PERSONAL INFORMATION,837,02/09/2013
REDACT PERSONAL INFORMATION,1317.5,02/09/2013
REDACT PERSONAL INFORMATION,1302,02/09/2013
REDACT PERSONAL INFORMATION,1302,02/09/2013
REDACT PERSONAL INFORMATION,837,02/09/2013
REDACT PERSONAL INFORMATION,837,02/09/2013
REDACT PERSONAL INFORMATION,837,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,11071.34,02/09/2013
REDACT PERSONAL INFORMATION,11514.02,02/09/2013
REDACT PERSONAL INFORMATION,3107.13,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,775,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,3264,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1414,02/09/2013
REDACT PERSONAL INFORMATION,800,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,775,02/09/2013
REDACT PERSONAL INFORMATION,775,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,763.41,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1860,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1860,02/09/2013
REDACT PERSONAL INFORMATION,1860,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1200,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,908.86,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
