"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","Grade 7","46696","53700","Business Manager","1.00","Planning"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","SEO","37428","41173","Communications Manager","1.00","Planning"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","HEO","29832","32367","Communications Manager","11.00","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","AO","20855","20855","Communications Support Officer","1.00","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","EO","24876","26000","Communications Support Officer","6.00","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","HEO","29832","32367","Correspondence Manager","3.89","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","AO","20855","20855","Correspondence Officer","1.00","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","EO","24876","26000","Correspondence Officer","0.59","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","SEO","37428","41173","Internal Auditor","0.76","Internal Audit"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","EO","24876","26000","Knowledge Information Management Support Officer","1.86","Knowledge and Information Management (KIM)"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","AO","20855","20855","Operational Researcher","1.00","Operational Research"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","HEO","29832","32367","Operational Researcher","2.00","Operational Research"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","SEO","37428","41173","Operational Researcher","1.00","Operational Research"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","EO","24876","26000","Private Secretary","1.00","Other"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","Grade 6","57855","66533","Senior Communications Manager","1.00","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","Grade 7","46696","53700","Senior Communications Manager","1.89","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","SEO","37428","41173","Senior Communications Manager","3.74","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","Grade 7","46696","53700","Senior Correspondence Manager","1.00","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","SEO","37428","41173","Senior Correspondence Manager","2.00","Communications"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","SEO","37428","41173","Senior Operational Researcher","1.76","Operational Research"
"Department for Transport","Driver and Vehicle Standards Agency","Corporate Affairs","112788","EO","24876","26000","Web Manager","1.00","Information Technology"
"Department for Transport","Driver and Vehicle Standards Agency","Digital Services and Technology","112787","HEO","29832","32367","Analyst","1.00","Information Technology"
"Department for Transport","Driver and Vehicle Standards Agency","Digital Services and Technology","112787","SEO","37428","41173","Business Manager","1.00","Programme and Project Management (PPM)"
"Department for Transport","Driver and Vehicle Standards Agency","Digital Services and Technology","112787","HEO","29832","32367","IT Manager","28.84","Information Technology"
"Department for Transport","Driver and Vehicle Standards Agency","Digital Services and Technology","112787","SEO","37428","41173","IT Manager","1.00","Information Technology"
"Department for Transport","Driver and Vehicle Standards Agency","Digital Services and Technology","112787","AA","17275","17275","IT Support Officer","1.00","Information Technology"
"Department for Transport","Driver and Vehicle Standards Agency","Digital Services and Technology","112787","AO","20855","20855","IT Support Officer","15.98","Information Technology"
"Department for Transport","Driver and Vehicle Standards Agency","Digital Services and Technology","112787","EO","24876","26000","IT Support Officer","21.27","Information Technology"
"Department for Transport","Driver and Vehicle Standards Agency","Digital Services and Technology","112787","EO","24876","26000","Junior Analyst","1.00","Information Technology"
"Department for Transport","Driver and Vehicle Standards Agency","Digital Services and Technology","112787","HEO","29832","32367","Knowledge Information Management Manager","4.00","Knowledge and Information Management (KIM)"
