"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Department for Transport","AAIB- Programmes","156","PB2","20855","24267","Operations Support Officer","6.00","Operational Delivery"
"Department for Transport","Department for Transport","AAIB- Programmes","156","PB3","24876","29179","Finance Support Officer","0.81","Operational Delivery"
"Department for Transport","Department for Transport","AAIB- Programmes","156","PB3","24876","29179","IT Support Officer","1.00","Operational Delivery"
"Department for Transport","Department for Transport","AAIB- Programmes","156","PB3","24876","29179","Operational Manager","5.80","Operational Delivery"
"Department for Transport","Department for Transport","AAIB- Programmes","156","PB4","29672","36156","IT Manager","1.00","Operational Delivery"
"Department for Transport","Department for Transport","AAIB- Programmes","156","PB5","36687","44414","Business Manager","1.00","Operational Delivery"
"Department for Transport","Department for Transport","AAIB- Programmes","156","PB5","36687","44414","Technical Support Officer","1.00","Operational Delivery"
"Department for Transport","Department for Transport","AAIB- Programmes","156","PB6","45910","57506","Senior Operational Manager","2.00","Operational Delivery"
"Department for Transport","Department for Transport","AAIB- Programmes","156","PB6AN","70046","77655","Senior Operational Manager","21.86","Operational Delivery"
"Department for Transport","Department for Transport","AAIB- Programmes","156","PB7AN","79640","88000","Senior Operational Manager","7.00","Operational Delivery"
"Department for Transport","Department for Transport","Analysis & Strategy","60","PB2","20855","24267","Policy Support Officer","1.00","Operational Delivery"
"Department for Transport","Department for Transport","Analysis & Strategy","122","PB3","24876","29179","Technical Support Officer","1.00","Science and Engineering"
"Department for Transport","Department for Transport","Analysis & Strategy","60","PB3","24876","29179","Analyst","3.00","Statisticians"
"Department for Transport","Department for Transport","Analysis & Strategy","121","PB4","29672","36156","Analyst","2.00","Statisticians"
"Department for Transport","Department for Transport","Analysis & Strategy","122","PB4FS","27000","36435","Analyst","1.00","Statisticians"
"Department for Transport","Department for Transport","Analysis & Strategy","122","PB4FS","27000","36435","Economist","8.50","Economics"
"Department for Transport","Department for Transport","Analysis & Strategy","122","PB4FS","27000","36435","Operational Researcher","1.00","Social Research"
"Department for Transport","Department for Transport","Analysis & Strategy","121","PB5","36687","44414","Senior Analyst","1.00","Statisticians"
"Department for Transport","Department for Transport","Analysis & Strategy","121","PB5","36687","44414","Senior Operational Researcher","3.75","Social Research"
"Department for Transport","Department for Transport","Analysis & Strategy","122","PB5","36687","44414","Operational Researcher","4.00","Science and Engineering"
"Department for Transport","Department for Transport","Analysis & Strategy","60","PB5","36687","44414","Policy Adviser","2.00","Policy"
"Department for Transport","Department for Transport","Analysis & Strategy","121","PB6","45910","57506","Senior Operational Manager","0.82","Statisticians"
"Department for Transport","Department for Transport","Analysis & Strategy","121","PB6","45910","57506","Senior Operational Researcher","2.98","Social Research"
"Department for Transport","Department for Transport","Analysis & Strategy","122","PB6","45910","57506","Senior Economist","1.00","Policy"
"Department for Transport","Department for Transport","Analysis & Strategy","122","PB6","45910","57506","Senior Policy Adviser","7.60","Policy"
"Department for Transport","Department for Transport","Analysis & Strategy","121","PB7","56422","70859","Senior Analyst","1.00","Other"
"Department for Transport","Department for Transport","Analysis & Strategy","121","PB7","56422","70859","Senior Operational Researcher","2.80","Social Research"
"Department for Transport","Department for Transport","Analysis & Strategy","122","PB7","56422","70859","Senior Policy Adviser","2.60","Policy"
"Department for Transport","Department for Transport","Aviation","108","PB2","20855","24267","Policy Support Officer","3.00","Other"
"Department for Transport","Department for Transport","Aviation","57","PB2","20855","24267","Operations Support Officer","4.00","Other"
"Department for Transport","Department for Transport","Aviation","107","PB3","24876","29179","Policy Support Officer","10.00","Other"
"Department for Transport","Department for Transport","Aviation","110","PB3","24876","29179","Operations Support Officer","6.00","Other"
"Department for Transport","Department for Transport","Aviation","110","PB4","29672","36156","Technical Adviser","2.00","Other"
"Department for Transport","Department for Transport","Aviation","57","PB4","29672","36156","Policy Adviser","59.10","Other"
"Department for Transport","Department for Transport","Aviation","107","PB5","36687","44414","Policy Adviser","2.00","Other"
"Department for Transport","Department for Transport","Aviation","110","PB5","36687","44414","Policy Adviser","3.00","Other"
"Department for Transport","Department for Transport","Aviation","57","PB5","36687","44414","Policy Adviser","21.52","Other"
"Department for Transport","Department for Transport","Aviation","107","PB6","45910","57506","Senior Technical Adviser","1.00","Other"
"Department for Transport","Department for Transport","Aviation","108","PB6","45910","57506","Senior Policy Adviser","40.69","Other"
"Department for Transport","Department for Transport","Aviation","107","PB7","56422","70859","Senior Policy Adviser","4.00","Other"
"Department for Transport","Department for Transport","Corporate Finance Directo","129","PB3","24876","29179","Finance Support Officer","1.00","Finance"
"Department for Transport","Department for Transport","Corporate Finance Directo","129","PB4FS","27000","36435","Finance Officer","1.00","Finance"
"Department for Transport","Department for Transport","Corporate Finance Directo","129","PB5","36687","44414","Finance Officer","1.00","Finance"
"Department for Transport","Department for Transport","Corporate Finance Directo","129","PB7","56422","70859","Senior Finance  Manager","3.40","Finance"
"Department for Transport","Department for Transport","Energy Technology & Inte","216","PB2","20855","24267","Policy Support Officer","1.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","59","PB2","20855","24267","Policy Support Officer","3.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","216","PB3","24876","29179","Policy Support Officer","1.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","118","PB3","24876","29179","Policy Support Officer","2.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","119","PB3","24876","29179","Policy Support Officer","2.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","216","PB3","24876","29179","Policy Support Officer","1.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","59","PB3","24876","29179","Policy Support Officer","2.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","118","PB4","29672","36156","Policy Adviser","6.52","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","119","PB4","29672","36156","Policy Adviser","3.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","119","PB4","29672","36156","Policy Adviser","1.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","216","PB4","29672","36156","Policy Adviser","5.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","59","PB4","29672","36156","Policy Adviser","3.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","118","PB4FS","27000","36435","Policy Adviser","2.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","216","PB4FS","27000","36435","Policy Adviser","2.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","216","PB5","36687","44414","Policy Adviser","0.58","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","118","PB5","36687","44414","Policy Adviser","1.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","119","PB5","36687","44414","Policy Adviser","5.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","216","PB5","36687","44414","Policy Adviser","2.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","59","PB5","36687","44414","Policy Adviser","4.80","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","216","PB6","45910","57506","Senior Policy Adviser","1.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","118","PB6","45910","57506","Senior Policy Adviser","5.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","119","PB6","45910","57506","Senior Policy Adviser","5.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","216","PB6","45910","57506","Senior Policy Adviser","4.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","59","PB6","45910","57506","Senior Policy Adviser","5.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","118","PB7","56422","70859","Senior Policy Adviser","1.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","216","PB7","56422","70859","Senior Policy Adviser","1.00","Policy"
"Department for Transport","Department for Transport","Energy Technology & Inte","59","PB7","56422","70859","Senior Policy Adviser","0.93","Policy"
"Department for Transport","Department for Transport","Environment & Int Transpo","324","PB3","24876","29179","Statistical Support Officer","4.00","Statisticians"
"Department for Transport","Department for Transport","Environment & Int Transpo","324","PB4","29672","36156","Statistician","1.00","Statisticians"
"Department for Transport","Department for Transport","Environment & Int Transpo","324","PB4FS","27000","36435","Statistician","6.70","Statisticians"
"Department for Transport","Department for Transport","Environment & Int Transpo","324","PB5","36687","44414","Statistician","2.00","Statisticians"
"Department for Transport","Department for Transport","Environment & Int Transpo","324","PB6","45910","57506","Senior Statistician","12.20","Statisticians"
"Department for Transport","Department for Transport","Environment & Int Transpo","324","PB7","56422","70859","Senior Statistician","3.00","Statisticians"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB2","20855","24267","Knowledge Information Management Support Officer","1.00","Knowledge and Information Management (KIM)"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB2","20855","24267","Legal Support Officer","3.54","Law"
"Department for Transport","Department for Transport","General Counsel's Office","146","PB3","24876","29179","Legal Support Officer","1.00","Law"
"Department for Transport","Department for Transport","General Counsel's Office","149","PB3","24876","29179","Legal Support Officer","1.67","Law"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB3","24876","29179","HR Support Officer","1.00","Human Resources"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB3","24876","29179","Knowledge Information Management Support Officer","1.00","Knowledge and Information Management (KIM)"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB3","24876","29179","Legal Support Officer","5.76","Law"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB3","24876","29179","Operations Support Officer","1.00","Operational Delivery"
"Department for Transport","Department for Transport","General Counsel's Office","149","PB4","29672","36156","Executive Assistant","1.00","Law"
"Department for Transport","Department for Transport","General Counsel's Office","149","PB4","29672","36156","Operational Manager","1.00","Operational Delivery"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB4","29672","36156","Legal Support Officer","8.00","Law"
"Department for Transport","Department for Transport","General Counsel's Office","146","PB5","36687","44414","Legal Support Officer","1.00","Law"
"Department for Transport","Department for Transport","General Counsel's Office","149","PB5","36687","44414","Legal Support Officer","1.00","Law"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB5","36687","44414","Legal Support Officer","6.86","Law"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB5","36687","44414","Policy Adviser","1.00","Policy"
"Department for Transport","Department for Transport","General Counsel's Office","148","PB6","45910","57506","Legal Adviser","3.00","Law"
"Department for Transport","Department for Transport","General Counsel's Office","149","PB6","45910","57506","Legal Adviser","1.80","Law"
"Department for Transport","Department for Transport","General Counsel's Office","150","PB6","45910","57506","Legal Adviser","3.00","Law"
"Department for Transport","Department for Transport","General Counsel's Office","153","PB6","45910","57506","Legal Adviser","1.80","Law"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB6","45910","57506","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB6","45910","57506","Legal Adviser","11.40","Law"
"Department for Transport","Department for Transport","General Counsel's Office","302","PB6","45910","57506","Legal Adviser","2.00","Law"
"Department for Transport","Department for Transport","General Counsel's Office","302","PB6","45910","57506","Policy Adviser","2.60","Policy"
"Department for Transport","Department for Transport","General Counsel's Office","305","PB6","45910","57506","Legal Adviser","4.00","Law"
"Department for Transport","Department for Transport","General Counsel's Office","146","PB7","56422","70859","Senior Legal Adviser","6.80","Law"
"Department for Transport","Department for Transport","General Counsel's Office","148","PB7","56422","70859","Senior Legal Adviser","4.00","Law"
"Department for Transport","Department for Transport","General Counsel's Office","149","PB7","56422","70859","Senior Legal Adviser","4.40","Law"
"Department for Transport","Department for Transport","General Counsel's Office","150","PB7","56422","70859","Senior Legal Adviser","4.60","Law"
"Department for Transport","Department for Transport","General Counsel's Office","153","PB7","56422","70859","Senior Legal Adviser","7.32","Law"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB7","56422","70859","Senior Legal Adviser","13.05","Law"
"Department for Transport","Department for Transport","General Counsel's Office","302","PB7","56422","70859","Senior Legal Adviser","1.92","Law"
"Department for Transport","Department for Transport","General Counsel's Office","305","PB7","56422","70859","Senior Legal Adviser","2.80","Law"
"Department for Transport","Department for Transport","General Counsel's Office","26","PB7","56422","70859","Senior Legal Adviser","1.00","Law"
"Department for Transport","Department for Transport","Group Communications","75","PB3","24876","29179","Communications Support Officer","2.00","Communications"
"Department for Transport","Department for Transport","Group Communications","76","PB3","24876","29179","Communications Support Officer","2.00","Communications"
"Department for Transport","Department for Transport","Group Communications","74","PB4","29672","36156","Communications Manager","8.00","Communications"
"Department for Transport","Department for Transport","Group Communications","75","PB4","29672","36156","Communications Manager","4.00","Communications"
"Department for Transport","Department for Transport","Group Communications","76","PB4","29672","36156","Communications Manager","5.80","Communications"
"Department for Transport","Department for Transport","Group Communications","74","PB5","36687","44414","Communications Manager","4.00","Communications"
"Department for Transport","Department for Transport","Group Communications","75","PB5","36687","44414","Communications Manager","7.00","Communications"
"Department for Transport","Department for Transport","Group Communications","76","PB5","36687","44414","Communications Manager","5.80","Communications"
"Department for Transport","Department for Transport","Group Communications","74","PB6","45910","57506","Senior Communications Manager","4.00","Communications"
"Department for Transport","Department for Transport","Group Communications","75","PB6","45910","57506","Senior Communications Manager","8.56","Communications"
