?BODY NAME,SERVICE LABEL PORTFOLIO,SERVICE CODE,EXPENDITURE CATEGORY,DATE,TRANSACTION NUMBER,NET AMOUNT,SUPPLIER NAME,SUPPLIER ID
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,POSTAGES,11/05/2012,209379,3109.25,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,POSTAGES,11/05/2012,209388,4997.48,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,PREMISES REPAIRS & RENEWALS,18/05/2012,209645,3670,REDACTED PERSONAL DATA,100476
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,PREMISES REPAIRS & RENEWALS,18/05/2012,209644,25250,REDACTED PERSONAL DATA,100476
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,04/05/2012,208860,1124,S P G CONSTRUCTION LTD,100477
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,CONTRACTUAL SERVICES,04/05/2012,209030,1616.4,S P G CONSTRUCTION LTD,100477
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B992,SUPERANNUATION,25/05/2012,209980,795,SCOTTISH WIDOWS PLC,101485
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,HARDWARE MAINTENANCE,25/05/2012,210120,3135,SEC-1-LTD,101046
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,SEWERAGE AND WATER CHARGES,18/05/2012,209567,519.59,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,METERED WATER CHARGE,25/05/2012,210056,573.21,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,SEWERAGE AND WATER CHARGES,18/05/2012,209568,886.07,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,SEWERAGE AND WATER CHARGES,18/05/2012,209566,890.38,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,METERED WATER CHARGE,25/05/2012,210037,1172.13,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,11/05/2012,209329,423.55,SHERWOOD TRUCK AND VAN LTD,100497
NEWARK AND SHERWOOD DISTRICT COUNCIL,SAFE AND STRONG,B500,CONTRACTUAL SERVICES,25/05/2012,210048,1000,SMARTWATER TECHNOLOGY LTD,101325
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,11/05/2012,209398,3159,SOUTHWELL TOWN COUNCIL,100515
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,RENT,18/05/2012,209749,44279.17,ST LEONARD'S HOSPITAL,100516
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,OTHER EQUIPMENT AND TOOLS,04/05/2012,208957,1130.29,STAGE ELECTRICS,100517
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,OTHER EQUIPMENT AND TOOLS,25/05/2012,210045,1431.34,STAGE ELECTRICS,100517
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,CONTRACTUAL SERVICES,25/05/2012,210111,888,STAR TRAC UK LTD,101256
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,COMPUTER SOFTWARE,04/05/2012,208994,1847.76,STM ENVIRONMENTAL CONSULTANTS LTD,101582
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,04/05/2012,208790,820,STRAIGHTSET LTD,100523
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ARTISTS FEES,04/05/2012,208973,1804.89,SWEENEY ENTERTAINMENTS,100529
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,EQUIPMENT FOR RESALE,04/05/2012,208691,1094.86,SWIMMING TEACHERS ASSOCIATION,100530
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,EQUIPMENT FOR RESALE,04/05/2012,208671,578.42,SWIMRITE SUPPLIES LTD,100531
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,CONTRACTUAL SERVICES,04/05/2012,208702,2884,TAMESIDE MBC,100536
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,11/05/2012,209336,666.6,TERBERG MATEC UK LTD,100541
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,DEPARTMENTAL HARDWARE,18/05/2012,209697,6675,TERMINAL FOUR SOLUTIONS LTD,101111
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,PREMISES REPAIRS & RENEWALS,04/05/2012,208770,662.91,THE BSS GROUP PLC,101569
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ARTISTS FEES,04/05/2012,209060,1152.14,THE PEOPLES THEATRE COMPANY,100882
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,ADVERTISING,18/05/2012,209778,2754.36,TMP (UK) LTD,101175
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ARTISTS FEES,04/05/2012,208964,806.45,TONY CLAYMAN PROMOTIONS,101584
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,TRI SCAN PAYMENTS,04/05/2012,208723,1145,TRISCAN SYSTEMS LIMITED,100573
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ARTISTS FEES,18/05/2012,209663,641.08,U2-2 SLIDE PROMOTIONS,101586
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,POOL CHEMICALS,25/05/2012,210112,638.18,UNIVAR LIMITED,100584
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,STANDING CHARGES TELEPHONES,04/05/2012,208766,1522,VIRGIN MEDIA BUSINESS,100593
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,TELEPHONES,04/05/2012,208766,1868.44,VIRGIN MEDIA BUSINESS,100593
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PARISH CNCLS AND VOL BODIES,18/05/2012,209688,823,VITALYZ EXERCISE LTD,101592
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,CONSULTANTS,11/05/2012,209377,4122.84,WALLACE FIFE LTD,101554
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,CONSULTANTS,04/05/2012,208816,8719.88,WALLACE FIFE LTD,101554
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,LICENSED BAR PROVISIONS,18/05/2012,209976,639.24,WAVERLEY TBS LTD,101555
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,LICENSED BAR PROVISIONS,18/05/2012,209975,1121.96,WAVERLEY TBS LTD,101555
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,04/05/2012,208852,575,WELLSCO LTD,101578
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210158,6250,WESTVILLE LTD,100604
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,STATIONERY,18/05/2012,209629,512.41,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CORPORATE COMMUNICATION,04/05/2012,208784,730,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PRINTING,18/05/2012,209656,4545,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,PROFESSIONAL SERVICES,04/05/2012,209007,788.25,WSP UK LTD,100610
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B992,REPAIRS AND MAINTENANCE,04/05/2012,208814,2125,WSP UK LTD,100610
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,PROFESSIONAL SERVICES,04/05/2012,209006,5315,WSP UK LTD,100610
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,PROFESSIONAL SERVICES,04/05/2012,208872,1250,WYG ENVIRONMENT TRANSPORT PLANNING,101605
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,CONTRACTUAL SERVICES,04/05/2012,208731,1487.93,XEROX (UK) LTD,100612
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,MATERIALS,04/05/2012,208845,442.8,XEROX OFFICE SUPPLIES,100614
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,ADVERTISING,10/05/2012,1205005,650,NEWARK ADVERTISER GROUP,400028
