ActivitySiteID,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime,MaxBookees,Number Booked
Sowerby Bridge Pool,Pure Stretch 8-9pm,12-Jul-17,20:00:00,35,12
Sowerby Bridge Pool,Pure Stretch 8-9pm,19-Jul-17,20:00:00,35,13
Sowerby Bridge Pool,Pure Stretch 8-9pm,26-Jul-17,20:00:00,35,16
Sowerby Bridge Pool,Pure Stretch 8-9pm,02-Aug-17,20:00:00,35,16
Sowerby Bridge Pool,Pure Stretch 8-9pm,09-Aug-17,20:00:00,35,22
Sowerby Bridge Pool,Pure Stretch 8-9pm,16-Aug-17,20:00:00,35,17
Sowerby Bridge Pool,Pure Stretch 8-9pm,23-Aug-17,20:00:00,35,20
Sowerby Bridge Pool,Pure Stretch 8-9pm,30-Aug-17,20:00:00,35,12
Sowerby Bridge Pool,Pure Stretch 8-9pm,06-Sep-17,20:00:00,35,24
Sowerby Bridge Pool,Pure Stretch 8-9pm,13-Sep-17,20:00:00,35,15
Sowerby Bridge Pool,Pure Stretch 8-9pm,20-Sep-17,20:00:00,35,15
Sowerby Bridge Pool,Pure Stretch 8-9pm,27-Sep-17,20:00:00,35,17
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,06-Jul-17,12:00:00,35,18
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,13-Jul-17,12:00:00,35,20
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,20-Jul-17,12:00:00,35,19
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,27-Jul-17,12:00:00,35,18
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,03-Aug-17,12:00:00,35,23
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,10-Aug-17,12:00:00,35,19
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,17-Aug-17,12:00:00,35,23
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,24-Aug-17,12:00:00,35,17
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,31-Aug-17,12:00:00,35,16
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,14-Sep-17,12:00:00,35,12
Sowerby Bridge Pool,Pure Stretch 12.00-1.00pm,21-Sep-17,12:00:00,35,8
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,06-Jul-17,18:00:00,30,6
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,13-Jul-17,18:00:00,30,12
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,20-Jul-17,18:00:00,30,13
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,27-Jul-17,18:00:00,30,14
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,03-Aug-17,18:00:00,30,7
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,10-Aug-17,18:00:00,30,9
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,17-Aug-17,18:00:00,30,12
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,07-Sep-17,18:00:00,30,16
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,14-Sep-17,18:00:00,30,21
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,21-Sep-17,18:00:00,30,13
Sowerby Bridge Pool,Step Zumba 6.00-7.00pm,28-Sep-17,18:00:00,30,15
Sowerby Bridge Pool,Stretch 6-7pm,01-Sep-17,18:00:00,35,7
Sowerby Bridge Pool,Stretch 6pm -7pm,11-Sep-17,18:00:00,35,19
Sowerby Bridge Pool,Stretch 6pm -7pm,18-Sep-17,18:00:00,35,19
Sowerby Bridge Pool,Stretch 6pm -7pm,25-Sep-17,18:00:00,35,13
Sowerby Bridge Pool,Stretch   11.30-12.30pm,05-Jul-17,11:30:00,35,8
Sowerby Bridge Pool,Stretch   11.30-12.30pm,12-Jul-17,11:30:00,35,15
Sowerby Bridge Pool,Stretch   11.30-12.30pm,19-Jul-17,11:30:00,35,10
Sowerby Bridge Pool,Stretch   11.30-12.30pm,26-Jul-17,11:30:00,35,13
Sowerby Bridge Pool,Stretch   11.30-12.30pm,02-Aug-17,11:30:00,35,15
Sowerby Bridge Pool,Stretch   11.30-12.30pm,09-Aug-17,11:30:00,35,16
Sowerby Bridge Pool,Stretch   11.30-12.30pm,16-Aug-17,11:30:00,35,14
Sowerby Bridge Pool,Stretch   11.30-12.30pm,23-Aug-17,11:30:00,35,12
Sowerby Bridge Pool,Stretch   11.30-12.30pm,30-Aug-17,11:30:00,35,11
Sowerby Bridge Pool,Stretch   11.30-12.30pm,06-Sep-17,11:30:00,35,13
Sowerby Bridge Pool,Stretch   11.30-12.30pm,13-Sep-17,11:30:00,35,16
Sowerby Bridge Pool,Stretch   11.30-12.30pm,20-Sep-17,11:30:00,35,12
Sowerby Bridge Pool,Stretch   11.30-12.30pm,27-Sep-17,11:30:00,35,12
Sowerby Bridge Pool,Swimfit  7am - 8am,01-Jul-17,07:30:00,29,17
Sowerby Bridge Pool,Swimfit  7am - 8am,08-Jul-17,07:30:00,29,17
Sowerby Bridge Pool,Swimfit  7am - 8am,15-Jul-17,07:30:00,29,16
Sowerby Bridge Pool,Swimfit  7am - 8am,22-Jul-17,07:30:00,29,22
Sowerby Bridge Pool,Swimfit  7am - 8am,29-Jul-17,07:30:00,29,13
Sowerby Bridge Pool,Swimfit  7am - 8am,05-Aug-17,07:30:00,29,13
Sowerby Bridge Pool,Swimfit  7am - 8am,12-Aug-17,07:30:00,29,12
Sowerby Bridge Pool,Swimfit  7am - 8am,19-Aug-17,07:30:00,29,18
Sowerby Bridge Pool,Swimfit  7am - 8am,26-Aug-17,07:30:00,29,17
Sowerby Bridge Pool,Swimfit  7am - 8am,02-Sep-17,07:30:00,29,18
Sowerby Bridge Pool,Swimfit  7am - 8am,09-Sep-17,07:30:00,29,19
Sowerby Bridge Pool,Swimfit  7am - 8am,16-Sep-17,07:30:00,29,20
Sowerby Bridge Pool,Swimfit  7am - 8am,23-Sep-17,07:30:00,29,17
Sowerby Bridge Pool,Swimfit  7am - 8am,30-Sep-17,07:30:00,29,21
Sowerby Bridge Pool,Yoga 5-6pm,31-Aug-17,17:00:00,35,3
Sowerby Bridge Pool,Yoga 6-7pm,31-Aug-17,18:00:00,35,6
Sowerby Bridge Pool,Yoga 7pm - 8pm,25-Sep-17,19:00:00,35,5
Sowerby Bridge Pool,Yoga 8pm - 9pm,25-Sep-17,20:00:00,35,5
Sowerby Bridge Pool,Zumba 6.00-7.00pm,07-Jul-17,18:00:00,35,10
Sowerby Bridge Pool,Zumba 6.00-7.00pm,14-Jul-17,18:00:00,35,6
Sowerby Bridge Pool,Zumba 6.00-7.00pm,21-Jul-17,18:00:00,35,7
Sowerby Bridge Pool,Zumba 6.00-7.00pm,04-Aug-17,18:00:00,35,5
Sowerby Bridge Pool,Zumba 6.00-7.00pm,25-Aug-17,18:00:00,35,4
Sowerby Bridge Pool,Zumba 6.00-7.00pm,08-Sep-17,18:00:00,35,14
Sowerby Bridge Pool,Zumba 6.00-7.00pm,15-Sep-17,18:00:00,35,10
Sowerby Bridge Pool,Zumba 6.00-7.00pm,22-Sep-17,18:00:00,35,11
Sowerby Bridge Pool,Zumba 6.00-7.00pm,29-Sep-17,18:00:00,35,5
Todmorden Sports Centre,20-20-20 7.00-8.00pm,05-Jul-17,19:00:00,24,6
Todmorden Sports Centre,20-20-20 7.00-8.00pm,12-Jul-17,19:00:00,24,7
Todmorden Sports Centre,20-20-20 7.00-8.00pm,19-Jul-17,19:00:00,24,12
Todmorden Sports Centre,20-20-20 7.00-8.00pm,26-Jul-17,19:00:00,24,13
Todmorden Sports Centre,20-20-20 7.00-8.00pm,02-Aug-17,19:00:00,24,11
Todmorden Sports Centre,20-20-20 7.00-8.00pm,09-Aug-17,19:00:00,24,15
Todmorden Sports Centre,20-20-20 7.00-8.00pm,16-Aug-17,19:00:00,24,11
Todmorden Sports Centre,20-20-20 7.00-8.00pm,23-Aug-17,19:00:00,24,12
Todmorden Sports Centre,20-20-20 7.00-8.00pm,30-Aug-17,19:00:00,24,13
Todmorden Sports Centre,20-20-20 7.00-8.00pm,06-Sep-17,19:00:00,24,13
Todmorden Sports Centre,20-20-20 7.00-8.00pm,13-Sep-17,19:00:00,24,10
Todmorden Sports Centre,20-20-20 7.00-8.00pm,20-Sep-17,19:00:00,24,10
Todmorden Sports Centre,20-20-20 7.00-8.00pm,27-Sep-17,19:00:00,24,10
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,07-Jul-17,12:00:00,25,6
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,14-Jul-17,12:00:00,25,9
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,21-Jul-17,12:00:00,25,8
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,28-Jul-17,12:00:00,25,6
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,04-Aug-17,12:00:00,25,10
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,11-Aug-17,12:00:00,25,2
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,18-Aug-17,12:00:00,25,5
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,25-Aug-17,12:00:00,25,8
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,01-Sep-17,12:00:00,25,7
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,08-Sep-17,12:00:00,25,9
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,15-Sep-17,12:00:00,25,10
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,22-Sep-17,12:00:00,25,1
Todmorden Sports Centre,Aqua Zumba  12.00-1.00pm,29-Sep-17,12:00:00,25,16
Todmorden Sports Centre,Aquafit 3.00-3.45pm,04-Jul-17,15:00:00,25,12
Todmorden Sports Centre,Aquafit 3.00-3.45pm,11-Jul-17,15:00:00,25,7
Todmorden Sports Centre,Aquafit 3.00-3.45pm,18-Jul-17,15:00:00,25,12
Todmorden Sports Centre,Aquafit 3.00-3.45pm,25-Jul-17,15:00:00,25,14
Todmorden Sports Centre,Aquafit 3.00-3.45pm,01-Aug-17,15:00:00,25,16
Todmorden Sports Centre,Aquafit 3.00-3.45pm,08-Aug-17,15:00:00,25,15
Todmorden Sports Centre,Aquafit 3.00-3.45pm,15-Aug-17,15:00:00,25,11
Todmorden Sports Centre,Aquafit 3.00-3.45pm,22-Aug-17,15:00:00,25,16
Todmorden Sports Centre,Aquafit 3.00-3.45pm,29-Aug-17,15:00:00,25,13
Todmorden Sports Centre,Aquafit 3.00-3.45pm,05-Sep-17,15:00:00,25,7
Todmorden Sports Centre,Aquafit 3.00-3.45pm,12-Sep-17,15:00:00,25,15
Todmorden Sports Centre,Aquafit 3.00-3.45pm,19-Sep-17,15:00:00,25,13
Todmorden Sports Centre,Aquafit 3.00-3.45pm,26-Sep-17,15:00:00,25,13
Todmorden Sports Centre,Aquafit 7.15-8.15pm,04-Jul-17,19:15:00,25,17
Todmorden Sports Centre,Aquafit 7.15-8.15pm,06-Jul-17,19:15:00,25,15
Todmorden Sports Centre,Aquafit 7.15-8.15pm,11-Jul-17,19:15:00,25,16
Todmorden Sports Centre,Aquafit 7.15-8.15pm,13-Jul-17,19:15:00,25,13
Todmorden Sports Centre,Aquafit 7.15-8.15pm,18-Jul-17,19:15:00,25,13
Todmorden Sports Centre,Aquafit 7.15-8.15pm,20-Jul-17,19:15:00,25,14
Todmorden Sports Centre,Aquafit 7.15-8.15pm,25-Jul-17,19:15:00,25,14
Todmorden Sports Centre,Aquafit 7.15-8.15pm,27-Jul-17,19:15:00,25,10
Todmorden Sports Centre,Aquafit 7.15-8.15pm,01-Aug-17,19:15:00,25,18
Todmorden Sports Centre,Aquafit 7.15-8.15pm,03-Aug-17,19:15:00,25,7
Todmorden Sports Centre,Aquafit 7.15-8.15pm,08-Aug-17,19:15:00,25,5
Todmorden Sports Centre,Aquafit 7.15-8.15pm,10-Aug-17,19:15:00,25,11
Todmorden Sports Centre,Aquafit 7.15-8.15pm,15-Aug-17,19:15:00,25,13
Todmorden Sports Centre,Aquafit 7.15-8.15pm,17-Aug-17,19:15:00,25,1
Todmorden Sports Centre,Aquafit 7.15-8.15pm,22-Aug-17,19:15:00,25,10
Todmorden Sports Centre,Aquafit 7.15-8.15pm,24-Aug-17,19:15:00,25,8
Todmorden Sports Centre,Aquafit 7.15-8.15pm,29-Aug-17,19:15:00,25,11
Todmorden Sports Centre,Aquafit 7.15-8.15pm,31-Aug-17,19:15:00,25,7
Todmorden Sports Centre,Aquafit 7.15-8.15pm,05-Sep-17,19:15:00,25,16
Todmorden Sports Centre,Aquafit 7.15-8.15pm,07-Sep-17,19:15:00,25,7
Todmorden Sports Centre,Aquafit 7.15-8.15pm,12-Sep-17,19:15:00,25,17
Todmorden Sports Centre,Aquafit 7.15-8.15pm,14-Sep-17,19:15:00,25,16
Todmorden Sports Centre,Aquafit 7.15-8.15pm,19-Sep-17,19:15:00,25,14
Todmorden Sports Centre,Aquafit 7.15-8.15pm,21-Sep-17,19:15:00,25,11
Todmorden Sports Centre,Aquafit 7.15-8.15pm,26-Sep-17,19:15:00,25,14
Todmorden Sports Centre,Aquafit 7.15-8.15pm,28-Sep-17,19:15:00,25,19
Todmorden Sports Centre,Aquafit Beginners 10-11am,06-Jul-17,10:00:00,25,14
Todmorden Sports Centre,Aquafit Beginners 10-11am,13-Jul-17,10:00:00,25,12
Todmorden Sports Centre,Aquafit Beginners 10-11am,20-Jul-17,10:00:00,25,15
Todmorden Sports Centre,Aquafit Beginners 10-11am,27-Jul-17,11:00:00,25,12
Todmorden Sports Centre,Aquafit Beginners 10-11am,03-Aug-17,11:00:00,25,9
Todmorden Sports Centre,Aquafit Beginners 10-11am,10-Aug-17,11:00:00,25,13
Todmorden Sports Centre,Aquafit Beginners 10-11am,17-Aug-17,11:00:00,25,6
Todmorden Sports Centre,Aquafit Beginners 10-11am,24-Aug-17,10:00:00,25,8
Todmorden Sports Centre,Aquafit Beginners 10-11am,31-Aug-17,10:00:00,25,11
Todmorden Sports Centre,Aquafit Beginners 10-11am,07-Sep-17,10:00:00,25,13
Todmorden Sports Centre,Aquafit Beginners 10-11am,14-Sep-17,10:00:00,25,17
Todmorden Sports Centre,Aquafit Beginners 10-11am,21-Sep-17,10:00:00,25,18
Todmorden Sports Centre,Aquafit Beginners 10-11am,28-Sep-17,10:00:00,25,14
Todmorden Sports Centre,Aquatots-11.00-11.45am,07-Jul-17,11:00:00,15,7
Todmorden Sports Centre,Aquatots-11.00-11.45am,14-Jul-17,11:00:00,15,7
Todmorden Sports Centre,Aquatots-11.00-11.45am,21-Jul-17,11:00:00,15,5
Todmorden Sports Centre,Aquatots-11.00-11.45am,28-Jul-17,11:00:00,15,4
Todmorden Sports Centre,Aquatots-11.00-11.45am,04-Aug-17,11:00:00,15,8
Todmorden Sports Centre,Aquatots-11.00-11.45am,25-Aug-17,11:00:00,15,3
Todmorden Sports Centre,Aquatots-11.00-11.45am,01-Sep-17,11:00:00,15,8
Todmorden Sports Centre,Aquatots-11.00-11.45am,08-Sep-17,11:00:00,15,4
Todmorden Sports Centre,Aquatots-11.00-11.45am,15-Sep-17,11:00:00,15,6
Todmorden Sports Centre,Aquatots-11.00-11.45am,22-Sep-17,11:00:00,15,1
Todmorden Sports Centre,Aquatots-11.00-11.45am,29-Sep-17,11:00:00,15,5
Todmorden Sports Centre,B L T - Exercise Class,24-Aug-17,13:00:00,25,3
Todmorden Sports Centre,B L T - Exercise Class,31-Aug-17,13:00:00,25,2
Todmorden Sports Centre,B L T - Exercise Class,07-Sep-17,13:00:00,25,4
Todmorden Sports Centre,B L T - Exercise Class,14-Sep-17,13:00:00,25,4
Todmorden Sports Centre,B L T - Exercise Class,21-Sep-17,13:00:00,25,4
Todmorden Sports Centre,B L T - Exercise Class,28-Sep-17,13:00:00,25,1
Todmorden Sports Centre,B L T- Weight Manage Clas,05-Sep-17,13:15:00,25,3
Todmorden Sports Centre,B L T- Weight Manage Clas,26-Sep-17,13:15:00,25,1
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",07-Jul-17,11:30:00,24,22
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",14-Jul-17,11:30:00,24,23
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",21-Jul-17,11:30:00,24,19
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",28-Jul-17,11:30:00,24,20
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",04-Aug-17,11:30:00,24,23
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",11-Aug-17,11:30:00,24,20
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",18-Aug-17,11:30:00,24,20
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",25-Aug-17,11:30:00,24,18
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",01-Sep-17,11:30:00,24,20
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",08-Sep-17,11:30:00,24,22
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",15-Sep-17,11:30:00,24,20
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",22-Sep-17,11:30:00,24,18
Todmorden Sports Centre,"Bar Pilate11.30am-12,30pm",29-Sep-17,11:30:00,24,16
Todmorden Sports Centre,Barre Pilates 8.30-9.30am,29-Jul-17,08:30:00,24,13
Todmorden Sports Centre,Barre Pilates 8.30-9.30am,05-Aug-17,08:30:00,24,17
Todmorden Sports Centre,Barre Pilates 8.30-9.30am,12-Aug-17,08:30:00,24,15
Todmorden Sports Centre,Barre Pilates 8.30-9.30am,19-Aug-17,08:30:00,24,17
Todmorden Sports Centre,Barre Pilates 8.30-9.30am,02-Sep-17,08:30:00,24,14
Todmorden Sports Centre,Barre Pilates 8.30-9.30am,09-Sep-17,08:30:00,24,14
Todmorden Sports Centre,Barre Pilates 8.30-9.30am,16-Sep-17,08:30:00,24,20
Todmorden Sports Centre,Barre Pilates 8.30-9.30am,23-Sep-17,08:30:00,24,19
Todmorden Sports Centre,Barre Pilates 8.30-9.30am,30-Sep-17,08:30:00,24,19
Todmorden Sports Centre,Begin Run 0830-09.30am,19-Aug-17,08:30:00,24,7
Todmorden Sports Centre,Begin Run 0830-09.30am,02-Sep-17,08:30:00,24,5
Todmorden Sports Centre,Beginner Run 08.30-9.30am,01-Jul-17,08:30:00,24,6
Todmorden Sports Centre,Beginner Run 08.30-9.30am,08-Jul-17,08:30:00,24,10
Todmorden Sports Centre,Beginner Run 08.30-9.30am,15-Jul-17,08:30:00,24,10
Todmorden Sports Centre,Beginner Run 08.30-9.30am,22-Jul-17,08:30:00,24,3
Todmorden Sports Centre,Beginner Run 08.30-9.30am,29-Jul-17,08:30:00,24,1
Todmorden Sports Centre,Beginner Run 08.30-9.30am,05-Aug-17,08:30:00,24,2
Todmorden Sports Centre,Beginner Run 08.30-9.30am,12-Aug-17,08:30:00,24,7
Todmorden Sports Centre,Body Con 1.45-2.30pm,07-Jul-17,13:45:00,24,10
Todmorden Sports Centre,Body Con 1.45-2.30pm,14-Jul-17,13:45:00,24,7
Todmorden Sports Centre,Body Con 1.45-2.30pm,21-Jul-17,13:45:00,24,7
Todmorden Sports Centre,Body Con 1.45-2.30pm,28-Jul-17,13:45:00,24,10
Todmorden Sports Centre,Body Con 1.45-2.30pm,04-Aug-17,13:45:00,24,4
Todmorden Sports Centre,Body Con 1.45-2.30pm,11-Aug-17,13:45:00,24,7
Todmorden Sports Centre,Body Con 1.45-2.30pm,18-Aug-17,13:45:00,24,4
Todmorden Sports Centre,Body Con 1.45-2.30pm,25-Aug-17,13:45:00,24,3
Todmorden Sports Centre,Body Con 1.45-2.30pm,01-Sep-17,13:45:00,24,6
Todmorden Sports Centre,Body Con 1.45-2.30pm,08-Sep-17,13:45:00,24,8
Todmorden Sports Centre,Body Con 1.45-2.30pm,15-Sep-17,13:45:00,24,12
Todmorden Sports Centre,Body Con 1.45-2.30pm,22-Sep-17,13:45:00,24,9
Todmorden Sports Centre,Body Con 1.45-2.30pm,29-Sep-17,13:45:00,24,7
Todmorden Sports Centre,Body Con 5.30-6.30pm,04-Jul-17,17:30:00,24,12
Todmorden Sports Centre,Body Con 5.30-6.30pm,11-Jul-17,17:30:00,24,13
Todmorden Sports Centre,Body Con 5.30-6.30pm,18-Jul-17,17:30:00,24,15
Todmorden Sports Centre,Body Con 5.30-6.30pm,25-Jul-17,17:30:00,24,16
Todmorden Sports Centre,Body Con 5.30-6.30pm,01-Aug-17,17:30:00,24,16
Todmorden Sports Centre,Body Con 5.30-6.30pm,08-Aug-17,17:30:00,24,12
Todmorden Sports Centre,Body Con 5.30-6.30pm,15-Aug-17,17:30:00,24,17
Todmorden Sports Centre,Body Con 5.30-6.30pm,22-Aug-17,17:30:00,24,19
Todmorden Sports Centre,Body Con 5.30-6.30pm,29-Aug-17,17:30:00,24,18
Todmorden Sports Centre,Body Con 5.30-6.30pm,05-Sep-17,17:30:00,24,13
Todmorden Sports Centre,Body Con 5.30-6.30pm,12-Sep-17,17:30:00,24,13
Todmorden Sports Centre,Body Con 5.30-6.30pm,19-Sep-17,17:30:00,24,15
Todmorden Sports Centre,Body Con 5.30-6.30pm,26-Sep-17,17:30:00,24,19
Todmorden Sports Centre,Body Con 09.30-10.30am,03-Jul-17,09:30:00,24,8
Todmorden Sports Centre,Body Con 09.30-10.30am,10-Jul-17,09:30:00,24,10
Todmorden Sports Centre,Body Con 09.30-10.30am,17-Jul-17,09:30:00,24,8
Todmorden Sports Centre,Body Con 09.30-10.30am,24-Jul-17,09:30:00,24,17
Todmorden Sports Centre,Body Con 09.30-10.30am,31-Jul-17,09:30:00,24,16
Todmorden Sports Centre,Body Con 09.30-10.30am,07-Aug-17,09:30:00,24,10
Todmorden Sports Centre,Body Con 09.30-10.30am,14-Aug-17,09:30:00,24,12
Todmorden Sports Centre,Body Con 09.30-10.30am,21-Aug-17,09:30:00,24,11
Todmorden Sports Centre,Body Con 09.30-10.30am,28-Aug-17,09:30:00,24,12
Todmorden Sports Centre,Body Con 09.30-10.30am,04-Sep-17,09:30:00,24,10
Todmorden Sports Centre,Body Con 09.30-10.30am,11-Sep-17,09:30:00,24,10
Todmorden Sports Centre,Body Con 09.30-10.30am,18-Sep-17,09:30:00,24,14
Todmorden Sports Centre,Body Con 09.30-10.30am,25-Sep-17,09:30:00,24,19
Todmorden Sports Centre,Body Con 11.30am-12.30pm,05-Jul-17,11:30:00,24,10
Todmorden Sports Centre,Body Con 11.30am-12.30pm,12-Jul-17,11:30:00,24,14
Todmorden Sports Centre,Body Con 11.30am-12.30pm,19-Jul-17,11:30:00,24,9
Todmorden Sports Centre,Body Con 11.30am-12.30pm,26-Jul-17,11:30:00,24,10
Todmorden Sports Centre,Body Con 11.30am-12.30pm,02-Aug-17,11:30:00,24,11
Todmorden Sports Centre,Body Con 11.30am-12.30pm,09-Aug-17,11:30:00,24,7
Todmorden Sports Centre,Body Con 11.30am-12.30pm,16-Aug-17,11:30:00,24,9
Todmorden Sports Centre,Body Con 11.30am-12.30pm,23-Aug-17,11:30:00,24,9
Todmorden Sports Centre,Body Con 11.30am-12.30pm,30-Aug-17,11:30:00,24,9
Todmorden Sports Centre,Body Con 11.30am-12.30pm,06-Sep-17,11:30:00,24,9
Todmorden Sports Centre,Body Con 11.30am-12.30pm,13-Sep-17,11:30:00,24,5
Todmorden Sports Centre,Body Con 11.30am-12.30pm,20-Sep-17,11:30:00,24,11
Todmorden Sports Centre,Body Con 11.30am-12.30pm,27-Sep-17,11:30:00,24,11
Todmorden Sports Centre,Body Cond 9.30-10.15am,05-Aug-17,09:30:00,24,9
Todmorden Sports Centre,Body Cond 9.30-10.15am,12-Aug-17,09:30:00,24,13
Todmorden Sports Centre,Body Cond 9.30-10.15am,19-Aug-17,09:30:00,24,10
Todmorden Sports Centre,Body Cond 9.30-10.15am,02-Sep-17,09:30:00,24,10
Todmorden Sports Centre,Body Cond 9.30-10.15am,09-Sep-17,09:30:00,24,16
Todmorden Sports Centre,Body Cond 9.30-10.15am,16-Sep-17,09:30:00,24,19
Todmorden Sports Centre,Body Cond 9.30-10.15am,23-Sep-17,09:30:00,24,14
Todmorden Sports Centre,Body Cond 9.30-10.15am,30-Sep-17,09:30:00,24,9
Todmorden Sports Centre,Body Cond 9.30-10.30am,29-Jul-17,09:30:00,24,9
Todmorden Sports Centre,Body Conditioning 10-11am,02-Jul-17,10:00:00,30,13
Todmorden Sports Centre,Body Conditioning 10-11am,07-Jul-17,10:00:00,30,11
Todmorden Sports Centre,Body Conditioning 10-11am,09-Jul-17,10:00:00,30,9
Todmorden Sports Centre,Body Conditioning 10-11am,14-Jul-17,10:00:00,30,13
Todmorden Sports Centre,Body Conditioning 10-11am,16-Jul-17,10:00:00,30,10
Todmorden Sports Centre,Body Conditioning 10-11am,21-Jul-17,10:00:00,30,14
Todmorden Sports Centre,Body Conditioning 10-11am,23-Jul-17,10:00:00,30,14
Todmorden Sports Centre,Body Conditioning 10-11am,28-Jul-17,10:00:00,30,15
Todmorden Sports Centre,Body Conditioning 10-11am,30-Jul-17,10:00:00,30,11
Todmorden Sports Centre,Body Conditioning 10-11am,04-Aug-17,10:00:00,30,7
Todmorden Sports Centre,Body Conditioning 10-11am,06-Aug-17,10:00:00,30,17
Todmorden Sports Centre,Body Conditioning 10-11am,11-Aug-17,10:00:00,30,10
Todmorden Sports Centre,Body Conditioning 10-11am,13-Aug-17,10:00:00,30,13
Todmorden Sports Centre,Body Conditioning 10-11am,18-Aug-17,10:00:00,30,9
Todmorden Sports Centre,Body Conditioning 10-11am,20-Aug-17,10:00:00,30,10
Todmorden Sports Centre,Body Conditioning 10-11am,25-Aug-17,10:00:00,30,10
Todmorden Sports Centre,Body Conditioning 10-11am,27-Aug-17,10:00:00,30,10
Todmorden Sports Centre,Body Conditioning 10-11am,01-Sep-17,10:00:00,30,8
Todmorden Sports Centre,Body Conditioning 10-11am,03-Sep-17,10:00:00,30,19
Todmorden Sports Centre,Body Conditioning 10-11am,08-Sep-17,10:00:00,30,11
Todmorden Sports Centre,Body Conditioning 10-11am,10-Sep-17,10:00:00,30,17
Todmorden Sports Centre,Body Conditioning 10-11am,15-Sep-17,10:00:00,30,15
Todmorden Sports Centre,Body Conditioning 10-11am,17-Sep-17,10:00:00,30,19
Todmorden Sports Centre,Body Conditioning 10-11am,22-Sep-17,10:00:00,30,11
Todmorden Sports Centre,Body Conditioning 10-11am,24-Sep-17,10:00:00,30,12
Todmorden Sports Centre,Body Conditioning 10-11am,29-Sep-17,10:00:00,30,13
Todmorden Sports Centre,Circuits 7.15-8.15pm,06-Jul-17,19:15:00,50,24
Todmorden Sports Centre,Circuits 7.15-8.15pm,13-Jul-17,19:15:00,50,31
Todmorden Sports Centre,Circuits 7.15-8.15pm,20-Jul-17,19:15:00,50,33
Todmorden Sports Centre,Circuits 7.15-8.15pm,27-Jul-17,19:15:00,50,29
Todmorden Sports Centre,Circuits 7.15-8.15pm,03-Aug-17,19:15:00,50,31
Todmorden Sports Centre,Circuits 7.15-8.15pm,10-Aug-17,19:15:00,50,23
Todmorden Sports Centre,Circuits 7.15-8.15pm,17-Aug-17,19:15:00,50,29
Todmorden Sports Centre,Circuits 7.15-8.15pm,24-Aug-17,19:15:00,50,25
Todmorden Sports Centre,Circuits 7.15-8.15pm,31-Aug-17,19:15:00,50,20
Todmorden Sports Centre,Circuits 7.15-8.15pm,07-Sep-17,19:15:00,50,38
Todmorden Sports Centre,Circuits 7.15-8.15pm,14-Sep-17,19:15:00,50,28
Todmorden Sports Centre,Circuits 7.15-8.15pm,21-Sep-17,19:15:00,50,27
