Newcastle City Council Invoices over £500 paid in May 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
Environment & Regeneration,Highways                               ,20/05/10,TARMAC NORTHERN LTD,4655181,Revenue,631.10
Environment & Regeneration,Highways                               ,20/05/10,TARMAC NORTHERN LTD,4655182,Revenue,1141.82
Environment & Regeneration,Highways                               ,20/05/10,TARMAC NORTHERN LTD,4655350,Revenue,1673.99
Environment & Regeneration,Highways                               ,25/05/10,TARMAC NORTHERN LTD,4608534,Revenue,2915.23
Environment & Regeneration,Highways                               ,25/05/10,TARMAC NORTHERN LTD,4656438,Revenue,629.28
Environment & Regeneration,Highways                               ,25/05/10,TARMAC NORTHERN LTD,4656439,Revenue,624.00
Environment & Regeneration,Highways                               ,25/05/10,TARMAC NORTHERN LTD,4656440,Revenue,822.85
Environment & Regeneration,Highways                               ,25/05/10,TARMAC NORTHERN LTD,4671029,Revenue,745.66
Environment & Regeneration,Highways                               ,25/05/10,TARMAC NORTHERN LTD,4675886,Revenue,1506.62
Environment & Regeneration,Highways                               ,25/05/10,TARMAC NORTHERN LTD,4675887,Revenue,617.14
Environment & Regeneration,Highways                               ,26/05/10,TARMAC NORTHERN LTD,4677452,Revenue,2915.23
Environment & Regeneration,Highways                               ,27/05/10,TARMAC NORTHERN LTD,4658413,Revenue,832.00
Environment & Regeneration,Highways                               ,27/05/10,TARMAC NORTHERN LTD,4671208,Revenue,1644.86
Environment & Regeneration,Highways                               ,27/05/10,TARMAC NORTHERN LTD,4673763,Revenue,664.77
Environment & Regeneration,Highways                               ,27/05/10,TARMAC NORTHERN LTD,4673764,Revenue,1663.16
Environment & Regeneration,Highways                               ,27/05/10,TARMAC NORTHERN LTD,4673765,Revenue,611.45
Environment & Regeneration,Highways                               ,27/05/10,TARMAC NORTHERN LTD,4673766,Revenue,822.85
Environment & Regeneration,Highways                               ,27/05/10,TARMAC NORTHERN LTD,4676170,Revenue,606.97
Environment & Regeneration,Highways                               ,27/05/10,TRAFFIC MANAGEMENT PRODUCTS LTD,4652728,Revenue,710.00
Environment & Regeneration,Highways                               ,16/05/10,W&M THOMPSON (EARTHWORKS) LTD,4652888,Revenue,1031.42
Environment & Regeneration,Highways                               ,27/05/10,W&M THOMPSON (EARTHWORKS) LTD,4670452,Revenue,1375.00
Environment & Regeneration,Highways                               ,04/05/10,WERNICK HIRE LTD,4649974,Revenue,708.57
Environment & Regeneration,Highways                               ,04/05/10,WERNICK HIRE LTD,4649975,Revenue,708.57
Environment & Regeneration,Highways                               ,04/05/10,WERNICK HIRE LTD,4649976,Revenue,708.57
Environment & Regeneration,Highways                               ,04/05/10,WERNICK HIRE LTD,4649977,Revenue,708.57
Environment & Regeneration,Highways                               ,04/05/10,WERNICK HIRE LTD,4649978,Revenue,708.57
Environment & Regeneration,Highways                               ,04/05/10,WERNICK HIRE LTD,4649980,Revenue,708.57
Environment & Regeneration,Highways                               ,04/05/10,WERNICK HIRE LTD,4649981,Revenue,548.57
Environment & Regeneration,Highways                               ,04/05/10,WERNICK HIRE LTD,4649983,Revenue,708.57
Environment & Regeneration,Highways                               ,04/05/10,WERNICK HIRE LTD,4649984,Revenue,708.57
Environment & Regeneration,Highways                               ,27/05/10,WERNICK HIRE LTD,4656290,Revenue,685.71
Environment & Regeneration,Highways                               ,27/05/10,WERNICK HIRE LTD,4656291,Revenue,685.71
Environment & Regeneration,Highways                               ,27/05/10,WERNICK HIRE LTD,4656292,Revenue,502.86
Environment & Regeneration,Highways                               ,27/05/10,WERNICK HIRE LTD,4656293,Revenue,685.71
Environment & Regeneration,Highways                               ,27/05/10,WERNICK HIRE LTD,4664020,Revenue,685.71
Environment & Regeneration,Highways                               ,27/05/10,WERNICK HIRE LTD,4675626,Revenue,685.71
Environment & Regeneration,Highways                               ,06/05/10,WOLSELEY UK LTD,4632944,Revenue,3909.04
Environment & Regeneration,Highways                               ,06/05/10,WOLSELEY UK LTD,4632945,Revenue,1024.42
Environment & Regeneration,Highways                               ,12/05/10,WOLSELEY UK LTD,4633494,Revenue,718.08
Environment & Regeneration,Highways                               ,13/05/10,WOLSELEY UK LTD,4641995,Revenue,549.16
Environment & Regeneration,Highways                               ,16/05/10,WOLSELEY UK LTD,4662859,Revenue,958.40
Environment & Regeneration,Highways                               ,18/05/10,WOLSELEY UK LTD,4650967,Revenue,719.74
Environment & Regeneration,Highways                               ,18/05/10,WOLSELEY UK LTD,4651025,Revenue,588.96
Environment & Regeneration,Highways                               ,18/05/10,WOLSELEY UK LTD,4667992,Revenue,552.60
Environment & Regeneration,Highways                               ,20/05/10,WOLSELEY UK LTD,4648161,Revenue,617.10
Environment & Regeneration,Highways                               ,26/05/10,WOLSELEY UK LTD,4655374,Revenue,510.52
Environment & Regeneration,Highways                               ,06/05/10,WT BURDEN LTD,4652186,Revenue,3609.00
Environment & Regeneration,Highways                               ,12/05/10,WT BURDEN LTD,4660565,Revenue,510.00
Environment & Regeneration,Highways                               ,12/05/10,WT BURDEN LTD,4660935,Revenue,688.00
Environment & Regeneration,Newcastle Warm Zone                    ,05/05/10,AUBREY CORNFOOT LTD,4651650,Revenue,3583.89
Environment & Regeneration,Newcastle Warm Zone                    ,05/05/10,AUBREY CORNFOOT LTD,4651651,Revenue,3583.89
Environment & Regeneration,Newcastle Warm Zone                    ,23/05/10,AUBREY CORNFOOT LTD,4672242,Revenue,2054.46
Environment & Regeneration,Newcastle Warm Zone                    ,23/05/10,AUBREY CORNFOOT LTD,4672243,Revenue,2384.36
Environment & Regeneration,Newcastle Warm Zone                    ,23/05/10,AUBREY CORNFOOT LTD,4672244,Revenue,1656.57
Environment & Regeneration,Newcastle Warm Zone                    ,23/05/10,HEATLINE NORTH EAST LTD,4672249,Revenue,518.86
Environment & Regeneration,Newcastle Warm Zone                    ,05/05/10,KNW LTD,4651598,Revenue,1669.53
Environment & Regeneration,Newcastle Warm Zone                    ,23/05/10,KNW LTD,4672246,Revenue,559.95
Environment & Regeneration,Newcastle Warm Zone                    ,23/05/10,KNW LTD,4672247,Revenue,1396.40
Environment & Regeneration,NS Localised Services      ,18/05/10,ADT FIRE & SECURITY,4667811,Revenue,1023.65
Environment & Regeneration,NS Localised Services      ,19/05/10,COXHOE SERVICE & SUPPLY,4668956,Revenue,900.00
Environment & Regeneration,NS Localised Services      ,27/05/10,CUSTOM LIDS LIMITED,4653068,Revenue,686.38
Environment & Regeneration,NS Localised Services      ,23/05/10,GROUNDWORK SOUTH TYNESIDE,4671791,Capital,1773.75
Environment & Regeneration,NS Localised Services      ,27/05/10,GROUNDWORK SOUTH TYNESIDE,4679193,Capital,4000.00
Environment & Regeneration,NS Localised Services      ,19/05/10,NEW BLAKELAW COMMUNITY ASSOCIATION,4668952,Revenue,1648.00
Environment & Regeneration,NS Localised Services      ,06/05/10,NORTHUMBERLAND COLLEGE,4653070,Revenue,792.40
Environment & Regeneration,NS Localised Services      ,16/05/10,NORTHUMBERLAND COLLEGE,4664206,Revenue,873.78
Environment & Regeneration,NS Localised Services      ,20/05/10,PLAYWORLD SYTEMS EUROPE LTD,4645557,Revenue,3184.00
Environment & Regeneration,NS Localised Services      ,09/05/10,RECORD PLAYGROUND EQUIPMENT LTD,4654291,Revenue,4765.00
Environment & Regeneration,NS Localised Services      ,10/05/10,RECORD PLAYGROUND EQUIPMENT LTD,4656162,Revenue,10682.00
Environment & Regeneration,NS Localised Services      ,18/05/10,RECORD PLAYGROUND EQUIPMENT LTD,4667146,Revenue,1735.00
Environment & Regeneration,NS Localised Services      ,13/05/10,SCOTSWOOD NEIGHBOURHOOD CENTRE,4654154,Revenue,750.00
Environment & Regeneration,NS Localised Services      ,27/05/10,VALE ENGINEERING (YORK) LTD,4679192,Revenue,1560.00
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,ABLE CONSTRUCTION (NORTHERN) LTD,4652958,Capital,5102.45
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,APR SERVICES LTD,4662034,Capital,650.00
Environment & Regeneration,NS: Admin & Finance        ,12/05/10,ATKINS LTD,4644324,Revenue,2445.70
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,ATKINS LTD,4644323,Revenue,752.00
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,ATKINS LTD,4652960,Capital,6807.75
Environment & Regeneration,NS: Admin & Finance        ,26/05/10,ATKINS LTD,4658377,Revenue,5541.67
Environment & Regeneration,NS: Admin & Finance        ,26/05/10,ATKINS LTD,4658378,Revenue,1763.10
Environment & Regeneration,NS: Admin & Finance        ,26/05/10,ATKINS LTD,4658379,Revenue,3236.40
Environment & Regeneration,NS: Admin & Finance        ,19/05/10,AURA NEWCASTLE LTD,4669288,Capital,170517.00
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,BEWLEY & SCOTT LTD,4670918,Capital,57856.54
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,BRAMBLEDOWN LANDSCAPE SERVICES LTD,4652959,Capital,75504.09
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,CIBSE,4653125,Revenue,502.12
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,CLASSIC MASONRY LTD,4662032,Capital,9415.37
Environment & Regeneration,NS: Admin & Finance        ,16/05/10,DAMBACH UK LTD,4631996,Capital,1074.00
Environment & Regeneration,NS: Admin & Finance        ,11/05/10,DELCAM PLC,4658380,Revenue,10992.00
Environment & Regeneration,NS: Admin & Finance        ,04/05/10,EASIBATHE,4649961,Capital,858.60
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,EASIBATHE,4638081,Capital,2938.32
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,EASIBATHE,4638082,Capital,3570.69
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,EASIBATHE,4638084,Capital,3120.61
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,EASIBATHE,4638085,Capital,3700.83
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,EASIBATHE,4646791,Capital,3741.34
Environment & Regeneration,NS: Admin & Finance        ,12/05/10,EASIBATHE,4650380,Capital,1589.84
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,EASIBATHE,4646790,Capital,2514.60
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,EASIBATHE,4646792,Capital,3329.75
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,EASIBATHE,4646793,Capital,3293.21
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,EASIBATHE,4646794,Capital,2378.14
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,EASIBATHE,4646795,Capital,2760.26
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,EASIBATHE,4646796,Capital,3781.97
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,EASIBATHE,4646797,Capital,3450.23
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,EASIBATHE,4650379,Capital,3122.32
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,EASIBATHE,4661887,Capital,3884.93
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,EASIBATHE,4661888,Capital,3769.74
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,EASIBATHE,4661893,Capital,2893.27
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,EASIBATHE,4661894,Capital,2998.54
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,EASIBATHE,4667598,Capital,5353.60
Environment & Regeneration,NS: Admin & Finance        ,27/05/10,EASIBATHE,4667600,Capital,3399.72
Environment & Regeneration,NS: Admin & Finance        ,27/05/10,EASIBATHE,4667601,Capital,3068.30
Environment & Regeneration,NS: Admin & Finance        ,27/05/10,EASIBATHE,4667803,Capital,3425.88
Environment & Regeneration,NS: Admin & Finance        ,27/05/10,EASIBATHE,4667804,Capital,2627.64
Environment & Regeneration,NS: Admin & Finance        ,27/05/10,EASIBATHE,4667805,Capital,2969.32
Environment & Regeneration,NS: Admin & Finance        ,27/05/10,EC HARRIS LLP,4670176,Capital,2000.00
Environment & Regeneration,NS: Admin & Finance        ,11/05/10,FIRSTCAR LTD,4645313,Revenue,600.00
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,NEDL,4645289,Capital,828.96
Environment & Regeneration,NS: Admin & Finance        ,23/05/10,NEDL,4629855,Revenue,586.00
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,NORTHERN CONSTRUCTION SOLUTIONS LTD,4670178,Capital,25016.12
Environment & Regeneration,NS: Admin & Finance        ,18/05/10,NORTHUMBERLAND COLLEGE,4667932,Revenue,1104.00
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,PF BURRIDGE & SONS LTD,4662027,Capital,29965.98
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,PF BURRIDGE & SONS LTD,4670179,Capital,153956.48
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,RIBA BOOKSHOPS MAIL ORDER,4664326,Revenue,684.90
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,ROK,4662030,Capital,60000.00
Environment & Regeneration,NS: Admin & Finance        ,27/05/10,SANSOME HALL ARCHITECTS LTD,4670913,Capital,23925.00
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,SIR ROBERT MCALPINE & SON LTD,4652962,Capital,35988.00
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,ST ASTIER LTD,4661527,Capital,4500.00
Environment & Regeneration,NS: Admin & Finance        ,04/05/10,STANNAH LIFTS LTD,4650385,Capital,725.00
Environment & Regeneration,NS: Admin & Finance        ,05/05/10,STANNAH LIFTS LTD,4638080,Capital,5704.00
Environment & Regeneration,NS: Admin & Finance        ,05/05/10,STANNAH LIFTS LTD,4651551,Capital,725.00
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,STANNAH LIFTS LTD,4636691,Capital,2720.00
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,STANNAH LIFTS LTD,4637347,Capital,4996.00
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,STANNAH LIFTS LTD,4637348,Capital,4895.00
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,STANNAH LIFTS LTD,4646784,Capital,3679.00
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,STANNAH LIFTS LTD,4646787,Capital,4980.00
Environment & Regeneration,NS: Admin & Finance        ,19/05/10,STANNAH LIFTS LTD,4669297,Capital,5884.00
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,STANNAH LIFTS LTD,4661889,Capital,3465.00
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,STANNAH LIFTS LTD,4661890,Capital,3090.00
Environment & Regeneration,NS: Admin & Finance        ,06/05/10,THEATRESEARCH,4653127,Capital,5100.00
Environment & Regeneration,NS: Admin & Finance        ,27/05/10,THEATRESEARCH,4664374,Capital,5100.00
Environment & Regeneration,NS: Admin & Finance        ,13/05/10,WYG ENGINEERING LTD,4662035,Capital,1396.00
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,WYG ENGINEERING LTD,4670180,Capital,1709.50
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,WYG ENGINEERING LTD,4670181,Capital,1425.00
Environment & Regeneration,NS: Admin & Finance        ,20/05/10,WYG ENGINEERING LTD,4670915,Capital,759.00
Environment & Regeneration,NS: Asset Man              ,18/05/10,ABEL ALARM COMPANY LTD,4667583,Revenue,503.00
Environment & Regeneration,NS: Asset Man              ,11/05/10,ADT FIRE & SECURITY,4658065,Revenue,1376.34
Environment & Regeneration,NS: Asset Man              ,11/05/10,ADT FIRE & SECURITY,4658066,Revenue,801.16
Environment & Regeneration,NS: Asset Man              ,11/05/10,ADT FIRE & SECURITY,4658067,Revenue,536.26
Environment & Regeneration,NS: Asset Man              ,11/05/10,ADT FIRE & SECURITY,4658068,Revenue,511.42
Environment & Regeneration,NS: Asset Man              ,11/05/10,ADT FIRE & SECURITY,4658069,Revenue,511.10
Environment & Regeneration,NS: Asset Man              ,11/05/10,ADT FIRE & SECURITY,4658074,Revenue,566.55
Environment & Regeneration,NS: Asset Man              ,12/05/10,ADT FIRE & SECURITY,4660958,Capital,820.00
Environment & Regeneration,NS: Asset Man              ,25/05/10,ADT FIRE & SECURITY,4676195,Revenue,981.46
Environment & Regeneration,NS: Asset Man              ,25/05/10,ADT FIRE & SECURITY,4676199,Revenue,554.47
Environment & Regeneration,NS: Asset Man              ,25/05/10,ADT FIRE & SECURITY,4676396,Revenue,1839.97
Environment & Regeneration,NS: Asset Man              ,25/05/10,ADT FIRE & SECURITY,4676397,Revenue,825.28
Environment & Regeneration,NS: Asset Man              ,25/05/10,ADT FIRE & SECURITY,4676398,Revenue,1057.84
Environment & Regeneration,NS: Asset Man              ,25/05/10,ADT FIRE & SECURITY,4676401,Revenue,1178.33
Environment & Regeneration,NS: Asset Man              ,25/05/10,ADT FIRE & SECURITY,4676402,Revenue,1018.00
Environment & Regeneration,NS: Asset Man              ,12/05/10,BUILDING AUTOMATION SOLUTIONS LTD,4660948,Revenue,4299.00
Environment & Regeneration,NS: Asset Man              ,12/05/10,CHIRMARN LTD,4660943,Revenue,720.00
Environment & Regeneration,NS: Asset Man              ,09/05/10,CONNAUGHT COMPLIANCE LTD,4654164,Revenue,750.00
Environment & Regeneration,NS: Asset Man              ,10/05/10,CONNAUGHT COMPLIANCE LTD,4656263,Revenue,1000.00
Environment & Regeneration,NS: Asset Man              ,24/05/10,CONNAUGHT COMPLIANCE LTD,4674385,Revenue,67821.82
Environment & Regeneration,NS: Asset Man              ,24/05/10,CONNAUGHT COMPLIANCE LTD,4674391,Revenue,680.05
Environment & Regeneration,NS: Asset Man              ,12/05/10,DORMA UK LTD,4660946,Revenue,676.01
Environment & Regeneration,NS: Asset Man              ,24/05/10,EASIBATHE,4674324,Revenue,4927.96
Environment & Regeneration,NS: Asset Man              ,24/05/10,F T LEISURE LTD,4674390,Revenue,1776.00
Environment & Regeneration,NS: Asset Man              ,20/05/10,H MALONE & SONS LTD,4638110,Revenue,2755.44
Environment & Regeneration,NS: Asset Man              ,25/05/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4676406,Revenue,2465.00
Environment & Regeneration,NS: Asset Man              ,24/05/10,HERTEL UK LTD,4674316,Revenue,844.00
Environment & Regeneration,NS: Asset Man              ,24/05/10,HERTEL UK LTD,4674318,Revenue,840.00
Environment & Regeneration,NS: Asset Man              ,24/05/10,HERTEL UK LTD,4674321,Revenue,792.00
Environment & Regeneration,NS: Asset Man              ,24/05/10,HERTEL UK LTD,4674322,Revenue,1400.00
Environment & Regeneration,NS: Asset Man              ,25/05/10,HERTEL UK LTD,4655476,Revenue,4472.77
Environment & Regeneration,NS: Asset Man              ,05/05/10,KONE PLC,4646330,Revenue,3243.84
Environment & Regeneration,NS: Asset Man              ,05/05/10,KONE PLC,4650446,Revenue,2523.24
Environment & Regeneration,NS: Asset Man              ,05/05/10,KONE PLC,4650449,Revenue,4833.84
Environment & Regeneration,NS: Asset Man              ,10/05/10,KONE PLC,4656272,Revenue,739.32
Environment & Regeneration,NS: Asset Man              ,16/05/10,KONE PLC,4664375,Revenue,4176.90
Environment & Regeneration,NS: Asset Man              ,27/05/10,KONE PLC,4674326,Revenue,614.00
Environment & Regeneration,NS: Asset Man              ,27/05/10,KONE PLC,4679183,Revenue,2764.20
Environment & Regeneration,NS: Asset Man              ,27/05/10,LANES GROUP PLC,4674389,Capital,3067.00
Environment & Regeneration,NS: Asset Man              ,24/05/10,LDF FLOORING CONTRACTS LTD,4674307,Revenue,1667.50
Environment & Regeneration,NS: Asset Man              ,20/05/10,LIFE FITNESS [UK] LTD,4639635,Revenue,2281.55
Environment & Regeneration,NS: Asset Man              ,16/05/10,MB AIR SYSTEMS,4664373,Revenue,553.00
Environment & Regeneration,NS: Asset Man              ,09/05/10,MIS ENVIROMENTAL LTD,4653742,Revenue,1900.00
Environment & Regeneration,NS: Asset Man              ,20/05/10,MIS ENVIROMENTAL LTD,4660940,Revenue,1471.00
Environment & Regeneration,NS: Asset Man              ,27/05/10,MIS ENVIROMENTAL LTD,4674311,Capital,900.00
Environment & Regeneration,NS: Asset Man              ,09/05/10,NORTH EASTERN GLASS LTD,4654163,Capital,7832.67
Environment & Regeneration,NS: Asset Man              ,12/05/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4645305,Revenue,1425.00
Environment & Regeneration,NS: Asset Man              ,12/05/10,PICKERINGS LTD,4660949,Revenue,548.23
Environment & Regeneration,NS: Asset Man              ,25/05/10,PICKERINGS LTD,4676198,Revenue,1164.33
Environment & Regeneration,NS: Asset Man              ,04/05/10,RENTOKIL INITIAL,4650381,Revenue,2697.19
Environment & Regeneration,NS: Asset Man              ,04/05/10,SAFE & SURE FIRE PROTECTION LTD,4650444,Revenue,502.75
Environment & Regeneration,NS: Asset Man              ,09/05/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4654161,Revenue,1200.00
Environment & Regeneration,NS: Asset Man              ,09/05/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4654162,Revenue,1684.00
Environment & Regeneration,NS: Asset Man              ,20/05/10,STANNAH LIFTS LTD,4670172,Revenue,1048.72
Environment & Regeneration,NS: Asset Man              ,16/05/10,TATES SECURITY SERVICES LTD,4664393,Revenue,504.90
Environment & Regeneration,NS: Asset Man              ,11/05/10,VIRGIN MEDIA PAYMENTS LIMITED,4658882,Revenue,1013.09
Environment & Regeneration,NS: Capital Works          ,03/05/10,A & R GROUNDWORKS,4634571,Revenue,1312.50
Environment & Regeneration,NS: Capital Works          ,11/05/10,A & R GROUNDWORKS,4644883,Revenue,20180.00
Environment & Regeneration,NS: Capital Works          ,06/05/10,BROWN & ILLINGWORTH,4653147,Revenue,2955.54
Environment & Regeneration,NS: Capital Works          ,11/05/10,CHIRMARN LTD,4658942,Revenue,1350.00
Environment & Regeneration,NS: Capital Works          ,24/05/10,DESIGN WORKS (GATESHEAD) LTD,4674306,Revenue,4290.00
Environment & Regeneration,NS: Capital Works          ,27/05/10,GILLS OF BYKER,4644885,Revenue,1477.00
Environment & Regeneration,NS: Capital Works          ,12/05/10,JOHN NIXON LTD,4658977,Revenue,660.00
Environment & Regeneration,NS: Capital Works          ,27/05/10,MURRAY SERVICES LTD,4679052,Revenue,1961.00
Environment & Regeneration,NS: Capital Works          ,03/05/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4634549,Revenue,900.84
Environment & Regeneration,NS: Capital Works          ,06/05/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4653128,Revenue,1387.15
Environment & Regeneration,NS: Capital Works          ,12/05/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4659751,Revenue,1084.20
Environment & Regeneration,NS: Capital Works          ,12/05/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4659752,Revenue,2470.06
Environment & Regeneration,NS: Capital Works          ,12/05/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4660557,Revenue,1511.25
Environment & Regeneration,NS: Capital Works          ,24/05/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4673435,Revenue,1213.20
Environment & Regeneration,NS: Capital Works          ,12/05/10,NORTHERN INTERIORS (GATESHEAD) LTD,4660556,Revenue,693.00
Environment & Regeneration,NS: Capital Works          ,12/05/10,NORTHUMBERLAND COLLEGE,4660555,Revenue,1350.00
Environment & Regeneration,NS: Capital Works          ,24/05/10,PETER COX PROPERTY SERVICES,4673424,Revenue,845.00
Environment & Regeneration,NS: Capital Works          ,12/05/10,R J  UTILITY SERVICES LTD,4659748,Revenue,902.61
Environment & Regeneration,NS: Capital Works          ,24/05/10,S HICKEY PLASTERING&DRYLINING CONTRS LTD,4673426,Revenue,4320.83
Environment & Regeneration,NS: Capital Works          ,24/05/10,S HICKEY PLASTERING&DRYLINING CONTRS LTD,4673434,Revenue,952.00
Environment & Regeneration,NS: Capital Works          ,20/05/10,SCS LTD,4669423,Revenue,9823.20
Environment & Regeneration,NS: Capital Works          ,24/05/10,SERVICE 2000 COMMERCIAL LTD,4673400,Revenue,515.12
Environment & Regeneration,NS: Capital Works          ,06/05/10,SIBCAS LTD,4653129,Revenue,9080.00
Environment & Regeneration,NS: Capital Works          ,12/05/10,WARMSEAL WINDOWS NEWCASTLE LTD,4660928,Revenue,701.43
Environment & Regeneration,NS: Capital Works          ,12/05/10,WARMSEAL WINDOWS NEWCASTLE LTD,4660975,Revenue,701.43
Environment & Regeneration,NS: Capital Works          ,13/05/10,WARMSEAL WINDOWS NEWCASTLE LTD,4659747,Revenue,695.68
Environment & Regeneration,NS: Capital Works          ,13/05/10,WARMSEAL WINDOWS NEWCASTLE LTD,4661537,Revenue,908.16
Environment & Regeneration,NS: Capital Works          ,13/05/10,WARMSEAL WINDOWS NEWCASTLE LTD,4662025,Revenue,908.16
Environment & Regeneration,NS: Capital Works          ,13/05/10,WARMSEAL WINDOWS NEWCASTLE LTD,4662180,Revenue,908.16
Environment & Regeneration,NS: Capital Works          ,27/05/10,WARMSEAL WINDOWS NEWCASTLE LTD,4660570,Revenue,695.68
Environment & Regeneration,NS: City Transport         ,19/05/10,CHATFIELDS TYNE TEES,4664208,Both,90175.50
Environment & Regeneration,NS: City Transport         ,13/05/10,DEPARTMENT OF TRANSPORT,4661871,Revenue,2886.00
Environment & Regeneration,NS: City Transport         ,18/05/10,DEPARTMENT OF TRANSPORT,4667847,Revenue,560.00
Environment & Regeneration,NS: City Transport         ,19/05/10,DEPARTMENT OF TRANSPORT,4669552,Revenue,2240.00
Environment & Regeneration,NS: City Transport         ,26/05/10,FREIGHT TRANSPORT ASSOCIATION,4677713,Revenue,1009.80
Environment & Regeneration,NS: City Transport         ,06/05/10,GB OILS,4647073,Revenue,4492.10
Environment & Regeneration,NS: City Transport         ,06/05/10,GB OILS,4650405,Revenue,5161.03
Environment & Regeneration,NS: City Transport         ,20/05/10,GB OILS,4650382,Revenue,1575.05
Environment & Regeneration,NS: City Transport         ,20/05/10,GB OILS,4650383,Revenue,3955.60
Environment & Regeneration,NS: City Transport         ,20/05/10,GB OILS,4650391,Revenue,4448.07
Environment & Regeneration,NS: City Transport         ,26/05/10,GB OILS,4650390,Revenue,1420.74
Environment & Regeneration,NS: City Transport         ,26/05/10,GB OILS,4650450,Revenue,2157.42
Environment & Regeneration,NS: City Transport         ,06/05/10,PETROPLUS REFINING TEESIDE LTD,4650384,Revenue,17512.25
Environment & Regeneration,NS: City Transport         ,06/05/10,PETROPLUS REFINING TEESIDE LTD,4652882,Revenue,19013.30
Environment & Regeneration,NS: City Transport         ,09/05/10,PETROPLUS REFINING TEESIDE LTD,4647075,Revenue,17888.40
Environment & Regeneration,NS: City Transport         ,12/05/10,PETROPLUS REFINING TEESIDE LTD,4650389,Revenue,17962.20
Environment & Regeneration,NS: City Transport         ,12/05/10,PETROPLUS REFINING TEESIDE LTD,4650452,Revenue,19958.00
Environment & Regeneration,NS: City Transport         ,18/05/10,PETROPLUS REFINING TEESIDE LTD,4662837,Revenue,18156.60
Environment & Regeneration,NS: City Transport         ,19/05/10,PETROPLUS REFINING TEESIDE LTD,4662863,Revenue,20175.01
Environment & Regeneration,NS: City Transport         ,26/05/10,PETROPLUS REFINING TEESIDE LTD,4677403,Revenue,20058.00
Environment & Regeneration,NS: City Transport         ,26/05/10,PETROPLUS REFINING TEESIDE LTD,4677556,Revenue,18052.20
Environment & Regeneration,NS: City Transport         ,18/05/10,POST OFFICE COUNTERS,4667846,Revenue,10760.00
Environment & Regeneration,NS: Community Support      ,19/05/10,DOREE BONNER INTERNATIONAL,4669272,Revenue,1027.25
Environment & Regeneration,NS: Community Support      ,24/05/10,GALLAGHER & TURNER,4670920,Revenue,530.54
Environment & Regeneration,NS: Community Support       ,20/05/10,EAGLES COMMUNITY FOUNDATION,4670259,Revenue,810.00
