OrganisationNameLabel,OrganisationURI,EffectiveDate,Directorate/ServiceWhereExpenditureIncurred,ServiceCategoryLabel,ServiceCategoryURI,Supplier,SupplierRegisteredCompany Number,PaymentDate,TransactionNumber,NetAmount,IrrecoverableVAT,PurposeOfSpend,ProcurementClassification:ProclassLabel,ProcrementClassification:ProClassCode
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,11/09/2017,70961,990,0,Chip and Pin costs for 66 machines 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Financial Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,CIPFA,2376684,04/09/2017,70821,2200,0,CIPFA Mini Commercial MBA,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,11/09/2017,70774,24.52,0,Cleaner for SLDC -  15hrs per,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,11/09/2017,70775,122.6,0,Cleaner for SLDC -  15hrs per,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,11/09/2017,70776,171.64,0,Cleaner for SLDC -  15hrs per,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,18/09/2017,71107,122.6,0,Cleaner for SLDC -  15hrs per,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,20/09/2017,71315,183.9,0,Cleaner for SLDC -  15hrs per,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,27/09/2017,71559,159.38,0,Cleaner for SLDC -  15hrs per,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,11/09/2017,70773,49.04,0,Cleaner for SLDC - ( April,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,11/09/2017,70904,36.78,0,Cleaner for SLDC - ( April,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,18/09/2017,71106,55.17,0,Cleaner for SLDC - ( April,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,20/09/2017,71313,49.04,0,Cleaner for SLDC - ( April,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,13/09/2017,71111,73.92,0,Cleaner for SLDC - (6 hours per,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,18/09/2017,71314,73.92,0,Cleaner for SLDC - (6 hours per,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,27/09/2017,71558,73.92,0,Cleaner for SLDC - (6 hours per,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,11/09/2017,70905,183.9,0,Cleaner for SLDC - 15hrs per,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,My Dream Cleaners Ltd,9839482,11/09/2017,70963,537,0,Cleaning at TVF Hostel,131320,Cleaning & Janitorial Cleaning Service
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,My Dream Cleaners Ltd,9839482,20/09/2017,71421,596.25,0,Cleaning at TVF Hostel,131320,Cleaning & Janitorial Cleaning Service
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,06/09/2017,70868,127.4,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,06/09/2017,70877,25.32,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Transport Planning Policy,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,ARCO LIMITED,133804,06/09/2017,70922,11.28,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,06/09/2017,70922,11.15,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,06/09/2017,70923,169.48,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,06/09/2017,70924,278.52,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,06/09/2017,70934,28.17,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Transport Planning Policy,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,ARCO LIMITED,133804,13/09/2017,71082,54,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,13/09/2017,71082,209.69,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,13/09/2017,71082,741.23,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,18/09/2017,71274,25.48,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,18/09/2017,71281,38.22,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Transport Planning Policy,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,ARCO LIMITED,133804,18/09/2017,71284,51.07,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,18/09/2017,71284,16.3,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,18/09/2017,71284,343.71,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Transport Planning Policy,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,ARCO LIMITED,133804,18/09/2017,71289,39.69,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,18/09/2017,71290,163.19,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ARCO LIMITED,133804,18/09/2017,71291,44.54,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,18/09/2017,71292,82.49,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,133804,27/09/2017,71536,54.28,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,My Dream Cleaners Ltd,9839482,18/09/2017,71327,190,0,Cleaning services,131320,Cleaning & Janitorial Cleaning Service
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,My Dream Cleaners Ltd,9839482,18/09/2017,71218,320,0,Cleaning services for ,131320,Cleaning & Janitorial Cleaning Service
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,THOMAS GRAHAM & SONS LTD,656879,11/09/2017,71035,286,0,Cleaning supplies for South Lakeland,101400,Building General Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,OCS GROUP LTD T/A CANNON HYGIENE LTD,1298292,04/09/2017,70845,2059.26,0,Clinical waste collections - 2017/18,131011,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Revenues and Benefits,Non-Service Payments,,Ulverston BID Company Ltd,9761005,20/09/2017,71368,148.41,0,Collection figures for August 2017,201700,Financial Services Grants
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Revenues and Benefits,Non-Service Payments,,Kendal BID Ltd,8986243,04/09/2017,70829,4249.13,0,Collection figures for July 2017,201700,Financial Services Grants
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Financial Services,Non-Service Payments,,COMPUTERSHARE VOUCHER SERVICES LTD,4968447,11/09/2017,71050,1375.93,0,Computershare child care vouchers. New,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,COMPASS COMPONENTS,,25/09/2017,71497,236.9,0,Consumables 01/04/17 - 31/03/18,101400,Building General Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,FST CONSUMABLES LTD,1342012,06/09/2017,70876,69.78,0,Consumables 01/04/17- 31/03/18,101600,Building Hand Tools
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA COUNTY COUNCIL,,25/09/2017,71410,5000,0,Contribution to HSBC Guided Ride,908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Leisure and Wellbeing,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,KIRKBY LONSDALE TOWN COUNCIL,,11/09/2017,71022,3200,0,Contribution to Kirkby Lonsdale Town,908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Environment and Housing,SLDC as Agent,,ABRITAS LTD (Part Of Civica Group),4101079,06/09/2017,70953,16.74,0,Costs with Disc Charge 2016-17 - Cumbria,151200,Consultancy Efficiency
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Environment and Housing,SLDC as Agent,,ABRITAS LTD (Part Of Civica Group),4101079,06/09/2017,70954,64.44,0,Costs with Disc Charge 2016-17 - Cumbria,151200,Consultancy Efficiency
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Environment and Housing,SLDC as Agent,,ABRITAS LTD (Part Of Civica Group),4101079,06/09/2017,70955,126.72,0,Costs with Disc Charge 2016-17 - Cumbria,151200,Consultancy Efficiency
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,DENNIS EAGLE LTD,3794455,27/09/2017,71530,139.3,0,Cover,381300,Vehicle Mgt Industrial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,HYDRAIR TRUCK & TRAILER PARTS LTD,,06/09/2017,70879,42.04,0,Covers,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,HYDRAIR TRUCK & TRAILER PARTS LTD,,06/09/2017,70880,25.11,0,Covers,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,HYDRAIR TRUCK & TRAILER PARTS LTD,,06/09/2017,70881,25.11,0,Covers,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Leisure and Wellbeing,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,PLAY AND LEISURE LTD,2664792,18/09/2017,71226,446,0,Cow Sit-in Springer as per quote,331000,Sports Playground Equipment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CREDIT CALL LTD (NCR),,01/09/2017,71123,1925.66,0,Credit call commission 2017/18,209999,Financial Services Not Elsewhere Classif
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Kendal Town Hall,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CURRENCY TECH LTD,4376601,25/09/2017,67153,315,0,CTL301D coin sorter machine as per quote,151200,Consultancy Efficiency
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Kendal Town Hall,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CURRENCY TECH LTD,4376601,11/09/2017,71023,4200,0,CTL301D coin sorter machine as per quote,151200,Consultancy Efficiency
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Environment and Housing,SLDC as Agent,,ABRITAS LTD (Part Of Civica Group),4101079,06/09/2017,70951,75.78,0,Cumbria Choice Abritas - 2017-18,151200,Consultancy Efficiency
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Environment and Housing,SLDC as Agent,,ABRITAS LTD (Part Of Civica Group),4101079,06/09/2017,70952,141.48,0,Cumbria Choice Abritas - 2017-18,151200,Consultancy Efficiency
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Printing Section,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,STANDING STONE DRAWING OFFICE SUPPLIES,5128817,20/09/2017,71351,312.18,0,Cyan and Magenta ink for plotter,341100,Stationery Sundries
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,DAISY COMMUNICATIONS LTD,4145329,27/09/2017,71136,337.61,0,"Daisy Line Rental, various numbers,",271700,ICT Telecommunications Fixed
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,DAISY COMMUNICATIONS LTD,4145329,27/09/2017,71136,116.45,0,"Daisy Line Rental, various numbers,",271700,ICT Telecommunications Fixed
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Social Enterprise Admin,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,EE UK LTD (NCR),,01/09/2017,71660,43.26,0,Data for 19 Sim cards for pay and,351000,Street & Traffic Parking Car Parks
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,EE UK LTD (NCR),,01/09/2017,71660,124,0,Data for 19 Sim cards for pay and,351000,Street & Traffic Parking Car Parks
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,SLDC as Agent,,CUMBRIA COUNTY COUNCIL,,18/09/2017,70448,54,0,DBS Checks for Taxi Drivers,908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,SLDC as Agent,,CUMBRIA COUNTY COUNCIL,,18/09/2017,71345,108,0,DBS Checks for Taxi Drivers,908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,SLDC as Agent,,CUMBRIA COUNTY COUNCIL,,27/09/2017,71401,54,0,DBS Checks for Taxi Drivers,908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,SLDC as Agent,,CUMBRIA COUNTY COUNCIL,,27/09/2017,71403,108,0,DBS Checks for Taxi Drivers,908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,SLDC as Agent,,CUMBRIA COUNTY COUNCIL,,20/09/2017,71404,108,0,DBS Checks for Taxi Drivers,908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,SLDC as Agent,,CUMBRIA COUNTY COUNCIL,,20/09/2017,71405,270,0,DBS Checks for Taxi Drivers,908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Planning and Development,,LAMBERT SMITH HAMPTON GROUP,2521225,13/09/2017,71137,1250,0,Demolition of Ulverston Former Knitwear,999999,Unclassifiable
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Community & Housing Group,Housing,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,ENVIRONMENT & HOUSING GRANTS,,13/09/2017,71180,6255,0,DFG for ,201700,Financial Services Grants
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Community & Housing Group,Housing,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,C W COX & SONS (KENDAL) LTD,3498844,20/09/2017,71433,1861.44,0,DFG Payment for ,101000,Building Bathrooms
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Democratic and Member Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Hallgarth Community Centre Mgmt Committe,,25/09/2017,71482,500,0,donation towards Hallgarth Community,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ITPS Professional Services Ltd (DD),,01/09/2017,71566,151,0,Ecclerigg CCTV - Installation of PSTN,271700,ICT Telecommunications Fixed
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ITPS Professional Services Ltd (DD),,01/09/2017,71566,42,0,Ecclerigg CCTV - Installation of PSTN,271700,ICT Telecommunications Fixed
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ITPS Professional Services Ltd (DD),,01/09/2017,71566,0.35,0,Ecclerigg CCTV - Installation of PSTN,271700,ICT Telecommunications Fixed
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Richard Bell Electrical Ltd,7598748,11/09/2017,69437,46.87,0,Electric check for 20 Caroline Street,101100,Building Electrical
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CUMBRIA WASTE RECYCLING LTD,3162439,27/09/2017,71575,15017.3,0,Empty recycling banks in April to,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Cemeteries Office,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,TERRY JOHNSON,,18/09/2017,71330,17,0,Entry in Ulverston Book of Remembrance,121000,Cemetery & Crematorium Burial & Crem
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,HFX LIMITED,8137794,13/09/2017,71118,988.5,0,Etarmis Swipe cards,261200,HR Professional & Advisory Services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,WESTMORLAND COUNTY AGRICULTURAL SOCIETY,3146325,06/09/2017,70921,35.2,0,Extra Bays,261500,HR Training & Conferences
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Legal Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Eventus Legal Recruitment,,25/09/2017,71390,300,0,Fees for  w/k ending,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Legal Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Eventus Legal Recruitment,,25/09/2017,71391,300,0,Fees for  w/k ending 4/8/17,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Legal Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,WEIGHTMANS LLP,OC326117,18/09/2017,71216,475,0,Fees for Thomas Murphy  re,281300,Legal Services Legal Opinion
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Legal Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Eventus Legal Recruitment,,06/09/2017,70943,300,0,Fees for w/k ending 4/8/17,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Legal Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Eventus Legal Recruitment,,06/09/2017,70944,240,0,Fees for w/k ending 4/8/17,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Legal Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Timothy Leader,,11/09/2017,70979,550,0,Fees in respect of Commons town &,281200,Legal Services General Support
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Legal Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,St John's Chambers,,18/09/2017,71219,750,0,Fees in respect of New Road Kendal &,281200,Legal Services General Support
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Legal Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ANTHONY COLLINS SOLICITORS,OC313432,13/09/2017,71043,1322.5,0,Fees re:  Bring-Site Contract (Street,281300,Legal Services Legal Opinion
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Legal Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ANTHONY COLLINS SOLICITORS,OC313432,11/09/2017,71015,550,0,Fees re:  Grounds Maintenance Contract,281300,Legal Services Legal Opinion
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Legal Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Napthens Solicitors,OC325775,25/09/2017,71392,1262,0,Fees re:  Lease instruction for LDNPA at,280000,Legal Services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Development Implementation,Culture and Related Serv,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CRUDEN PROPERTY SERVICES LTD,3851237,11/09/2017,70909,27664.78,0,Ferry Nab Boathouse,391111,Construction Buildings Repair & Mtce
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,TAYLOR ENGINEERING & FABRICATIONS LTD,4989359,06/09/2017,70861,362.5,0,Filters,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,TAYLOR ENGINEERING & FABRICATIONS LTD,4989359,06/09/2017,70867,85.32,0,Filters,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2017,Business Support Community Services,Internal Trading Accounts,,DAVID BREAKS,,06/09/2017,70870,204.3,0,Fit cam belt,381500,Vehicle Mgt Parts
