Department,Entity,Date of Payment,Expense Type,Project,Expense Area,Supplier,Transaction Number,Amount,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,25103,FUSION,FARNELL ELECTRONIC,5100312311,342.43,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,MATERIALS & SPARES,25103,FUSION,FARNELL ELECTRONIC,5100312314,2217.72,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,25103,FUSION,FARNELL ELECTRONIC,5100312341,583.10,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,25103,FUSION,FARNELL ELECTRONIC,5100312683,608.76,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,25103,FUSION,FARNELL ELECTRONIC,5100312685,312.39,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,25103,FUSION,FARNELL ELECTRONIC,5100312689,682.86,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,25103,FUSION,FARNELL ELECTRONIC,5100312697,23.53,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,MATERIALS & SPARES,25103,FUSION,FARNELL ELECTRONIC,5100312700,60.76,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,25103,FUSION,FARNELL ELECTRONIC,5100312703,411.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,MATERIALS & SPARES,25103,FUSION,FARNELL ELECTRONIC,5100312721,254.16,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,25701,FUSION,FARNELL ELECTRONIC,5100311340,4.47,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,25701,FUSION,FARNELL ELECTRONIC,5100311501,349.23,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,25701,FUSION,FARNELL ELECTRONIC,5100312336,1954.70,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,25701,FUSION,FARNELL ELECTRONIC,5100312342,3.85,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,25701,FUSION,FARNELL ELECTRONIC,5100312347,74.70,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,25702,FUSION,FARNELL ELECTRONIC,5100311355,11.71,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,25704,FUSION,FARNELL ELECTRONIC,5100312695,67.39,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,SOFTWARE,23621,FUSION,FARO UK LTD,5100311511,34950.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,SOFTWARE,29030,FUSION,FARO UK LTD,5100311959,6325.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,25836,FUSION,FEI UK,5100311952,1698.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/10/2014,MATERIALS & SPARES,25702,FUSION,FH Brundle,1900060468,635.04,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23104,FUSION,FISHER SCIENTIFIC UK LTD,5100312205,172.24,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,PLANT & EQUIPMENT,23131,FUSION,FISHER SCIENTIFIC UK LTD,5100312637,27.04,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,23151,FUSION,FISHER SCIENTIFIC UK LTD,5100311671,56.53,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,23151,FUSION,FISHER SCIENTIFIC UK LTD,5100312634,1412.46,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,23161,FUSION,FISHER SCIENTIFIC UK LTD,5100311874,659.37,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,PLANT & EQUIPMENT,23164,FUSION,FISHER SCIENTIFIC UK LTD,5100311406,551.53,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,23164,FUSION,FISHER SCIENTIFIC UK LTD,5100312636,62.09,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,25403,FUSION,FISHER SCIENTIFIC UK LTD,5100311697,27.98,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,29030,FUSION,FISHER SCIENTIFIC UK LTD,5100311404,11.82,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,MATERIALS & SPARES,23161,FUSION,FLEXIBLE REINFORCEMENT LIMITED,5100311802,737.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,MATERIALS & SPARES,23161,FUSION,FLEXIBLE REINFORCEMENT LIMITED,5100311803,737.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,18/11/2014,PLANT & EQUIPMENT,23150,FUSION,Flowquip Ltd,1900060543,1216.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,23103,FUSION,FORGEWELD LTD,5100312368,27.88,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,23103,FUSION,FORGEWELD LTD,5100312369,258.29,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,23103,FUSION,FORGEWELD LTD,5100312370,223.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,MATERIALS & SPARES,23104,FUSION,FORGEWELD LTD,5100311897,2271.26,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,MATERIALS & SPARES,25704,FUSION,FORGEWELD LTD,5100311898,88.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23128,FUSION,FORWARD 2000 LTD,5100312265,69.20,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,MATERIALS & SPARES,23150,FUSION,FORWARD 2000 LTD,5100311558,446.36,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,RESEARCH & DEVELOPMENT,21037,FUSION,FRAZER NASH CONSULTANCY,5100311083,20170.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,MATERIALS & SPARES,23152,FUSION,FTI LTD,5100312055,492.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,25701,FUSION,G&B PROJECTS COMPANY,5100312687,759.20,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PROFESSIONAL SERVICES,21033,SUPPORT SERVICES,GAEL LTD,5100312353,1175.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,PLANT & EQUIPMENT,23152,FUSION,GARDNER DENVER ALTON LTD,5100310650,946.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MATERIALS & SPARES,25103,FUSION,Gear Cutting Ltd,5100311311,4570.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,MATERIALS & SPARES,25103,FUSION,Gear Cutting Ltd,5100311807,131.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,HIRED STAFF,0,FUSION,GENTLE ASSOCIATES LTD,5100312396,3344.86,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,SOFTWARE,23103,FUSION,GEODETIC SERVICES INC,5100310970,3101.92,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,23122,FUSION,GLANVILLE CONSULTANTS,5100312441,496.03,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PROFESSIONAL SERVICES,23151,FUSION,GLANVILLE CONSULTANTS,5100310275,253.72,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PROFESSIONAL SERVICES,25704,FUSION,GLANVILLE CONSULTANTS,5100312540,1017.73,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PROFESSIONAL SERVICES,28200,PROPERTY,GLANVILLE CONSULTANTS,5100312542,168.36,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,25704,FUSION,GLASSMAN EUROPE,5100312386,4701.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/11/2014,TRAINING COURSE FEES,23168,FUSION,Global Edge,1900060512,484.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PROFESSIONAL SERVICES,63523,SUPPORT SERVICES,Government Actuary's Department,5100312112,18637.58,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,23151,FUSION,Green Machine Computers Ltd,5100311448,160.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/11/2014,OTHER EXTERNAL COSTS,28030,PROPERTY,Greenfield Partnership,1900060509,120.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,23164,FUSION,GREYHOUND CHROMATOGRAPHY,5100311320,534.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,28030,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100310858,795.90,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,28030,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100310868,100.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,28030,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100310869,100.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,28030,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100310871,474.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,28030,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100310872,237.30,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,28030,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100310873,118.65,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,28030,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100310875,102.80,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,28040,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100310865,118.65,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,28040,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100310866,267.30,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,28040,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100310867,267.30,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,REPAIRS & MAINTENANCE,25103,FUSION,GUYSON INTERNATIONAL,5100311954,142.88,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,REPAIRS & MAINTENANCE,29030,FUSION,GUYSON INTERNATIONAL,5100311836,55.01,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,TAXIS,21035,FUSION,HAROLDS CARS,5100310421,7832.86,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,TAXIS,21035,FUSION,HAROLDS CARS,5100312268,10134.90,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,25701,FUSION,Harting Ltd,5100311965,706.25,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,25701,FUSION,Harting Ltd,5100312373,3613.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,23103,FUSION,HEWDEN,5100310332,700.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,DESIGN & CONSTRUCTION,28200,PROPERTY,HILLMOORE FIRE PROTECTION LIMITED,5100312293,3250.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,DESIGN & CONSTRUCTION,28200,PROPERTY,HILLMOORE FIRE PROTECTION LIMITED,5100312294,3305.40,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,23151,FUSION,HILLS WASTE SOLUTIONS LTD,5100312254,225.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,23151,FUSION,HILLS WASTE SOLUTIONS LTD,5100312255,200.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,23151,FUSION,HILLS WASTE SOLUTIONS LTD,5100312256,10.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,23151,FUSION,HILLS WASTE SOLUTIONS LTD,5100312258,30.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,23151,FUSION,HILLS WASTE SOLUTIONS LTD,5100312259,15.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,23151,FUSION,HILLS WASTE SOLUTIONS LTD,5100312261,1212.32,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,MATERIALS & SPARES,25701,FUSION,Himag Planar Magnetics Ltd,5100311869,4925.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,REPAIRS & MAINTENANCE,23129,FUSION,HITEK LTD,5100312022,6890.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,REPAIRS & MAINTENANCE,23161,FUSION,HITEK LTD,5100312233,1315.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,STATIONERY,21034,FUSION,HOBS REPROGRAPHICS PLC,5100310227,432.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,STATIONERY,21034,FUSION,HOBS REPROGRAPHICS PLC,5100310850,80.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,STATIONERY,21034,FUSION,HOBS REPROGRAPHICS PLC,5100310965,52.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,STATIONERY,21034,FUSION,HOBS REPROGRAPHICS PLC,5100310966,52.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,STATIONERY,21034,FUSION,HOBS REPROGRAPHICS PLC,5100310967,45.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,STATIONERY,21034,FUSION,HOBS REPROGRAPHICS PLC,5100311969,249.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,STATIONERY,21034,FUSION,HOBS REPROGRAPHICS PLC,5100311970,10.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,STATIONERY,21034,FUSION,HOBS REPROGRAPHICS PLC,5100312135,175.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,STATIONERY,23108,FUSION,HOBS REPROGRAPHICS PLC,5100310961,11.34,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,TRAVEL,0,TRAVEL,Hogg Robinson(Travel)Ltd T/A HRG UK,5100312300,36842.26,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PROFESSIONAL SERVICES,23164,FUSION,HSE - FINANCIAL OPERATIONS,5100311678,161.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,23120,FUSION,HUTTON ENGINEERING (PRECISION) LTD,5100312580,785.40,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,PROFESSIONAL SERVICES,25103,FUSION,HUTTON ENGINEERING (PRECISION) LTD,5100311518,312.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,25103,FUSION,HUTTON ENGINEERING (PRECISION) LTD,5100312321,428.70,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,CLEANING,23103,FUSION,HYDROBLAST,5100312270,205.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,CLEANING,25103,FUSION,HYDROBLAST,5100311684,660.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,CLEANING,25103,FUSION,HYDROBLAST,5100312269,875.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PROFESSIONAL SERVICES,23151,FUSION,i2 Security Services,5100311755,729.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23617,FUSION,Idom Merebrook Ltd,5100312279,49888.68,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,PROFESSIONAL SERVICES,25501,FUSION,IET SERVICES LIMITED,5100311508,4200.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MEDICAL EXPENSES,23162,FUSION,IMASS LTD,5100310357,4985.41,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,UNIVERSITY PLACEMENT,25501,FUSION,IMPERIAL COLLEGE,5100310664,7680.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,UNIVERSITY PLACEMENT,25501,FUSION,IMPERIAL COLLEGE,5100310844,1646.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23106,FUSION,Industrial Technical Ltd,5100312031,115.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23106,FUSION,Industrial Technical Ltd,5100312032,66.30,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23161,FUSION,Industrial Technical Ltd,5100312030,244.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23161,FUSION,Industrial Technical Ltd,5100312034,123.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23161,FUSION,Industrial Technical Ltd,5100312039,285.90,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23161,FUSION,Industrial Technical Ltd,5100312041,81.80,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,23134,FUSION,INSIGHT DIRECT LTD,5100311841,629.98,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23150,FUSION,INSIGHT DIRECT LTD,5100312028,919.99,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,23132,FUSION,INTEGRATE SYSTEMS ENGINEERING LTD,5100312410,5799.16,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/11/2014,INTERVIEW EXPENSES,21032,SUPPORT SERVICES,INTERVIEW EXPENSES,1900060508,165.85,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,07/11/2014,INTERVIEW EXPENSES,23105,FUSION,INTERVIEW EXPENSES,1900060521,54.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,07/11/2014,INTERVIEW EXPENSES,23109,FUSION,INTERVIEW EXPENSES,1900060520,172.35,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,07/11/2014,INTERVIEW EXPENSES,23109,FUSION,INTERVIEW EXPENSES,1900060522,22.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,07/11/2014,INTERVIEW EXPENSES,23131,FUSION,INTERVIEW EXPENSES,1900060513,146.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,07/11/2014,INTERVIEW EXPENSES,23150,FUSION,INTERVIEW EXPENSES,1900060523,100.92,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/11/2014,INTERVIEW EXPENSES,23161,FUSION,INTERVIEW EXPENSES,1900060507,102.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,07/11/2014,INTERVIEW EXPENSES,25402,FUSION,INTERVIEW EXPENSES,1900060517,146.00,,CUL13931
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/11/2014,INTERVIEW EXPENSES,25700,FUSION,INTERVIEW EXPENSES,1900060510,269.13,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/11/2014,INTERVIEW EXPENSES,25701,FUSION,INTERVIEW EXPENSES,1900060505,44.64,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/11/2014,INTERVIEW EXPENSES,25701,FUSION,INTERVIEW EXPENSES,1900060506,56.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PUBLICATIONS,25821,FUSION,IOP PUBLISHING LTD,5100312505,1125.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PUBLICATIONS,26900,,IOP PUBLISHING LTD,5100311415,1627.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PUBLICATIONS,26900,,IOP PUBLISHING LTD,5100311417,937.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PUBLICATIONS,26900,,IOP PUBLISHING LTD,5100311418,656.25,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,21033,SUPPORT SERVICES,IPM FITTINGS,5100311680,149.82,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PLANT & EQUIPMENT,23103,FUSION,IPM FITTINGS,5100311679,271.92,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,23151,FUSION,IPM FITTINGS,5100311677,225.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,MATERIALS & SPARES,23106,FUSION,IS RAYFAST LTD,5100312299,463.53,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,25103,FUSION,IS RAYFAST LTD,5100311110,53.96,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,TRAINING COSTS,21033,SUPPORT SERVICES,ISIS TRAINING SERVICES LTD,5100312364,38905.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MATERIALS & SPARES,23150,FUSION,ITM Power (Trading) Ltd.,5100308971,75330.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,MATERIALS & SPARES,23129,FUSION,JA BECKER & SOHNE GMBH & CO KG,5100312454,10103.24,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,29030,FUSION,JAC TOOLS LTD,5100311588,53.28,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,23126,FUSION,JAMES FISHER INSPECTION AND,5100312017,21158.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,MATERIALS & SPARES,25103,FUSION,JAY-TEC System LTD,5100312275,371.34,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,PLANT & EQUIPMENT,25103,FUSION,JEMA,5100310971,2392.19,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23128,FUSION,JEWSON LTD,5100312335,71.90,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,MATERIALS & SPARES,23161,FUSION,JEWSON LTD,5100311696,290.20,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23161,FUSION,JEWSON LTD,5100312010,599.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23161,FUSION,JEWSON LTD,5100312332,72.04,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,MATERIALS & SPARES,25103,FUSION,JEWSON LTD,5100312013,78.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,MATERIALS & SPARES,25103,FUSION,JEWSON LTD,5100312334,196.80,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,23129,FUSION,JOHN CRANE UK,5100312638,1202.26,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,29030,FUSION,JOHNSON MATTHEY PLC,5100311456,777.43,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23128,FUSION,JOINTING TECHNOLOGIES,5100311323,8260.30,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,25704,FUSION,JOINTING TECHNOLOGIES,5100311324,5895.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,18/11/2014,PLANT & EQUIPMENT,23150,FUSION,Jumo Instrument Co UK,1900060544,5404.36,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,25103,FUSION,KAISER & KRAFT LTD,5100310707,153.90,,
