Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category/Summary
09.07.2015,MOUNTFIELD PRIMARY,JR HOLLAND FOODSERVICE,71.66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,70.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,HOTSPUR PRIMARY,BLAKEMORE FOODSERVICE,197,School meals,CATERERS
09.07.2015,ST MARYS CATHOLIC,BLAKEMORE FOODSERVICE,105.11,School meals,CATERERS
09.07.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,14.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,82.76,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST JOSEPHS RC,BLAKEMORE FOODSERVICE,218.6,School meals,CATERERS
09.07.2015,RAVENSWOOD PRIMARY,BRAKE BROS LTD,173.9,School meals,CATERERS
09.07.2015,ARTHURS MOORSIDE,BLAKEMORE FOODSERVICE,292.41,School meals,CATERERS
09.07.2015,GOSFORTH JUNIOR,JR HOLLAND FOODSERVICE,94.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,WEST DENTON PRIMARY,JR HOLLAND FOODSERVICE,78.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,SACRED HEART PRI,BLAKEMORE FOODSERVICE,67.1,School meals,CATERERS
09.07.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,30.39,School meals,CATERERS
09.07.2015,NEWBURN MANOR,BRAKE BROS LTD,54.32,School meals,CATERERS
09.07.2015,ENGLISH MARTYRS,JR HOLLAND FOODSERVICE,52.22,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST CUTHBERTS KENT,JR HOLLAND FOODSERVICE,70.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,239.3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,CENTRAL WALKER,JR HOLLAND FOODSERVICE,105.47,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST CUTHBERTS WALB,JR HOLLAND FOODSERVICE,67.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,BEECH HILL,JR HOLLAND FOODSERVICE,95.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,GRANGE FIRST SCHOOL,JR HOLLAND FOODSERVICE,66.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,WEST JESMOND,BLAKEMORE FOODSERVICE,286.95,School meals,CATERERS
09.07.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,93.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,64.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST JOSEPHS RC,JR HOLLAND FOODSERVICE,60.93,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST MICHAELS RC,BLAKEMORE FOODSERVICE,3.38,School meals,CATERERS
09.07.2015,ARTHURS WESTAGE,BLAKEMORE FOODSERVICE,375.65,School meals,CATERERS
09.07.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,60.34,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,GOSFORTH ACADEMY,BLAKEMORE FOODSERVICE,427.46,School meals,CATERERS
09.07.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,100.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,114.08,School meals,CATERERS
09.07.2015,CANNING STREET,JR HOLLAND FOODSERVICE,154.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,CIVIC BANQUETING,BLAKEMORE FOODSERVICE,523.97,School meals,CATERERS
09.07.2015,ST GEORGES RC,BRAKE BROS LTD,33.84,School meals,CATERERS
09.07.2015,DINNINGTON FIRST,JR HOLLAND FOODSERVICE,57.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,HADRIAN SCHOOL,JR HOLLAND FOODSERVICE,61.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,WEST WALKER,JR HOLLAND FOODSERVICE,29.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,BROADWOOD PRIMARY,JR HOLLAND FOODSERVICE,78.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,LINHOPE PRU,JR HOLLAND FOODSERVICE,55.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,KINGSTON PARK,BRAKE BROS LTD,199.45,School meals,CATERERS
09.07.2015,GOSFORTH PARK,BLAKEMORE FOODSERVICE,423.5,School meals,CATERERS
09.07.2015,KENTON BAR,JR HOLLAND FOODSERVICE,91.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST CHARLES' RC,JR HOLLAND FOODSERVICE,55.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,HILTON PRIMARY,JR HOLLAND FOODSERVICE,157.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ARCHIBOLD FIRST,BLAKEMORE FOODSERVICE,101.67,School meals,CATERERS
09.07.2015,WALBOTTLE VILLAGE,JR HOLLAND FOODSERVICE,57.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015, BRIDGEWATER,BRAKE BROS LTD,99.84,School meals,CATERERS
09.07.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,140.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ENGLISH MARTYRS,JR HOLLAND FOODSERVICE,61.61,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,WALBOTTLE CAMPUS,BRAKE BROS LTD,40.71,School meals,CATERERS
09.07.2015,CANNING STREET,BLAKEMORE FOODSERVICE,539.87,School meals,CATERERS
09.07.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,5.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,GOSFORTH JUNIOR,BLAKEMORE FOODSERVICE,735.79,School meals,CATERERS
09.07.2015,ST CUTHBERTS KENT,BRAKE BROS LTD,4.88,School meals,CATERERS
09.07.2015,NEWBURN MANOR,JR HOLLAND FOODSERVICE,78.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,197.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ARTHURS WESTAGE,JR HOLLAND FOODSERVICE,86.81,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,STOCKSFIELD AVENUE,JR HOLLAND FOODSERVICE,87.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,WELBECK PRIMARY,BRAKE BROS LTD,125.59,School meals,CATERERS
09.07.2015,RAVENSWOOD PRIMARY,BLAKEMORE FOODSERVICE,18.17,School meals,CATERERS
09.07.2015,ST MARYS CATHOLIC,BLAKEMORE FOODSERVICE,316.4,School meals,CATERERS
09.07.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,1.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST JOSEPHS RC,BRAKE BROS LTD,191.3,School meals,CATERERS
09.07.2015,HAWTHORN PRIMARY,BLAKEMORE FOODSERVICE,118.59,School meals,CATERERS
09.07.2015,SIR CHARLES PARSONS,JR HOLLAND FOODSERVICE,99.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,CRAGSIDE PRIMARY,JR HOLLAND FOODSERVICE,90.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,194.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,OUR LADY & ST ANNES,BLAKEMORE FOODSERVICE,43.92,School meals,CATERERS
09.07.2015,GOSFORTH PARK,BRAKE BROS LTD,147.28,School meals,CATERERS
09.07.2015,KINGSTON PARK,JR HOLLAND FOODSERVICE,89.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,GOSFORTH ACADEMY,BLAKEMORE FOODSERVICE,382.7,School meals,CATERERS
09.07.2015,TRINITY OAKFIELD,JR HOLLAND FOODSERVICE,42.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,SACRED HEART PRI,BLAKEMORE FOODSERVICE,161.34,School meals,CATERERS
09.07.2015,SACRED HEART PRI,JR HOLLAND FOODSERVICE,37.12,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,72.04,School meals,CATERERS
09.07.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,68.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,8.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST CHARLES' RC,BLAKEMORE FOODSERVICE,130.14,School meals,CATERERS
09.07.2015,ST JOHN VIANNEY,BRAKE BROS LTD,67.58,School meals,CATERERS
09.07.2015,SACRED HEART HIGH,BLAKEMORE FOODSERVICE,508.53,School meals,CATERERS
09.07.2015,ST MICHAELS RC,BLAKEMORE FOODSERVICE,112.85,School meals,CATERERS
09.07.2015,ST CHARLES' RC,BLAKEMORE FOODSERVICE,42.54,School meals,CATERERS
09.07.2015,TYNEVIEW PRIMARY,JR HOLLAND FOODSERVICE,38.34,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST TERESAS,JR HOLLAND FOODSERVICE,50.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,40.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ARCHIBOLD FIRST,BLAKEMORE FOODSERVICE,56.17,School meals,CATERERS
09.07.2015,ST CATHERINES,BLAKEMORE FOODSERVICE,111.35,School meals,CATERERS
09.07.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,83.66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,40.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,HAWTHORN PRIMARY,JR HOLLAND FOODSERVICE,7.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST TERESAS,BLAKEMORE FOODSERVICE,144.85,School meals,CATERERS
09.07.2015,HADRIAN SCHOOL,BLAKEMORE FOODSERVICE,134.81,School meals,CATERERS
09.07.2015,ST PAULS CE,JR HOLLAND FOODSERVICE,78.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,CIVIC BANQUETING,BRAKE BROS LTD,123.68,School meals,CATERERS
09.07.2015,ARCHBISHOP RUNCIE,BLAKEMORE FOODSERVICE,209.49,School meals,CATERERS
09.07.2015,OUR LADY & ST ANNES,BLAKEMORE FOODSERVICE,528.42,School meals,CATERERS
09.07.2015,WEST JESMOND,BRAKE BROS LTD,206.87,School meals,CATERERS
09.07.2015,SOUTH GOSFORTH,JR HOLLAND FOODSERVICE,97.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,NORTH FAWDON,JR HOLLAND FOODSERVICE,59.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,KNOPLAW PRIMARY,JR HOLLAND FOODSERVICE,56.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,SIMONSIDE COMMUNITY,JR HOLLAND FOODSERVICE,46.31,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,FARNE PRIMARY,JR HOLLAND FOODSERVICE,50.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST OSWALDS,JR HOLLAND FOODSERVICE,77.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST BEDES RC,JR HOLLAND FOODSERVICE,62.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,HOTSPUR PRIMARY,JR HOLLAND FOODSERVICE,113.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,WAVERLEY PRIMARY,JR HOLLAND FOODSERVICE,68.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,SOUTH GOSFORTH,BRAKE BROS LTD,114.9,School meals,CATERERS
09.07.2015,RAVENSWOOD PRIMARY,BLAKEMORE FOODSERVICE,392.49,School meals,CATERERS
09.07.2015,GOSFORTH JUNIOR,JR HOLLAND FOODSERVICE,138.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,TYNEVIEW PRIMARY,JR HOLLAND FOODSERVICE,27.11,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,STOCKSFIELD AVENUE,BRAKE BROS LTD,261.86,School meals,CATERERS
09.07.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,58,School meals,CATERERS
09.07.2015,REGENT FARM FIRST,BRAKE BROS LTD,125.31,School meals,CATERERS
09.07.2015,ST JOHNS PRIMARY,BRAKE BROS LTD,125,School meals,CATERERS
09.07.2015,ST CUTHBERTS HIGH,BLAKEMORE FOODSERVICE,581.57,School meals,CATERERS
09.07.2015,RAVENSWOOD PRIMARY,JR HOLLAND FOODSERVICE,122.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,BEECH HILL,BRAKE BROS LTD,83.43,School meals,CATERERS
09.07.2015,ST MICHAELS RC,JR HOLLAND FOODSERVICE,61.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,117.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,4.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,WEST WALKER,JR HOLLAND FOODSERVICE,79.76,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.07.2015,WALBOTTLE CAMPUS,BRAKE BROS LTD,443.55,School meals,CATERERS
09.07.2015,ST CUTHBERTS HIGH,BRAKE BROS LTD,611.07,School meals,CATERERS
09.07.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,49.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,HILTON PRIMARY,JR HOLLAND FOODSERVICE,53,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,STOCKSFIELD AVENUE,FREEMAN CATERING BUTCH,60.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WELBECK PRIMARY,FREEMAN CATERING BUTCH,131.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,LEMINGTON RIVERSIDE,JR HOLLAND FOODSERVICE,12.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,HOTSPUR PRIMARY,FREEMAN CATERING BUTCH,30.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WEST WALKER,JR HOLLAND FOODSERVICE,68.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST MARKS RC,FREEMAN CATERING BUTCH,89.55,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST MARKS RC,JR HOLLAND FOODSERVICE,31.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WALKERGATE PRIMARY,JR HOLLAND FOODSERVICE,77.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST CUTHBERTS HIGH,FREEMAN CATERING BUTCH,26.61,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,BROADWOOD PRIMARY,BRAKE BROS LTD,89.29,School meals,CATERERS
08.07.2015,CENTRAL WALKER,FREEMAN CATERING BUTCH,145.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST CUTHBERTS KENT,JR HOLLAND FOODSERVICE,29.12,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST VINCENTS RC,JR HOLLAND FOODSERVICE,28.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,30.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WEST JESMOND,FREEMAN CATERING BUTCH,8.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ARCHIBOLD FIRST,FREEMAN CATERING BUTCH,108.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,THOMAS BEWICK,BRAKE BROS LTD,67.46,School meals,CATERERS
08.07.2015,ST VINCENTS RC,FREEMAN CATERING BUTCH,56.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WALKER TECHNOLOGY,JR HOLLAND FOODSERVICE,13.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,CENTRAL WALKER,FREEMAN CATERING BUTCH,86.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,SACRED HEART PRI,BRAKE BROS LTD,91.23,School meals,CATERERS
08.07.2015,LEMINGTON RIVERSIDE,JR HOLLAND FOODSERVICE,6.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST TERESAS,FREEMAN CATERING BUTCH,53.42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,34.11,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WALKER TECHNOLOGY,FREEMAN CATERING BUTCH,193.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,HOTSPUR PRIMARY,JR HOLLAND FOODSERVICE,79.53,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,CRUDDAS PARK,JR HOLLAND FOODSERVICE,8.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST OSWALDS,JR HOLLAND FOODSERVICE,34.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST JOSEPHS RC,FREEMAN CATERING BUTCH,49.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WEST WALKER,BRAKE BROS LTD,171.8,School meals,CATERERS
08.07.2015, BRIDGEWATER,FREEMAN CATERING BUTCH,130.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,KENTON SCHOOL,FREEMAN CATERING BUTCH,27.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,CHRIST CHURCH,JR HOLLAND FOODSERVICE,29.76,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WALKERGATE PRIMARY,BRAKE BROS LTD,424.79,School meals,CATERERS
08.07.2015,SACRED HEART HIGH,FREEMAN CATERING BUTCH,98.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,MILECASTLE PRIMARY,FREEMAN CATERING BUTCH,19.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,KENTON SCHOOL,FREEMAN CATERING BUTCH,111.39,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,HOTSPUR PRIMARY,FREEMAN CATERING BUTCH,7.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,179.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,SIMONSIDE COMMUNITY,JR HOLLAND FOODSERVICE,49.39,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WALKER TECHNOLOGY,JR HOLLAND FOODSERVICE,118.02,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,SIR CHARLES PARSONS,BRAKE BROS LTD,101.44,School meals,CATERERS
08.07.2015,ST CUTHBERTS HIGH,JR HOLLAND FOODSERVICE,87.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,CHRIST CHURCH,FREEMAN CATERING BUTCH,27.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,86.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WAVERLEY PRIMARY,FREEMAN CATERING BUTCH,157.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,63.72,School meals,CATERERS
08.07.2015,ST MARYS CATHOLIC,FREEMAN CATERING BUTCH,38.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST MARYS CATHOLIC,FREEMAN CATERING BUTCH,32.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,OUR LADY & ST ANNES,FREEMAN CATERING BUTCH,27.47,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,HAWTHORN PRIMARY,JR HOLLAND FOODSERVICE,7.75,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,27.26,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,STOCKSFIELD AVENUE,JR HOLLAND FOODSERVICE,40.15,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,HOTSPUR PRIMARY,FREEMAN CATERING BUTCH,11.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,GRANGE FIRST SCHOOL,FREEMAN CATERING BUTCH,66.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WALBOTTLE CAMPUS,FREEMAN CATERING BUTCH,15.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST CUTHBERTS KENT,FREEMAN CATERING BUTCH,67.1,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,HADRIAN SCHOOL,FREEMAN CATERING BUTCH,65.68,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ENGLISH MARTYRS,FREEMAN CATERING BUTCH,102.22,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST MICHAELS RC,BRAKE BROS LTD,108.75,School meals,CATERERS
08.07.2015,SIR CHARLES PARSONS,BRAKE BROS LTD,33.41,School meals,CATERERS
08.07.2015,ST JOHN VIANNEY,FREEMAN CATERING BUTCH,57.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST OSWALDS,BRAKE BROS LTD,28.46,School meals,CATERERS
08.07.2015,ST ALBANS RC,FREEMAN CATERING BUTCH,64.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WEST JESMOND,JR HOLLAND FOODSERVICE,93.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,BEECH HILL,FREEMAN CATERING BUTCH,83.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ENGLISH MARTYRS,BRAKE BROS LTD,77.29,School meals,CATERERS
08.07.2015,SIR CHARLES PARSONS,FREEMAN CATERING BUTCH,26.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST VINCENTS RC,JR HOLLAND FOODSERVICE,43.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,NEWBURN MANOR,JR HOLLAND FOODSERVICE,39.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WALBOTTLE CAMPUS,ON A ROLL SANDWICH COM,270.09,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
08.07.2015,WALKER TECHNOLOGY,FREEMAN CATERING BUTCH,86.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,CANNING STREET,BRAKE BROS LTD,297.56,School meals,CATERERS
08.07.2015,ST CATHERINES,FREEMAN CATERING BUTCH,37.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST TERESAS,JR HOLLAND FOODSERVICE,28.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,BROADWOOD PRIMARY,FREEMAN CATERING BUTCH,46.41,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,KENTON SCHOOL,FREEMAN CATERING BUTCH,474.17,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,SIMONSIDE COMMUNITY,FREEMAN CATERING BUTCH,7.41,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WALBOTTLE VILLAGE,JR HOLLAND FOODSERVICE,13.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,17.51,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,BENFIELD SCHOOL,ON A ROLL SANDWICH COM,300.37,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
08.07.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,50.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,16.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ST LAWRENCES RC,BRAKE BROS LTD,65.97,School meals,CATERERS
08.07.2015,BROADWOOD PRIMARY,JR HOLLAND FOODSERVICE,43.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,26.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,MILECASTLE PRIMARY,BRAKE BROS LTD,144.91,School meals,CATERERS
08.07.2015,ST BEDES RC,FREEMAN CATERING BUTCH,42.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,CRAGSIDE PRIMARY,FREEMAN CATERING BUTCH,102.86,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,WYNDHAM PRIMARY,FREEMAN CATERING BUTCH,43.53,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,HILTON PRIMARY,BRAKE BROS LTD,136.53,School meals,CATERERS
08.07.2015,SIMONSIDE COMMUNITY,FREEMAN CATERING BUTCH,64.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,KINGSTON PARK,JR HOLLAND FOODSERVICE,49.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,SOUTH GOSFORTH,FREEMAN CATERING BUTCH,68,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.07.2015,FARNE PRIMARY,BRAKE BROS LTD,61.92,School meals,CATERERS
