"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 7","15894","19297","Scientist - Band 7","1.00","Science and Engineering"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 5","21951","31099","Scientist - Band 5","19.71","Science and Engineering"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 1","72844","99999","Scientist - Band 1","4.00","Science and Engineering"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 4","27629","40675","Scientist - Band 4","35.73","Science and Engineering"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","EURO","N/A","N/A","Scientist - Euro","3.50","Science and Engineering"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 2","49637","76745","Scientist - Band 2","6.00","Science and Engineering"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 3","37395","54021","Scientist - Band 3","12.00","Science and Engineering"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 3","37395","54021","Operations - Senior Manager - Band 3","1.00","Operational Delivery"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 4","27629","40675","Operations - Officer - Band 4","1.00","Operational Delivery"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 5","21951","31099","Operations - Officer - Band 5","2.81","Operational Delivery"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 6","17088","25094","Operations - Assistant - Band 6","3.47","Operational Delivery"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Cognition and Brain Sciences Unit (CBSU)","1038791","BAND 6","17088","25094","Scientist - Band 6","0.56","Science and Engineering"
"Department for Business, Energy and Industrial Strategy","Medical Research Council","MRC Centre for Macaques (CFM)","1040240","BAND 4","27629","40675","Operations - Officer - Band 4","1.00","Operational Delivery"
