Date of Payment,Expense type,Expense Area,Supplier,Transaction number,Amount,Department and Entity,Department and Entity
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294572,38.63,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294660,37.88,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294442,35.96,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294613,35.26,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294910,33.46,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294886,31.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294573,30.87,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294617,29.68,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294335,27.48,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294350,24.94,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294665,24.68,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294101,24.18,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100293290,23.85,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294895,21.68,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294661,20.93,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294096,20.22,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294438,19.75,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294451,19.18,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294905,19.18,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294666,18.37,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294453,18.21,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100292518,7.91,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294571,7.73,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294574,5.02,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294576,3.25,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294341,3.05,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,IT EQUIPMENT NON CAPITAL,FUSION,SCAN COMPUTERS INTERNATIONAL LTD,5100294724,1368.30,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,IT EQUIPMENT NON CAPITAL,FUSION,SCAN COMPUTERS INTERNATIONAL LTD,5100295019,2091.24,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,IT EQUIPMENT NON CAPITAL,FUSION,SCAN COMPUTERS INTERNATIONAL LTD,5100294391,2523.90,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,IT EQUIPMENT NON CAPITAL,FUSION,SCAN COMPUTERS INTERNATIONAL LTD,5100294274,4554.09,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,MATERIALS & SPARES,FUSION,SCHROFF UK LTD,5100294871,1042.68,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,SCIENTIC MANUFACTURING,5100294300,140.14,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT & EQUIPMENT,FUSION,SCIENTIC MANUFACTURING,5100295002,262.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT & EQUIPMENT,FUSION,SCIENTIC MANUFACTURING,5100295000,321.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT & EQUIPMENT,FUSION,SCIENTIC MANUFACTURING,5100295001,395.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100294329,50.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100294129,235.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100294153,235.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100294330,235.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100294763,235.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100295191,235.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100294760,290.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100294380,468.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100294762,810.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100294006,900.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,SITE SUPPORT SERVICES,PROPERTY,SCION ESTATES,5100294822,10462.67,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100294290,11.25,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100293905,28.12,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100293906,37.33,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100294991,56.63,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100294995,70.95,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,PROPERTY,SCREWFIX DIRECT LTD,5100294996,74.99,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100295175,88.28,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100294605,90.47,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100294993,123.51,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100295167,139.44,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100294292,183.33,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100295174,185.98,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100294992,263.04,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100293908,299.97,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100294606,485.18,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,PLANT & EQUIPMENT,FUSION,SELBY ENGINEERING & LIFTING SAFETY,5100294307,7239.85,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,SENSOR TECHNOLOGY,5100295045,3118.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,PROPERTY,SETON,5100295135,20.15,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,SETON,5100292617,20.45,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,MATERIALS & SPARES,FUSION,SEVEN SOLUTIONS,5100294160,1236.13,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,MATERIALS & SPARES,FUSION,SEVEN SOLUTIONS,5100293624,3052.28,United Kingdom Energy Authority,United Kingdom Energy Authority
08/10/2013,MATERIALS & SPARES,FUSION,Shaw Hydraulics Ltd,1900058957,690.66,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,SECURITY & EMERGENCY,PROPERTY,SHRED-IT,5100294221,177.50,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,SKAN,5100293967,10249.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CONSULTANCY,FUSION,SLR Consulting Ltd,1900059035,5331.04,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,SM GAUGE COMPANY LIMITED,5100294725,248.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,SM GAUGE COMPANY LIMITED,5100294504,263.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,CONFERENCES,FUSION,SOCIETY FOR RADIOLOGICAL PROTECTION,5100294222,120.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PLANT & EQUIPMENT,FUSION,SOHAM SCIENTIFIC,5100294036,580.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,DESIGN & CONSTRUCTION,PROPERTY,South Oxfordshire District Council,1900058991,195.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,SOUTHERN CALIBRATION LABORATORY,5100294867,83.25,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,SOUTHERN CALIBRATION LABORATORY,5100294868,90.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,SOUTHERN CALIBRATION LABORATORY,5100294864,180.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,SOUTHERN CALIBRATION LABORATORY,5100294224,429.75,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,PROPERTY,SP SERVICES UK LTD,5100295064,78.55,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,SPECIALIST WELDING SERVICES,5100294759,180.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,SOFTWARE,FUSION,SPIDEX SOFTWARE LTD,5100294459,29806.76,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,CONFERENCES/MEETINGS,FUSION,St Anne's College Services Co Ltd,1900058961,711.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,CONFERENCES ,FUSION,ST EDMUND HALL,5100294104,2898.66,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,STAUBLI LTD,5100294973,404.58,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,STE Elecdan Distribution,1900059033,966.00,United Kingdom Energy Authority,United Kingdom Energy Authority
18/10/2013,PLANT & EQUIPMENT,FUSION,Stefan Mayer Instruments,1900059024,2154.55,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,STEMMER IMAGING LTD,5100294630,596.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PROFESSIONAL SERVICES,PROPERTY,STORAGE SOLUTION,5100294295,1094.94,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,PROFESSIONAL SERVICES,FUSION,STUDSVIK UK LTD,5100294092,6617.50,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PERSONAL PROTECTIVE EQUIPMENT,FUSION,SURE SAFE LTD,5100294090,752.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,VEHICLE REPAIRS,FUSION,SUTTON COURTENAY TYRES,5100294474,12.50,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100295198,34.10,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294673,67.42,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100293329,76.93,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294005,78.70,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100295047,79.48,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294930,96.14,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294670,109.03,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294691,112.41,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100295042,124.27,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294812,168.95,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294198,226.18,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100295048,273.81,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294813,345.55,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294680,423.87,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294701,1162.28,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100294927,1908.50,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,TRAINING COSTS,SUPPORT SERVICES,SWETS INFORMATION SERVICES LTD,5100294717,3236.99,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,TRAINING COSTS,SUPPORT SERVICES,SWETS INFORMATION SERVICES LTD,5100294755,19904.44,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,TACKLESTORE LTD,5100294872,25.40,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,TC LTD,5100294765,185.90,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,TECAN LTD,5100294503,74.76,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,TECAN LTD,5100294156,3023.69,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,HIRED STAFF,FUSION,TECHICAL UNIVERSITY OF DENMARK,5100294772,3641.35,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,HIRED STAFF,FUSION,TESSELLA PLC,5100294705,5057.33,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,HIRED STAFF,FUSION,TESSELLA PLC,5100294704,10138.60,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,HIRED STAFF,FUSION,TESSELLA PLC,5100294703,10701.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,UTILITIES/WATER,PROPERTY,THAMES WATER UTILITIES,5100294287,2169.61,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,UTILITIES/WATER,PROPERTY,THAMES WATER UTILITIES,5100294176,16005.25,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,BOOKS & PUBLICATIONS,SUPPORT SERVICES,THE BRITISH LIBRARY,5100294506,4.15,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,BOOKS & PUBLICATIONS,SUPPORT SERVICES,THE BRITISH LIBRARY,5100294505,86.70,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PROFESSIONAL SERVICES,PROPERTY,THE HARWELL SCIENCE & INNOVATION CA,5100293885,6822.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT & EQUIPMENT,PROPERTY,THERMAC (HIRE) LTD,5100294981,354.10,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,STATIONERY,FUSION,THOMAS LEACH LTD,5100294301,410.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,THORLABS LTD,5100295126,221.21,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,THORLABS LTD,5100294975,324.30,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,THORLABS LTD,5100294121,433.04,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,THORLABS LTD,5100294157,444.96,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,THORLABS LTD,5100294392,596.01,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,THORLABS LTD,5100294393,1882.10,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,BUILDING REPAIRS,FUSION,TILL & WHITEHEAD LTD,5100294275,22.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,BUILDING REPAIRS,FUSION,TILL & WHITEHEAD LTD,5100294281,40.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,BUILDING REPAIRS,FUSION,TILL & WHITEHEAD LTD,5100294283,85.65,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,BUILDING REPAIRS,FUSION,TILL & WHITEHEAD LTD,5100294280,94.56,United Kingdom Energy Authority,United Kingdom Energy Authority
