Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,Offal,Lung Worm ,2017-08,Wales,14415,313606,19,4.597
Sheep,Offal,Lung Worm ,2017-09,Wales,18957,318229,19,5.957
Sheep,Offal,Milk Spot,2017-07,England,2,747005,146,0
Sheep,Offal,Other,2017-07,England,4316,747005,146,0.578
Sheep,Offal,Other,2017-08,England,5882,874874,147,0.672
Sheep,Offal,Other,2017-09,England,6488,792010,144,0.819
Sheep,Offal,Other,2017-07,Wales,876,247016,19,0.355
Sheep,Offal,Other,2017-08,Wales,1021,313606,19,0.326
Sheep,Offal,Other,2017-09,Wales,1084,318229,19,0.341
Sheep,Offal,Pneumonia,2017-08,England,1,874874,147,0
Sheep,Offal,Pneumonia ? Mild,2017-08,England,4,874874,147,0
Sheep,Offal,Pneumonia Mycoplasma Like,2017-07,England,16348,747005,146,2.188
Sheep,Offal,Pneumonia Mycoplasma Like,2017-08,England,16698,874874,147,1.909
Sheep,Offal,Pneumonia Mycoplasma Like,2017-09,England,16212,792010,144,2.047
Sheep,Offal,Pneumonia Mycoplasma Like,2017-07,Wales,4698,247016,19,1.902
Sheep,Offal,Pneumonia Mycoplasma Like,2017-08,Wales,5346,313606,19,1.705
Sheep,Offal,Pneumonia Mycoplasma Like,2017-09,Wales,3730,318229,19,1.172
Sheep,Offal,Pneumonia Pasteurella Like,2017-07,England,10300,747005,146,1.379
Sheep,Offal,Pneumonia Pasteurella Like,2017-08,England,11925,874874,147,1.363
Sheep,Offal,Pneumonia Pasteurella Like,2017-09,England,10172,792010,144,1.284
Sheep,Offal,Pneumonia Pasteurella Like,2017-07,Wales,2518,247016,19,1.019
Sheep,Offal,Pneumonia Pasteurella Like,2017-08,Wales,4006,313606,19,1.277
Sheep,Offal,Pneumonia Pasteurella Like,2017-09,Wales,5776,318229,19,1.815
Sheep,Total Rejection,Contamination,2017-07,England,10,747005,146,0.001
Sheep,Total Rejection,Contamination,2017-08,England,11,874874,147,0.001
Sheep,Total Rejection,Contamination,2017-09,England,9,792010,144,0.001
Sheep,Total Rejection,Contamination,2017-08,Wales,3,313606,19,0.001
Sheep,Total Rejection,Contamination,2017-09,Wales,3,318229,19,0.001
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-07,England,71,747005,146,0.01
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-08,England,88,874874,147,0.01
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-09,England,100,792010,144,0.013
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-07,Wales,19,247016,19,0.008
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-08,Wales,26,313606,19,0.008
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-09,Wales,32,318229,19,0.01
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-07,England,646,747005,146,0.086
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-08,England,656,874874,147,0.075
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-09,England,323,792010,144,0.041
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-07,Wales,5,247016,19,0.002
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-08,Wales,19,313606,19,0.006
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-09,Wales,4,318229,19,0.001
Sheep,Total Rejection,Generalised Tuberculosis (Suspect),2017-07,England,3,747005,146,0
Sheep,Total Rejection,Jaundice,2017-07,England,5,747005,146,0.001
Sheep,Total Rejection,Jaundice,2017-08,England,12,874874,147,0.001
Sheep,Total Rejection,Jaundice,2017-09,England,10,792010,144,0.001
Sheep,Total Rejection,Jaundice,2017-07,Wales,1,247016,19,0
Sheep,Total Rejection,Jaundice,2017-08,Wales,1,313606,19,0
Sheep,Total Rejection,Jaundice,2017-09,Wales,1,318229,19,0
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-07,England,144,747005,146,0.019
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-08,England,140,874874,147,0.016
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-09,England,69,792010,144,0.009
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-07,Wales,2,247016,19,0.001
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-08,Wales,7,313606,19,0.002
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-09,Wales,5,318229,19,0.002
Sheep,Total Rejection,Other,2017-07,England,55,747005,146,0.007
Sheep,Total Rejection,Other,2017-08,England,52,874874,147,0.006
Sheep,Total Rejection,Other,2017-09,England,40,792010,144,0.005
Sheep,Total Rejection,Other,2017-07,Wales,5,247016,19,0.002
Sheep,Total Rejection,Other,2017-08,Wales,11,313606,19,0.004
Sheep,Total Rejection,Other,2017-09,Wales,8,318229,19,0.003
Sheep,Total Rejection,Polyarthritis,2017-07,England,41,747005,146,0.005
Sheep,Total Rejection,Polyarthritis,2017-08,England,58,874874,147,0.007
Sheep,Total Rejection,Polyarthritis,2017-09,England,71,792010,144,0.009
Sheep,Total Rejection,Polyarthritis,2017-07,Wales,28,247016,19,0.011
Sheep,Total Rejection,Polyarthritis,2017-08,Wales,44,313606,19,0.014
Sheep,Total Rejection,Polyarthritis,2017-09,Wales,40,318229,19,0.013
Sheep,Total Rejection,Processing Fault,2017-07,England,1,747005,146,0
Sheep,Total Rejection,Processing Fault,2017-08,England,3,874874,147,0
Sheep,Total Rejection,Processing Fault,2017-09,England,3,792010,144,0
Sheep,Total Rejection,Processing Fault,2017-07,Wales,29,247016,19,0.012
Sheep,Total Rejection,Processing Fault,2017-08,Wales,12,313606,19,0.004
Sheep,Total Rejection,Septicaemia/Fever,2017-07,England,79,747005,146,0.011
Sheep,Total Rejection,Septicaemia/Fever,2017-08,England,95,874874,147,0.011
Sheep,Total Rejection,Septicaemia/Fever,2017-09,England,79,792010,144,0.01
Sheep,Total Rejection,Septicaemia/Fever,2017-07,Wales,3,247016,19,0.001
Sheep,Total Rejection,Septicaemia/Fever,2017-08,Wales,7,313606,19,0.002
Sheep,Total Rejection,Septicaemia/Fever,2017-09,Wales,7,318229,19,0.002
Sheep,Total Rejections,Generalised Oedema/Emaciation,2017-08,England,1,874874,147,0
Sheep,Total Rejections,Generalised Oedema/Emaciation,2017-07,Wales,1,247016,19,0
