"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 DIRECTORATE SUPPORT","CCIDDIRB201","AO - Administration","17103","19973","AO - Administration","1.86","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 DIRECTORATE SUPPORT","CCIDDIRB201","EO - Administration","22187","27288","EO - Administration","2.65","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 DIRECTORATE SUPPORT","CCIDDIRB201","Grade 7 - Administration","45722","54695","Grade 7 - Administration","2.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 DIRECTORATE SUPPORT","CCIDDIRB201","HEO - Administration","27113","32937","HEO - Administration","0.88","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","EO - Administration","22187","27288","EO - Administration","4.67","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","Grade 7 - Administration","45722","54695","Grade 7 - Administration","1.50","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","Grade 7 - Factories","45722","54695","Grade 7 - Factories","1.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","Grade 7 - Scientific","45722","54695","Grade 7 - Scientific","2.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","Grade 7 - Spec Microbiologist","45722","54695","Grade 7 - Spec Microbiologist","1.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","Grade 7 - Spec Process Safety","51572","59089","Grade 7 - Spec Process Safety","1.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","HEO - Administration","27113","32937","HEO - Administration","11.92","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","HEO - Information","27113","32937","HEO - Information","1.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","HEO - Scientific","27113","32937","HEO - Scientific","1.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","SEO - Administration","33638","42073","SEO - Administration","4.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV","CCIDERGB101","SEO - Factories","33638","42073","SEO - Factories","5.66","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 LONG LATENCY HEALTH RISK DIVISION","CCIDLLHB101","EO - Administration","22187","27288","EO - Administration","2.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 LONG LATENCY HEALTH RISK DIVISION","CCIDLLHB101","Grade 7 - Administration","45722","54695","Grade 7 - Administration","2.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 LONG LATENCY HEALTH RISK DIVISION","CCIDLLHB101","Grade 7 - Factories","45722","54695","Grade 7 - Factories","2.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 LONG LATENCY HEALTH RISK DIVISION","CCIDLLHB101","Grade 7 - Scientific","45722","54695","Grade 7 - Scientific","2.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 LONG LATENCY HEALTH RISK DIVISION","CCIDLLHB101","HEO - Administration","27113","32937","HEO - Administration","12.88","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 LONG LATENCY HEALTH RISK DIVISION","CCIDLLHB101","SEO - Administration","33638","42073","SEO - Administration","7.89","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 LONG LATENCY HEALTH RISK DIVISION","CCIDLLHB101","SEO - Factories","33638","42073","SEO - Factories","3.00","Policy"
"Department for Work and Pensions","Health and Safety Executive","CCID - 150 LONG LATENCY HEALTH RISK DIVISION","CCIDLLHB101","SEO - Scientific","33638","42638","SEO - Scientific","4.17","Policy"
